gene_symbol,sex,nAcc_Female_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
LEPROT,female,-,0.814266532260854,0.592866733869573,0.407133266130427,-1,0.814266532260854
LEPROTL1,female,+,0.32489138297834075,0.16244569148917037,0.8375543085108297,1,0.32489138297834075
LETM1,female,+,0.22027251918219504,0.11013625959109752,0.8898637404089025,1,0.22027251918219504
LETM1P2,female,-,0.29773755435343136,0.8511312228232844,0.14886877717671568,-1,0.29773755435343136
LETM2,female,-,0.8605650295997059,0.569717485200147,0.43028251479985297,-1,0.8605650295997059
LETMD1,female,+,0.6438634502534146,0.3219317251267073,0.6780682748732927,1,0.6438634502534146
LEUTX,female,+,0.6170587534090777,0.30852937670453884,0.6914706232954612,1,0.6170587534090777
LEXM,female,+,0.6952027072437534,0.3476013536218767,0.6523986463781233,1,0.6952027072437534
LFNG,female,+,0.2015242899844637,0.10076214499223185,0.8992378550077682,1,0.2015242899844637
LGALS1,female,-,0.5275539726775413,0.7362230136612293,0.26377698633877067,-1,0.5275539726775413
LGALS12,female,-,0.12478604191178462,0.9376069790441076,0.06239302095589231,-1,0.12478604191178462
LGALS13,female,+,0.7381836074835206,0.3690918037417603,0.6309081962582397,1,0.7381836074835206
LGALS14,female,+,0.3882720568615638,0.1941360284307819,0.8058639715692181,1,0.3882720568615638
LGALS16,female,+,0.24084808286888312,0.12042404143444156,0.8795759585655584,1,0.24084808286888312
LGALS17A,female,-,0.2477438165639358,0.8761280917180321,0.1238719082819679,-1,0.2477438165639358
LGALS2,female,+,0.7067353925660038,0.3533676962830019,0.6466323037169981,1,0.7067353925660038
LGALS3,female,+,0.5251782563465464,0.2625891281732732,0.7374108718267268,1,0.5251782563465464
LGALS3BP,female,-,0.09211885450731672,0.9539405727463417,0.04605942725365836,-1,0.09211885450731672
LGALS4,female,-,0.4385006575687418,0.7807496712156291,0.2192503287843709,-1,0.4385006575687418
LGALS7,female,-,0.4941829315683408,0.7529085342158296,0.2470914657841704,-1,0.4941829315683408
LGALS7B,female,+,0.4797318514807005,0.23986592574035026,0.7601340742596497,1,0.4797318514807005
LGALS8,female,+,0.620391806177517,0.3101959030887585,0.6898040969112416,1,0.620391806177517
LGALS9,female,-,0.5453116922634084,0.7273441538682959,0.2726558461317042,-1,0.5453116922634084
LGALS9B,female,-,0.21976522277882513,0.8901173886105874,0.10988261138941256,-1,0.21976522277882513
LGALS9C,female,+,0.44184915453267143,0.22092457726633571,0.7790754227336643,1,0.44184915453267143
LGALS9DP,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
LGALSL,female,+,0.3856554691349608,0.1928277345674804,0.8071722654325196,1,0.3856554691349608
LGI1,female,-,0.9864391057573748,0.5067804471213126,0.4932195528786874,-1,0.9864391057573748
LGI2,female,-,0.1970001502309644,0.9014999248845178,0.0985000751154822,-1,0.1970001502309644
LGI3,female,+,0.9916967959734039,0.49584839798670194,0.5041516020132981,1,0.9916967959734039
LGI4,female,+,0.865383021502852,0.432691510751426,0.567308489248574,1,0.865383021502852
LGMN,female,+,0.7749044874226718,0.3874522437113359,0.6125477562886641,1,0.7749044874226718
LGMNP1,female,-,0.5856107511041844,0.7071946244479078,0.2928053755520922,-1,0.5856107511041844
LGR4,female,+,0.9663439325633634,0.4831719662816817,0.5168280337183183,1,0.9663439325633634
LGR5,female,-,0.5388513240693235,0.7305743379653382,0.26942566203466173,-1,0.5388513240693235
LGR6,female,+,0.7937345593012709,0.39686727965063545,0.6031327203493646,1,0.7937345593012709
LGSN,female,-,0.21347874015617488,0.8932606299219126,0.10673937007808744,-1,0.21347874015617488
LHB,female,-,0.6762538716303172,0.6618730641848414,0.3381269358151586,-1,0.6762538716303172
LHCGR,female,-,0.11146001542621121,0.9442699922868945,0.05573000771310561,-1,0.11146001542621121
LHFP,female,+,0.4010693785126803,0.20053468925634016,0.7994653107436598,1,0.4010693785126803
LHFPL1,female,+,0.9416304212393993,0.47081521061969966,0.5291847893803003,1,0.9416304212393993
LHFPL2,female,+,0.2557004835372832,0.1278502417686416,0.8721497582313584,1,0.2557004835372832
LHFPL3,female,+,0.29642506531578106,0.14821253265789053,0.8517874673421095,1,0.29642506531578106
LHFPL4,female,+,0.250541301596799,0.1252706507983995,0.8747293492016005,1,0.250541301596799
LHFPL5,female,+,0.9785937448053397,0.48929687240266984,0.5107031275973302,1,0.9785937448053397
LHPP,female,-,0.8349859655870006,0.5825070172064997,0.4174929827935003,-1,0.8349859655870006
LHX1,female,+,0.9821768854110363,0.49108844270551816,0.5089115572944818,1,0.9821768854110363
LHX2,female,-,0.7687912108867516,0.6156043945566242,0.3843956054433758,-1,0.7687912108867516
LHX3,female,+,0.31613438235686314,0.15806719117843157,0.8419328088215684,1,0.31613438235686314
LHX4,female,-,0.4410448240878572,0.7794775879560714,0.2205224120439286,-1,0.4410448240878572
LHX5,female,+,0.2078461639889167,0.10392308199445835,0.8960769180055417,1,0.2078461639889167
LHX6,female,-,0.2821548242510628,0.8589225878744686,0.1410774121255314,-1,0.2821548242510628
LHX8,female,+,0.8929621434919008,0.4464810717459504,0.5535189282540496,1,0.8929621434919008
LHX9,female,+,0.30088872902380226,0.15044436451190113,0.8495556354880989,1,0.30088872902380226
LIAS,female,-,0.8359621468392504,0.5820189265803748,0.4179810734196252,-1,0.8359621468392504
LIF,female,+,0.35837890835438896,0.17918945417719448,0.8208105458228055,1,0.35837890835438896
LIFR,female,+,0.8697193813947353,0.43485969069736763,0.5651403093026324,1,0.8697193813947353
LIG1,female,-,0.3590197619306834,0.8204901190346583,0.1795098809653417,-1,0.3590197619306834
LIG3,female,+,0.6039114509882625,0.30195572549413124,0.6980442745058688,1,0.6039114509882625
LIG4,female,+,0.4726753233109896,0.2363376616554948,0.7636623383445051,1,0.4726753233109896
LILRA1,female,+,0.3207277521516791,0.16036387607583955,0.8396361239241604,1,0.3207277521516791
LILRA2,female,-,0.41240255310694535,0.7937987234465274,0.20620127655347267,-1,0.41240255310694535
LILRA3,female,-,0.478093922389887,0.7609530388050565,0.2390469611949435,-1,0.478093922389887
LILRA4,female,+,0.723856044987603,0.3619280224938015,0.6380719775061985,1,0.723856044987603
LILRA5,female,-,0.6257711286472343,0.6871144356763829,0.31288556432361714,-1,0.6257711286472343
LILRA6,female,+,0.8417777326496463,0.42088886632482314,0.5791111336751769,1,0.8417777326496463
LILRB1,female,+,0.15897414427341697,0.07948707213670848,0.9205129278632915,1,0.15897414427341697
LILRB2,female,-,0.8941894280553422,0.5529052859723289,0.4470947140276711,-1,0.8941894280553422
LILRB3,female,-,0.8677545518800882,0.5661227240599559,0.4338772759400441,-1,0.8677545518800882
LILRB4,female,-,0.8312875303858694,0.5843562348070652,0.4156437651929347,-1,0.8312875303858694
LILRB5,female,-,0.300182258948049,0.8499088705259755,0.1500911294740245,-1,0.300182258948049
LILRP1,female,-,0.9415240903553816,0.5292379548223092,0.4707620451776908,-1,0.9415240903553816
LILRP2,female,+,0.3578836281029377,0.17894181405146886,0.8210581859485311,1,0.3578836281029377
LIM2,female,+,0.8010359277089826,0.4005179638544913,0.5994820361455087,1,0.8010359277089826
LIMA1,female,-,0.4680133160404597,0.7659933419797702,0.23400665802022985,-1,0.4680133160404597
LIMCH1,female,-,0.2798227295261104,0.8600886352369448,0.1399113647630552,-1,0.2798227295261104
LIMD1,female,-,0.7243803257434502,0.6378098371282749,0.3621901628717251,-1,0.7243803257434502
LIMD2,female,-,0.26392794567003025,0.8680360271649848,0.13196397283501513,-1,0.26392794567003025
LIME1,female,-,0.15811517021112412,0.920942414894438,0.07905758510556206,-1,0.15811517021112412
LIMK1,female,+,0.27189789010754223,0.13594894505377111,0.8640510549462289,1,0.27189789010754223
LIMK2,female,+,0.5699767020649669,0.28498835103248343,0.7150116489675166,1,0.5699767020649669
LIMS1,female,-,0.7797794199330476,0.6101102900334763,0.3898897099665238,-1,0.7797794199330476
LIMS2,female,+,0.4794868304218636,0.2397434152109318,0.7602565847890682,1,0.4794868304218636
LIMS3,female,-,0.23964550292906198,0.8801772485354691,0.11982275146453099,-1,0.23964550292906198
LIMS4,female,-,0.16800072578709266,0.9159996371064536,0.08400036289354633,-1,0.16800072578709266
LIN28A,female,-,0.6128378659161913,0.6935810670419044,0.30641893295809564,-1,0.6128378659161913
LIN28AP1,female,-,0.24132393706493152,0.8793380314675343,0.12066196853246576,-1,0.24132393706493152
LIN28AP2,female,+,0.7010858567925583,0.35054292839627915,0.6494570716037209,1,0.7010858567925583
LIN28B,female,-,0.8089698126905537,0.5955150936547231,0.40448490634527684,-1,0.8089698126905537
LIN37,female,-,0.6509786502896986,0.6745106748551507,0.3254893251448493,-1,0.6509786502896986
LIN52,female,-,0.5465682238978599,0.72671588805107,0.27328411194892993,-1,0.5465682238978599
LIN54,female,+,0.5438263049497476,0.2719131524748738,0.7280868475251262,1,0.5438263049497476
LIN7A,female,+,0.5136656032266396,0.2568328016133198,0.7431671983866802,1,0.5136656032266396
LIN7B,female,+,0.8865742486964644,0.4432871243482322,0.5567128756517679,1,0.8865742486964644
LIN7C,female,+,0.7574653871856639,0.37873269359283196,0.6212673064071681,1,0.7574653871856639
LIN9,female,+,0.5355144404816752,0.2677572202408376,0.7322427797591624,1,0.5355144404816752
LINC00083,female,-,0.38587838432406063,0.8070608078379697,0.19293919216203032,-1,0.38587838432406063
LINC00094,female,+,0.3271754006797737,0.16358770033988684,0.8364122996601131,1,0.3271754006797737
LINC00116,female,+,0.4049639376712171,0.20248196883560854,0.7975180311643915,1,0.4049639376712171
LINC00176,female,-,0.507753237860554,0.746123381069723,0.253876618930277,-1,0.507753237860554
LINC00202-2,female,-,0.24746611621196826,0.8762669418940159,0.12373305810598413,-1,0.24746611621196826
LINC00238,female,-,0.2604024517577092,0.8697987741211454,0.1302012258788546,-1,0.2604024517577092
LINC00264,female,+,0.4040857908808724,0.2020428954404362,0.7979571045595638,1,0.4040857908808724
LINC00265-2P,female,+,0.9711600544288763,0.48558002721443816,0.5144199727855618,1,0.9711600544288763
LINC00265-3P,female,+,0.7143389630337699,0.35716948151688493,0.6428305184831151,1,0.7143389630337699
LINC00266-2P,female,-,0.4484967548438955,0.7757516225780523,0.22424837742194775,-1,0.4484967548438955
LINC00328-2P,female,+,0.48896707230395553,0.24448353615197777,0.7555164638480223,1,0.48896707230395553
LINC00371,female,-,0.702181570676632,0.6489092146616839,0.351090785338316,-1,0.702181570676632
LINC00431,female,-,0.9148044529256446,0.5425977735371776,0.4574022264628223,-1,0.9148044529256446
LINC00493,female,+,0.8030195711187551,0.40150978555937755,0.5984902144406224,1,0.8030195711187551
LINC00521,female,-,0.5007484183902533,0.7496257908048733,0.25037420919512665,-1,0.5007484183902533
LINC00633,female,+,0.22637867713979481,0.11318933856989741,0.8868106614301026,1,0.22637867713979481
LINC00634,female,+,0.2898950374248229,0.14494751871241146,0.8550524812875886,1,0.2898950374248229
LINC00643,female,+,0.7213437291149962,0.3606718645574981,0.6393281354425019,1,0.7213437291149962
LINC00672,female,-,0.9443422178792593,0.5278288910603703,0.47217110893962966,-1,0.9443422178792593
LINC00674,female,-,0.5655754724748294,0.7172122637625853,0.2827877362374147,-1,0.5655754724748294
LINC00675,female,+,0.8510727502452551,0.42553637512262754,0.5744636248773725,1,0.8510727502452551
LINC00680,female,-,0.4377661258301223,0.7811169370849389,0.21888306291506116,-1,0.4377661258301223
LINC00684,female,-,0.012176193363716187,0.9939119033181418,0.006088096681858094,-1,0.012176193363716187
LINC00694,female,-,0.8863370859948076,0.5568314570025962,0.4431685429974038,-1,0.8863370859948076
LINC00854,female,-,0.7033836089423133,0.6483081955288433,0.35169180447115667,-1,0.7033836089423133
LINC00888,female,+,0.39482054909697917,0.19741027454848958,0.8025897254515104,1,0.39482054909697917
LINC00890,female,-,0.5256339584486136,0.7371830207756932,0.2628169792243068,-1,0.5256339584486136
LINC00933,female,-,0.47156392155392635,0.7642180392230369,0.23578196077696317,-1,0.47156392155392635
LINC00935,female,+,0.8721345539611288,0.4360672769805644,0.5639327230194355,1,0.8721345539611288
LINC00959,female,-,0.8432875273606276,0.5783562363196861,0.4216437636803138,-1,0.8432875273606276
LINC00961,female,+,0.18078719782088046,0.09039359891044023,0.9096064010895597,1,0.18078719782088046
LINC00998,female,-,0.9989034315884189,0.5005482842057906,0.49945171579420944,-1,0.9989034315884189
LINC01057,female,+,0.9622662871287994,0.4811331435643997,0.5188668564356003,1,0.9622662871287994
LINC01125,female,-,0.514775083053811,0.7426124584730944,0.2573875415269055,-1,0.514775083053811
LINC01207,female,-,0.9942116605863605,0.5028941697068198,0.49710583029318023,-1,0.9942116605863605
LINC01225,female,+,0.45190173176056453,0.22595086588028226,0.7740491341197178,1,0.45190173176056453
LINC01296,female,-,0.6552772913308463,0.6723613543345768,0.32763864566542317,-1,0.6552772913308463
LINC01314,female,-,0.3982283709379418,0.8008858145310291,0.1991141854689709,-1,0.3982283709379418
LINC01330,female,+,0.6581669200823715,0.32908346004118577,0.6709165399588142,1,0.6581669200823715
LINC01347,female,+,0.7854348235879937,0.39271741179399683,0.6072825882060031,1,0.7854348235879937
LINC01420,female,+,0.22907419440616386,0.11453709720308193,0.8854629027969181,1,0.22907419440616386
LINC01529,female,-,0.1994309752510409,0.9002845123744795,0.09971548762552045,-1,0.1994309752510409
LINC01556,female,-,0.5912864100650145,0.7043567949674927,0.29564320503250724,-1,0.5912864100650145
LINGO1,female,+,0.1725606668771174,0.0862803334385587,0.9137196665614413,1,0.1725606668771174
LINGO2,female,+,0.873192500428397,0.4365962502141985,0.5634037497858015,1,0.873192500428397
LINGO3,female,+,0.2688433775227559,0.13442168876137794,0.8655783112386221,1,0.2688433775227559
LINGO4,female,+,0.7152565316739208,0.3576282658369604,0.6423717341630396,1,0.7152565316739208
LINS1,female,+,0.6185490163095146,0.3092745081547573,0.6907254918452427,1,0.6185490163095146
LIPA,female,-,0.13509931203304967,0.9324503439834751,0.06754965601652484,-1,0.13509931203304967
LIPC,female,+,0.8108903408099006,0.4054451704049503,0.5945548295950497,1,0.8108903408099006
LIPE,female,+,0.67246578251667255,0.3362328912583363,0.6637671087416637,1,0.67246578251667255
LIPF,female,+,0.07479573433249269,0.037397867166246344,0.9626021328337537,1,0.07479573433249269
LIPG,female,-,0.6425793876361952,0.6787103061819024,0.3212896938180976,-1,0.6425793876361952
LIPH,female,-,0.25721174933881413,0.8713941253305929,0.12860587466940707,-1,0.25721174933881413
LIPI,female,+,0.1184520816653443,0.05922604083267215,0.9407739591673279,1,0.1184520816653443
LIPJ,female,+,0.44772220994546374,0.22386110497273187,0.7761388950272681,1,0.44772220994546374
LIPK,female,+,0.612853475117515,0.3064267375587575,0.6935732624412425,1,0.612853475117515
LIPM,female,+,0.9949838303179849,0.49749191515899244,0.5025080848410075,1,0.9949838303179849
LIPN,female,+,0.8290680998795604,0.4145340499397802,0.5854659500602197,1,0.8290680998795604
LIPT1,female,-,0.24153029072986198,0.879234854635069,0.12076514536493099,-1,0.24153029072986198
LIPT1P1,female,-,0.4103869181110752,0.7948065409444625,0.2051934590555376,-1,0.4103869181110752
LIPT2,female,-,0.9121737726797884,0.5439131136601059,0.4560868863398942,-1,0.9121737726797884
LITAF,female,-,0.9162485235907241,0.541875738204638,0.45812426179536203,-1,0.9162485235907241
LIX1,female,+,0.12470088708739299,0.062350443543696496,0.9376495564563034,1,0.12470088708739299
LIX1L,female,-,0.5065260609779292,0.7467369695110354,0.2532630304889646,-1,0.5065260609779292
LKAAEAR1,female,+,0.7090071535445406,0.3545035767722703,0.6454964232277297,1,0.7090071535445406
LL0XNC01-105G4.3,female,+,0.058371863540916544,0.029185931770458272,0.9708140682295417,1,0.058371863540916544
LL0XNC01-116E7.1,female,-,0.5517529606194599,0.72412351969027,0.27587648030972994,-1,0.5517529606194599
LL0XNC01-116E7.4,female,+,0.013620542593455838,0.006810271296727919,0.9931897287032722,1,0.013620542593455838
LL0XNC01-116E7.5,female,+,0.20161450751534846,0.10080725375767423,0.8991927462423257,1,0.20161450751534846
LL0XNC01-131B10.2,female,-,0.3603731345619857,0.8198134327190072,0.18018656728099286,-1,0.3603731345619857
LL0XNC01-138C3.2,female,+,0.649969674979148,0.324984837489574,0.6750151625104259,1,0.649969674979148
LL0XNC01-16G2.1,female,+,0.9552640821527806,0.4776320410763903,0.5223679589236097,1,0.9552640821527806
LL0XNC01-177E8.2,female,-,0.6618353311609162,0.6690823344195419,0.3309176655804581,-1,0.6618353311609162
LL0XNC01-220B11.1,female,+,0.612853475117515,0.3064267375587575,0.6935732624412425,1,0.612853475117515
LL0XNC01-221F2.2,female,-,0.8144991033094664,0.5927504483452668,0.4072495516547332,-1,0.8144991033094664
LL0XNC01-240C2.1,female,+,0.7091135113722528,0.3545567556861264,0.6454432443138736,1,0.7091135113722528
LL0XNC01-37G1.2,female,-,0.2222420991977229,0.8888789504011386,0.11112104959886145,-1,0.2222420991977229
LL0XNC01-39B3.1,female,-,0.9213389056551007,0.5393305471724497,0.46066945282755034,-1,0.9213389056551007
LL0XNC01-73E8.1,female,+,0.2987719415312534,0.1493859707656267,0.8506140292343733,1,0.2987719415312534
LL0YNC03-29C1.1,female,+,0.24084808286888312,0.12042404143444156,0.8795759585655584,1,0.24084808286888312
LL22NC03-102D1.16,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
LL22NC03-123E1.5,female,-,0.453316124585627,0.7733419377071865,0.2266580622928135,-1,0.453316124585627
LL22NC03-22A12.12,female,-,0.3258017997931687,0.8370991001034156,0.16290089989658435,-1,0.3258017997931687
LL22NC03-22A12.9,female,-,0.777002254596928,0.611498872701536,0.388501127298464,-1,0.777002254596928
LL22NC03-23C6.12,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
LL22NC03-23C6.15,female,+,0.22526634195546916,0.11263317097773458,0.8873668290222655,1,0.22526634195546916
LL22NC03-24A12.8,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
LL22NC03-24A12.9,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
LL22NC03-30E12.10,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
LL22NC03-30E12.11,female,+,0.583031614275143,0.2915158071375715,0.7084841928624285,1,0.583031614275143
LL22NC03-30E12.13,female,-,0.6618353311609162,0.6690823344195419,0.3309176655804581,-1,0.6618353311609162
LL22NC03-48A11.14,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
LL22NC03-75A1.9,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
LL22NC03-80A10.11,female,-,0.6069126677285142,0.6965436661357429,0.3034563338642571,-1,0.6069126677285142
LL22NC03-80A10.6,female,+,0.17074185777653678,0.08537092888826839,0.9146290711117316,1,0.17074185777653678
LL22NC03-84E4.11,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
LL22NC03-84E4.13,female,+,0.4917215767469777,0.24586078837348885,0.7541392116265111,1,0.4917215767469777
LL22NC03-84E4.8,female,+,0.8435630255686446,0.4217815127843223,0.5782184872156777,1,0.8435630255686446
LL22NC03-88E1.17,female,+,0.8697622738141617,0.43488113690708086,0.5651188630929191,1,0.8697622738141617
LL22NC03-88E1.18,female,-,0.6640006305902642,0.6679996847048679,0.3320003152951321,-1,0.6640006305902642
LLFOS-48D6.2,female,+,0.39175838765197324,0.19587919382598662,0.8041208061740134,1,0.39175838765197324
LLGL1,female,-,0.32194083465258533,0.8390295826737073,0.16097041732629266,-1,0.32194083465258533
LLGL2,female,-,0.05266942332065591,0.973665288339672,0.026334711660327956,-1,0.05266942332065591
LLNLF-136C3.1,female,-,0.8714799449850896,0.5642600275074552,0.4357399724925448,-1,0.8714799449850896
LLNLF-173C4.1,female,+,0.293357067067938,0.146678533533969,0.853321466466031,1,0.293357067067938
LLNLF-173C4.2,female,+,0.6668029115159753,0.33340145575798763,0.6665985442420124,1,0.6668029115159753
LLNLF-176F2.1,female,+,0.11794489791329234,0.05897244895664617,0.9410275510433539,1,0.11794489791329234
LLNLF-187D8.1,female,-,0.9182700227095989,0.5408649886452006,0.45913501135479945,-1,0.9182700227095989
LLNLF-18A12.1,female,-,0.3214564933365881,0.839271753331706,0.16072824666829405,-1,0.3214564933365881
LLNLF-191C12.1,female,-,0.754468192598359,0.6227659037008205,0.3772340962991795,-1,0.754468192598359
LLNLF-191E4.2,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
LLNLR-271C9.1,female,-,0.5895988832452658,0.7052005583773671,0.2947994416226329,-1,0.5895988832452658
LLNLR-276E7.1,female,-,0.301242342493129,0.8493788287534355,0.1506211712465645,-1,0.301242342493129
LLNLR-285B5.1,female,+,0.13199739461057455,0.06599869730528728,0.9340013026947127,1,0.13199739461057455
LLNLR-304A6.2,female,-,0.22378267387380005,0.8881086630631,0.11189133693690002,-1,0.22378267387380005
LLPAC-136A2.1,female,+,0.6054094130726992,0.3027047065363496,0.6972952934636504,1,0.6054094130726992
LLPH,female,-,0.6321035149765917,0.6839482425117042,0.31605175748829584,-1,0.6321035149765917
LLPHP1,female,-,0.8782751690135608,0.5608624154932196,0.4391375845067804,-1,0.8782751690135608
LLPHP2,female,+,0.9014603315258993,0.45073016576294966,0.5492698342370503,1,0.9014603315258993
LMAN1,female,-,0.9017041919957951,0.5491479040021024,0.45085209599789755,-1,0.9017041919957951
LMAN1L,female,-,0.5903346811333621,0.704832659433319,0.29516734056668104,-1,0.5903346811333621
LMAN2,female,+,0.7371242090559906,0.3685621045279953,0.6314378954720047,1,0.7371242090559906
LMAN2L,female,+,0.6293188977008785,0.3146594488504392,0.6853405511495607,1,0.6293188977008785
LMBR1,female,+,0.34155307380522154,0.17077653690261077,0.8292234630973893,1,0.34155307380522154
LMBR1L,female,-,0.5510229170491899,0.724488541475405,0.27551145852459497,-1,0.5510229170491899
LMBRD1,female,-,0.6487098501346151,0.6756450749326924,0.32435492506730756,-1,0.6487098501346151
LMBRD2,female,+,0.49507924371945977,0.24753962185972989,0.7524603781402701,1,0.49507924371945977
LMCD1,female,-,0.5730553218944869,0.7134723390527565,0.28652766094724347,-1,0.5730553218944869
LMF1,female,-,0.953908133644875,0.5230459331775625,0.4769540668224375,-1,0.953908133644875
LMF2,female,-,0.49878666068626976,0.7506066696568652,0.24939333034313488,-1,0.49878666068626976
LMLN,female,+,0.6876258353325455,0.34381291766627275,0.6561870823337272,1,0.6876258353325455
LMNA,female,-,0.6886617679935811,0.6556691160032094,0.34433088399679057,-1,0.6886617679935811
LMNB1,female,+,0.2043553901014253,0.10217769505071266,0.8978223049492873,1,0.2043553901014253
LMNB2,female,+,0.6992775522665939,0.34963877613329697,0.650361223866703,1,0.6992775522665939
LMNTD1,female,-,0.9857381670949015,0.5071309164525493,0.49286908354745074,-1,0.9857381670949015
LMNTD2,female,-,0.3386163497123019,0.8306918251438491,0.16930817485615096,-1,0.3386163497123019
LMO1,female,-,0.8004458655428693,0.5997770672285654,0.40022293277143467,-1,0.8004458655428693
LMO2,female,-,0.32262367008680615,0.8386881649565969,0.16131183504340307,-1,0.32262367008680615
LMO3,female,+,0.181121410868689,0.0905607054343445,0.9094392945656555,1,0.181121410868689
LMO4,female,+,0.1975294314319392,0.0987647157159696,0.9012352842840303,1,0.1975294314319392
LMO7,female,+,0.45505080595476505,0.22752540297738252,0.7724745970226174,1,0.45505080595476505
LMO7DN,female,-,0.7714703909436837,0.6142648045281581,0.3857351954718419,-1,0.7714703909436837
LMOD1,female,+,0.3738600225663737,0.18693001128318684,0.8130699887168131,1,0.3738600225663737
LMOD2,female,+,0.7206774073152518,0.3603387036576259,0.6396612963423741,1,0.7206774073152518
LMOD3,female,-,0.9147758238167838,0.5426120880916081,0.4573879119083919,-1,0.9147758238167838
LMTK2,female,+,0.1455671126830455,0.07278355634152275,0.9272164436584772,1,0.1455671126830455
LMTK3,female,+,0.0867632646760542,0.0433816323380271,0.9566183676619728,1,0.0867632646760542
LMX1A,female,+,0.2824498084631953,0.14122490423159764,0.8587750957684024,1,0.2824498084631953
LMX1B,female,-,0.596131310138291,0.7019343449308545,0.2980656550691455,-1,0.596131310138291
LNP1,female,+,0.2594327686190248,0.1297163843095124,0.8702836156904876,1,0.2594327686190248
LNPEP,female,+,0.4203991556084515,0.21019957780422574,0.7898004221957743,1,0.4203991556084515
LNX1,female,+,0.7353541376821537,0.36767706884107687,0.6323229311589231,1,0.7353541376821537
LNX2,female,+,0.5231797673495193,0.26158988367475966,0.7384101163252403,1,0.5231797673495193
LOC100421166,female,+,0.2942835034819656,0.1471417517409828,0.8528582482590172,1,0.2942835034819656
LOC401913,female,+,0.4096156593374264,0.2048078296687132,0.7951921703312868,1,0.4096156593374264
LOC440461,female,+,0.351986695067947,0.1759933475339735,0.8240066524660266,1,0.351986695067947
LONP1,female,-,0.42389453296814744,0.7880527335159263,0.21194726648407372,-1,0.42389453296814744
LONP2,female,+,0.5293046864344448,0.2646523432172224,0.7353476567827776,1,0.5293046864344448
LONRF1,female,+,0.47036896366549774,0.23518448183274887,0.7648155181672511,1,0.47036896366549774
LONRF2,female,+,0.10396815849208148,0.05198407924604074,0.9480159207539592,1,0.10396815849208148
LONRF2P1,female,+,0.6689907463110953,0.33449537315554767,0.6655046268444523,1,0.6689907463110953
LONRF2P2,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
LONRF3,female,+,0.8361303984233504,0.4180651992116752,0.5819348007883248,1,0.8361303984233504
LOR,female,-,0.02187877195728723,0.9890606140213564,0.010939385978643615,-1,0.02187877195728723
LOX,female,+,0.3960309943123824,0.1980154971561912,0.8019845028438088,1,0.3960309943123824
LOXHD1,female,-,0.9818848787766603,0.5090575606116698,0.49094243938833015,-1,0.9818848787766603
LOXL1,female,-,0.729027670602117,0.6354861646989415,0.3645138353010585,-1,0.729027670602117
LOXL2,female,+,0.5562654919593526,0.2781327459796763,0.7218672540203237,1,0.5562654919593526
LOXL3,female,-,0.3115976648618471,0.8442011675690765,0.15579883243092355,-1,0.3115976648618471
LOXL4,female,+,0.252716176177309,0.1263580880886545,0.8736419119113454,1,0.252716176177309
LPA,female,+,0.6331773586539073,0.31658867932695367,0.6834113206730463,1,0.6331773586539073
LPAL2,female,-,0.9752215596125036,0.5123892201937482,0.4876107798062518,-1,0.9752215596125036
LPAR1,female,-,0.07291331649666691,0.9635433417516666,0.036456658248333454,-1,0.07291331649666691
LPAR2,female,-,0.6717802287294992,0.6641098856352504,0.3358901143647496,-1,0.6717802287294992
LPAR3,female,+,0.0740351247464995,0.03701756237324975,0.9629824376267502,1,0.0740351247464995
LPAR4,female,+,0.09233642386653647,0.046168211933268234,0.9538317880667317,1,0.09233642386653647
LPAR5,female,-,0.8042893770995158,0.5978553114502421,0.4021446885497579,-1,0.8042893770995158
LPAR6,female,-,0.28420908739939527,0.8578954563003024,0.14210454369969763,-1,0.28420908739939527
LPCAT1,female,+,0.4296730796390935,0.21483653981954676,0.7851634601804532,1,0.4296730796390935
LPCAT2,female,+,0.8753596501300122,0.4376798250650061,0.562320174934994,1,0.8753596501300122
LPCAT2BP,female,-,0.7378278701801158,0.6310860649099421,0.3689139350900579,-1,0.7378278701801158
LPCAT3,female,+,0.5811306497980684,0.2905653248990342,0.7094346751009658,1,0.5811306497980684
LPCAT4,female,+,0.5184072291150589,0.25920361455752944,0.7407963854424706,1,0.5184072291150589
LPGAT1,female,+,0.48912518763450463,0.24456259381725232,0.7554374061827477,1,0.48912518763450463
LPIN1,female,-,0.9319109370426573,0.5340445314786714,0.46595546852132863,-1,0.9319109370426573
