gene_symbol,sex,nAcc_Female_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
AC005154.8,female,-,0.531270561987616,0.7343647190061919,0.265635280993808,-1,0.531270561987616
AC005176.1,female,+,0.3202413377422095,0.16012066887110474,0.8398793311288952,1,0.3202413377422095
AC005176.2,female,-,0.7460261576645804,0.6269869211677098,0.3730130788322902,-1,0.7460261576645804
AC005176.3,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
AC005178.1,female,+,0.5481778358674894,0.2740889179337447,0.7259110820662553,1,0.5481778358674894
AC005189.6,female,+,0.10769110508163002,0.05384555254081501,0.946154447459185,1,0.10769110508163002
AC005229.5,female,-,0.6618353311609162,0.6690823344195419,0.3309176655804581,-1,0.6618353311609162
AC005229.7,female,+,0.7720350139661112,0.3860175069830556,0.6139824930169444,1,0.7720350139661112
AC005237.2,female,-,0.1715031756182401,0.9142484121908799,0.08575158780912005,-1,0.1715031756182401
AC005251.3,female,-,0.2564614880432478,0.8717692559783761,0.1282307440216239,-1,0.2564614880432478
AC005255.3,female,-,0.26594646745617667,0.8670267662719117,0.13297323372808834,-1,0.26594646745617667
AC005255.5,female,-,0.4756294554874315,0.7621852722562843,0.23781472774371576,-1,0.4756294554874315
AC005255.6,female,-,0.976415530089098,0.511792234955451,0.488207765044549,-1,0.976415530089098
AC005262.4,female,+,0.780518846401678,0.390259423200839,0.609740576799161,1,0.780518846401678
AC005281.1,female,+,0.6666715612801264,0.3333357806400632,0.6666642193599368,1,0.6666715612801264
AC005300.5,female,-,0.6167829871708317,0.6916085064145842,0.30839149358541584,-1,0.6167829871708317
AC005307.3,female,-,0.898913769165409,0.5505431154172955,0.4494568845827045,-1,0.898913769165409
AC005336.4,female,+,0.04713982465316394,0.02356991232658197,0.9764300876734181,1,0.04713982465316394
AC005336.5,female,-,0.7672113817012283,0.6163943091493859,0.38360569085061413,-1,0.7672113817012283
AC005351.1,female,-,0.304402205335021,0.8477988973324895,0.1522011026675105,-1,0.304402205335021
AC005357.1,female,+,0.18401397019027418,0.09200698509513709,0.9079930149048628,1,0.18401397019027418
AC005363.9,female,-,0.23159230338669373,0.8842038483066531,0.11579615169334687,-1,0.23159230338669373
AC005477.1,female,+,0.015206428000324516,0.007603214000162258,0.9923967859998377,1,0.015206428000324516
AC005480.1,female,-,0.16758687973945094,0.9162065601302745,0.08379343986972547,-1,0.16758687973945094
AC005488.11,female,-,0.575715357488507,0.7121423212557465,0.2878576787442535,-1,0.575715357488507
AC005517.3,female,-,0.49799005736776836,0.7510049713161158,0.24899502868388418,-1,0.49799005736776836
AC005522.6,female,-,0.4106182027573965,0.7946908986213017,0.20530910137869826,-1,0.4106182027573965
AC005534.6,female,-,0.8588888876973204,0.5705555561513398,0.4294444438486602,-1,0.8588888876973204
AC005539.2,female,+,0.7585655350689874,0.3792827675344937,0.6207172324655064,1,0.7585655350689874
AC005559.3,female,-,0.5798212431459606,0.7100893784270197,0.2899106215729803,-1,0.5798212431459606
AC005588.2,female,-,0.6645868008488771,0.6677065995755614,0.33229340042443856,-1,0.6645868008488771
AC005609.2,female,+,0.5960216675856831,0.29801083379284155,0.7019891662071585,1,0.5960216675856831
AC005626.3,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC005682.6,female,+,0.9453168733470959,0.47265843667354795,0.527341563326452,1,0.9453168733470959
AC005722.4,female,-,0.021852938711320873,0.9890735306443396,0.010926469355660436,-1,0.021852938711320873
AC005730.2,female,-,0.7113957454798474,0.6443021272600763,0.3556978727399237,-1,0.7113957454798474
AC005740.3,female,-,0.11934826046054779,0.9403258697697261,0.059674130230273896,-1,0.11934826046054779
AC005740.4,female,+,0.3137259640258165,0.15686298201290824,0.8431370179870917,1,0.3137259640258165
AC005741.2,female,+,0.6882040914974727,0.3441020457487364,0.6558979542512636,1,0.6882040914974727
AC005752.10,female,-,0.30616518266397197,0.846917408668014,0.15308259133198598,-1,0.30616518266397197
AC005758.1,female,-,0.21731156065785012,0.8913442196710749,0.10865578032892506,-1,0.21731156065785012
AC005776.1,female,-,0.8904299184708827,0.5547850407645587,0.44521495923544135,-1,0.8904299184708827
AC005777.3,female,-,0.20242742137813777,0.8987862893109312,0.10121371068906888,-1,0.20242742137813777
AC005779.2,female,+,0.02142534387037336,0.01071267193518668,0.9892873280648133,1,0.02142534387037336
AC005786.3,female,-,0.8974601926277291,0.5512699036861355,0.44873009631386457,-1,0.8974601926277291
AC005794.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC005795.1,female,-,0.3230242134570419,0.838487893271479,0.16151210672852095,-1,0.3230242134570419
AC005822.1,female,+,0.9423629296673135,0.47118146483365675,0.5288185351663433,1,0.9423629296673135
AC005838.2,female,+,0.13271315887306126,0.06635657943653063,0.9336434205634694,1,0.13271315887306126
AC005943.2,female,-,0.40075858374330503,0.7996207081283475,0.20037929187165252,-1,0.40075858374330503
AC006011.4,female,+,0.6882241826347415,0.34411209131737075,0.6558879086826293,1,0.6882241826347415
AC006014.7,female,+,0.579864303189931,0.2899321515949655,0.7100678484050345,1,0.579864303189931
AC006014.8,female,+,0.9425920934828496,0.4712960467414248,0.5287039532585752,1,0.9425920934828496
AC006022.4,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006026.1,female,-,0.1778572823606045,0.9110713588196977,0.08892864118030225,-1,0.1778572823606045
AC006026.12,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006026.9,female,-,0.7955709993456848,0.6022145003271576,0.3977854996728424,-1,0.7955709993456848
AC006028.11,female,+,0.25188194776053796,0.12594097388026898,0.874059026119731,1,0.25188194776053796
AC006033.22,female,-,0.2100042590836882,0.8949978704581559,0.1050021295418441,-1,0.2100042590836882
AC006042.8,female,-,0.6796834918881416,0.6601582540559292,0.3398417459440708,-1,0.6796834918881416
AC006070.12,female,+,0.3202413377422095,0.16012066887110474,0.8398793311288952,1,0.3202413377422095
AC006077.4,female,-,0.4081267934004883,0.7959366032997559,0.20406339670024415,-1,0.4081267934004883
AC006115.6,female,-,0.05040047291797016,0.9747997635410149,0.02520023645898508,-1,0.05040047291797016
AC006116.13,female,-,0.8524212602462546,0.5737893698768727,0.4262106301231273,-1,0.8524212602462546
AC006116.14,female,+,0.7462768460611827,0.37313842303059136,0.6268615769694086,1,0.7462768460611827
AC006116.20,female,-,0.15377020960407695,0.9231148951979615,0.07688510480203847,-1,0.15377020960407695
AC006116.22,female,-,0.5930955026436262,0.7034522486781869,0.2965477513218131,-1,0.5930955026436262
AC006116.27,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006130.4,female,+,0.47630998524175394,0.23815499262087697,0.761845007379123,1,0.47630998524175394
AC006133.3,female,-,0.8714799449850896,0.5642600275074552,0.4357399724925448,-1,0.8714799449850896
AC006133.7,female,+,0.3202413377422095,0.16012066887110474,0.8398793311288952,1,0.3202413377422095
AC006153.3,female,-,0.06524305738553693,0.9673784713072315,0.032621528692768464,-1,0.06524305738553693
AC006160.8,female,+,0.3271372840080575,0.16356864200402876,0.8364313579959712,1,0.3271372840080575
AC006195.2,female,-,0.6480788221375924,0.6759605889312038,0.3240394110687962,-1,0.6480788221375924
AC006262.11,female,+,0.8697622738141617,0.43488113690708086,0.5651188630929191,1,0.8697622738141617
AC006326.3,female,+,0.49280590185392503,0.24640295092696252,0.7535970490730375,1,0.49280590185392503
AC006328.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006328.9,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006335.10,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006335.11,female,-,0.784638328065028,0.607680835967486,0.392319164032514,-1,0.784638328065028
AC006335.2,female,-,0.7282343208665663,0.6358828395667169,0.3641171604332831,-1,0.7282343208665663
AC006335.6,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006355.3,female,-,0.15379252520431286,0.9231037373978436,0.07689626260215643,-1,0.15379252520431286
AC006366.3,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006386.1,female,+,0.3975144022441623,0.19875720112208115,0.8012427988779188,1,0.3975144022441623
AC006390.4,female,+,0.18401397019027418,0.09200698509513709,0.9079930149048628,1,0.18401397019027418
AC006427.2,female,+,0.5979242980665505,0.2989621490332752,0.7010378509667248,1,0.5979242980665505
AC006445.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006445.6,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
AC006445.7,female,+,0.2567674037018346,0.1283837018509173,0.8716162981490827,1,0.2567674037018346
AC006449.1,female,-,0.27893106617140506,0.8605344669142975,0.13946553308570253,-1,0.27893106617140506
AC006449.2,female,-,0.27893106617140506,0.8605344669142975,0.13946553308570253,-1,0.27893106617140506
AC006461.2,female,+,0.1420640949781434,0.0710320474890717,0.9289679525109282,1,0.1420640949781434
AC006466.5,female,-,0.3450174412396629,0.8274912793801685,0.17250872061983144,-1,0.3450174412396629
AC006483.5,female,+,0.433095175522906,0.216547587761453,0.783452412238547,1,0.433095175522906
AC006486.9,female,-,0.01655412570564336,0.9917229371471783,0.00827706285282168,-1,0.01655412570564336
AC006499.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006499.2,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006499.3,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006499.4,female,-,0.6640006305902642,0.6679996847048679,0.3320003152951321,-1,0.6640006305902642
AC006499.5,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006499.6,female,+,0.7883810710483824,0.3941905355241912,0.6058094644758087,1,0.7883810710483824
AC006499.7,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006499.9,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006509.4,female,+,0.8239055700347588,0.4119527850173794,0.5880472149826206,1,0.8239055700347588
AC006509.7,female,-,0.5377579385964735,0.7311210307017633,0.26887896929823674,-1,0.5377579385964735
AC006538.4,female,+,0.7567281406508661,0.37836407032543307,0.6216359296745669,1,0.7567281406508661
AC006539.2,female,-,0.27787038527988284,0.8610648073600586,0.13893519263994142,-1,0.27787038527988284
AC006539.3,female,+,0.48451155700989734,0.24225577850494867,0.7577442214950514,1,0.48451155700989734
AC006539.6,female,+,0.4917215767469777,0.24586078837348885,0.7541392116265111,1,0.4917215767469777
AC006548.19,female,-,0.04568843576886367,0.9771557821155682,0.022844217884431833,-1,0.04568843576886367
AC006548.26,female,+,0.780518846401678,0.390259423200839,0.609740576799161,1,0.780518846401678
AC006946.12,female,-,0.633575767775519,0.6832121161122404,0.3167878838877595,-1,0.633575767775519
AC006960.5,female,+,0.1914427109807002,0.0957213554903501,0.9042786445096499,1,0.1914427109807002
AC006978.6,female,+,0.4071500910400315,0.20357504552001576,0.7964249544799842,1,0.4071500910400315
AC006987.4,female,-,0.6593396551866719,0.670330172406664,0.32966982759333596,-1,0.6593396551866719
AC006987.5,female,+,0.12582427754190556,0.06291213877095278,0.9370878612290472,1,0.12582427754190556
AC006987.6,female,-,0.5078011678102223,0.7460994160948888,0.25390058390511117,-1,0.5078011678102223
AC006989.2,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC006994.1,female,-,0.7396976387752742,0.630151180612363,0.3698488193876371,-1,0.7396976387752742
AC006994.3,female,+,0.5782386355724498,0.2891193177862249,0.7108806822137751,1,0.5782386355724498
AC007000.10,female,-,0.6821355722833744,0.6589322138583128,0.3410677861416872,-1,0.6821355722833744
AC007016.3,female,+,0.7740265917106139,0.38701329585530697,0.612986704144693,1,0.7740265917106139
AC007040.11,female,-,0.26566822004576596,0.8671658899771171,0.13283411002288298,-1,0.26566822004576596
AC007041.2,female,-,0.4735623532080573,0.7632188233959714,0.23678117660402864,-1,0.4735623532080573
AC007064.22,female,+,0.6180611580605635,0.30903057903028175,0.6909694209697183,1,0.6180611580605635
AC007064.25,female,-,0.8733419574426169,0.5633290212786916,0.43667097872130844,-1,0.8733419574426169
AC007064.29,female,-,0.6893989684623485,0.6553005157688258,0.34469948423117425,-1,0.6893989684623485
AC007115.3,female,+,0.7010858567925583,0.35054292839627915,0.6494570716037209,1,0.7010858567925583
AC007136.1,female,-,0.8536073939859707,0.5731963030070146,0.42680369699298537,-1,0.8536073939859707
AC007163.1,female,-,0.3761011945354782,0.8119494027322609,0.1880505972677391,-1,0.3761011945354782
AC007192.4,female,+,0.21571366130864,0.10785683065432,0.89214316934568,1,0.21571366130864
AC007204.3,female,+,0.6770766066789304,0.3385383033394652,0.6614616966605348,1,0.6770766066789304
AC007228.8,female,+,0.769500737241595,0.3847503686207975,0.6152496313792025,1,0.769500737241595
AC007229.3,female,-,0.15166463515785777,0.9241676824210712,0.07583231757892889,-1,0.15166463515785777
AC007237.2,female,-,0.051389477406850126,0.9743052612965749,0.025694738703425063,-1,0.051389477406850126
AC007238.1,female,+,0.7925077461748675,0.39625387308743376,0.6037461269125662,1,0.7925077461748675
AC007253.1,female,+,0.4705815305609016,0.2352907652804508,0.7647092347195492,1,0.4705815305609016
AC007256.5,female,-,0.37924037670308186,0.8103798116484591,0.18962018835154093,-1,0.37924037670308186
AC007272.3,female,-,0.3788902325975055,0.8105548837012473,0.18944511629875274,-1,0.3788902325975055
AC007274.2,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC007274.5,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC007279.2,female,+,0.29616365555361823,0.14808182777680912,0.8519181722231909,1,0.29616365555361823
AC007283.4,female,-,0.9907742196700022,0.5046128901649989,0.4953871098350011,-1,0.9907742196700022
AC007312.3,female,+,0.8162972393598189,0.40814861967990945,0.5918513803200905,1,0.8162972393598189
AC007318.5,female,+,0.9799549902035934,0.4899774951017967,0.5100225048982032,1,0.9799549902035934
AC007322.1,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC007322.3,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC007322.5,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC007322.7,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC007325.1,female,-,0.4538367454387719,0.773081627280614,0.22691837271938595,-1,0.4538367454387719
AC007325.2,female,-,0.016497386539909047,0.9917513067300454,0.008248693269954524,-1,0.016497386539909047
AC007325.3,female,-,0.7282343208665663,0.6358828395667169,0.3641171604332831,-1,0.7282343208665663
AC007325.4,female,-,0.01927230861750363,0.9903638456912482,0.009636154308751815,-1,0.01927230861750363
AC007326.1,female,-,0.35584769732301913,0.8220761513384904,0.17792384866150956,-1,0.35584769732301913
AC007326.12,female,-,0.059791152062299395,0.9701044239688503,0.029895576031149697,-1,0.059791152062299395
AC007326.9,female,-,0.038893883849171335,0.9805530580754143,0.019446941924585667,-1,0.038893883849171335
AC007327.6,female,+,0.3650272965122074,0.1825136482561037,0.8174863517438963,1,0.3650272965122074
AC007347.1,female,-,0.5516597653157089,0.7241701173421455,0.27582988265785446,-1,0.5516597653157089
AC007365.4,female,-,0.1306343939070475,0.9346828030464762,0.06531719695352375,-1,0.1306343939070475
AC007383.6,female,+,0.29898291153122364,0.14949145576561182,0.8505085442343882,1,0.29898291153122364
AC007386.3,female,+,0.875859134209424,0.437929567104712,0.562070432895288,1,0.875859134209424
AC007387.2,female,-,0.4296732224348827,0.7851633887825586,0.21483661121744135,-1,0.4296732224348827
AC007389.1,female,-,0.4726074904817076,0.7636962547591462,0.2363037452408538,-1,0.4726074904817076
AC007389.2,female,-,0.28285944580018774,0.8585702770999062,0.14142972290009387,-1,0.28285944580018774
AC007390.4,female,-,0.6618353311609162,0.6690823344195419,0.3309176655804581,-1,0.6618353311609162
AC007394.3,female,+,0.4917215767469777,0.24586078837348885,0.7541392116265111,1,0.4917215767469777
AC007395.4,female,+,0.9631479654363764,0.4815739827181882,0.5184260172818118,1,0.9631479654363764
AC007551.2,female,-,0.04144866953153382,0.9792756652342332,0.02072433476576691,-1,0.04144866953153382
AC007557.5,female,+,0.82134870380883,0.410674351904415,0.5893256480955851,1,0.82134870380883
AC007559.1,female,-,0.06660271161710597,0.966698644191447,0.033301355808552986,-1,0.06660271161710597
AC007560.1,female,+,0.9063130760299826,0.4531565380149913,0.5468434619850087,1,0.9063130760299826
AC007562.1,female,-,0.3258017997931687,0.8370991001034156,0.16290089989658435,-1,0.3258017997931687
AC007563.4,female,-,0.49742524232095253,0.7512873788395238,0.24871262116047627,-1,0.49742524232095253
AC007568.1,female,+,0.4096156593374264,0.2048078296687132,0.7951921703312868,1,0.4096156593374264
AC007618.3,female,-,0.5450363340989925,0.7274818329505037,0.2725181670494963,-1,0.5450363340989925
