gene_symbol,AnCg_nAcc_DLPFC_Male_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
MALRD1,+--,0.6352782367690231,0.5805228839525128,0.6844393170290415,1,1.1610457679050257,0.49195756331279944,0.4773284663206525,0.954656932641305
MALSU1,++-,0.34794066996023887,0.27956814496861776,0.7704807955192382,1,0.5591362899372355,0.2632899840292037,0.24918724690583471,0.49837449381166943
MALT1,+-+,0.2490853099194252,0.2417471286698425,0.8473371414125078,1,0.483494257339685,0.22535934291581108,0.2143386756402213,0.4286773512804426
MAMDC2,+++,0.16971269122599636,0.159157925122722,0.9307134917721345,1,0.318315850245444,0.1367214236824093,0.13021160098100723,0.26042320196201446
MAMDC4,-+-,0.4025865517178018,0.7203542709526733,0.34210633830241055,-1,0.6842126766048211,0.3237894256544801,0.310631987223363,0.621263974446726
MAML1,--+,0.4148782899572665,0.8441030555974071,0.3063902195325912,-1,0.6127804390651824,0.28865567786459817,0.27697923796486423,0.5539584759297285
MAML2,---,0.35565804967484993,0.9448031605209984,0.18065703509503087,-1,0.36131407019006173,0.15952774767581132,0.15200775724389687,0.30401551448779374
MAML3,+--,0.2557043126768534,0.7573538577474506,0.348025043413488,-1,0.696050086826976,0.32972109735926536,0.3157654574492357,0.6315309148984714
MAMSTR,+++,0.04090156949369498,0.05956387722497681,0.9441778861930548,1,0.11912775444995362,0.04329226557152635,0.03650259510637084,0.07300519021274168
MAN1A1,+-+,0.14000111691520079,0.5649362999379518,0.3367099819334614,-1,0.6734199638669228,0.3189414247419152,0.30532740132329456,0.6106548026465891
MAN1A2,-++,0.6533661513914515,0.581863508395383,0.6659967847419505,1,1.163727016790766,0.4924138717773215,0.4777847487594821,0.9555694975189643
MAN1C1,++-,0.09756966709365401,0.16564894866677335,0.8097763535281184,1,0.3312978973335467,0.1431667807437828,0.13665659042947584,0.2733131808589517
MAN2A1,---,0.06772518579254293,0.959858953967242,0.0709971983035317,-1,0.1419943966070634,0.05372725717218958,0.04620123203285421,0.09240246406570841
MAN2A2,---,0.5968757638172055,0.8895156862744644,0.33371688076307177,-1,0.6674337615261435,0.3167170478526208,0.30315993611681497,0.6063198722336299
MAN2B1,-+-,0.18515156114189374,0.45226976627863785,0.39255069379600627,-1,0.7851013875920125,0.36656590429475844,0.3564339493497604,0.7128678986995208
MAN2B2,---,0.46048162070657317,0.7825194896542993,0.445737448544793,-1,0.891474897089586,0.4130496777505276,0.4004106776180698,0.8008213552361396
MAN2C1,-++,0.3313589845373428,0.38315890351984605,0.77824675993627,1,0.7663178070396921,0.35905772302076205,0.34820053613186563,0.6964010722637313
MANBA,--+,0.6093692908919361,0.7178311127475303,0.524682584389581,-1,1.049365168779162,0.46649175839844864,0.4510609171800137,0.9021218343600274
MANBAL,+--,0.02062336775441573,0.11108466369101087,0.2813497955480431,1,0.22216932738202175,0.08943645904631531,0.08401300404950665,0.1680260080990133
MANEA,--+,0.11698170277351815,0.709642565703417,0.23113488422384462,-1,0.46226976844768924,0.21382535789653795,0.2032854209445585,0.406570841889117
MANEAL,+--,0.21232810886870895,0.6459747691422828,0.2880977225373207,-1,0.5761954450746414,0.2710317686648035,0.25844170659365734,0.5168834131873147
MANF,-+-,0.6718208313764383,0.6593583204265556,0.5914183776770691,-1,1.1828367553541381,0.49626418753208235,0.48112023728040154,0.9622404745608031
MANSC1,+-+,0.18110133751633278,0.18674455505670906,0.8865030425777852,1,0.3734891101134181,0.16546885694729638,0.15964181828551874,0.3192836365710375
MANSC4,++-,0.26431599848212073,0.7136682334804466,0.3961044595768948,-1,0.7922089191537895,0.3702161638053955,0.3599133013917408,0.7198266027834817
MAP10,+--,0.08221218380102448,0.4532047713420942,0.18853330577804586,-1,0.3770666115560917,0.16717047852620773,0.16130504220853298,0.32261008441706596
MAP1A,+--,0.46046126632214546,0.7171639020634895,0.4833771498802442,-1,0.9667542997604884,0.4421947185307705,0.42767510837326034,0.8553502167465207
MAP1B,--+,0.3685138563193181,0.572135116244324,0.5027021991024018,-1,1.0054043982048035,0.4531454970626818,0.4383983572895277,0.8767967145790554
MAP1LC3A,++-,0.03521189528032602,0.09368602142873299,0.6921985873097763,1,0.18737204285746598,0.07300935432352271,0.0681001539953231,0.1362003079906462
MAP1LC3B,+--,0.02474106739907791,0.10013345164622951,0.6734816980460214,1,0.20026690329245903,0.07951174994296144,0.07403182570010837,0.14806365140021674
MAP1LC3B2,++-,0.2521320970381333,0.22146152547607956,0.8594484447049906,1,0.4429230509521591,0.2034565366187543,0.19420521302686364,0.3884104260537273
MAP1LC3C,-++,0.022410252586345533,0.04331641439000416,0.8023232987103752,1,0.08663282878000832,0.0310860141455624,0.024411110477385502,0.048822220954771005
MAP1S,++-,0.7189755677131715,0.6017198084003695,0.6783089402698523,1,1.203439616800739,0.49982888432580425,0.4838304910739748,0.9676609821479496
MAP2,+-+,0.0695118931196694,0.19639619890225132,0.42977618404895324,1,0.39279239780450265,0.1764202600958248,0.17059259681743,0.34118519363486
MAP2K1,+--,0.11732720994176511,0.7307459714907677,0.17955087478528098,-1,0.35910174957056196,0.15815890035932242,0.15075290896646132,0.30150581793292264
MAP2K2,++-,0.3192567657974362,0.22224375329522156,0.8681349800432697,1,0.4444875065904431,0.20431211498973306,0.1950037072948155,0.390007414589631
MAP2K3,+--,0.17390282417340353,0.48511159533172293,0.28900343201379336,-1,0.5780068640275867,0.2721724747618776,0.2595254391968971,0.5190508783937942
MAP2K4,+-+,0.141451522471887,0.28680489544370874,0.38958918771671314,1,0.5736097908874175,0.26996349532283825,0.2571721895853533,0.5143443791707066
MAP2K5,+--,0.05601410495891426,0.22360431539232867,0.35268781249033193,1,0.44720863078465733,0.20550992470910334,0.1964295899161581,0.3928591798323162
MAP2K6,-++,0.3708465742703293,0.2940199318149199,0.8536478427737115,1,0.5880398636298398,0.2762947752680812,0.2640734614726516,0.5281469229453032
MAP2K7,++-,0.06415710425326251,0.17284991288358048,0.5897703990188037,1,0.34569982576716096,0.1500684462696783,0.1436719329264815,0.287343865852963
MAP3K1,--+,0.09235260736968896,0.7521436750857591,0.1864075063904397,-1,0.3728150127808794,0.16494610163691326,0.15942276979237965,0.3188455395847593
MAP3K10,++-,0.54074092796996,0.43291833177780303,0.8055152794373226,1,0.8658366635556061,0.4025781428245494,0.390007414589631,0.780014829179262
MAP3K11,-+-,0.15186329610868265,0.69845471656766,0.17925814855400854,-1,0.3585162971080171,0.15810186505446872,0.1502966005019393,0.3005932010038786
MAP3K12,+--,0.36408433189419254,0.8423211079218446,0.33968911445579475,-1,0.6793782289115895,0.3218502252894542,0.3083504449007529,0.6167008898015058
MAP3K13,+--,0.2514866188515507,0.42601406286988075,0.6329514086071417,1,0.8520281257397615,0.3973305954825462,0.38453202532367536,0.7690640506473507
MAP3K14,+--,0.38643169307297176,0.680589266353886,0.4357088945416043,-1,0.8714177890832085,0.40483659385159415,0.392083048140543,0.784166096281086
MAP3K19,--+,0.2895784142623938,0.4634789910108924,0.618066418002528,1,0.9269579820217848,0.42767510837326034,0.4146466662864313,0.8292933325728626
MAP3K2,--+,0.12478810309686635,0.7836069884906549,0.07588281226911045,-1,0.1517656245382209,0.058461187475047055,0.05104950946840064,0.10209901893680128
MAP3K3,++-,0.6396854050839644,0.5154285394054305,0.6938611212076377,1,1.030857078810861,0.4614419347478896,0.4464153310899447,0.8928306621798894
MAP3K4,+-+,0.09218866485751,0.618618994957984,0.2526839131185336,-1,0.5053678262370672,0.23595505617977527,0.22393337896417978,0.44786675792835956
MAP3K5,+-+,0.06747899780224645,0.5878678917075821,0.2143494061596968,-1,0.4286988123193936,0.19551702503849883,0.1878279717088752,0.3756559434177504
MAP3K6,+++,0.09971720417849939,0.04095071873843972,0.9698292935023476,1,0.08190143747687945,0.029660050193931097,0.022528945417213255,0.04505789083442651
MAP3K7,+-+,0.07073594731206925,0.6647664649339976,0.19631705696734955,-1,0.3926341139346991,0.17635316260765413,0.17037417294090806,0.34074834588181613
MAP3K7CL,--+,0.3365984279074836,0.7892848237986556,0.2689848030464754,-1,0.5379696060929507,0.2528375064164718,0.2395049053159936,0.4790098106319872
MAP3K8,---,0.2780303902129747,0.8660530235509127,0.28210583707392306,-1,0.5642116741478461,0.26510009696001824,0.25205338809034905,0.5041067761806981
MAP3K9,+-+,0.4550034179291411,0.41657789797089856,0.7561024128462791,1,0.8331557959417971,0.3899726214921287,0.377459647521816,0.754919295043632
MAP4,++-,0.16140112310060004,0.32351516434898014,0.5726439800494119,1,0.6470303286979603,0.30686744239105634,0.2931044316431871,0.5862088632863742
MAP4K1,-+-,0.034793191766529466,0.20677189609006114,0.10898956932709992,-1,0.21797913865419985,0.08772029886499744,0.08173625370750627,0.16347250741501254
MAP4K2,+++,0.023071255798018043,0.019743419832106715,0.9758588346401706,1,0.03948683966421343,0.01403148528405202,0.009011578166885302,0.018023156333770603
MAP4K3,+-+,0.04077539861975016,0.6975259718975722,0.1355042860663113,-1,0.2710085721326226,0.11241658586665146,0.10723248916267397,0.21446497832534794
MAP4K4,-+-,0.32722668229492036,0.5026916817622037,0.5503468409595816,1,1.0053833635244074,0.4531143052703628,0.43837335310557235,0.8767467062111447
MAP4K5,---,0.15009408682956643,0.8705836923175444,0.20651706333168432,-1,0.41303412666336864,0.18810243540751725,0.18007072781200092,0.36014145562400185
MAP6,+--,0.21247629358665449,0.5294652572241448,0.2336731961198701,-1,0.4673463922397402,0.21639194661495464,0.20670773442847365,0.4134154688569473
MAP6D1,-+-,0.02397152887704502,0.9107861865739088,0.04584192104303931,-1,0.09168384208607862,0.0334226886442708,0.026180698151950718,0.052361396303901436
MAP7,-+-,0.1685823354574156,0.717002747524489,0.12206437679116995,-1,0.2441287535823399,0.1000399247133976,0.094341775039927,0.188683550079854
MAP7D1,---,0.21973834544377857,0.8717229692787984,0.2506596662363504,-1,0.5013193324727008,0.23412992642445674,0.22233629933835272,0.44467259867670544
MAP9,+-+,0.09688586322499423,0.45973071454130204,0.3030273302317501,-1,0.6060546604635002,0.2855757714024981,0.2737850787132101,0.5475701574264202
MAPK1,+-+,0.03146201228184405,0.461181496931117,0.15091292823942615,-1,0.3018258564788523,0.12747390634802944,0.12240474560803102,0.24480949121606205
MAPK10,+-+,0.18442968595296688,0.3525183975188612,0.4342215342914602,1,0.7050367950377224,0.3333903718913986,0.3191125306564764,0.6382250613129528
MAPK11,++-,0.31684270926286157,0.2860937009521729,0.7083438397338305,1,0.5721874019043458,0.26927903262605524,0.2562596247076941,0.5125192494153882
MAPK12,-+-,0.5908254471997174,0.5590536983376853,0.699149086712227,1,1.1181073966753705,0.4834588181610769,0.46905834711686534,0.9381166942337307
MAPK13,+++,0.22985865961034982,0.1909641609212489,0.9293932621388283,1,0.3819283218424978,0.17094455852156057,0.1641476073689614,0.3282952147379228
MAPK14,+-+,0.04482405331145031,0.09843217971521713,0.24544374301726887,1,0.19686435943043426,0.07780059320100388,0.07226373124964353,0.14452746249928705
MAPK15,-+-,0.49441608127498193,0.7096570509032489,0.5123535211396191,-1,1.0247070422792381,0.46004676894998003,0.44467259867670544,0.8893451973534109
MAPK1IP1L,--+,0.09269279153056133,0.7689392479840151,0.18931659205705775,-1,0.3786331841141155,0.1681400787087207,0.16227469769564226,0.3245493953912845
MAPK3,++-,0.3652572900661155,0.3387807081815919,0.8067901242529866,1,0.6775614163631838,0.3210700433493041,0.30730622255175954,0.6146124451035191
MAPK4,+--,0.17275460075717375,0.49996277201182043,0.3063583311319222,-1,0.6127166622638444,0.28865567786459817,0.276922199406799,0.553844398813598
MAPK6,+-+,0.06306722760908674,0.4378140230440764,0.22949203115975983,-1,0.45898406231951966,0.2117150516169509,0.202030572667123,0.404061145334246
MAPK7,+--,0.6024288151120565,0.7596078860413147,0.49766796887952686,-1,0.9953359377590537,0.4506359436491188,0.4361738535249829,0.8723477070499658
MAPK8,+-+,0.17953238336705787,0.3470733900035498,0.454072068766767,1,0.6941467800070996,0.32882728724617843,0.3148919180973022,0.6297838361946044
MAPK8IP1,++-,0.7608004731988479,0.6179792371688149,0.6607877559743462,1,1.2359584743376297,0.5041638147387634,0.4879940683282952,0.9759881366565905
MAPK8IP2,++-,0.5156548572080416,0.6005198324969668,0.5992795265534847,-1,1.1985590531069694,0.4990589174699139,0.48317362537075065,0.9663472507415013
MAPK8IP3,+--,0.63769134304126,0.6712367749826733,0.5787265251589548,-1,1.1574530503179097,0.4913591513146638,0.4765001140771161,0.9530002281542322
MAPK9,+--,0.10459115950526762,0.38865241895455566,0.2740917943721905,-1,0.548183588744381,0.2577995779387441,0.2444102213096053,0.4888204426192106
MAPKAP1,+-+,0.1442550980266539,0.33295901807393025,0.40226668074526506,1,0.6659180361478605,0.3157084188911704,0.30240118633434093,0.6048023726686819
MAPKAPK2,-+-,0.08597613475287723,0.8138676569210299,0.16052653227717983,-1,0.32105306455435967,0.13813950835567215,0.13175906913073238,0.26351813826146475
MAPKAPK3,++-,0.4397225909170879,0.3974778226311792,0.8075624826575649,1,0.7949556452623584,0.3718343600273785,0.3614897621627788,0.7229795243255576
MAPKAPK5,--+,0.21069843088615037,0.8597695067100803,0.2377241640614062,-1,0.4754483281228124,0.2210118063081047,0.21087154916723705,0.4217430983344741
MAPKBP1,+-+,0.6410227570863505,0.6288597890745816,0.6257436862288163,-1,1.2514873724576325,0.5059031540523584,0.4893908281998631,0.9787816563997263
MAPRE1,---,0.6329806845296668,0.8460742831672092,0.4067880864331522,-1,0.8135761728663043,0.379969200935379,0.3694387405886379,0.7388774811772758
MAPRE2,+-+,0.06144308120815181,0.5053510353270066,0.2220884268158485,-1,0.444176853631697,0.20430046198596932,0.19478667579283596,0.3895733515856719
MAPRE3,+--,0.5667472132842817,0.7064303586037342,0.4809902088905741,-1,0.9619804177811482,0.4402555181657446,0.42584987451517226,0.8516997490303445
MAPT,++-,0.302262317965509,0.36289736706283726,0.6944526837770618,1,0.7257947341256745,0.3420602327173169,0.3301203444932413,0.6602406889864826
MARC1,--+,0.14071483545819838,0.33592311680228293,0.5598310242424123,1,0.6718462336045659,0.318560346794433,0.30502481035761136,0.6100496207152227
MARC2,+-+,0.07031721911923272,0.08540156416392407,0.882458322539388,1,0.17080312832784814,0.06656399726214922,0.06017224662065819,0.12034449324131638
MARCH1,--+,0.5052563883192085,0.8366472956572995,0.36133291648279914,-1,0.7226658329655983,0.3404437346717618,0.32819986310746063,0.6563997262149213
MARCH10,---,0.047596521372690076,0.9450965673330474,0.05488440614638437,-1,0.10976881229276873,0.039981748702446814,0.033367556468172486,0.06673511293634497
MARCH11,+--,0.11990227086831831,0.3038814741082896,0.5042010695846525,1,0.6077629482165792,0.2863906000456308,0.27428278104146464,0.5485655620829293
MARCH2,+++,0.0018842413362750632,0.0022526436518244654,0.9718833486854227,1,0.004505287303648931,0.002110426648414328,7.984942679518622e-4,0.0015969885359037243
MARCH3,-+-,0.13430250618567105,0.8551946439910233,0.11297858845008453,-1,0.22595717690016906,0.09085724063195118,0.08544375998174766,0.17088751996349533
MARCH4,+--,0.3008218179854047,0.5975039617574112,0.43303304836719086,-1,0.8660660967343817,0.4026692522671534,0.39014373716632444,0.7802874743326489
MARCH5,+-+,0.053867658699797,0.22289503294450602,0.2518422697320887,1,0.44579006588901204,0.20488250057038557,0.19585923686762105,0.3917184737352421
MARCH6,+-+,0.03065537294257975,0.4823418318526787,0.14564462897670213,-1,0.29128925795340427,0.12211258769178121,0.11698608259183207,0.23397216518366415
MARCH7,--+,0.07150641885089716,0.5698520255813028,0.20298230907810674,-1,0.4059646181562135,0.18376775223863573,0.17693360711841205,0.3538672142368241
MARCH8,---,0.5267442835385012,0.8683307128421043,0.3590910683763236,-1,0.7181821367526472,0.3389608167455655,0.32569016655258953,0.6513803331051791
MARCH9,++-,0.06838954628321177,0.1280645346555013,0.8536766970404692,1,0.2561290693110026,0.10523613963039015,0.09998288940854388,0.19996577881708777
MARCKS,--+,0.4286194010167521,0.6526852253825574,0.4842562358531159,-1,0.9685124717062318,0.4424798950550391,0.4286447638603696,0.8572895277207392
MARCO,+++,0.4420685433063902,0.2515155805128362,0.9189336427405693,1,0.5030311610256724,0.2346566278804472,0.22312211258769177,0.44624422517538354
MARK1,+-+,0.0594983455516645,0.5565342079895456,0.1933047503182462,-1,0.3866095006364924,0.1732162208407004,0.16655258955053617,0.33310517910107235
MARK2,+--,0.4926978247751943,0.7732481391951516,0.44152546157029265,-1,0.8830509231405853,0.4092853476301831,0.39698836413415467,0.7939767282683093
MARK3,++-,0.2425981862615521,0.7775599034772781,0.34017699872370333,-1,0.6803539974474067,0.32202133120401527,0.30897786903947067,0.6179557380789413
MARK4,++-,0.4977055936199336,0.5050287399420801,0.6557265314549114,1,1.0100574798841602,0.45511065480264656,0.43968516511720757,0.8793703302344151
MARS,+-+,0.19208565457570465,0.4722041489422256,0.43429576099797607,-1,0.8685915219959521,0.40352478183995893,0.39128450832762945,0.7825690166552589
MARS2,---,0.049884851971477136,0.9772630859545055,0.039114202023622965,-1,0.07822840404724593,0.02789026407346147,0.021332420716404288,0.042664841432808576
MARVELD1,++-,0.20259104636288308,0.2180986281455058,0.8543817861550188,1,0.4361972562910116,0.19969199178644764,0.19101123595505617,0.38202247191011235
MARVELD2,++-,0.011464323875104506,0.03878349240743824,0.8353965304145701,1,0.07756698481487648,0.027492584987451517,0.02093195688130953,0.04186391376261906
MARVELD3,-+-,0.12125057718146483,0.3198744509446752,0.3549308860862455,1,0.6397489018893504,0.30327401323294545,0.2901385957907945,0.580277191581589
MAS1,+++,0.058842116065645864,0.09973809370256455,0.8957265614516318,1,0.1994761874051291,0.07916951859456993,0.07363257856613244,0.14726515713226487
MASP1,-+-,0.3512459286402687,0.7655868284605132,0.37426176561859226,-1,0.7485235312371845,0.35259225460560084,0.3401209217430983,0.6802418434861967
MASP2,+-+,0.026163004774237,0.7884838799247009,0.08482439262483912,-1,0.16964878524967825,0.06616095363029716,0.05949121606205795,0.1189824321241159
MAST1,+++,0.2932638012460127,0.14047169308302102,0.9625419790019394,1,0.28094338616604203,0.1173283139402236,0.11235955056179775,0.2247191011235955
MAST2,+--,0.39085862439786667,0.7450263570345113,0.39690270283935225,-1,0.7938054056787045,0.37129983459761595,0.3607688797627196,0.7215377595254392
MAST3,--+,0.3127571906914146,0.7819646569281553,0.3605238076514981,-1,0.7210476153029962,0.33964524040380994,0.3270590919461556,0.6541181838923112
MAST4,++-,0.3994952364262945,0.3092002374515528,0.8526051437867426,1,0.6184004749031056,0.29129591603924254,0.2799863115268351,0.5599726230536702
MASTL,+-+,0.11621055551357096,0.699724139195395,0.25776484916098,-1,0.51552969832196,0.2412593395311698,0.2282112708190737,0.4564225416381474
MAT1A,+-+,0.24941851151621583,0.25659533656548095,0.8413617233038628,1,0.5131906731309619,0.24013232945471139,0.22694347801288997,0.45388695602577994
MAT2A,+-+,0.03854543927320478,0.5454622052023848,0.15509747232470436,-1,0.3101949446494087,0.13289226030913134,0.1268537531371207,0.2537075062742414
MAT2B,+-+,0.09821619997293796,0.26492115306993846,0.3406427577196892,1,0.5298423061398769,0.24851699749030345,0.2349854559972623,0.4699709119945246
MATK,++-,0.3814623659090798,0.30281731338916007,0.728402082941396,1,0.6056346267783201,0.28530686744239103,0.27365539268807393,0.5473107853761479
MATN1,-+-,0.11737954184613292,0.8302028345875558,0.08162937152247902,-1,0.16325874304495805,0.06405064735071009,0.05635409536846909,0.11270819073693818
MATN2,-++,0.3005858106889242,0.3817697686521105,0.6853067759604285,1,0.763539537304221,0.35797399041752226,0.3475161124736212,0.6950322249472424
MATN3,++-,0.10643593381366921,0.10697711509806597,0.9119483101767217,1,0.21395423019613194,0.08555783709787816,0.08053385045343067,0.16106770090686134
MATN4,++-,0.12110497258916,0.0844340215163515,0.9315467266471844,1,0.168868043032703,0.06576545744923569,0.05914561113329151,0.11829122226658302
MATR3,+-+,0.0839910959498154,0.594874560562788,0.24103575187893017,-1,0.48207150375786034,0.2246050305138881,0.21372347707049966,0.4274469541409993
MAU2,---,0.22934045252546642,0.943499490911673,0.16892608979024393,-1,0.33785217958048785,0.146466662864313,0.13968742870180242,0.27937485740360485
MAVS,-+-,0.2632554187638954,0.7067293315453875,0.2567607975727428,-1,0.5135215951454856,0.24034677465351054,0.22718457677389917,0.45436915354779833
MAX,-+-,0.23907222876340764,0.42612105161773883,0.5437539242545527,1,0.8522421032354777,0.39750171115674193,0.38470313123823646,0.7694062624764729
MAZ,++-,0.1911703822430535,0.24243770196092174,0.8149624959523413,1,0.4848754039218435,0.22638603696098564,0.21525124051788055,0.4305024810357611
MB,-+-,0.24094129878656761,0.5009533602209548,0.3653824015870573,-1,0.7307648031741146,0.34477841784064334,0.3321925621720283,0.6643851243440566
MB21D1,-+-,0.09615153137357116,0.24722290173086892,0.6335991641705981,1,0.49444580346173783,0.23049281314168377,0.2193007471624936,0.4386014943249872
MB21D2,+--,0.03984606404147754,0.4430530707034982,0.1323300426440682,-1,0.2646600852881364,0.10939371470940512,0.10392425279488934,0.2078485055897787
MBD1,+--,0.16184585955473943,0.34857865208755506,0.4848209181051199,1,0.6971573041751101,0.3304814054300707,0.31620373010893743,0.6324074602178749
MBD2,+--,0.15896591501382565,0.494364309707659,0.3143041257711948,-1,0.6286082515423896,0.29726800889750754,0.28439425051334705,0.5687885010266941
MBD3,++-,0.0240043433719416,0.03155196694100546,0.9221475227175546,1,0.06310393388201092,0.02241615331964408,0.01568470883476872,0.03136941766953744
MBD3L1,-+-,0.9151249720350411,0.6353275827543858,0.673108108851309,1,1.2706551655087717,0.5071868583162218,0.49113101009524895,0.9822620201904979
MBD4,+++,0.796562291592392,0.5382872842248286,0.7540325932325332,1,1.0765745684496573,0.473990417522245,0.45907716876746707,0.9181543375349341
MBD5,+-+,0.0902254452067144,0.6946522715468016,0.22229992627831688,-1,0.44459985255663376,0.2044145325956767,0.19512890714122746,0.39025781428245493
MBD6,---,0.3865264715791359,0.94293429148868535,0.20656288097070505,-1,0.4131257619414101,0.18810243540751725,0.18012776637006617,0.36025553274013233
MBIP,---,0.07101378793393574,0.9824846518563064,0.04290216696773229,-1,0.08580433393546458,0.030856099925854103,0.023899155829340633,0.047798311658681265
MBL2,+++,0.24932390073651428,0.2146093257889865,0.9191083936559092,1,0.429218651577973,0.195927446954141,0.18810243540751725,0.3762048708150345
MBLAC1,++-,0.14498648454359928,0.2098105265767852,0.7051124249351408,1,0.4196210531535704,0.1915354779831166,0.18342554040951348,0.36685108081902695
MBLAC2,+-+,0.10295525288797955,0.41892881379479796,0.3054987193721783,-1,0.6109974387443566,0.2876860776820852,0.27623773671001595,0.5524754734200319
MBNL1,+-+,0.05290230366727031,0.6818645628805136,0.16508511396951955,-1,0.3301702279390391,0.1423601209148463,0.13609399954369153,0.27218799908738306
MBNL2,---,0.021874959666329814,0.9206910758367882,0.04331717661390611,-1,0.08663435322781222,0.031141276450122626,0.024412502851927902,0.048825005703855805
MBOAT1,---,0.35112567496461156,0.925395876057185,0.23122240333543567,-1,0.46244480667087134,0.21382535789653795,0.20334245950262378,0.40668491900524756
MBOAT2,-+-,0.12505680870243516,0.8134335298895875,0.21984636439076183,-1,0.43969272878152366,0.2016198026578452,0.19227697923796486,0.3845539584759297
MBOAT4,+--,0.32654853893723146,0.8055665451700784,0.35950310582137535,-1,0.7190062116427507,0.33930302857468775,0.3262035135751768,0.6524070271503536
MBOAT7,+-+,0.2588204415046581,0.3523069552387816,0.7048550182398248,1,0.7046139104775632,0.3332762947752681,0.3189414247419152,0.6378828494838304
MBP,-+-,0.2994912941806486,0.5206748457391238,0.4378703204985879,-1,0.8757406409971757,0.40654765299720524,0.3939082819986311,0.7878165639972622
MBTD1,--+,0.1000543039173077,0.7002591992325673,0.158798330061495,-1,0.31759666012299,0.13648548451491474,0.12976271959844854,0.2595254391968971
MBTPS1,+-+,0.05584221538839837,0.1014604705497402,0.3435614461875962,1,0.2029209410994804,0.08059548254620123,0.07511549649232875,0.1502309929846575
MC1R,++-,0.38737917995082183,0.632802091596282,0.5021559970123449,-1,1.0043119940246898,0.4528603205384133,0.4380561259411362,0.8761122518822724
MC2R,-+-,0.13508927271393767,0.9201639728909852,0.09288909328472796,-1,0.1857781865694559,0.07237780185935094,0.067647729865389,0.135295459730778
MC3R,---,0.7784561311611826,0.720390520813305,0.5770547640931352,-1,1.1541095281862703,0.49095990418068786,0.4759297284964636,0.9518594569929272
MC4R,--+,0.28866350390695006,0.706791059600508,0.398681796585737,-1,0.797363593171474,0.37283978782866595,0.3626511521788729,0.7253023043577458
MC5R,-++,0.504806584802076,0.566858154587639,0.6083471612380715,1,1.133716309175278,0.48693817020305724,0.472594536017795,0.94518907203559
MCAM,-+-,0.15443408781245002,0.8186149711946757,0.15511104187967542,-1,0.31022208375935084,0.13289226030913134,0.12691079169518596,0.2538215833903719
MCAT,++-,0.2291669958337398,0.3643250859846992,0.6969717569639898,1,0.7286501719693984,0.3437143509012092,0.3313180858951691,0.6626361717903382
MCC,---,0.24715932605358482,0.8908465140369215,0.23286494758228668,-1,0.46572989516457336,0.2158215935664176,0.20585215605749488,0.41170431211498976
MCCC1,+-+,0.16822410130726503,0.3015518378052253,0.45267575177499886,1,0.6031036756104506,0.284166096281086,0.2722295100667313,0.5444590201334626
MCCC2,+-+,0.09996877739892089,0.5936222383383566,0.2698171733621382,-1,0.5396343467242763,0.25346489476986256,0.24064567647729865,0.4812913529545973
MCCD1,+-+,0.07195296283679554,0.18850555746664033,0.4890696308409825,1,0.37701111493328066,0.16706593657312344,0.16129584212627618,0.32259168425255236
MCEE,-++,0.4658498501912779,0.4428051224461627,0.706521419818354,1,0.8856102448923254,0.4101072324891627,0.39822049848856444,0.7964409969771289
MCEMP1,-+-,0.2063599419484192,0.6324979650689556,0.34765953368481894,-1,0.6953190673696379,0.3293218502252895,0.3153091489847137,0.6306182979694274
MCF2L,++-,0.5893566121406799,0.4358572969639032,0.8055181345712278,1,0.8717145939278064,0.40503080082135523,0.39228882678377913,0.7845776535675583
MCF2L2,--+,0.28441270562405024,0.7626157629433207,0.3667431470559192,-1,0.7334862941118384,0.34597615924257114,0.33321925621720283,0.6664385124344057
MCFD2,+-+,0.07273848310075803,0.34459337998917455,0.2673148191850597,-1,0.5346296383701195,0.25078423544173845,0.23779374857403604,0.4755874971480721
MCHR1,++-,0.12917971918974955,0.20781414741093573,0.8385619584886316,1,0.41562829482187147,0.18953912845083276,0.18125819882507271,0.36251639765014543
MCHR2,+-+,0.24605418255125763,0.19021987496084558,0.8379946095613445,1,0.38043974992169116,0.16963267168605978,0.1631780071864484,0.3263560143728968
MCIDAS,+-+,0.20010958345183003,0.23984600919723126,0.7682341318809303,1,0.4796920183944625,0.22347707049965776,0.21217133405578054,0.42434266811156107
MCL1,---,0.12486782723752438,0.9116602901635722,0.15401174155075964,-1,0.3080234831015193,0.1310100952489591,0.12594113620807665,0.2518822724161533
MCM10,-++,0.08625607034114147,0.5101172298746026,0.2657014974994701,-1,0.5314029949989402,0.24941538812524952,0.23579739904175223,0.47159479808350446
MCM2,---,0.3917231128962353,0.9304595987381177,0.23451737746063034,-1,0.4690347549212607,0.21753265271202873,0.20750627424138718,0.41501254848277436
MCM3,+--,0.2928733097585884,0.799162736364825,0.3069802560116852,-1,0.6139605120233704,0.2890549249985741,0.27766370066164725,0.5553274013232945
MCM3AP,+-+,0.07887484289796985,0.7795611537585894,0.17848984199126192,-1,0.35697968398252383,0.15718930017680943,0.14921286789869953,0.29842573579739906
MCM4,+-+,0.19840352175979567,0.3214909895666173,0.48845933022823124,1,0.6429819791332346,0.3048710928587725,0.291393372497576,0.582786744995152
