gene_symbol,AnCg_DLPFC_Male_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
ATAD1,++,0.2709787521955132,0.23988537620490322,0.8142738787926342,1,0.47977075240980643
ATAD2,++,0.17156770386630743,0.1140325302216055,0.9329687899418652,1,0.228065060443211
ATAD2B,--,0.018069067814258644,0.9696632245595028,0.014857383675598766,-1,0.029714767351197532
ATAD3A,+-,0.43929102947753185,0.4481736424564984,0.5555733300298877,1,0.8963472849129968
ATAD3B,-+,0.6398528063052477,0.6063171166517656,0.5202414717371773,-1,1.0404829434743545
ATAD3C,--,0.36127481184885046,0.9307791566480723,0.15879293278577392,-1,0.31758586557154783
ATAD5,-+,0.06165538942729812,0.7147491931398239,0.09736281813741074,-1,0.19472563627482148
ATAT1,+-,0.22482340655886493,0.6173648740620046,0.2790388391118518,-1,0.5580776782237036
ATCAY,++,0.15118831388071985,0.09778991653825422,0.9427285153387007,1,0.19557983307650845
ATE1,++,0.4152987436453681,0.30462012953019063,0.8111122605548815,1,0.6092402590603813
ATF1,-+,0.38830804039585587,0.4915554161806435,0.4352862882653775,-1,0.870572576530755
ATF2,++,0.455700983210115,0.24492219767532428,0.8782563426352976,1,0.48984439535064855
ATF3,--,0.2328016558812274,0.9518605913505003,0.11114763190289233,-1,0.22229526380578465
ATF4,--,0.021690712854715428,0.8916700998964158,0.02919973629224098,-1,0.05839947258448196
ATF5,+-,0.4219888874515214,0.4121094705347912,0.6254117689129537,1,0.8242189410695824
ATF6,++,0.5981370124482925,0.4105267860740049,0.7461537585725604,1,0.8210535721480098
ATF6B,++,0.8781677086875188,0.5243843358450024,0.665308773600359,1,1.0487686716900049
ATF7,--,0.2697462993246747,0.9520096127466278,0.1161430340233793,-1,0.2322860680467586
ATF7IP,-+,0.8376684936854171,0.6406698960025164,0.5449150781768104,-1,1.0898301563536208
ATF7IP2,-+,0.2688866842531639,0.34213353880688857,0.5024947222492758,1,0.6842670776137771
ATG10,--,0.38677866217953105,0.8503139980307604,0.26198436002078973,-1,0.5239687200415795
ATG101,+-,0.1309573496372894,0.2185865662956673,0.39414790768252045,1,0.4371731325913346
ATG12,++,0.881657296986381,0.5478432940958666,0.6421213825065234,1,1.0956865881917333
ATG13,++,0.13082799868335124,0.13259144972404216,0.8577716841289516,1,0.2651828994480843
ATG14,-+,0.5784453374836027,0.5573382548202835,0.5195660527797892,-1,1.0391321055595784
ATG16L1,+-,0.23638739158920688,0.2550046227949662,0.7306064930388432,1,0.5100092455899324
ATG16L2,--,0.3651691892464183,0.9093623906125352,0.19161891656619656,-1,0.3832378331323931
ATG2A,+-,0.661617510158855,0.645484952500971,0.503611453218907,-1,1.007222906437814
ATG2B,++,0.3514302480388609,0.21319364673943428,0.8895205742268208,1,0.42638729347886856
ATG3,+-,0.2439539027149799,0.45702659327432643,0.329011958938877,-1,0.658023917877754
ATG4B,+-,0.612212218888349,0.5227705735820903,0.5814806907961678,1,1.0455411471641807
ATG4C,--,0.2748167899522495,0.8740760536581734,0.20289599131028166,-1,0.4057919826205633
ATG4D,+-,0.21974911316177032,0.40935212562400464,0.31379919247471,-1,0.62759838494942
ATG5,+-,0.3680734700233471,0.40393197643272566,0.5538890698855357,1,0.8078639528654513
ATG7,+-,0.07165960760908532,0.1420816869076641,0.3383725404571945,1,0.2841633738153282
ATG9A,+-,0.18078787521524076,0.24313740649863932,0.601820677130553,1,0.48627481299727865
ATG9B,--,0.3353232241413687,0.8095522335224656,0.27432066191982635,-1,0.5486413238396527
ATHL1,++,0.8370556634155589,0.4804631754901517,0.7046167799746733,1,0.9609263509803034
ATIC,+-,0.3537433210192681,0.3554738485956015,0.6678315891483905,1,0.710947697191203
ATL1,++,0.20463204667158136,0.19840393086795222,0.8195578775549797,1,0.39680786173590443
ATL2,++,0.3945381369531431,0.22453391414256318,0.8874193210796248,1,0.44906782828512637
ATL3,--,0.07535948020019977,0.8905666374949717,0.07946253421528876,-1,0.15892506843057752
ATM,-+,0.0348985465491192,0.7903453509116098,0.055436096781099196,-1,0.11087219356219839
ATMIN,++,0.43581688438514365,0.29902062678393426,0.8252065655769986,1,0.5980412535678685
ATOH7,--,0.5235643541046267,0.8738041516059534,0.255288641157773,-1,0.510577282315546
ATOH8,--,0.7271633037241017,0.6865585726259088,0.4883085965799723,-1,0.9766171931599446
ATOX1,+-,0.35537278996924826,0.7745771764846091,0.30509889267914786,-1,0.6101977853582957
ATP10A,++,0.0876639649185138,0.06895316717226639,0.9403456029311057,1,0.13790633434453278
ATP10B,--,0.06348677685887871,0.9201276076627828,0.06131508583659926,-1,0.12263017167319852
ATP10D,-+,0.4184801663926565,0.6263446188086276,0.409769748382487,-1,0.819539496764974
ATP11A,--,0.2534410250125594,0.9460433829926851,0.1230441950881929,-1,0.2460883901763858
ATP11B,-+,0.4284195450484023,0.3803749454150362,0.7016399854445209,1,0.7607498908300724
ATP12A,++,0.09495188582164077,0.07464257320715695,0.9373104165712225,1,0.1492851464143139
ATP13A1,+-,0.8165587034757067,0.5372807419582075,0.646238859690413,1,1.074561483916415
ATP13A2,+-,0.36381059646398606,0.41445638127757484,0.5060215407027908,1,0.8289127625551497
ATP13A3,++,0.6071886719061794,0.35360867395574386,0.8038789345819748,1,0.7072173479114877
ATP13A4,-+,0.566042137532559,0.49911738112309173,0.5901353090133581,1,0.9982347622461835
ATP13A5,--,0.36204731430170944,0.802298697130129,0.2907725676850248,-1,0.5815451353700496
ATP1A1,++,0.02031030172441145,0.02336498717853893,0.9289018573465038,1,0.04672997435707786
ATP1A2,+-,0.926401616463149,0.5803163130099112,0.6108329697512718,1,1.1606326260198223
ATP1A3,++,0.3646423354433366,0.3055395408632941,0.7810640787299041,1,0.6110790817265882
ATP1A4,--,0.07239946335971538,0.9810884144870439,0.03517501349194053,-1,0.07035002698388106
ATP1B1,+-,0.12247502584093121,0.19712119444476753,0.4986324686957213,1,0.39424238888953506
ATP1B2,--,0.4684295159483777,0.7832818851004091,0.34419849789501444,-1,0.6883969957900289
ATP1B3,+-,0.09911690579409684,0.1421431623015788,0.7032708615022419,1,0.2842863246031576
ATP23,+-,0.4977922868604143,0.47633472816094063,0.5670799575547772,1,0.9526694563218813
ATP2A1,-+,0.39924971486700056,0.43121882000451994,0.5314898540806089,1,0.8624376400090399
ATP2A2,++,0.18609893341863182,0.17723446382549246,0.8403484115720798,1,0.3544689276509849
ATP2A3,+-,0.7818329769029052,0.5495367169576193,0.6234749254196208,1,1.0990734339152386
ATP2B1,++,0.3357430868086434,0.1517122692422553,0.9340549948721442,1,0.3034245384845106
ATP2B2,++,0.26020621790317255,0.24101390482298393,0.8006847084349514,1,0.48202780964596786
ATP2B4,++,0.12005959908037415,0.09210873034780914,0.9304809736598061,1,0.18421746069561828
ATP2C1,++,0.637642703193561,0.3758080522076452,0.7872890580868084,1,0.7516161044152904
ATP2C2,--,0.007683381048080888,0.8637505031212529,0.013265949445761727,-1,0.026531898891523454
ATP4A,+-,0.4823988087794703,0.3994229255339726,0.7103768093615562,1,0.7988458510679451
ATP4B,-+,0.20772639647105176,0.2409979218458882,0.7074195678446763,1,0.4819958436917764
ATP5A1,++,0.013694392796492118,0.016924721658564335,0.9273560796292613,1,0.03384944331712867
ATP5B,+-,0.06525210461542814,0.10911320038921908,0.6496149885022025,1,0.21822640077843816
ATP5C1,+-,0.10671652109999699,0.15108680139897365,0.6983889921929035,1,0.3021736027979473
ATP5E,+-,0.5524700899331443,0.49489285883232986,0.5861646457428696,1,0.9897857176646597
ATP5F1,+-,0.13794491497625622,0.1515653342948931,0.8184982926757219,1,0.3031306685897862
ATP5G1,+-,0.47088827483417695,0.49467697900633606,0.48682103368860136,-1,0.9736420673772027
ATP5G2,+-,0.2976497336401545,0.27524925450102233,0.7746145072672175,1,0.5504985090020447
ATP5G3,+-,0.0899623197970964,0.14692802895936052,0.590881804594758,1,0.29385605791872105
ATP5H,+-,0.5208102570779894,0.5063535577880258,0.5195781955253114,1,1.0127071155760516
ATP5I,--,0.43180472534656344,0.7709815296370983,0.3403192725899847,-1,0.6806385451799694
ATP5J,+-,0.44402024744694146,0.35575214398604993,0.7551662166214246,1,0.7115042879720999
ATP5J2,+-,0.5052647459718347,0.458361551742175,0.6178357023379577,1,0.91672310348435
ATP5J2-PTCD1,+-,0.25417615910870067,0.3516399609380832,0.3764993802369758,1,0.7032799218761664
ATP5L,+-,0.14407696974926584,0.17344375494423023,0.760817853395278,1,0.34688750988846045
ATP5L2,++,0.39733713021719264,0.3254206187850067,0.7723446048987183,1,0.6508412375700134
ATP5O,+-,0.10228603255551078,0.15350986144398868,0.6526642361137297,1,0.30701972288797735
ATP5S,-+,0.7430472238159869,0.5195816183710898,0.6521546805322925,1,1.0391632367421797
ATP5SL,+-,0.41518553334868724,0.47756916175252057,0.4570735649966747,-1,0.91414712999334935
ATP6AP1L,--,0.16718183614387597,0.9786584270107797,0.0586130998731436,-1,0.1172261997462872
ATP6V0A1,+-,0.04227936717329248,0.05900168702575406,0.8366354617584209,1,0.11800337405150813
ATP6V0A2,-+,0.34460910180592363,0.6850848932337008,0.3430074556138205,-1,0.686014911227641
ATP6V0A4,--,0.5960985834503922,0.833913905479871,0.31461827477430987,-1,0.6292365495486197
ATP6V0B,+-,0.17426492352092302,0.2729368928546746,0.35768645809571475,1,0.5458737857093492
ATP6V0D1,+-,0.062349691344308365,0.11850572875182608,0.49048038632252705,1,0.23701145750365216
ATP6V0D2,-+,0.10073706358505033,0.16903479983759626,0.5118868201998179,1,0.3380695996751925
ATP6V0E1,+-,0.4679797000222664,0.5407581442064895,0.469899862336159,-1,0.939799724672318
ATP6V0E2,+-,0.17141498511197178,0.40656036366114046,0.26404926257122024,-1,0.5280985251424405
ATP6V1A,++,0.6195799728260656,0.3276926662327534,0.8247755901321778,1,0.6553853324655068
ATP6V1B1,-+,0.04222644958674474,0.06788883648484985,0.7598924709366645,1,0.1357776729696997
ATP6V1B2,++,0.12154876317396585,0.12097691934178255,0.8709149741217137,1,0.2419538386835651
ATP6V1C1,++,0.2023488885586916,0.09246999711228449,0.9610260788137961,1,0.18493999422456897
ATP6V1C2,-+,0.2585522683993809,0.33748699277469174,0.4815807227593135,1,0.6749739855493835
ATP6V1D,+-,0.3079763502147331,0.31138907956332923,0.7076997028328492,1,0.6227781591266585
ATP6V1E1,+-,0.11060571254452038,0.18020689358426864,0.5215578585800639,1,0.3604137871685373
ATP6V1E2,-+,0.6712087258632546,0.5372761632843345,0.5955215145743358,1,1.074552326568669
ATP6V1F,+-,0.08586240599582623,0.1431778890113857,0.5781917109458589,1,0.2863557780227714
ATP6V1G1,+-,0.16817855299076379,0.19090985327224808,0.7694902977040131,1,0.38181970654449615
ATP6V1G2,+-,0.22288155322432232,0.30540663005327456,0.48051208379486104,1,0.6108132601065491
ATP6V1G3,++,0.021564915240066332,0.014480131053612478,0.9796104528447896,1,0.028960262107224955
ATP6V1H,++,0.0890186248535159,0.07505126902965996,0.929338705343161,1,0.15010253805931992
ATP7B,++,0.316111723812195,0.24886351935695464,0.8348961083270012,1,0.4977270387139093
ATP8A1,-+,0.5572915506984627,0.41762393522464014,0.7234781442387143,1,0.8352478704492803
ATP8A2,++,0.17320719934197212,0.0715322619017498,0.9715699857595409,1,0.1430645238034996
ATP8B1,++,0.8207135168960422,0.5195630953614928,0.6663776407771136,1,1.0391261907229856
ATP8B2,++,0.24752575118287035,0.1149682306199619,0.9509293755765496,1,0.2299364612399238
ATP8B3,--,0.5200819124535777,0.8674687433392825,0.2646892406419146,-1,0.5293784812838292
ATP8B4,-+,0.38198745803085565,0.7199487724129933,0.34791691011233095,-1,0.6958338202246619
ATP9A,-+,0.8861619050968202,0.5973131596819722,0.587841634585458,-1,1.175683269170916
ATP9B,-+,0.10737689778215515,0.8121128995609965,0.12796933617341288,-1,0.25593867234682577
ATPAF1,++,0.03250607307839686,0.03355431300344155,0.9331449505196674,1,0.0671086260068831
ATPAF2,+-,0.3092453243388073,0.28582935887208594,0.7663288235897352,1,0.5716587177441719
ATPIF1,+-,0.48613590850926647,0.480714827616211,0.5388676204824127,1,0.961429655232422
ATR,-+,0.3266581920497157,0.3494972813723097,0.6374805336172159,1,0.6989945627446194
ATRAID,+-,0.49932406117160877,0.5989863907390713,0.46391468801300506,-1,0.9278293760260101
ATRIP,+-,0.35271578905836487,0.3545716609424954,0.668540976395056,1,0.7091433218849909
ATRN,++,0.3458200117152622,0.16934520276194676,0.9233173784919892,1,0.3386904055238935
ATRNL1,++,0.20677571280588283,0.06412107625617952,0.9772477556694051,1,0.12824215251235904
ATXN1,++,0.3137075617863888,0.25943597946126434,0.8173606753105208,1,0.5188719589225287
ATXN10,++,0.35246727020448043,0.21229293935459548,0.8905573991068119,1,0.42458587870919096
ATXN1L,+-,0.6197714422180453,0.5958976928709724,0.518408652807912,-1,1.036817305615824
ATXN2,+-,0.7799064791165637,0.5540380943067521,0.6168135695165454,1,1.1080761886135042
ATXN2L,+-,0.6639845735750972,0.6334795452341798,0.5121134419196274,-1,1.0242268838392548
ATXN3,--,0.1850438546650664,0.8909856699113017,0.1499892674937869,-1,0.2999785349875738
ATXN7,-+,0.21504923402595913,0.5023762204626169,0.2941943883676905,-1,0.588388776735381
ATXN7L1,-+,0.19696761866968834,0.20124166923298173,0.8007097896501332,1,0.40248333846596346
ATXN7L2,--,0.4794802853122515,0.8667898222286771,0.2626441367464224,-1,0.5252882734928448
ATXN7L3,+-,0.15069868860283764,0.2199117452748427,0.5632792659873761,1,0.4398234905496854
ATXN7L3B,++,0.10554194137299816,0.11475620710450275,0.8537007676601138,1,0.2295124142090055
AUH,++,0.1686889696680746,0.08580975918355321,0.9604649730792146,1,0.17161951836710643
AUNIP,+-,0.6889594578875655,0.5282239671289481,0.6200987439203244,1,1.0564479342578963
AUP1,+-,0.11688665623493175,0.530555855378418,0.18668986558741477,-1,0.37337973117482953
AURKA,--,0.33065434424298545,0.8673926957937352,0.2289852069350598,-1,0.4579704138701196
AURKAIP1,+-,0.4250880593755596,0.6892073132871998,0.38509477712769574,-1,0.7701895542553915
AURKB,+-,0.7531549222306203,0.5383587516162451,0.6301592463035391,1,1.0767175032324903
AURKC,++,0.16902246590175948,0.04453473230824756,0.9852971284705774,1,0.08906946461649512
AUTS2,++,0.580074149793563,0.3861915903914532,0.768796438606969,1,0.7723831807829064
AVEN,+-,0.6384734556332768,0.49868410662690454,0.6419195817546383,1,0.9973682132538091
AVIL,-+,0.3394218453905752,0.31356179021108127,0.7437642565168888,1,0.6271235804221625
AVL9,++,0.8084895594723216,0.4694713093133216,0.713937021841824,1,0.9389426186266432
AVP,++,0.39605414363968494,0.3224256753462293,0.776148965347476,1,0.6448513506924586
AVPI1,+-,0.05070524870796786,0.08720573846058124,0.675676955318325,1,0.1744114769211625
AVPR1A,--,0.44201116665070983,0.8580869885033553,0.26751261223373046,-1,0.5350252244674609
AVPR1B,-+,0.20451146987887311,0.7212288103159775,0.2343327057587271,-1,0.4686654115174542
AXDND1,--,0.7237621216475045,0.686536780725939,0.487720476278737,-1,0.975440952557474
AXIN1,--,0.32143377970022896,0.8610062213916749,0.23121092339051733,-1,0.46242184678103465
AXIN2,++,0.5575832561945617,0.4093352501552974,0.7346665324114021,1,0.8186705003105949
AXL,--,0.48776039152511574,0.8382427711891342,0.29802351622351925,-1,0.5960470324470385
AZGP1,++,0.49052346957386905,0.33703852510563587,0.7994952239309232,1,0.6740770502112717
AZI2,++,0.43777267291661615,0.28280101092883836,0.8427851529754735,1,0.5656020218576767
AZIN1,++,0.4974566710505911,0.3366012291374421,0.8019338067833923,1,0.6732024582748842
AZIN2,+-,0.3950380689606958,0.6676730028683003,0.37937761180396773,-1,0.7587552236079355
B2M,+-,0.44791616203263873,0.3938569639675815,0.6935270953682284,1,0.787713927935163
B3GALNT1,++,0.15864598728504065,0.10626076088027003,0.9360694732584219,1,0.21252152176054007
B3GALNT2,++,0.6035171771937493,0.3738097986332937,0.7854334106389589,1,0.7476195972665874
B3GALT1,++,0.16856240759569166,0.0765853346789952,0.9675704245495936,1,0.1531706693579904
B3GALT2,++,0.9322929450675448,0.5490244634770746,0.6427196747967184,1,1.0980489269541491
B3GALT4,+-,0.065200878417548,0.7750296637961724,0.09352391382868375,-1,0.1870478276573675
B3GALT5,--,0.3610387468894394,0.7899736634048631,0.2983622485841152,-1,0.5967244971682304
B3GALT6,+-,0.46798350554929136,0.6585621015285301,0.42115384935724975,-1,0.8423076987144995
B3GAT1,++,0.5393227755050152,0.2730769952494297,0.8621351545528215,1,0.5461539904988594
B3GAT2,--,0.3467868684433453,0.9353045928160351,0.15034599260467735,-1,0.3006919852093547
B3GAT3,+-,0.4284774500044841,0.4855169838643031,0.4634871405300506,-1,0.9269742810601012
B3GLCT,+-,0.7273950406508325,0.5180555513682226,0.6496579583867191,1,1.0361111027364451
B3GNT2,+-,0.7831377298451524,0.52842131964661,0.6506112240489509,1,1.05684263929322
B3GNT3,+-,0.21372239787754166,0.21283529904369283,0.799838697213197,1,0.42567059808738567
B3GNT4,+-,0.577427299481023,0.515276629636966,0.5659842376599246,1,1.030553259273932
B3GNT5,-+,0.24283851061609538,0.7967287668895726,0.23262624971606274,-1,0.4652524994321255
B3GNT6,+-,0.8003760408827586,0.652103531772071,0.5298975893141779,-1,1.0597951786283557
B3GNT7,--,0.27422042131758306,0.8323479687482136,0.23113576079808087,-1,0.46227152159616175
B3GNT8,--,0.8263343811300359,0.6687857734952397,0.5177969450335859,-1,1.0355938900671717
B3GNT9,--,0.56111406193436,0.7738790035253567,0.3773980910369712,-1,0.7547961820739424
B3GNTL1,--,0.33041253455367736,0.9393042254528913,0.14257177051664874,-1,0.2851435410332975
B4GALNT1,+-,0.18813962605602577,0.2842041940144271,0.38968898452122075,1,0.5684083880288542
B4GALNT2,-+,0.24838610835305105,0.3020421342317463,0.6031177052280061,1,0.6040842684634926
B4GALNT3,--,0.34839321019248404,0.8817456872321534,0.2206746413317236,-1,0.4413492826634472
B4GALNT4,--,0.7109310105053835,0.7210171286583666,0.45421778882509134,-1,0.9084355776501827
B4GALT1,+-,0.514432025937074,0.6999999225151273,0.41847327688119107,-1,0.8369465537623821
B4GALT2,+-,0.4973173989612204,0.4716398290079889,0.5781770971633773,1,0.9432796580159778
B4GALT3,+-,0.1413224373321891,0.1757679830754336,0.7421836482737423,1,0.3515359661508672
B4GALT4,--,0.14878857657050554,0.9248892013914646,0.11009030827548427,-1,0.22018061655096854
B4GALT5,++,0.1703227813562142,0.09616883652085435,0.95166834508879,1,0.1923376730417087
B4GALT6,++,0.22864776776269724,0.1338014734326526,0.9327094482194098,1,0.2676029468653052
B4GALT7,+-,0.13318505254532215,0.4176770332765878,0.2189006593232569,-1,0.4378013186465138
B4GAT1,++,0.06946784023830194,0.0845022633380374,0.8498989446789633,1,0.1690045266760748
B9D1,+-,0.4869892923081065,0.4616441398274213,0.5895920832786506,1,0.9232882796548426
B9D2,+-,0.30162089462361813,0.34722134529263377,0.5881200547109071,1,0.6944426905852675
BAALC,++,0.10504304551112391,0.09685782699553654,0.9029013988605343,1,0.19371565399107307
BAAT,++,0.032908979966609124,0.005404484505452201,0.9984487465041516,1,0.010808969010904402
BABAM1,+-,0.28984106497912593,0.3509771921765202,0.5391507473661813,1,0.7019543843530404
BACE1,--,0.36214504314559026,0.8513999072430438,0.25338169362889607,-1,0.5067633872577921
BACE2,--,0.4563614662579133,0.8941182189748387,0.22227192101209037,-1,0.44454384202418074
BACH1,++,0.7032220248598227,0.4472904344731357,0.7270454822129948,1,0.8945808689462714
BACH2,++,0.590598875125532,0.3564245037858384,0.7998041702121906,1,0.7128490075716768
BAD,+-,0.3091082451064799,0.7163165676395384,0.308557140094841,-1,0.617114280189682
BAG1,+-,0.4877491645256994,0.5213711427764975,0.48775691256467835,-1,0.9755138251293567
BAG2,++,0.12555346314228713,0.09294698094992142,0.9336819486411438,1,0.18589396189984284
BAG3,--,0.23763668364983306,0.9296466626573994,0.1396779436421476,-1,0.2793558872842952
BAG4,++,0.33149396475654025,0.1721651114960839,0.9199535625257713,1,0.3443302229921678
BAG5,+-,0.2957003717882925,0.360816322961145,0.5171419371133479,1,0.72163264592229
BAG6,++,0.5110294625768083,0.38649738996292193,0.7458169511393808,1,0.7729947799258439
BAHCC1,-+,0.7497039110698835,0.6727918255645838,0.5040589784568088,-1,1.0081179569136176
BAHD1,+-,0.34305803884410013,0.3940566852191101,0.5272565787583712,1,0.7881133704382202
BAIAP2,--,0.447234426608618,0.8180069328974494,0.3087037474289309,-1,0.6174074948578618
BAIAP2L1,++,0.5075557534240306,0.3013632222571305,0.8381703894498216,1,0.602726444514261
BAIAP2L2,+-,0.12769015864312103,0.6989795285375443,0.172429515702401,-1,0.344859031404802
BAIAP3,++,0.2976922367387872,0.15277377919958066,0.930121521932234,1,0.3055475583991613
BAK1,+-,0.1660769442693628,0.6171270729361529,0.2260588679429222,-1,0.4521177358858444
BAMBI,--,0.5488290188302898,0.8468242352770028,0.294974920610784,-1,0.589949841221568
BANF1,+-,0.4128981259825901,0.520668163801356,0.4432515003203094,-1,0.8865030006406188
BANF2,++,0.023870387609647117,0.028816169498753322,0.9142313848094432,1,0.057632338997506645
BANK1,--,0.420280820733834,0.8833331874939838,0.23378020139595576,-1,0.4675604027919115
BANP,--,0.2518232329716713,0.9372515557370853,0.1344285206224809,-1,0.2688570412449618
BAP1,++,0.12854097074000906,0.13105386263706897,0.8574481580332494,1,0.26210772527413795
BARD1,--,0.3072836374536016,0.9278726643964527,0.15745635596639093,-1,0.31491271193278186
BARHL1,--,0.2234787368625297,0.8606660621594981,0.18827104278384352,-1,0.37654208556768703
BARHL2,+-,0.592390323370901,0.4344547763939301,0.7148293693769362,1,0.8689095527878602
BARX1,--,0.20668965389161653,0.9307245837643421,0.12895975204767113,-1,0.25791950409534226
BARX2,-+,0.24324062442840425,0.66192175286107,0.28205411817056375,-1,0.5641082363411275
BASP1,+-,0.14694815019056978,0.18458268622566754,0.7266983862741317,1,0.36916537245133507
BATF,--,0.6400600602870969,0.7375873565635889,0.4269712610311246,-1,0.8539425220622492
BATF2,++,0.44784351041252857,0.2440203855112881,0.878260929041991,1,0.4880407710225762
BATF3,++,0.9542333563956634,0.5799961092036965,0.612638450880164,1,1.159992218407393
BAX,+-,0.3922299218834947,0.75899184262413,0.3314375756245774,-1,0.6628751512491547
BAZ1A,--,0.29867492737492174,0.9435025065539904,0.13304110070710873,-1,0.26608220141421746
BAZ1B,--,0.5172923990415352,0.8645124443945663,0.2687961844056611,-1,0.5375923688113222
BAZ2A,--,0.7837399085036211,0.7154688906092695,0.4668567954756539,-1,0.9337135909513078
BAZ2B,--,0.1223654687806174,0.9022390582787377,0.10831219657825807,-1,0.21662439315651613
BBC3,+-,0.3858665151294136,0.418222705290975,0.5456299370859493,1,0.83644541058195
BBIP1,-+,0.4481553473875899,0.6135929301947728,0.4312779309740345,-1,0.862555861948069
BBOF1,--,0.638187179989397,0.7437200438913449,0.42097091546671883,-1,0.8419418309334377
BBOX1,--,0.4025227767040064,0.8812148730403085,0.23344090031850356,-1,0.4668818006370071
BBS1,++,0.2411048927421206,0.18863411573189906,0.8736695256002491,1,0.3772682314637981
BBS10,+-,0.8735667671467215,0.6171638180964649,0.5696881529259116,-1,1.1393763058518231
BBS12,+-,0.20300017113966976,0.20477367023460435,0.8021095307307002,1,0.4095473404692087
BBS2,++,0.7108421391578139,0.42910167920377346,0.7454918677490926,1,0.8582033584075469
BBS4,--,0.42635777378623274,0.8174049424650798,0.30303606832962143,-1,0.6060721366592429
BBS5,--,0.4083362059012181,0.8269166991285347,0.2893055515849263,-1,0.5786111031698526
BBS7,++,0.3127494852884266,0.1491264857154595,0.9342173404548226,1,0.298252971430919
BBS9,--,0.18071947376353964,0.9697500975236288,0.07560654097621446,-1,0.1512130819524289
BBX,--,0.15210158676374166,0.9719316853871498,0.06708173124650398,-1,0.13416346249300795
BCAM,+-,0.24969194607583137,0.5660523987100297,0.31204844175946983,-1,0.6240968835189397
BCAN,--,0.6234594043914086,0.7356768885094381,0.42528340721880326,-1,0.8505668144376065
BCAP29,++,0.11006266684367096,0.10723699344256403,0.8855513388823835,1,0.21447398688512806
BCAR1,--,0.39440162762765185,0.820178033856725,0.2902256426611992,-1,0.5804512853223984
BCAR3,-+,0.8215184266434619,0.5457060019472124,0.6372049811504321,1,1.0914120038944248
BCAS1,+-,0.7033079767280779,0.6550373126879329,0.5083401245122884,-1,1.0166802490245768
BCAS2,+-,0.4897148662238263,0.4248968628513845,0.6708626542892089,1,0.849793725702769
BCAS3,+-,0.4959214312267223,0.4520272873403923,0.6218620521472201,1,0.9040545746807847
BCAS4,+-,0.33697595279654413,0.36634022358834933,0.6075210412772833,1,0.7326804471766987
BCAT1,++,0.3962296039022716,0.20570478149934782,0.9020705010338911,1,0.41140956299869563
BCAT2,++,0.6645536627161646,0.438289086382227,0.7301746270443347,1,0.876578172764454
BCCIP,-+,0.8487745011169443,0.5942488780509586,0.5843608761829056,-1,1.168721752365811
BCDIN3D,++,0.2139468335745773,0.08240161063683794,0.9682897699156555,1,0.1648032212736759
BCHE,--,0.22599199573057627,0.9205269662225939,0.14520501358942564,-1,0.2904100271788513
BCKDHA,+-,0.28611983713658556,0.29643674038111517,0.7101800311921663,1,0.5928734807622303
BCKDHB,++,0.356443840967542,0.21357372597493793,0.8902289291548398,1,0.42714745194987586
BCKDK,+-,0.2292439099119947,0.269944348823696,0.6660299453695336,1,0.539888697647392
BCL10,+-,0.5242088837651118,0.6549467458286499,0.44837567636003456,-1,0.8967513527200691
BCL11A,-+,0.8409022583579767,0.5917246550179801,0.5847944378857174,-1,1.1695888757714348
BCL11B,-+,0.6768833806968599,0.6178174401347905,0.5259417239588644,-1,1.0518834479177288
BCL2,-+,0.5024152133221016,0.5800913681607963,0.4734575104495695,-1,0.946915020899139
BCL2A1,-+,0.6419028772209271,0.5107417293452835,0.624040013573527,1,1.021483458690567
BCL2L1,+-,0.2018665771031743,0.2833998895709253,0.49161575881681113,1,0.5667997791418506
BCL2L10,++,0.20170468556038415,0.13019346796048378,0.9275360608012183,1,0.26038693592096757
BCL2L11,-+,0.38672033890874313,0.7612133149360782,0.32760940679007655,-1,0.6552188135801531
BCL2L12,--,0.4143270955903905,0.7655587742736463,0.3369365141928059,-1,0.6738730283856118
BCL2L13,+-,0.5926286564010406,0.44683321501286133,0.6980006037452373,1,0.8936664300257227
BCL2L14,-+,0.4547139072728248,0.7388994891932449,0.37055268372347827,-1,0.7411053674469565
BCL2L15,--,0.5765321862000699,0.7767054926077955,0.37799178266128697,-1,0.7559835653225739
BCL2L2,+-,0.10495183315211593,0.14198279350181464,0.7384389075347806,1,0.2839655870036293
BCL2L2-PABPN1,--,0.015931761332876507,0.9909110576480752,0.007866643021810352,-1,0.015733286043620703
BCL3,+-,0.289732592124782,0.7826262290513017,0.266805287299404,-1,0.533610574598808
BCL6,+-,0.6269080786952594,0.6709135598101327,0.4760932764796502,-1,0.9521865529593004
BCL6B,--,0.4009289447766383,0.8201599259264838,0.2924853597874724,-1,0.5849707195749448
BCL7A,++,0.11659519447970988,0.06226573601093299,0.9680364146121732,1,0.12453147202186599
BCL7B,+-,0.15795300357020292,0.2251958395093934,0.5770633773637543,1,0.4503916790187868
BCL7C,--,0.19192965066643738,0.897218885158378,0.14946438799724046,-1,0.2989287759944809
BCL9,++,0.3542339952092073,0.2514237356283206,0.8506140199847827,1,0.5028474712566412
BCL9L,+-,0.7341937222829316,0.5258706520259994,0.6412477334305116,1,1.0517413040519987
BCLAF1,-+,0.7542718926566041,0.5171101855991929,0.658088093782296,1,1.0342203711983857
