gene_symbol,AnCg_DLPFC_Male_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
BCO1,-+,0.3565340354345746,0.48714738415456554,0.4140932038568798,-1,0.8281864077137596
BCO2,-+,0.35720220256878976,0.6214172377752745,0.37494444175797026,-1,0.7498888835159405
BCR,+-,0.8007858882023287,0.5455009935641653,0.6333832906722404,1,1.0910019871283305
BCS1L,+-,0.57891037267471,0.6505102750065258,0.47267375276096424,-1,0.9453475055219285
BDH1,--,0.32652206140978624,0.8960530042275909,0.19994830018856877,-1,0.39989660037713753
BDH2,++,0.6516627664125705,0.36758244214229674,0.7950278307033779,1,0.7351648842845935
BDKRB1,--,0.4275149981676717,0.8543979043070915,0.2684954540550747,-1,0.5369909081101494
BDKRB2,+-,0.28321182764362857,0.31555010110529313,0.6494746535515398,1,0.6311002022105863
BDNF,--,0.3666367979836801,0.9260104274496384,0.16702764893741034,-1,0.3340552978748207
BDP1,--,0.1224452056134507,0.9245779522111138,0.0968172400202823,-1,0.1936344800405646
BEAN1,++,0.05501374964435386,0.06001792016127221,0.9003595608592461,1,0.12003584032254443
BECN1,++,0.34588625318835386,0.26355608766960864,0.8314802300652085,1,0.5271121753392173
BECN2,++,0.07070680578764278,0.05485856592742716,0.9492569773827155,1,0.10971713185485432
BEGAIN,+-,0.7446298301833727,0.5868981921949449,0.5652615821459759,-1,1.1305231642919518
BEND3,-+,0.21131406351704748,0.7180873196689576,0.24057371669735284,-1,0.48114743339470567
BEND4,++,0.241064448589778,0.14477471311787263,0.925794962965892,1,0.28954942623574526
BEND5,+-,0.1914831867483317,0.461439888806444,0.27780252048382087,-1,0.5556050409676417
BEND6,+-,0.26712146474497056,0.30259615307024695,0.6534686732638593,1,0.6051923061404939
BEND7,++,0.525805677036425,0.32911420431758237,0.8157397837176418,1,0.6582284086351647
BEST1,--,0.07083289146218943,0.9900012514785473,0.02479780917229723,-1,0.04959561834459446
BEST2,--,0.7604505587801302,0.68627360724868,0.49381038847558356,-1,0.9876207769511671
BEST3,-+,0.5173134711516356,0.6172438318849692,0.4643023710737456,-1,0.9286047421474912
BEST4,-+,0.7945736329551794,0.6610496896783643,0.5212682848862843,-1,1.0425365697725686
BET1,-+,0.5792195634877532,0.49535160975782505,0.6092099792495249,1,0.9907032195156501
BET1L,+-,0.3088314762144152,0.3899341014096129,0.43045987654380097,1,0.7798682028192258
BFAR,+-,0.29406252305771585,0.28922846200692254,0.7401350506373785,1,0.5784569240138451
BFSP1,+-,0.2683606160232819,0.42006574352431975,0.35742216334910826,-1,0.7148443266982165
BFSP2,-+,0.1969011087224412,0.6705680502885994,0.24220507511077322,-1,0.48441015022154643
BHLHA15,-+,0.5553638049212211,0.49607342690318584,0.5864523886036387,1,0.9921468538063717
BHLHA9,+-,0.422233866498647,0.349980304985093,0.7501946838662008,1,0.699960609970186
BHLHE22,-+,0.3322728075996969,0.4344281274740862,0.4078632035044658,-1,0.8157264070089316
BHLHE40,+-,0.16295602121868327,0.2293626925938913,0.5823503226129875,1,0.4587253851877826
BHLHE41,+-,0.5552752493987498,0.46139130412620305,0.6543622385334454,1,0.9227826082524061
BHMG1,-+,0.3117997825956333,0.332387998925931,0.6583477354164777,1,0.664775997851862
BHMT,++,0.9008495745541643,0.5442780454652415,0.6467512083443765,1,1.088556090930483
BHMT2,--,0.22827707863917363,0.9388272740328876,0.1268581969880681,-1,0.2537163939761362
BICC1,+-,0.4903246638879981,0.7100141091481234,0.4028487620638153,-1,0.8056975241276306
BICD1,-+,0.3059263417678758,0.28482643325680496,0.764632308863801,1,0.5696528665136099
BICD2,++,0.682301807328309,0.4326319681083644,0.7389934466538927,1,0.8652639362167288
BICDL1,--,0.8300836110642061,0.7055756783842778,0.4793299740927484,-1,0.9586599481854968
BICDL2,+-,0.3066493730489882,0.6132632444311394,0.3435234020801408,-1,0.6870468041602816
BID,+-,0.017670462188466404,0.04006318646982072,0.5874058116806559,1,0.08012637293964144
BIK,--,0.9559307523640659,0.6248296451100005,0.5677920379032022,-1,1.1355840758064044
BIN1,--,0.29870082965568034,0.9428414455224339,0.13411336983293717,-1,0.26822673966587435
BIN2,-+,0.4943535836961688,0.5158391980330231,0.4933362521386314,-1,0.9866725042772628
BIN3,+-,0.8474210445137165,0.600560375646428,0.5793258470788689,-1,1.1586516941577378
BIRC2,-+,0.6654278817414128,0.4880686282920384,0.6695107241652895,1,0.9761372565840768
BIRC3,-+,0.24142703861089782,0.32381050893082436,0.4732718096876765,1,0.6476210178616487
BIRC5,-+,0.2795937180041439,0.742926650888145,0.2791051373557837,-1,0.5582102747115674
BIRC6,-+,0.3267976065863263,0.6364501872574632,0.34994131510578996,-1,0.6998826302115799
BIRC7,--,0.5738989152970164,0.7290529276049773,0.41835311790436863,-1,0.8367062358087373
BIRC8,++,0.6480148059423498,0.40899228237255064,0.757709053571044,1,0.8179845647451013
BIVM,++,0.3224934444390173,0.12196648586472653,0.9503739889173528,1,0.24393297172945305
BIVM-ERCC5,--,0.3874955327888956,0.886840021867725,0.22395016562181524,-1,0.4479003312436305
BLCAP,+-,0.07143465650210765,0.11798217086568148,0.6412074320776492,1,0.23596434173136296
BLK,--,0.39534012603327406,0.8809194934655986,0.23242757766146693,-1,0.46485515532293387
BLM,-+,0.8402245793334211,0.5503230063064128,0.6348365957569717,1,1.1006460126128257
BLMH,+-,0.11284284526038851,0.787120504826395,0.13908839998638278,-1,0.27817679997276556
BLNK,-+,0.2580668481229526,0.336802086301648,0.48292703049033514,1,0.673604172603296
BLOC1S1,+-,0.289322008555483,0.3111201328724541,0.6757898108733158,1,0.6222402657449082
BLOC1S2,++,0.051703363322792656,0.0465130734825338,0.9397424445773644,1,0.0930261469650676
BLOC1S3,+-,0.40315388794506546,0.7244697892170494,0.3561144238117497,-1,0.7122288476234994
BLOC1S4,+-,0.1830660649089961,0.24848311138429877,0.5854994483431246,1,0.49696622276859753
BLOC1S5,+-,0.8889652397831994,0.5695405484483123,0.6192733613221018,1,1.1390810968966245
BLOC1S6,-+,0.29114708307218595,0.739910891145323,0.28754590101521776,-1,0.5750918020304355
BLVRA,+-,0.07537825110235982,0.11627125161337362,0.6964800913173967,1,0.23254250322674724
BLVRB,+-,0.3781994668231905,0.4067434874913769,0.5665106586805726,1,0.8134869749827538
BLZF1,++,0.5126293765381873,0.31286803498032617,0.8286811694255605,1,0.6257360699606523
BMF,--,0.1939741286389558,0.8794894434071703,0.16158806747067214,-1,0.3231761349413443
BMI1,++,0.47206071603566435,0.24104851071873568,0.8820692585512291,1,0.48209702143747135
BMP1,--,0.5456057614830431,0.8191148180118529,0.3286683409263914,-1,0.6573366818527828
BMP10,+-,0.5050473971482865,0.41054137380204114,0.7069460035322706,1,0.8210827476040823
BMP2,--,0.2065750383944793,0.9486954016667986,0.10965665357772571,-1,0.21931330715545141
BMP2K,--,0.11904055509753617,0.8510663959023107,0.12618873373647535,-1,0.2523774674729507
BMP3,+-,0.6733300833674045,0.49034979518772465,0.669229706248543,1,0.9806995903754493
BMP4,++,8.611995940077596e-4,4.12282288270784e-4,0.9962091442619886,1,8.24564576541568e-4
BMP5,++,0.15165239286506238,0.13805408848082648,0.8779489035730055,1,0.27610817696165296
BMP6,++,0.01782321709305365,0.024619475962398222,0.8935236901000353,1,0.049238951924796444
BMP7,--,0.3565738714579907,0.926429084775337,0.16563214805420862,-1,0.33126429610841723
BMP8A,--,0.3511946105234216,0.7923901267704739,0.29240433856733733,-1,0.5848086771346747
BMP8B,-+,0.5311415216490996,0.6243268552232029,0.4671688736478315,-1,0.934337747295663
BMPER,+-,0.36599126370433666,0.31210172719470386,0.7712024240862905,1,0.6242034543894077
BMPR1A,--,0.584644399491488,0.8257875911970836,0.32486641263168226,-1,0.6497328252633645
BMPR1B,--,0.8837239722797511,0.6675256442893633,0.5221532897615966,-1,1.0443065795231932
BMPR2,++,0.3255174019810215,0.2830253341435472,0.7875821309431241,1,0.5660506682870944
BMS1,+-,0.3340405738004263,0.6530284546626937,0.3488442869236123,-1,0.6976885738472246
BMT2,++,0.26657346035207563,0.15424943121332982,0.9235531662213915,1,0.30849886242665964
BNC1,-+,0.3378281532036196,0.2948316511637643,0.7775790165210643,1,0.5896633023275286
BNC2,+-,0.528691666510589,0.5674014225335534,0.49182902315236765,-1,0.9836580463047353
BNIP1,+-,0.5257224153755118,0.5052733203854228,0.5295117707690877,1,1.0105466407708457
BNIP2,--,0.38661139656032006,0.8593855173194405,0.2533207989572865,-1,0.506641597914573
BNIP3,++,0.29572473155065815,0.24477917078590006,0.8271765411109591,1,0.4895583415718001
BNIP3L,+-,0.8060286843945945,0.5629140016515266,0.6121372590354356,1,1.1258280033030532
BNIPL,--,0.21146775225095793,0.8611616097544113,0.1815883545773104,-1,0.3631767091546208
BOC,++,0.4227382902945359,0.194812292174428,0.9106476817360503,1,0.389624584348856
BOD1,+-,0.07175261772542241,0.10776883913979565,0.7279865538434471,1,0.2155376782795913
BOD1L1,--,0.302457326705851,0.8805227509304473,0.2078640499102453,-1,0.4157280998204906
BOD1L2,+-,0.0020555939446071712,0.6294101870337884,0.006113091764261699,-1,0.012226183528523398
BOK,--,0.06789427419419607,0.9830349068379807,0.03190432902198284,-1,0.06380865804396568
BOLA1,+-,0.599677809056484,0.5537646749096315,0.5305690986744923,-1,1.0611381973489846
BOLA3,-+,0.5205034679732343,0.44143164019706205,0.6648292024815167,1,0.8828632803941241
BOLL,--,0.04202409926817341,0.8626160363046121,0.05497266220140459,-1,0.10994532440280919
BOP1,+-,0.428065852159747,0.715445047988546,0.37281188785685754,-1,0.7456237757137151
BORA,-+,0.36961557435346193,0.7228675592141851,0.3400239821953658,-1,0.6800479643907316
BORCS5,--,0.6639544151208632,0.7436732625308786,0.42534886915433473,-1,0.8506977383086695
BORCS6,+-,0.2451564741163963,0.565510239143197,0.3083621634339097,-1,0.6167243268678194
BORCS7,++,0.6290385007210543,0.38861992714823235,0.7748129060105389,1,0.7772398542964647
BORCS8,+-,0.3211663057204472,0.7769435377384126,0.2867104486261363,-1,0.5734208972522726
BORCS8-MEF2B,+-,0.4070237517853662,0.6860678005825112,0.37743979921361454,-1,0.7548795984272291
BPGM,+-,0.17713505635103297,0.25280181150523456,0.5282557621008009,1,0.5056036230104691
BPHL,++,0.5140822135496975,0.3530507356453924,0.7883873131894857,1,0.7061014712907848
BPI,--,0.37244581287751566,0.8304394042236727,0.2743226674673099,-1,0.5486453349346198
BPIFA1,+-,0.7830434751339673,0.5592453338050642,0.6105492102431757,1,1.1184906676101285
BPIFA2,--,0.37078584805111003,0.9186626071123547,0.17891583017327714,-1,0.3578316603465543
BPIFA3,--,0.27389570858283857,0.8245806246479017,0.23558644393112274,-1,0.4711728878622455
BPIFB1,-+,0.3492865401415518,0.6369050208407926,0.36441002381971366,-1,0.7288200476394273
BPIFB2,++,0.7775781015409218,0.44983340577037384,0.730407756841347,1,0.8996668115407477
BPIFB3,-+,0.5118955922376542,0.42662876474019995,0.6847008655806164,1,0.8532575294803999
BPIFB4,-+,0.13498218470111017,0.27821940232526404,0.23387160876480687,-1,0.46774321752961373
BPIFB6,+-,0.39696908063205927,0.7276271158990838,0.3514209622594748,-1,0.7028419245189496
BPIFC,++,0.6105583978917992,0.3337212822679116,0.8200756132779526,1,0.6674425645358232
BPNT1,--,0.24861262820719654,0.9351142612451779,0.13631137481093428,-1,0.27262274962186855
BPTF,--,0.11104470463312413,0.8898450903160157,0.10624584703306962,-1,0.21249169406613924
BRAF,++,0.37159284758995725,0.18769486188268425,0.9127717728500047,1,0.3753897237653685
BRAP,+-,0.5008462315447374,0.4152290856304744,0.6964831727959697,1,0.8304581712609488
BRAT1,+-,0.4914385220379417,0.6864604008006089,0.41711333798731104,-1,0.8342266759746221
BRCA1,--,0.07267620235772736,0.9951604224758632,0.016139953268534787,-1,0.03227990653706957
BRCA2,-+,0.37476059514712545,0.37670830915210163,0.6459333353022139,1,0.7534166183042033
BRD1,-+,0.7501938242213717,0.5680016829097694,0.5850063773883605,1,1.1360033658195388
BRD2,+-,0.3965369061076275,0.3739344668888288,0.6816909000268488,1,0.7478689337776576
BRD3,--,0.4877317897741359,0.788758816097285,0.3455967144733969,-1,0.6911934289467938
BRD4,--,0.3267646539666924,0.8037263198004876,0.2740628515146325,-1,0.548125703029265
BRD7,--,0.3331595723905053,0.84117721662439,0.251287816182693,-1,0.502575632365386
BRD8,++,0.28269505950119606,0.2473717570134537,0.8119439931154606,1,0.4947435140269074
BRD9,+-,0.38965440805555696,0.4772055670171427,0.43998955607770357,-1,0.8799791121554071
BRDT,-+,0.8863494036221788,0.6208820798935457,0.5678518407358351,-1,1.1357036814716701
BRE,+-,0.2882073571135352,0.5686652936340587,0.34233812674946745,-1,0.6846762534989349
BRF1,+-,0.24131874887869748,0.7794323486371317,0.23937954605113718,-1,0.47875909210227435
BRF2,++,0.32266281379294837,0.2678798978112905,0.8105817981042065,1,0.535759795622581
BRI3,+-,0.3863870180703972,0.5808515562890875,0.4073373655269291,-1,0.8146747310538582
BRI3BP,++,0.18581363472218704,0.10535041095680475,0.9474606924799763,1,0.2107008219136095
BRICD5,--,0.48674266836315194,0.8691911846134973,0.2601634801307944,-1,0.5203269602615888
BRINP1,+-,0.11497004125782878,0.14396306885027949,0.7748102512828754,1,0.28792613770055897
BRINP2,++,0.3368937168694821,0.29089040564138313,0.78366726751983,1,0.5817808112827663
BRINP3,--,0.49688574678376396,0.8257843294608467,0.31310378908531755,-1,0.6262075781706351
BRIP1,-+,0.5262752413820879,0.5106821922517726,0.5155587063654102,1,1.0213643845035452
BRIX1,-+,0.7117653252638665,0.5891585585274655,0.55414767262959,-1,1.10829534525918
BRK1,+-,0.09423902848842979,0.15233032542440947,0.5897494776213765,1,0.30466065084881894
BRMS1,+-,0.10312275255295993,0.5903933352238607,0.16295607640913934,-1,0.3259121528182787
BRMS1L,++,0.45431299062816943,0.21668865510282673,0.8976618570817751,1,0.43337731020565345
BROX,--,0.22940428595081547,0.9305688491076203,0.13630723977889866,-1,0.27261447955779733
BRPF1,+-,0.5338182040191126,0.47078433385625335,0.6193964071053445,1,0.9415686677125067
BRPF3,++,0.5103578493707039,0.3688539487208525,0.7685275740547061,1,0.737707897441705
BRSK1,++,0.44773122625941775,0.3373983088877038,0.7831464010083461,1,0.6747966177754076
BRSK2,+-,0.6258275619989746,0.535241596004314,0.5672545641822659,1,1.070483192008628
BRWD1,-+,0.906409467936885,0.6077555983773539,0.5814091296978011,-1,1.1628182593956022
BSCL2,+-,0.02350585164556866,0.05112688115422592,0.5771399949008891,1,0.10225376230845185
BSDC1,+-,0.4048214370568455,0.3882269323782822,0.6597045507741177,1,0.7764538647565644
BSG,+-,0.08202652900143745,0.14820235628284797,0.46994088116036253,1,0.29640471256569595
BSN,++,0.7079686749714682,0.40165412670767353,0.7692411865284121,1,0.8033082534153471
BSND,--,0.2692340618329194,0.8542063365314876,0.2148053269483041,-1,0.4296106538966082
BSPH1,-+,0.3631596476478486,0.33265914383717493,0.7308351815432768,1,0.6653182876743499
BSPRY,+-,0.5591371153628231,0.4305970963959271,0.7060010053329875,1,0.8611941927918542
BST1,-+,0.16537319329232414,0.774389998359013,0.1871672802007441,-1,0.3743345604014882
BST2,+-,0.21394423111910457,0.2913504529360055,0.5124283364060546,1,0.582700905872011
BSX,--,0.6585924572619672,0.7264939262492907,0.44054955967951026,-1,0.8810991193590205
BTAF1,-+,0.38777343927494046,0.39266862773018124,0.6245968378213271,1,0.7853372554603625
BTBD1,++,0.21569870827326745,0.11034019491690575,0.9498937441950065,1,0.2206803898338115
BTBD10,++,0.3305826782585135,0.2421386357098079,0.8516774155609553,1,0.4842772714196158
BTBD11,++,0.16283017805784059,0.07902168353822629,0.9647704123907171,1,0.15804336707645258
BTBD16,--,0.5529549108561622,0.7930469511051184,0.35741461383865397,-1,0.7148292276773079
BTBD17,-+,0.6984799158295321,0.5554705082359512,0.5795111707923888,1,1.1109410164719025
BTBD18,-+,0.1331692310165067,0.7862227677601732,0.15723097262844649,-1,0.31446194525689297
BTBD19,-+,0.5654902001656981,0.5474532450784716,0.5178225905894323,-1,1.0356451811788645
BTBD2,++,0.36066928257940944,0.28395629613676554,0.8114158684087346,1,0.5679125922735311
BTBD3,++,0.2713113188967729,0.17851838864689065,0.9012646692970412,1,0.3570367772937813
BTBD6,++,0.07203930163130902,0.07510757343678878,0.8964008442912286,1,0.15021514687357757
BTBD7,-+,0.29174118752665995,0.43233659792822055,0.3753925995322819,-1,0.7507851990645638
BTBD8,-+,0.8875792006123797,0.6107836505574297,0.5767917753900694,-1,1.1535835507801389
BTBD9,++,0.3012359077799021,0.18159679805141063,0.9069867518969156,1,0.36319359610282126
BTC,++,0.41728062533887855,0.23050718147871194,0.8855568525486472,1,0.4610143629574239
BTD,-+,0.5815239539225201,0.4742868522180126,0.6494177981069167,1,0.9485737044360252
BTF3,+-,0.2489261324256654,0.2410616495007112,0.7864454179967159,1,0.4821232990014224
BTF3L4,++,0.40859361306966835,0.3282498587897515,0.7752077646357689,1,0.656499717579503
BTG1,--,0.6351575620917838,0.7427460401870201,0.42130813464101896,-1,0.8426162692820379
BTG2,--,0.27762509568599975,0.8860979412622632,0.19423133550664404,-1,0.3884626710132881
BTG3,-+,0.14802961781235754,0.7847304214424942,0.17006879375229733,-1,0.34013758750459466
BTG4,++,0.09123348707040242,0.01767133316440845,0.9949714307699565,1,0.0353426663288169
BTLA,-+,0.2460008717741941,0.25094018036957905,0.7589052937767422,1,0.5018803607391581
BTN1A1,-+,0.13802296230629924,0.2184754543129194,0.4722216099969868,1,0.4369509086258388
BTN2A1,+-,0.2853441470145963,0.6445393442099029,0.3186332007271161,-1,0.6372664014542322
BTN2A2,--,0.22757038154742357,0.9037710423532606,0.16038931062371023,-1,0.32077862124742046
BTN3A1,--,0.3503166367820584,0.9108832318873484,0.18731816415369726,-1,0.3746363283073945
BTN3A2,--,0.38432943934934116,0.9200417945999274,0.1777868632624463,-1,0.3555737265248926
BTN3A3,+-,0.4223928419198063,0.4179993351861426,0.6111657836200899,1,0.8359986703722851
BTNL10,--,0.6790543892996875,0.7140973615269344,0.45546682876036565,-1,0.9109336575207313
BTNL2,--,0.36585470986652935,0.9313326108309072,0.15803467882080516,-1,0.3160693576416103
BTNL3,++,0.2335657320584228,0.13830598189513962,0.9298347041739092,1,0.27661196379027925
BTNL8,+-,0.12463570840160906,0.2165615558199424,0.32913427360003067,1,0.4331231116398848
BTNL9,++,0.18099933971930668,0.07859492848313239,0.9678312292544404,1,0.15718985696626478
BTRC,++,0.4522897413294935,0.23138010978336337,0.8878019688651742,1,0.46276021956672675
BUB1,--,0.21879146540476813,0.9707553694690964,0.07818862516506501,-1,0.15637725033013003
BUB1B,--,0.5544712678832937,0.7316546833589118,0.41069725189614964,-1,0.8213945037922993
BUB3,+-,0.6463229032156006,0.5959371376743795,0.5283113557266464,-1,1.056622711453293
BUD13,--,0.31778660691651905,0.8700338781996775,0.2223073558535012,-1,0.4446147117070024
BUD31,+-,0.513714468392898,0.4883561658781284,0.557454707339497,1,0.9767123317562568
BVES,--,0.07327406049655982,0.9892442559776979,0.026341941119017772,-1,0.052683882238035544
BYSL,+-,0.11068873472595313,0.6195982547225447,0.1677903948859929,-1,0.3355807897719858
BZW1,+-,0.7410177828851479,0.637438499779282,0.530250623795363,-1,1.060501247590726
BZW2,++,0.36755432392681486,0.26124396554527457,0.8443258068047106,1,0.5224879310905491
C10orf10,+-,0.19799794029190343,0.7044718922216147,0.234055956471179,-1,0.468111912942358
C10orf105,--,0.2120808859065868,0.9614718631658375,0.09345958014683531,-1,0.18691916029367062
