gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
ELMOD3,+++-+---,0.237831112,0.38933676960930963,0.7425165103053297,1,0.7786735392186193
CLEC2D,+++-+---,0.146827599,0.4607823635033352,0.3893818432768538,-1,0.7787636865537076
GNA15,-+---++-,0.049214076,0.540672315736085,0.3893895710052944,-1,0.7787791420105888
ACSS1,+-+-+---,0.140138702,0.9000452197069851,0.38949525208173935,-1,0.7789905041634787
FAM124A,--++---+,0.136887332,0.6437204302254167,0.3895496432946074,-1,0.7790992865892148
HMGN1,+-+-+-+-,0.065259611,0.4751310638729325,0.3895536078512693,-1,0.7791072157025386
NPIPB2,++++++-+,0.251456343,0.38956632844750366,0.9380925115601518,1,0.7791326568950073
VDAC1,-+++--+-,0.158033705,0.3895948954480019,0.7763179422194542,1,0.7791897908960038
ASAH2B,-----+++,0.223168257,0.8982340049818828,0.389667909155713,-1,0.779335818311426
DERA,-+++-+--,0.173809895,0.38974951285003256,0.6725348588610693,1,0.7794990257000651
TWSG1,-++-----,0.07091501,0.4375302063736528,0.38977140181229747,-1,0.7795428036245949
RP4-555D20.4,--+--+++,0.122823787,0.38984253480504355,0.8767020138857644,1,0.7796850696100871
ZNF568,+++----+,0.180671683,0.38992941603576753,0.584140065517011,1,0.7798588320715351
ALB,++--++--,0.081488293,0.389938171372816,0.7134955197542019,1,0.779876342745632
ARHGDIA,----++++,0.071024541,0.39001429642280117,0.43421767058725846,1,0.7800285928456023
RP11-802O23.3,-++-+--+,0.041801716,0.6447154104003545,0.39003996202637187,-1,0.7800799240527437
C6orf136,+-+-++++,0.190908856,0.39006665200369567,0.6760745267676797,1,0.7801333040073913
TMEM59L,----++++,0.150971145,0.4277431196193125,0.3900846779177692,-1,0.7801693558355384
ADAM20P1,+++--+--,0.095914719,0.7522272338943254,0.3900878809830662,-1,0.7801757619661324
MAOB,+++--+-+,0.178527742,0.3901728493342913,0.9134491345025079,1,0.7803456986685826
SNED1,----++++,0.061833908,0.559863807868856,0.39023638007210454,-1,0.7804727601442091
PDE1C,++++----,0.159256654,0.3902372197489139,0.5131633122597852,1,0.7804744394978278
CTD-2514K5.2,++++----,0.125358289,0.3902844744572173,0.7268918875795091,1,0.7805689489144346
PSD4,----+-++,0.072958467,0.39035770170796746,0.7336068061423902,1,0.7807154034159349
ZNF602P,--+-+--+,0.101529903,0.39045995487056556,0.6540729398349026,1,0.7809199097411311
KCTD21,+-+---+-,0.242341262,0.8657878283717817,0.3905015526802851,-1,0.7810031053605702
FAM110C,---+--+-,0.132897465,0.7814731077115137,0.3905085782859105,-1,0.781017156571821
PURB,-+--+++-,0.154705629,0.6024766683372932,0.39054775865127694,-1,0.7810955173025539
POLA1,+++-+--+,0.088982798,0.3906050057594472,0.6369383985890187,1,0.7812100115188944
LINC01793,-++-+---,0.131634353,0.390656902454167,0.7424871485827809,1,0.781313804908334
PGPEP1,-++-----,0.341031267,0.8658508590110561,0.39070191717009967,-1,0.7814038343401993
AKIRIN1,-+++--+-,0.226213318,0.8579532635519295,0.3907167726196102,-1,0.7814335452392204
RP11-488L18.1,+-+--++-,0.069529571,0.4940104919461873,0.39071745414134307,-1,0.7814349082826861
KDELC1,+++-+---,0.185984911,0.6879650624296502,0.3907303171510279,-1,0.7814606343020558
ACAA2,+++-----,0.19160417,0.6224151287903209,0.39077057763480294,-1,0.7815411552696059
ITGA9-AS1,++--++++,0.065094417,0.3908616023733499,0.6281589273197694,1,0.7817232047466998
ITGB1,+++++--+,0.228609246,0.3909598015571128,0.8404043575787074,1,0.7819196031142256
RP11-51G5.1,+--+---+,0.080419871,0.512590815383756,0.3909646465320091,-1,0.7819292930640181
KIF21A,++++----,0.14530681,0.5329260953229781,0.39104105212174417,-1,0.7820821042434883
C5orf56,--+-++-+,0.105146455,0.48870267302993003,0.39112068289328966,-1,0.7822413657865793
KCNS3,++-++++-,0.40197972,0.39122605967954693,0.928135827791165,1,0.7824521193590939
LINC01507,+----++-,0.042691351,0.7213195303246334,0.3913270923011957,-1,0.7826541846023914
PPAN,+---+-++,0.075877148,0.39150427467702964,0.698174099653111,1,0.7830085493540593
APOL2,------++,0.303366305,0.8750763842504627,0.39152935493469,-1,0.78305870986938
APC2,----++++,0.111637328,0.3915850628590045,0.6631659176989331,1,0.783170125718009
RSPO3,---+--+-,0.249807499,0.8369807099469155,0.3916661729993995,-1,0.783332345998799
TTC12,+++-++-+,0.118917823,0.3917082533193097,0.7659352706349127,1,0.7834165066386194
RAB2B,++++-+-+,0.244124379,0.39172127038692817,0.8445608048880542,1,0.7834425407738563
NDUFAF8,-+--+++-,0.166627885,0.3917997950918921,0.7441191052836389,1,0.7835995901837842
KRT18P46,+---+++-,0.136948492,0.611003880130703,0.3918464155025219,-1,0.7836928310050438
CSPG4P11,+-----++,0.1472446,0.6645112478627111,0.39189177047814683,-1,0.7837835409562937
ADAMTS2,++-+--++,0.045313751,0.6638377570140542,0.3919427864069951,-1,0.7838855728139902
BTN3A1,+++-++--,0.174510404,0.39195444274480423,0.7188925324907094,1,0.7839088854896085
PLCD1,-++--+-+,0.305894937,0.3919953309959139,0.8914382995508456,1,0.7839906619918278
ZC3H10,-++--+-+,0.071637303,0.44214395929898426,0.3921433851564471,-1,0.7842867703128942
CTD-2517O10.6,-++++---,0.142479787,0.3923438338894312,0.7727393493334956,1,0.7846876677788625
PCDHGA9,+--+++-+,0.116231427,0.6546997229563094,0.3923531418728849,-1,0.7847062837457698
COL4A3BP,+++++---,0.055424885,0.4252207024305817,0.39238455786473697,-1,0.7847691157294739
FOXK1,----+-++,0.215441701,0.7607771630088698,0.39241859764836673,-1,0.7848371952967335
CD109,-+++++-+,0.23375255,0.39242622914727926,0.8616008802044635,1,0.7848524582945585
RP11-430H10.2,+--+++--,0.107070287,0.8062082930628566,0.39247202016011024,-1,0.7849440403202205
EML5,+-+-++-+,0.045387736,0.3924820709372575,0.45476341861057645,1,0.784964141874515
TECRP1,--++++++,0.020164601,0.39254179687938356,0.4721539121609653,1,0.7850835937587671
WWTR1,-++--+--,0.054354497,0.7569284471053588,0.3925537436418536,-1,0.7851074872837072
ARL13B,+++++---,0.042458561,0.5104576894144809,0.3926538233142317,-1,0.7853076466284634
QSOX2,----++++,0.088614749,0.8044342706959055,0.39270388234472176,-1,0.7854077646894435
CCDC144NL,----++++,0.224450297,0.8581769741367831,0.39275950941149546,-1,0.7855190188229909
HIST1H3E,-+-+--+-,0.173854417,0.7603153753531717,0.3927813689210322,-1,0.7855627378420644
C2CD6,+++-+---,0.118179853,0.39283160206178913,0.6546598796144807,1,0.7856632041235783
TRIM46,----++++,0.074675798,0.39285362585755396,0.4513203594017161,1,0.7857072517151079
SMYD1,+-----++,0.058507888,0.562492566292011,0.39291148189254677,-1,0.7858229637850935
NUP205,+++-----,0.124967886,0.6778989314523574,0.3929921803816508,-1,0.7859843607633016
CD81,-++-++-+,0.127449645,0.3930543086041802,0.561401373568873,1,0.7861086172083604
KLHL36,+++-++--,0.089359484,0.39310616201541854,0.5699766183345224,1,0.7862123240308371
NDRG2,+++--+--,0.091737363,0.3931076645141582,0.8008354673853106,1,0.7862153290283164
DCTN4,-+++-+--,0.119089903,0.5361991751795081,0.3931685372493287,-1,0.7863370744986574
HSD17B10,-++--+-+,0.157204431,0.3931690145063035,0.7618147061825602,1,0.786338029012607
LAMP1,+-+----+,0.253952362,0.8652279486004759,0.39318021823162386,-1,0.7863604364632477
RP11-665G4.1,-+---+--,0.200008059,0.820302509610032,0.3932206952713766,-1,0.7864413905427532
CHST1,------++,0.037962663,0.44142877207642744,0.3932455032894727,-1,0.7864910065789454
ADAMTSL3,+-+-+--+,0.161840477,0.3932523882742865,0.5612234862314059,1,0.786504776548573
PIK3R4,++++--+-,0.105310581,0.3981019266317418,0.3932599182783907,-1,0.7865198365567814
ZNF2,-+++--+-,0.068985144,0.3933356119032753,0.6803378851228874,1,0.7866712238065506
SMC2,-+++++++,0.36731311,0.3933870333836626,0.9606555061512669,1,0.7867740667673252
FRMD8,---+-+++,0.047391857,0.6244114317299967,0.39357713522781984,-1,0.7871542704556397
RP11-673E1.1,+---+-+-,0.114465705,0.6167092312664268,0.393587047491744,-1,0.787174094983488
PPM1K,++--+-+-,0.100878502,0.3936645157141424,0.6104228973165778,1,0.7873290314282848
FECH,-+++---+,0.147202026,0.393738419531021,0.5998473964096125,1,0.787476839062042
SKA3,-+-++--+,0.067297076,0.39378845137010615,0.5780202200441014,1,0.7875769027402123
PTMAP5,++-++--+,0.111282213,0.3937893397063868,0.6153167057848139,1,0.7875786794127736
BMP1,--+-++++,0.082014476,0.3938542364507817,0.4802249523527331,1,0.7877084729015634
GAS7,---+-+++,0.171610164,0.39388639972720857,0.8243392451116833,1,0.7877727994544171
CASP6,+++-+---,0.107946305,0.6978705914164809,0.39396579640121565,-1,0.7879315928024313
GAPDHP33,+---+++-,0.046591166,0.3939703654763721,0.5004144976824325,1,0.7879407309527442
HMG20B,-++-++++,0.127901866,0.3940702460930311,0.77375207711099,1,0.7881404921860622
PSRC1,-+-++---,0.154500448,0.8081621126572252,0.3941317222836584,-1,0.7882634445673168
RP11-255C15.4,+---+-++,0.197575139,0.3942585035713834,0.8051747687366521,1,0.7885170071427668
TMOD3,++++-+--,0.111687426,0.39432152397216635,0.7834429405529593,1,0.7886430479443327
LINC01470,-+--+---,0.296091653,0.8918629863841923,0.3943707227358061,-1,0.7887414454716122
ADAM9,+++++---,0.052193495,0.4656394431518652,0.394370790780628,-1,0.788741581561256
CLCN6,+-+-+-++,0.167149137,0.39444280806186777,0.8872317924269695,1,0.7888856161237355
RABGGTA,+---++++,0.21010572,0.3944753047318204,0.9110356776599735,1,0.7889506094636408
SMIM2-AS1,+-+----+,0.136811191,0.8527948981907434,0.3945898296503683,-1,0.7891796593007366
CBWD3,+++-+---,0.140697862,0.5164632559973725,0.39460199455441786,-1,0.7892039891088357
CTD-2278I10.4,+-+-+-++,0.131263972,0.3946116223947721,0.6605229916186977,1,0.7892232447895442
RAB9B,++--++--,0.058285349,0.3946904411319887,0.8653801831855945,1,0.7893808822639774
RP11-34P13.13,--+---++,0.16102203,0.9085547514956281,0.3947188243408498,-1,0.7894376486816996
AC011484.1,+---++++,0.063832001,0.4556414568947601,0.3948621732404231,-1,0.7897243464808462
RTEL1,++--++++,0.077653295,0.39491900217527953,0.5947576034548631,1,0.7898380043505591
LRRCC1,-++-+--+,0.052785457,0.7875418923793357,0.3950663500589315,-1,0.790132700117863
DEPDC1,-+-++++-,0.161992473,0.3951011811000071,0.9191916434921772,1,0.7902023622000142
CAPN1,--+---++,0.142664081,0.39511857759704183,0.6308438496686761,1,0.7902371551940837
TMEM25,---+++++,0.148095348,0.3951429776465432,0.6359391350328463,1,0.7902859552930864
DDX58,++++----,0.130886076,0.7600854555826931,0.3951615845994674,-1,0.7903231691989347
THOC6,-----++-,0.229971118,0.877467402221983,0.3951840318565305,-1,0.790368063713061
RP11-748H22.1,---+--++,0.112375285,0.3951990573814079,0.5930984906663255,1,0.7903981147628159
EIF3EP1,-+--+++-,0.197967098,0.3952445244176546,0.8202779604024613,1,0.7904890488353092
SLC9A3-AS1,+++++--+,0.215113475,0.3952481894927693,0.8403508279128746,1,0.7904963789855386
RP11-723O4.6,-++-++--,0.042469215,0.425119948061887,0.3952740246488547,-1,0.7905480492977094
FAM227B,+++++---,0.253146963,0.39529953661482337,0.7276173867342304,1,0.7905990732296467
AL121578.2,+-+-++--,0.161179022,0.7320061645013562,0.39531695895885055,-1,0.7906339179177011
ZNF541,--+-++++,0.114770129,0.3953416863453748,0.5655784368026523,1,0.7906833726907496
CYP4F35P,+-+-+-+-,0.03865701,0.39534307159938475,0.4841776190376386,1,0.7906861431987695
N4BP3,--+--++-,0.199555722,0.7585538094431472,0.3954137541973346,-1,0.7908275083946692
C12orf40,--++---+,0.286715329,0.8256315818184884,0.3955429746901109,-1,0.7910859493802218
LINC01376,++--+--+,0.040655752,0.39558815238137507,0.6620375326662283,1,0.7911763047627501
KCNMA1-AS1,--+--++-,0.101156044,0.5509448644825258,0.3956177430212812,-1,0.7912354860425624
RPS6KB2,-+--++++,0.216176754,0.3956205720991825,0.7596054705683736,1,0.791241144198365
GLIPR2,++++---+,0.12574195,0.39562359081961945,0.5759490934817415,1,0.7912471816392389
C3orf35,+---+---,0.234352985,0.8274224269417544,0.3956481202037144,-1,0.7912962404074289
ZADH2,++++----,0.173285423,0.6354606183113897,0.39567082060319814,-1,0.7913416412063963
STAMBPL1,-+--+++-,0.160948597,0.3957398544976962,0.5913539649830335,1,0.7914797089953924
IGFBP7-AS1,+++-+---,0.085004822,0.39575304563488556,0.5282439423312622,1,0.7915060912697711
PPP1R1C,-++-----,0.065345397,0.5862956330544324,0.3958542745345984,-1,0.7917085490691969
ZNF850,--+++--+,0.103909553,0.6821918108711358,0.39587890355485483,-1,0.7917578071097097
RNU6-986P,+-+-----,0.308122189,0.867072222559894,0.3958871824880093,-1,0.7917743649760186
SAP30,--+++++-,0.108314424,0.3958887486887451,0.6960706230406951,1,0.7917774973774901
VWDE,+++++-+-,0.213414057,0.3960370797541148,0.9091659475783752,1,0.7920741595082296
TMEM251,++-+++++,0.23264745,0.3961670903548489,0.9092027349430543,1,0.7923341807096979
ATR,+++++---,0.071874216,0.39619943477882563,0.5339222256560416,1,0.7923988695576513
TM7SF3,-+++-+--,0.183907252,0.3962118294988161,0.8582328971689824,1,0.7924236589976322
RP11-14N7.2,----++++,0.102445132,0.5737187279189985,0.3963749161744153,-1,0.7927498323488306
RP11-600F24.7,+-+----+,0.089574257,0.39643530096437013,0.5789298955376231,1,0.7928706019287403
TIMP3,+++-----,0.111030965,0.8252179971358629,0.39643850343695997,-1,0.7928770068739199
RP11-632K20.7,----++++,0.111583961,0.4120550686293553,0.3964423241645445,-1,0.792884648329089
C1orf198,++++----,0.089619375,0.49340324623333714,0.39645364530689353,-1,0.7929072906137871
MTRR,++++----,0.08928461,0.44444956111525163,0.3965158479245932,-1,0.7930316958491864
FJX1,-+++-+-+,0.141292639,0.6785734400847803,0.3967743939074468,-1,0.7935487878148936
AKR7L,++--++-+,0.136589307,0.7520899873496537,0.396776393150153,-1,0.793552786300306
LINC02150,---++---,0.290684287,0.9476612487309549,0.39677755288787075,-1,0.7935551057757415
NRXN1,-+-+--+-,0.041731676,0.39680670891826647,0.4295321508260494,1,0.7936134178365329
USP2,---+++-+,0.217008471,0.3969181939378942,0.8915031711079421,1,0.7938363878757884
DHTKD1,-++-++-+,0.067019912,0.7809901440738073,0.3969906592846174,-1,0.7939813185692348
EIF2AK2,++++----,0.150766959,0.5878080271114257,0.3969992307724265,-1,0.793998461544853
NADSYN1,+++-+--+,0.143886982,0.397013220793913,0.715567511195532,1,0.794026441587826
CTA-246H3.12,-++---++,0.146929737,0.7582599776724623,0.3970327191138572,-1,0.7940654382277144
NPHP1,+++-+---,0.208248594,0.5090702063956754,0.39704371740745015,-1,0.7940874348149003
MGARP,+------+,0.197848569,0.8186553458771408,0.39706242519997603,-1,0.7941248503999521
SYT7,----++++,0.094165232,0.39706483015714955,0.5466620480867963,1,0.7941296603142991
GABRG2,-+-+-+++,0.346903506,0.3971054279606538,0.9299226986299486,1,0.7942108559213076
CAMK4,-+-++++-,0.150008235,0.7893730516006181,0.3971077153398556,-1,0.7942154306797112
RP11-381K20.2,+++-+--+,0.077739511,0.3971099708440777,0.6058481907690023,1,0.7942199416881554
NPTN,-+-+-++-,0.153383176,0.39715913508810974,0.7073559446344618,1,0.7943182701762195
FAT4,++-++---,0.165569454,0.5400130874689271,0.3972089780974128,-1,0.7944179561948256
REEP1,-+++-+--,0.063143149,0.397240756202036,0.573111474115101,1,0.794481512404072
AC004447.2,++--++-+,0.24402584,0.3972983183265975,0.8137026211724699,1,0.794596636653195
AC003090.1,+-+++++-,0.101902609,0.39744478762058766,0.7632429073288056,1,0.7948895752411753
MAP7,+-+++---,0.048326503,0.4684559138137445,0.39745114477377136,-1,0.7949022895475427
LRRK2,-+--+-+-,0.071957995,0.39747197660049594,0.6155439482751361,1,0.7949439532009919
CLIC5,+-+++--+,0.071306832,0.39760349823940977,0.7015306075474039,1,0.7952069964788195
MTHFR,----+-++,0.108575335,0.7796608089416098,0.3976246872022518,-1,0.7952493744045036
RP11-923I11.3,-+-+-+-+,0.084775264,0.39764560083846423,0.818869763353183,1,0.7952912016769285
CUL4A,-++++---,0.118171396,0.3976826772167356,0.6798456533598696,1,0.7953653544334712
ZNF845,+++--++-,0.177137217,0.39782356924369083,0.8313362316283999,1,0.7956471384873817
LHFPL3,-+++-+--,0.021687513,0.477223811432735,0.3978456189462094,-1,0.7956912378924188
GRIA2,++-++---,0.052065841,0.43075440802344556,0.39788088067319616,-1,0.7957617613463923
RP11-529E10.7,-++++-++,0.177135006,0.39789108978148946,0.8486309773547298,1,0.7957821795629789
UIMC1,++--++-+,0.191176773,0.3980330674849347,0.704318793303335,1,0.7960661349698694
RP11-267M23.4,+-++-+-+,0.025950752,0.6731426888921941,0.39805298579124926,-1,0.7961059715824985
LRRIQ1,+-+-+---,0.131234808,0.48355474278906424,0.3980586393868926,-1,0.7961172787737852
IDH2,+++--++-,0.27130124,0.39807819079891615,0.844202158283794,1,0.7961563815978323
ADGRL4,-+-+++--,0.085578983,0.3981320616032592,0.609368733819985,1,0.7962641232065184
LINC02008,+-----++,0.123767347,0.7216646832843054,0.3981715266015719,-1,0.7963430532031438
RABIF,-+-+--+-,0.146253151,0.3985091699120272,0.7735714020617172,1,0.7970183398240543
C1GALT1C1,++++----,0.111030179,0.40457139295803307,0.39854912278020904,-1,0.7970982455604181
RP11-161H23.10,++--+--+,0.143492711,0.8595001630256899,0.39856840188884823,-1,0.7971368037776965
BCAS1,--+----+,0.074020473,0.3985784964483372,0.49565742375315286,1,0.7971569928966744
CCDC89,+++--++-,0.178249884,0.39868663650092395,0.8774620785671284,1,0.7973732730018479
SLC35C2,-++--++-,0.147513718,0.8891870507621408,0.39887966406568187,-1,0.7977593281313637
TEX21P,+-+-+--+,0.066599903,0.3989354606171174,0.5558708957607946,1,0.7978709212342348
SDF2,+++----+,0.120596216,0.3989528586845986,0.658933366274374,1,0.7979057173691972
DDX47,++--+-+-,0.089692165,0.8139329278961666,0.39896659308631766,-1,0.7979331861726353
CLSTN3,----++++,0.059831142,0.7034838290437825,0.3990321229312734,-1,0.7980642458625468
AC009961.3,+++-+-+-,0.117782273,0.7927269438445479,0.39912330957295494,-1,0.7982466191459099
HPCA,----+-+-,0.055161379,0.588021856201748,0.3991297167467619,-1,0.7982594334935238
AC009950.2,-+++-+--,0.149800803,0.3991730024808939,0.6991308168834933,1,0.7983460049617878
RNU6-1185P,-++-++-+,0.110252522,0.5203988327645536,0.3992783301149917,-1,0.7985566602299834
CTD-2267D19.6,----+-+-,0.411891988,0.925809010366526,0.3993155974593613,-1,0.7986311949187226
RP11-231I16.1,-++-+++-,0.130381477,0.39936691214050485,0.668651038766371,1,0.7987338242810097
LINC00265,--+-++++,0.051290958,0.39937030544646307,0.5583913194483489,1,0.7987406108929261
RP11-69E11.4,+-+-+-++,0.156218237,0.3993826152183729,0.5810508982909273,1,0.7987652304367459
HIST1H4B,-+----+-,0.26485103,0.8992651571347763,0.3995284817031464,-1,0.7990569634062928
UCHL5,-+-++-+-,0.100215236,0.3995478129641339,0.8680420830067849,1,0.7990956259282678
RNU1-4,++--++-+,0.134819162,0.39957621224123496,0.8571699981749152,1,0.7991524244824699
HIST1H4C,++++--+-,0.27699245,0.3995946526396068,0.8564349711868109,1,0.7991893052792136
RP11-624C23.1,----+-+-,0.317960376,0.8288586933697578,0.399632591709215,-1,0.79926518341843
CTD-2523D13.2,----+--+,0.020612341,0.39970459602763747,0.45233354020390937,1,0.7994091920552749
CFAP53,+++-+---,0.084858962,0.3997195440204788,0.46677854312998696,1,0.7994390880409576
TSPAN11,--+-++-+,0.26817493,0.39973673262536047,0.8679957409521516,1,0.7994734652507209
C18orf21,++-++---,0.10604904,0.39974119017845566,0.5076015453003293,1,0.7994823803569113
RP11-262D11.2,+--+++-+,0.120506495,0.3997863438484716,0.6151456879127373,1,0.7995726876969432
TENM3,+--++-+-,0.15497342,0.3998344528305863,0.8655682373184557,1,0.7996689056611725
RP11-310E22.5,+-+----+,0.196570983,0.576407727714049,0.39983959696972887,-1,0.7996791939394577
SH2D4B,-+--+-+-,0.054081953,0.3999655222067367,0.5556143722807005,1,0.7999310444134734
AC009302.2,---++---,0.176327646,0.7063590272285198,0.40003782860363685,-1,0.8000756572072737
QSOX1,-+++--++,0.272522697,0.40006660193683985,0.8726834129740847,1,0.8001332038736797
RP11-809O17.1,++---++-,0.168249463,0.40010005103167967,0.6677962751756445,1,0.8002001020633593
LRRC32,++++---+,0.153248495,0.40011931555069646,0.6239673098434058,1,0.8002386311013929
NANOS1,+++--+--,0.194348395,0.7820333119037981,0.40012276416742965,-1,0.8002455283348593
ZNF736,+++-+++-,0.107764792,0.40018363358598535,0.7390206557993346,1,0.8003672671719707
PLEKHO2,+++--++-,0.231499077,0.4001891099360655,0.8604537951444196,1,0.800378219872131
ZNF585B,--+-+-+-,0.10688674,0.4002089837113229,0.5747212484249627,1,0.8004179674226458
SIRT7,--+-+--+,0.147200589,0.7160402567936083,0.4002100514969118,-1,0.8004201029938236
TANK,+++-----,0.145053517,0.5134956166060317,0.40024216937018114,-1,0.8004843387403623
SLFN12L,++-++---,0.033178155,0.4003298994104034,0.5247731412192426,1,0.8006597988208068
CRLF1,+++++++-,0.392994728,0.4003395179631493,0.9637896216935065,1,0.8006790359262986
RANBP3,+---++++,0.096966539,0.4003544443944778,0.5701776493474359,1,0.8007088887889556
XBP1,+++-----,0.029082899,0.4003980916159241,0.4535308093472865,1,0.8007961832318482
PDLIM7,+-+-++++,0.271445342,0.40042305735085526,0.9028685153586603,1,0.8008461147017105
EIF3J,+--++--+,0.060433689,0.40044060147013144,0.7539644774742753,1,0.8008812029402629
GCFC2,+++-++--,0.104489903,0.5973319576780797,0.4005051929322196,-1,0.8010103858644392
TTLL3,+-+-++-+,0.123738092,0.4006164942207945,0.5257224977036046,1,0.801232988441589
ADCY1,---++-++,0.065699574,0.40068141820143227,0.5712583157992549,1,0.8013628364028645
B4GAT1,++++----,0.142916199,0.40068688765408345,0.6272668975566327,1,0.8013737753081669
RP11-473I1.10,-+-+-++-,0.171817555,0.8459729408354069,0.4007103424556429,-1,0.8014206849112858
CCDC174,+---+--+,0.161423418,0.776532603286471,0.4007153312184736,-1,0.8014306624369472
RP11-498E2.7,--+-+-+-,0.121124807,0.7305340343572164,0.4007454828505565,-1,0.801490965701113
AC093818.1,--+++--+,0.307025879,0.40077972790173416,0.8748554121280334,1,0.8015594558034683
CYP3A5,++--++--,0.094503049,0.4589207466337884,0.40084229679751276,-1,0.8016845935950255
CTBP2,+-+++--+,0.287106313,0.4008964244666762,0.8123455476155247,1,0.8017928489333525
PRPF3,+++-+---,0.161022931,0.7375479320446707,0.40091097110585017,-1,0.8018219422117003
DBNL,--+-+-++,0.048783347,0.40091464429564055,0.6184017091629652,1,0.8018292885912811
ZNF611,--++---+,0.083606783,0.4009595863026601,0.7494058327201183,1,0.8019191726053202
MYO1B,-+--+++-,0.13819272,0.6173629973117327,0.4009769727568528,-1,0.8019539455137056
PEG3,+-++----,0.20573314,0.7803887948824157,0.400979367641812,-1,0.801958735283624
REV1,++--+---,0.188391196,0.6387434261130878,0.4010251807086315,-1,0.802050361417263
RP11-517B11.7,-+++----,0.353078649,0.8922135077120328,0.4010553530299353,-1,0.8021107060598706
RPS14P4,++--+++-,0.102836723,0.7645999073421047,0.40117887480733827,-1,0.8023577496146765
RP11-982M15.6,++++----,0.095505366,0.728498694462058,0.40138997967307205,-1,0.8027799593461441
SRM,----++++,0.158791034,0.4014762110482307,0.672981608951533,1,0.8029524220964614
FGF17,+---+++-,0.063038307,0.40148832644799337,0.4320607624892652,1,0.8029766528959867
ZSWIM8,--+-++++,0.100338422,0.40152157140445655,0.5064648540979682,1,0.8030431428089131
GORAB,+-+-+---,0.148190732,0.4015788432322706,0.7074383307631624,1,0.8031576864645412
CHRNA5,---+++-+,0.055286866,0.56510048589185,0.40160385571660756,-1,0.8032077114332151
NDEL1,---+++++,0.067929654,0.4016053656289707,0.5230824662922101,1,0.8032107312579414
ZNF397,+++----+,0.087711937,0.61381544346482,0.4017442152153109,-1,0.8034884304306218
LINC00174,-++-+---,0.211400947,0.887367885546037,0.40176817897329903,-1,0.8035363579465981
CORO7,+-+--+--,0.050515613,0.5055989211474149,0.40193755578417595,-1,0.8038751115683519
ERBB4,++--++--,0.04356264,0.4019736270161194,0.48459221852645634,1,0.8039472540322388
TRIO,----+++-,0.095744967,0.6192838738760796,0.40197982290658424,-1,0.8039596458131685
RP11-29G8.3,----+++-,0.301294675,0.8326358021098942,0.40199773838841407,-1,0.8039954767768281
SEZ6L,---+-+--,0.231492223,0.7981170376559723,0.4020391696245506,-1,0.8040783392491012
TSPAN31,+++--+--,0.115320541,0.4020902456350101,0.844163412566999,1,0.8041804912700202
MRTFB,----+++-,0.222294356,0.7883594735507258,0.4021020721694605,-1,0.804204144338921
RP11-477D19.2,+-+-++--,0.183388167,0.4023696132282875,0.8499368843522885,1,0.804739226456575
MPLKIP,+-++-+--,0.229834088,0.6721375601912213,0.4023782432261116,-1,0.8047564864522232
ARF1P2,--+++-++,0.157885902,0.850355747099794,0.40249359982304844,-1,0.8049871996460969
VEPH1,+++-++-+,0.179900729,0.4027329267158264,0.8860651809552226,1,0.8054658534316528
VASH1,+-+-+-++,0.152768029,0.6114171939795432,0.40277710574211717,-1,0.8055542114842343
BZW1P2,-+------,0.08975143,0.7335925125986298,0.4027785005235401,-1,0.8055570010470802
RWDD3,+++++---,0.106518754,0.4028380552862636,0.5053123262886458,1,0.8056761105725272
NOX5,----++-+,0.065282262,0.402873765164612,0.5931499861595675,1,0.805747530329224
RPL7P16,+-+++-+-,0.051680386,0.40291556995657474,0.5569820811761584,1,0.8058311399131495
SRRM5,----++-+,0.040471316,0.402957324233261,0.7384659075984177,1,0.805914648466522
CDR2L,+-++---+,0.095805434,0.4030188741684957,0.655499475400863,1,0.8060377483369914
SLC7A14,+--+----,0.250125757,0.857812488388292,0.40302090677903524,-1,0.8060418135580705
FRAS1,+++-+++-,0.25713777,0.4030602300834767,0.8763777631857316,1,0.8061204601669534
FAM181B,++++-+--,0.21224536,0.40306693886187245,0.715509425512783,1,0.8061338777237449
AP000974.1,++-+-+-+,0.095764308,0.4030933534305298,0.6621321666543284,1,0.8061867068610596
PIGW,+-++--+-,0.167087108,0.4031167872527243,0.7163188409406268,1,0.8062335745054486
AC004540.5,+-++++-+,0.427102927,0.40317814649455486,0.9348539218057644,1,0.8063562929891097
CFL1P1,--+-+-+-,0.093088762,0.7736930111670608,0.40324392528123526,-1,0.8064878505624705
NOA1,-+-+--+-,0.218738851,0.4033929777230302,0.6861457472067491,1,0.8067859554460604
AC093388.3,++-+----,0.08914427,0.5248397131429389,0.40347528623492057,-1,0.8069505724698411
RN7SKP70,++++-+--,0.042161031,0.5844302025198483,0.40358770832827423,-1,0.8071754166565485
RP11-803D5.4,----++++,0.087566454,0.4036063626385368,0.530880414157905,1,0.8072127252770736
RP13-516M14.1,+-+-++++,0.285399498,0.4037363310917864,0.8321196591994597,1,0.8074726621835728
ZNF487,+++-+---,0.196609317,0.7858484814912357,0.40381097858381687,-1,0.8076219571676337
MEIS3P2,-++--+++,0.242519223,0.40388209713199275,0.8038135224633594,1,0.8077641942639855
