gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
SPRY2,--------,0.00653533,0.9999802568432513,2.1709102576893727e-6,-1,4.341820515378745e-6,0.0025426807119505995,0.001888985759953502,0.003777971519907004
NDUFB7,++++++++,7.87668e-5,2.2719905421534415e-6,0.9999942328748155,1,4.543981084306883e-6,0.0025428654460912525,0.0019614965492190336,0.003922993098438067
RPS21,+++-++++,0.004426264,2.496353730899614e-6,0.9998193871428102,1,4.992707461799228e-6,0.0026155187445510027,0.0019614965492190336,0.003922993098438067
C7orf50,-+++++++,1.35065e-4,3.0445218898907978e-6,0.9982636249428086,1,6.0890437797815956e-6,0.002688172043010753,0.0019614965492190336,0.003922993098438067
NLRP1,++-+-+++,3.34038e-4,3.4424564749010427e-6,0.9980880492609971,1,6.884912949802085e-6,0.0027608253414705027,0.0019614965492190336,0.003922993098438067
MICOS13,+++-++++,1.45234e-5,3.569845832512391e-6,0.996106687934928,1,7.139691665024782e-6,0.002833478639930253,0.0019614965492190336,0.003922993098438067
NDUFB9,++++++++,0.001398063,3.659621730260697e-6,0.9999387467506704,1,7.319243460521394e-6,0.002906131938390003,0.0019614965492190336,0.003922993098438067
RPL18,+++-++++,0.004467738,3.759817405029528e-6,0.9973704146275589,1,7.519634810059056e-6,0.0029787852368497528,0.0019614965492190336,0.003922993098438067
GPR3,------+-,0.001015085,0.9994243981782229,3.948052121074461e-6,-1,7.896104242148922e-6,0.003051216854340719,0.001961639058413252,0.003923278116826504
SCAND1,+-++-+++,7.81571e-7,4.054931754266397e-6,0.9255345682937326,1,8.109863508532793e-6,0.003051438535309503,0.0020341445695604794,0.004068289139120959
ELOF1,++--++++,9.19193e-5,4.359147032377123e-6,0.9866759696126592,1,8.718294064754245e-6,0.003124091833769253,0.0020341445695604794,0.004068289139120959
DEAF1,++--++++,0.001223482,4.59870284403715e-6,0.9409352558638954,1,9.1974056880743e-6,0.0031967451322290033,0.0020341445695604794,0.004068289139120959
OST4,++++++++,5.97486e-4,4.770193849350016e-6,0.9999955698645621,1,9.540387698700031e-6,0.003269398430688753,0.0020341445695604794,0.004068289139120959
GADD45GIP1,++++++++,1.26471e-6,4.775354632215884e-6,0.9998332589857984,1,9.550709264431768e-6,0.0033420517291485033,0.0020341445695604794,0.004068289139120959
LONRF1,--------,0.004010672,0.9999996455412923,5.062137933977415e-6,-1,1.012427586795483e-5,0.0034144569560479476,0.002034292356873002,0.004068584713746004
FAM43B,--+-----,0.003739818,0.9995179407517755,5.334336062708354e-6,-1,1.0668672125416708e-5,0.0034144569560479476,0.0021069456553327523,0.004213891310665505
CCDC85B,++++-+++,1.76488e-5,5.492522345124817e-6,0.9975976742012227,1,1.0985044690249633e-5,0.0034147050276082534,0.002179440610243371,0.004358881220486742
NDUFB4,+++-++++,4.69955e-5,5.636186256775207e-6,0.9987020664993225,1,1.1272372513550413e-5,0.0034873583260680036,0.002179440610243371,0.004358881220486742
KLF4,--------,2.45318e-4,0.9999689706173929,5.827392870037432e-6,-1,1.1654785740074864e-5,0.003559752996730839,0.002179598953792502,0.004359197907585004
IMP4,-++-++++,4.99604e-4,5.999855340988679e-6,0.9783411829718626,1,1.1999710681977358e-5,0.0035600116245277534,0.0022520886305848167,0.0045041772611696335
DCTN3,++-+++++,5.09701e-4,6.016227814101473e-6,0.9991674573585605,1,1.2032455628202947e-5,0.0036326649229875036,0.0022520886305848167,0.0045041772611696335
SPTY2D1,--------,0.002723638,0.9998582310841527,7.207380858988075e-6,-1,1.441476171797615e-5,0.0037050490374137303,0.0022522522522522522,0.0045045045045045045
ERP44,-+------,7.58422e-4,0.9857751986581502,7.3950897698062654e-6,-1,1.4790179539612531e-5,0.0037050490374137303,0.0023249055507120024,0.004649811101424005
MMAB,++++++++,0.004444297,7.783652435090886e-6,0.9999999445819905,1,1.556730487018177e-5,0.0037053182214472537,0.002397384671267708,0.004794769342535416
STAT6,-----+++,4.06613e-5,0.5191757422164388,7.884653848912243e-6,-1,1.5769307697824486e-5,0.003777697057755176,0.0023975588491717526,0.004795117698343505
OSBPL6,------+-,0.001862636,0.999890487772766,8.148919969454412e-6,-1,1.6297839938908824e-5,0.003777697057755176,0.0024702121476315024,0.004940424295263005
DNAJB5,--------,4.07769e-4,0.9999441180298689,8.444006154604327e-6,-1,1.6888012309208653e-5,0.003777697057755176,0.0025428654460912525,0.005085730892182505
PROCR,++++++++,0.007670732,8.489205283919933e-6,0.9999996933213819,1,1.6978410567839867e-5,0.003777971519907004,0.0026153287322920452,0.0052306574645840905
NOL6,----+-+-,4.95106e-4,0.9854386276941433,8.63444327321409e-6,-1,1.726888654642818e-5,0.003850345078096622,0.0026155187445510027,0.0052310374891020054
LMO2,++++++++,0.001281322,8.680094736019073e-6,0.999952751326256,1,1.7360189472038146e-5,0.0038506248183667537,0.0026879767526334906,0.005375953505266981
HDDC3,++++-+++,0.00210592,9.100154105686473e-6,0.9999581691414836,1,1.8200308211372946e-5,0.003923278116826504,0.0026879767526334906,0.005375953505266981
FAM220A,++++-+++,0.014461234,9.215983668397485e-6,0.9999624395898169,1,1.843196733679497e-5,0.003995931415286254,0.0026879767526334906,0.005375953505266981
NMRAL1,++++++++,0.003247795,9.366900336918896e-6,0.999985844977487,1,1.8733800673837793e-5,0.004068584713746004,0.0026879767526334906,0.005375953505266981
FKBP8,+++--+++,4.35437e-6,9.468521256878518e-6,0.9797145163142701,1,1.8937042513757036e-5,0.004141238012205754,0.0026879767526334906,0.005375953505266981
DUSP1,--------,0.002136191,0.999999723862864,9.741848489546319e-6,-1,1.9483696979092638e-5,0.00421358517980385,0.002688172043010753,0.005376344086021506
RINL,++++++++,0.001930082,1.0619028319976846e-5,0.9999804272471323,1,2.1238056639953692e-5,0.004213891310665505,0.0027606247729749364,0.005521249545949873
COPZ1,++++++++,2.97504e-4,1.1386306457832444e-5,0.9999365147667565,1,2.277261291566489e-5,0.004286544609125254,0.0027606247729749364,0.005521249545949873
VEGFA,+-+-----,0.003993285,0.9893340329042998,1.147220436800231e-5,-1,2.294440873600462e-5,0.004358881220486742,0.0027608253414705027,0.005521650682941005
BCL6,--------,0.026456644,0.9999997768166105,1.2590131751728928e-5,-1,2.5180263503457856e-5,0.004358881220486742,0.002833478639930253,0.005666957279860506
CCNH,--------,0.005131359,0.9999986567456332,1.2807559980379972e-5,-1,2.5615119960759945e-5,0.004358881220486742,0.002906131938390003,0.005812263876780006
SAMD4A,--------,7.16375e-4,0.9995902696203883,1.2826521804648119e-5,-1,2.5653043609296238e-5,0.004358881220486742,0.0029787852368497528,0.0059575704736995055
TRMT9B,--+-----,0.004323589,0.9999273065489399,1.3121535974033885e-5,-1,2.624307194806777e-5,0.004358881220486742,0.003051438535309503,0.006102877070619006
ERCC1,-++-++++,2.64684e-4,1.3179694842275879e-5,0.9629845669629076,1,2.6359389684551757e-5,0.004359197907585004,0.003123864874682165,0.00624772974936433
SCUBE1,-------+,3.81305e-4,0.9938644003633859,1.3693846115593431e-5,-1,2.7387692231186862e-5,0.004431529240828187,0.003124091833769253,0.006248183667538506
ESYT1,++++++++,0.002725509,1.373843300887436e-5,0.9999847150609896,1,2.747686601774872e-5,0.004431851206044755,0.0031965128950236107,0.006393025790047221
CKB,++--++++,1.82118e-5,1.3872594635122375e-5,0.9521993122107764,1,2.774518927024475e-5,0.0045045045045045045,0.0031965128950236107,0.006393025790047221
SH3BGRL2,++++++++,1.95883e-4,1.4033924487507338e-5,0.999866789213148,1,2.8067848975014676e-5,0.004577157802964254,0.0031965128950236107,0.006393025790047221
GRASP,------+-,0.00157049,0.9930478880208696,1.4335640549549931e-5,-1,2.8671281099099862e-5,0.004649473301852524,0.0031967451322290033,0.006393490264458007
BTG2,--------,0.034984151,0.9999998728579109,1.4447109602626782e-5,-1,2.8894219205253563e-5,0.004649473301852524,0.003269398430688753,0.006538796861377506
EIF3K,++++++++,0.001011124,1.4477592344438133e-5,0.9999599641957322,1,2.8955184688876266e-5,0.004649811101424005,0.003341808935706502,0.006683617871413004
SLCO4C1,-----++-,0.001876387,0.9915132600504656,1.4869793089356659e-5,-1,2.9739586178713317e-5,0.00472212132219397,0.0033420517291485033,0.0066841034582970065
CCDC28A,++++--++,2.76058e-4,1.5092617511764867e-5,0.9966501528051344,1,3.0185235023529734e-5,0.004722464399883755,0.0034144569560479476,0.006828913912095895
AIP,+++-++++,8.51329e-4,1.574212220914999e-5,0.9974817403325286,1,3.148424441829998e-5,0.004795117698343505,0.0034144569560479476,0.006828913912095895
PDE4D,-+------,3.30356e-4,0.9998906831397002,1.5883786634668235e-5,-1,3.176757326933647e-5,0.004867417362876862,0.0034147050276082534,0.006829410055216507
RPL5,++++++++,0.002390898,1.5909023739071824e-5,0.9999878697058512,1,3.181804747814365e-5,0.004867770996803255,0.0034871049763893934,0.006974209952778787
INHBA,----+++-,1.88165e-4,0.9379316464334452,1.6410007470269067e-5,-1,3.282001494053813e-5,0.004940065383218307,0.0034873583260680036,0.006974716652136007
B4GALNT4,----++++,1.57781e-4,1.656017634562993e-5,0.6582349089494519,1,3.312035269125986e-5,0.004940424295263005,0.003559752996730839,0.007119505993461678
SOX17,++++++++,0.00124281,1.7117980129798448e-5,0.9999835446054114,1,3.4235960259596895e-5,0.005013077593722755,0.003559752996730839,0.007119505993461678
LDLRAD4,--------,0.003274262,0.9997468805671061,1.7299616351393726e-5,-1,3.459923270278745e-5,0.005085361423901199,0.0035600116245277534,0.007120023249055507
ORAI1,++++++++,0.009650818,1.8036622412681346e-5,0.99999933365964,1,3.607324482536269e-5,0.005085730892182505,0.003632401017072285,0.00726480203414457
JUNB,--------,0.013079518,0.999996036902408,1.8323876098004518e-5,-1,3.6647752196009035e-5,0.005158009444242644,0.0036326649229875036,0.007265329845975007
SOD1,++++++++,0.004808796,1.835074044273788e-5,0.9999995649130544,1,3.670148088547576e-5,0.005158384190642255,0.0037050490374137303,0.007410098074827461
EIF3I,++++++++,0.002014523,1.893483196789676e-5,0.9997439799125701,1,3.786966393579352e-5,0.0052310374891020054,0.0037050490374137303,0.007410098074827461
FIS1,++++++++,0.008277055,1.9410166345764588e-5,0.9999412114992787,1,3.8820332691529176e-5,0.005303690787561755,0.0037050490374137303,0.007410098074827461
CRY1,-++-----,0.001297082,0.9863042733957553,2.0220241315873364e-5,-1,4.044048263174673e-5,0.005375953505266981,0.0037053182214472537,0.0074106364428945075
DCAF11,++-+++++,0.0025305,2.0351816450869283e-5,0.9984492443012137,1,4.0703632901738565e-5,0.005376344086021506,0.003777697057755176,0.007555394115510352
ITPR3,++--++++,0.001833984,2.0834476578991237e-5,0.9924811880427957,1,4.1668953157982475e-5,0.0054489973844812556,0.003777697057755176,0.007555394115510352
DHRS9,++++++++,0.003274032,2.126279126302628e-5,0.9999814378669146,1,4.252558252605256e-5,0.005521650682941005,0.003777697057755176,0.007555394115510352
NAA38,+++-++++,9.04149e-4,2.1375561128731626e-5,0.9998818076030551,1,4.275112225746325e-5,0.005594303981400756,0.003777697057755176,0.007555394115510352
HLA-A,++++++++,0.00774014,2.211067721430207e-5,0.9985083978282882,1,4.422135442860414e-5,0.005666957279860506,0.003777697057755176,0.007555394115510352
R3HDM2,------+-,2.67589e-4,0.9952177558246609,2.2112254341616037e-5,-1,4.4224508683232074e-5,0.00573919360697421,0.003777971519907004,0.007555943039814008
SELENOW,+++-++++,0.002793305,2.2117056707876972e-5,0.9931608187471475,1,4.4234113415753945e-5,0.005739610578320255,0.003850345078096622,0.007700690156193244
GBP3,++++++--,0.004561531,2.3132710440452383e-5,0.9640923947884551,1,4.6265420880904765e-5,0.005812263876780006,0.003850345078096622,0.007700690156193244
SORBS2,----+-+-,0.001787139,0.9890733105771777,2.3231716255375382e-5,-1,4.6463432510750764e-5,0.005884489647657101,0.0038506248183667537,0.007701249636733507
GUK1,-+--++++,5.48489e-4,2.326343747958149e-5,0.8634010711907789,1,4.652687495916298e-5,0.005884917175239756,0.003922993098438067,0.007845986196876134
PITHD1,++++++++,0.01079795,2.41375756551233e-5,0.999999341710774,1,4.82751513102466e-5,0.0059575704736995055,0.003922993098438067,0.007845986196876134
C8orf33,++++-+-+,4.21041e-4,2.4690015970287846e-5,0.9540038963223662,1,4.938003194057569e-5,0.006030223772159256,0.003922993098438067,0.007845986196876134
NOS3,++--++++,8.2228e-4,2.5217727589685887e-5,0.9957992563029816,1,5.0435455179371775e-5,0.006102877070619006,0.003922993098438067,0.007845986196876134
LCOR,-+------,0.001961434,0.999878916716427,2.5997283991633133e-5,-1,5.1994567983266265e-5,0.006175081729022884,0.003923278116826504,0.007846556233653008
RBBP9,++++++--,2.26421e-4,2.6495124699762482e-5,0.9483615378233842,1,5.2990249399524964e-5,0.0061755303690787565,0.003995641118779513,0.007991282237559027
MAPK1IP1L,--------,0.037330675,0.999997308869985,2.687853441397658e-5,-1,5.375706882795316e-5,0.00624772974936433,0.003995931415286254,0.007991862830572507
CCDC115,++++++++,0.00926366,2.7318559984946334e-5,0.999973408885159,1,5.463711996989267e-5,0.006248183667538506,0.004068289139120959,0.008136578278241918
PTPRE,--------,0.013984058,0.9999913958257399,2.744264813065009e-5,-1,5.488529626130018e-5,0.006320377769705775,0.004068584713746004,0.008137169427492008
MRPL51,++++++++,0.00270936,2.758012267167736e-5,0.9999883241254793,1,5.516024534335472e-5,0.006320836965998256,0.004140937159462405,0.00828187431892481
BCL11A,--------,0.007064712,0.9999159519712792,2.7584976351310783e-5,-1,5.5169952702621566e-5,0.006393025790047221,0.004141238012205754,0.008282476024411508
ERCC2,++++++++,0.001112135,2.8662620498810212e-5,0.9999507435311484,1,5.7325240997620424e-5,0.006393490264458007,0.00421358517980385,0.0084271703596077
MARCH2,-++-++++,1.74212e-4,2.8761103418804937e-5,0.8405466958834591,1,5.7522206837609874e-5,0.006466143562917756,0.00421358517980385,0.0084271703596077
RNF5,++++++++,0.015069626,2.8824575040126834e-5,0.9999992739576218,1,5.764915008025367e-5,0.006538796861377506,0.00421358517980385,0.0084271703596077
ITPA,-+++++++,0.002905959,2.91357146697789e-5,0.9991303047128786,1,5.82714293395578e-5,0.006611450159837257,0.00421358517980385,0.0084271703596077
OAZ1,-+--++++,0.00423757,2.9184634956365807e-5,0.9876463325634184,1,5.836926991273161e-5,0.0066841034582970065,0.00421358517980385,0.0084271703596077
LAMTOR2,++++++++,0.006408072,2.963683951069534e-5,0.999983592644451,1,5.927367902139068e-5,0.006756756756756757,0.00421358517980385,0.0084271703596077
ARL5B,-+------,0.002460311,0.9992936161853824,2.9729180667360635e-5,-1,5.945836133472127e-5,0.006828913912095895,0.004213891310665505,0.00842778262133101
RPL14,+-+-++++,0.001688182,2.999707013719787e-5,0.7904710624001169,1,5.999414027439574e-5,0.006829410055216507,0.004286233200145296,0.008572466400290591
CSRNP1,--------,0.004429018,0.9999966660692773,3.0469224271393834e-5,-1,6.093844854278767e-5,0.006901561932437341,0.004286544609125254,0.008573089218250509
MCRS1,-++-++++,0.001828229,3.141746294069254e-5,0.9958890796697163,1,6.283492588138509e-5,0.006902063353676257,0.004358881220486742,0.008717762440973484
NCS1,+---++++,5.09994e-4,3.1543566338873306e-5,0.8841702168850982,1,6.308713267774661e-5,0.006974716652136007,0.004358881220486742,0.008717762440973484
CHCHD10,+---++++,7.98659e-4,3.167410067397944e-5,0.8901835645881506,1,6.334820134795889e-5,0.007047369950595757,0.004358881220486742,0.008717762440973484
TEK,++--++++,3.77471e-4,3.1680657317696206e-5,0.9973259744744306,1,6.336131463539241e-5,0.007120023249055507,0.004358881220486742,0.008717762440973484
HLA-C,++++++++,0.007461564,3.2521187258844264e-5,0.9999994276341426,1,6.504237451768853e-5,0.007192676547515257,0.004358881220486742,0.008717762440973484
PALM2,-+------,0.017933334,0.9999866048144492,3.2596136296531506e-5,-1,6.519227259306301e-5,0.00726480203414457,0.004359197907585004,0.008718395815170008
SPRY4,--------,0.004499285,0.9999858475266185,3.3353948832297736e-5,-1,6.670789766459547e-5,0.00726480203414457,0.004431851206044755,0.00886370241208951
C3orf18,++++++++,0.011239099,3.4264936219405924e-5,0.9999858140860408,1,6.852987243881185e-5,0.007265329845975007,0.0045041772611696335,0.009008354522339267
MEA1,++++++++,3.31177e-4,3.50223444246923e-5,0.9998611680730396,1,7.00446888493846e-5,0.007337983144434758,0.0045041772611696335,0.009008354522339267
MZT2B,++++++++,3.5281e-4,3.5180511965167504e-5,0.999542238943654,1,7.036102393033501e-5,0.0074106364428945075,0.0045041772611696335,0.009008354522339267
COPRS,++++++++,9.94745e-4,3.5998550658780445e-5,0.9999923535664597,1,7.199710131756089e-5,0.007483289741354257,0.0045041772611696335,0.009008354522339267
GABRG3,--------,0.001534699,0.9999678996178157,3.785608384074902e-5,-1,7.571216768149804e-5,0.007555394115510352,0.0045045045045045045,0.009009009009009009
ASAP2,--------,0.012309429,0.9999907294816073,3.8987156622042536e-5,-1,7.797431324408507e-5,0.007555394115510352,0.004577157802964254,0.009154315605928508
RPS7,+++-++++,0.005129765,4.0265920492111016e-5,0.9984091064564512,1,8.053184098422203e-5,0.007555943039814008,0.004649473301852524,0.009298946603705048
SPATC1L,++++++++,0.001343689,4.039706366788202e-5,0.9989519900824699,1,8.079412733576404e-5,0.007628596338273758,0.004649473301852524,0.009298946603705048
OXSR1,+-------,0.004242959,0.9989039071680946,4.053226322557384e-5,-1,8.106452645114769e-5,0.007700690156193244,0.004649811101424005,0.00929962220284801
PSME4,--------,0.012233025,0.9999995091042111,4.082809796064062e-5,-1,8.165619592128124e-5,0.007700690156193244,0.004722464399883755,0.00944492879976751
