gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
KIF1BP,++-+-+,0.182708891,0.2339448705532548,0.822431513532317,1,0.4678897411065096,0.3760988013076644,0.26572715385732965,0.5314543077146593
ENTPD5,+++-++,0.330465037,0.2339548738254992,0.9541169517417183,1,0.4679097476509984,0.37617144932800584,0.26572715385732965,0.5314543077146593
RGS6,+----+,0.067890285,0.9043001716788507,0.2339969937423951,-1,0.4679939874847902,0.3762167659450821,0.26574645840900835,0.5314929168180167
RRAD,--+-++,0.030900396,0.23409690092991922,0.23617734557711706,1,0.46819380185983844,0.37624409734834724,0.2657997966003196,0.5315995932006392
LNX1,-+-+--,0.109697615,0.7627750599779636,0.23411828576757737,-1,0.46823657153515474,0.37628940868807204,0.2658191064293498,0.5316382128586996
HERC1,++-+++,0.12279823,0.23416747494729592,0.9430823981125653,1,0.46833494989459185,0.3763167453686887,0.2658724393433096,0.5317448786866192
RPL8,++++--,0.087882709,0.23421896595980066,0.8522332850120001,1,0.4684379319196013,0.37638939338903016,0.2658724393433096,0.5317448786866192
TMF1,+-++++,0.333400027,0.23431117093823817,0.9660941998025296,1,0.46862234187647633,0.3764620414093716,0.2658724393433096,0.5317448786866192
ERF,--+-+-,0.057508864,0.44897208160723917,0.23431543749906428,-1,0.46863087499812855,0.37650733691704197,0.26589175444969126,0.5317835088993825
HIP1,--+++-,0.03434148,0.2343451895106337,0.7554630162421003,1,0.4686903790212674,0.376534689429713,0.2659450820862996,0.5318901641725992
RAB3IP,+---+-,0.201371603,0.8415840165732178,0.23438413993624868,-1,0.46876827987249736,0.376579979660032,0.26596440247003267,0.5319288049400653
ASH2L,-+----,0.107954453,0.6775389830392451,0.23456541027015643,-1,0.46913082054031285,0.376579979660032,0.2660370504903741,0.5320741009807483
SYS1,+++-+-,0.125213118,0.23460875142106075,0.8681094397402938,1,0.4692175028421215,0.3766073374500545,0.26609036757227955,0.5321807351445591
TSR3,+++-+-,0.134856153,0.23462837885075755,0.8277654051669728,1,0.4692567577015151,0.37667998547039594,0.26609036757227955,0.5321807351445591
MEN1,+--+--,0.051531406,0.8347503776258411,0.2346592638831126,-1,0.4693185277662252,0.3767252651460119,0.2661096985107156,0.5322193970214312
GDF6,+-----,0.163233392,0.9533581051269401,0.23480688494828517,-1,0.46961376989657033,0.3767252651460119,0.26618234653105705,0.5323646930621141
ZCCHC7,+-----,0.200919464,0.9576358449708832,0.23496231065248305,-1,0.4699246213049661,0.3767252651460119,0.26625499455139845,0.5325099891027969
SPOCK2,--+---,0.289485765,0.931237715877241,0.23499131944373242,-1,0.46998263888746483,0.3767252651460119,0.2663276425717399,0.5326552851434798
DDHD1,----++,0.177762089,0.7332503494720217,0.23501167585540692,-1,0.47002335171081383,0.3767252651460119,0.26640029059208137,0.5328005811841627
C19orf66,+++-+-,0.164489601,0.23501768772392484,0.7040906981426474,1,0.4700353754478497,0.3767526334907374,0.2664535812872294,0.5329071625744588
SEPT10,-++-++,0.105097933,0.235160093411888,0.8715484696547466,1,0.470320186823776,0.3768252815110788,0.2664535812872294,0.5329071625744588
BANP,------,0.200536708,0.9688560668390122,0.23523626075220405,-1,0.4704725215044081,0.3768705506319919,0.2664729386124228,0.5329458772248457
MYH11,+++++-,0.234940191,0.23528710980749953,0.9301663952702143,1,0.47057421961499907,0.37689792953142026,0.26652622403021936,0.5330524480604387
TMEM11,++++-+,0.127974784,0.23532696677796083,0.8236336156451609,1,0.47065393355592167,0.3769705775517617,0.26652622403021936,0.5330524480604387
TRPM4,--+-+-,0.197241802,0.7666193363476436,0.23533263791431716,-1,0.4706652758286343,0.3770158361179718,0.26654558663276423,0.5330911732655285
COL11A2,+-+-+-,0.086028721,0.8657197688380154,0.23534145270158413,-1,0.47068290540316826,0.3770158361179718,0.2666182346531057,0.5332364693062114
ITPR2,+++-++,0.219649105,0.23538669772991136,0.908222256414746,1,0.4707733954598227,0.3770432255721032,0.26667150951619933,0.5333430190323987
ZMAT4,++-++-,0.120867596,0.2353888877979771,0.853203191746895,1,0.4707777755959542,0.3771158735924446,0.26667150951619933,0.5333430190323987
TMEM106C,+++---,0.133310348,0.8712032545502387,0.2354338022700872,-1,0.4708676045401744,0.37716112160395177,0.26669088267344715,0.5333817653468943
CRTC2,+-+-+-,0.123435084,0.502144402420248,0.2354413907930616,-1,0.4708827815861232,0.37716112160395177,0.2667635306937886,0.5335270613875772
HYLS1,-+++-+,0.064988802,0.23547572900629576,0.7848857228659791,1,0.47095145801259153,0.37718852161278604,0.2668167950021793,0.5336335900043586
GDPD3,+-++++,0.244705497,0.23549752535631663,0.9567789610327015,1,0.47099505071263326,0.3772611696331275,0.2668167950021793,0.5336335900043586
ZNF160,-+++++,0.298311993,0.23561170249038033,0.9559779057067517,1,0.47122340498076065,0.37733381765346896,0.2668167950021793,0.5336335900043586
BRAF,---+--,0.252526341,0.9615895644701691,0.2356693852109558,-1,0.4713387704219116,0.3773790498329217,0.26683617871413,0.53367235742826
ZMYM5,+++-++,0.233482624,0.23568825909811603,0.8953148744976094,1,0.47137651819623205,0.37740646567381037,0.26688943774516927,0.5337788754903385
DYRK1A,++-+-+,0.032666625,0.2357215861306253,0.7456417036956207,1,0.4714431722612506,0.3774791136941518,0.26688943774516927,0.5337788754903385
SPPL2B,+-+-++,0.182782202,0.23572674556949563,0.8222259160096705,1,0.47145349113899127,0.3775517617144933,0.26688943774516927,0.5337788754903385
CDK14,++-+-+,0.100094103,0.23575013498905248,0.9072671667445096,1,0.47150026997810496,0.37762440973483474,0.26688943774516927,0.5337788754903385
TIMM9,+++--+,0.107441433,0.23575572949228857,0.6256011456964456,1,0.47151145898457714,0.37769705775517615,0.26688943774516927,0.5337788754903385
MCM7,-++-++,0.20043617,0.2358603365943962,0.7961025361857542,1,0.4717206731887924,0.3777697057755176,0.26688943774516927,0.5337788754903385
PHF2,--+-+-,0.229293739,0.7726111090233475,0.23590096816223452,-1,0.47180193632446904,0.37781490629086156,0.26690882673447147,0.5338176534689429
ZFR,++++-+,0.079012138,0.23596077152157216,0.678505116935536,1,0.4719215430431443,0.37784235379585907,0.2669620804881592,0.5339241609763185
HIST1H1A,------,0.389178632,0.9785931377006295,0.23599776983839518,-1,0.47199553967679037,0.3778875490338515,0.26698147475481293,0.5339629495096259
VPS41,++-+-+,0.301473885,0.2360092949039001,0.9487940639039781,1,0.4720185898078002,0.3779150018162005,0.2670347232311492,0.5340694464622984
UTP23,--+--+,0.159564152,0.8492861879336226,0.23601616502796446,-1,0.47203233005592893,0.3779601917768415,0.2670541227751544,0.5341082455503088
CSTB,+-+-+-,0.108871596,0.23608189640766558,0.6873059965633672,1,0.47216379281533116,0.37798764983654193,0.2671073659741392,0.5342147319482784
MBLAC1,++----,0.183025415,0.9310722620395571,0.23622266493598232,-1,0.47244532987196464,0.3780328345198315,0.26712677079549585,0.5342535415909917
SRP19,++-+-+,0.27640655,0.23633935209493914,0.8748075695510261,1,0.4726787041898783,0.3780602978568834,0.26718000871712916,0.5343600174342583
BBS9,+++---,0.103851788,0.2363804201959186,0.7460697917777446,1,0.4727608403918372,0.37813294587722485,0.26718000871712916,0.5343600174342583
RAMP3,-++++-,0.197112221,0.23645949746727754,0.7175477525231789,1,0.4729189949345551,0.3782055938975663,0.26718000871712916,0.5343600174342583
HECA,------,0.344518914,0.9736340874594095,0.2365056046984117,-1,0.4730112093968234,0.3782507627488014,0.26719941881583725,0.5343988376316745
TMEM130,------,0.406790089,0.9774452497414985,0.23651101686359927,-1,0.47302203372719853,0.3782507627488014,0.2672720668361787,0.5345441336723574
INPP5F,-+++-+,0.188773583,0.23651466091339762,0.8185716366711188,1,0.47302932182679525,0.3782782419179077,0.26732529420310913,0.5346505884062183
PRKAR2A,+++--+,0.148321557,0.23651936708844382,0.9092970327995645,1,0.47303873417688763,0.37835088993824917,0.26732529420310913,0.5346505884062183
PRADC1,++++--,0.06969377,0.23655857604821706,0.757898014769792,1,0.4731171520964341,0.37842353795859063,0.26732529420310913,0.5346505884062183
C11orf54,+++---,0.124029601,0.8595814349948392,0.23659425714603669,-1,0.47318851429207337,0.3784686909777713,0.26734471485652017,0.5346894297130403
NTSR2,++++-+,0.130494625,0.23664970465962273,0.9266427184733358,1,0.47329940931924547,0.3784961859789321,0.2673979369460991,0.5347958738921982
SLC1A6,+----+,0.24859982,0.8447848154541744,0.23671947484361558,-1,0.47343894968723116,0.3785413337207613,0.26741736287686163,0.5348347257537233
CLIC5,+-+++-,0.225669156,0.23677259885763968,0.8744357586471154,1,0.47354519771527936,0.37856883399927355,0.26747057968908905,0.5349411593781781
DNASE1,--+-+-,0.175943561,0.8429214710942484,0.23677354216416793,-1,0.47354708432833587,0.3786139764637513,0.26749001089720303,0.5349800217944061
SNW1,++++++,0.381240834,0.23682195419168675,0.9757643988918113,1,0.4736439083833735,0.37864148201961495,0.267543222432079,0.535086444864158
SLITRK5,---+--,0.311588938,0.9533353635044961,0.23685059285591617,-1,0.47370118571183234,0.37868661920674124,0.2675626589175445,0.535125317835089
CEP290,++--+-,0.054702138,0.2368760633469587,0.8105153069878075,1,0.4737521266939174,0.3787141300399564,0.267615865175069,0.535231730350138
NDUFC2,++++-+,0.04344329,0.23721913610821677,0.5629443515796321,1,0.47443827221643353,0.37878677806029787,0.267615865175069,0.535231730350138
RPL37,+-+---,0.103285916,0.7517904935668921,0.23729465371707162,-1,0.47458930743414324,0.3788319046927212,0.26763530693788595,0.5352706138757719
DRAM1,++--++,0.159685599,0.2372960681071429,0.546285114521834,1,0.4745921362142858,0.37885942608063933,0.267688507918059,0.535377015836118
FRAT1,++++++,0.269739152,0.23731636046414661,0.9726915315512306,1,0.47463272092829323,0.37893207410098073,0.267688507918059,0.535377015836118
DNAJC14,-+++--,0.181569359,0.23731947817533486,0.8827202131265625,1,0.4746389563506697,0.3790047221213222,0.267688507918059,0.535377015836118
ADAMTS20,++++-+,0.247315386,0.23732438822636193,0.8792883329343839,1,0.47464877645272385,0.37907737014166365,0.267688507918059,0.535377015836118
KCNJ8,----+-,0.193063936,0.9565780095881007,0.23747030266071317,-1,0.47494060532142635,0.3791224756646811,0.2677079549582274,0.5354159099164548
GET4,-++-+-,0.1810652,0.8603390240370442,0.2374934684337257,-1,0.4749869368674514,0.3791224756646811,0.2677806029785688,0.5355612059571376
ZFPM2,---+-+,0.236994583,0.9375159439389933,0.23752410703652668,-1,0.47504821407305337,0.3791224756646811,0.2678532509989103,0.53570650199782055
MPHOSPH8,+---+-,0.065570762,0.35762150074785015,0.23761849942348373,-1,0.47523699884696746,0.3791224756646811,0.26792589901925173,0.5358517980385035
NFATC2,-++++-,0.224212025,0.23762058008320394,0.9395017851104042,1,0.4752411601664079,0.3791500181620051,0.2679790788900189,0.5359581577800377
UBR2,+++-++,0.284271613,0.23786988289618705,0.8863011807174741,1,0.4757397657923741,0.3792226661823465,0.2679790788900189,0.5359581577800377
MORC2,+-+---,0.068342013,0.8074137136491818,0.23788089307202795,-1,0.4757617861440559,0.3792677611506611,0.2679985470395932,0.5359970940791864
RLF,++----,0.057930038,0.5745975136627376,0.23790249304044558,-1,0.47580498608089117,0.3792677611506611,0.2680711950599346,0.5361423901198692
NUFIP2,-+++++,0.312394905,0.237904560941728,0.93848081595281,1,0.475809121883456,0.37929531420268797,0.26812436437599885,0.5362487287519977
PEPD,++++++,0.329891326,0.23792598485414015,0.9739789516329811,1,0.4758519697082803,0.37936796222302943,0.26812436437599885,0.5362487287519977
SLC9A2,+++--+,0.148445756,0.23794595675302488,0.7551421020747268,1,0.47589191350604976,0.3794406102433709,0.26812436437599885,0.5362487287519977
OAZ1,-+---+,0.015598612,0.26453278046785317,0.23812220725275413,-1,0.47624441450550825,0.37948568937963095,0.26814384308027606,0.5362876861605521
ANAPC7,-++-++,0.249654601,0.23814341887799856,0.9488534716527572,1,0.4762868377559971,0.3795132582637123,0.2681970071189888,0.5363940142379776
KLC4,+-+-+-,0.020127149,0.40042020369018866,0.23826239220675352,-1,0.47652478441350704,0.37955833212262097,0.2682164911006175,0.536432982201235
THEMIS2,----+-,0.352897101,0.9513539250868658,0.23828185899932738,-1,0.47656371799865477,0.37955833212262097,0.268289139120959,0.536578278241918
ZNF843,--+--+,0.076960269,0.8290002067429388,0.23830495615314215,-1,0.4766099123062843,0.37955833212262097,0.2683617871413004,0.5367235742826008
GATAD2A,--+--+,0.104287411,0.9221052845478624,0.2383436050976329,-1,0.4766872101952658,0.37955833212262097,0.26843443516164184,0.5368688703232837
SURF6,+-+-+-,0.080977896,0.2383777537039639,0.5928798644477828,1,0.4767555074079278,0.37958590628405375,0.2684875780909487,0.5369751561818974
SMKR1,++++-+,0.09525436,0.23854130733205667,0.6576814334334711,1,0.47708261466411334,0.3796585543043952,0.2684875780909487,0.5369751561818974
CXADR,-+-+-+,0.135349763,0.23856496235251715,0.8263383399643887,1,0.4771299247050343,0.37973120232473667,0.2684875780909487,0.5369751561818974
ISLR,--+---,0.175935712,0.9092577063326545,0.23865411352171623,-1,0.47730822704343245,0.3797762603515909,0.2685070831819833,0.5370141663639666
CWC22,+---+-,0.121816517,0.8608805788168015,0.23887416764489558,-1,0.47774833528979116,0.3797762603515909,0.26857973120232476,0.5371594624046495
CFAP36,++++-+,0.234585194,0.2389037798196422,0.93214975954088,1,0.4778075596392844,0.3798038503450781,0.26863286357692867,0.5372657271538573
OPN3,++-+--,0.033627926,0.23910771463665395,0.26045113153351257,1,0.4782154292733079,0.37987649836541953,0.26863286357692867,0.5372657271538573
TMEM138,+++-++,0.125618242,0.2391160436273441,0.7914937751576472,1,0.4782320872546882,0.379949146385761,0.26863286357692867,0.5372657271538573
KLF3,--++++,0.173804158,0.2392208838438655,0.9121663398165097,1,0.478441767687731,0.38002179440610245,0.26863286357692867,0.5372657271538573
AP4M1,+-+-++,0.176289434,0.23941248424602815,0.914911954575453,1,0.4788249684920563,0.38009444242644386,0.26863286357692867,0.5372657271538573
NDUFV3,+-+-++,0.047249057,0.7244759607326244,0.23954269720952578,-1,0.47908539441905157,0.38013947406654075,0.26865237922266616,0.5373047584453323
CTPS1,-++--+,0.054141371,0.7469504766694623,0.23959201258263563,-1,0.47918402516527125,0.38013947406654075,0.2687250272430076,0.5374500544860152
TUBGCP4,-+++++,0.340092378,0.23973305004538722,0.9104466395362173,1,0.47946610009077445,0.3801670904467853,0.2687781490629086,0.5375562981258172
PIGL,--+-++,0.09576822,0.5999033787232799,0.2397710603833117,-1,0.4795421207666234,0.3802121168095307,0.2687976752633491,0.5375953505266982
GNPNAT1,++---+,0.13012121200000001,0.2399013196422033,0.7859166981405025,1,0.4798026392844066,0.3802397384671268,0.2688507918058986,0.5377015836117972
CYC1,-++--+,0.07612616,0.40614155782759703,0.2399065047471739,-1,0.4798130094943478,0.3802847595525207,0.26887032328369054,0.5377406465673811
UBE2V1,----++,0.130606039,0.8474235970452841,0.2399074804598675,-1,0.479814960919735,0.3802847595525207,0.26894297130403194,0.5378859426080639
TOR1AIP2,+++-++,0.350219891,0.23993531608433397,0.967488057814057,1,0.47987063216866793,0.38031238648746823,0.2689960772918785,0.537992154583757
TRPC3,-+--+-,0.063313283,0.767637740894392,0.23999343979313417,-1,0.47998687958626834,0.3803574022955107,0.2690156193243734,0.5380312386487468
SNRNP70,+-+-+-,0.093783686,0.5285146354670504,0.24000560916527502,-1,0.48001121833055005,0.3803574022955107,0.26908826734471486,0.5381765346894297
ZBTB26,++----,0.153218137,0.8669960423644111,0.2401555529995378,-1,0.4803111059990756,0.3803574022955107,0.2691609153650563,0.5383218307301126
NUSAP1,+++-++,0.209261009,0.24020078774031203,0.9571150760457726,1,0.48040157548062407,0.38038503450780964,0.26921400552084845,0.5384280110416969
IFITM2,+-+-+-,0.268014092,0.9244510405470256,0.2402404031921269,-1,0.4804808063842538,0.38043004503850064,0.2692335633853977,0.5384671267707954
ZNF234,+-+-++,0.152981916,0.24032248652716873,0.9338106660058657,1,0.48064497305433745,0.3804576825281511,0.26928664826383847,0.5385732965276769
EPHA10,+-+---,0.220314012,0.9529829795918704,0.2403308502574881,-1,0.4806617005149762,0.38050268778149066,0.2693062114057392,0.5386124228114784
GPT2,--+-+-,0.074217558,0.9073053164957888,0.24048722684865673,-1,0.48097445369731345,0.38050268778149066,0.26937885942608064,0.5387577188521613
CCDC12,+-+---,0.134090194,0.7819706330596938,0.24063411534995996,-1,0.4812682306999199,0.38050268778149066,0.2694515074464221,0.5389030148928442
IFT43,--+-++,0.068168962,0.821266842765227,0.24068341526137432,-1,0.48136683052274865,0.38050268778149066,0.2695241554667635,0.539048310933527
FAM161A,++-+--,0.082511691,0.24071295613869687,0.7520688158214399,1,0.48142591227739373,0.38053033054849256,0.26957721923579836,0.5391544384715967
NEFM,---++-,0.041298884,0.7556547195415249,0.24076893509043415,-1,0.4815378701808683,0.3805753305244806,0.26959680348710496,0.5391936069742099
SCARB1,-++-+-,0.070918708,0.24082695108408267,0.6111123415442907,1,0.48165390216816534,0.380602978568834,0.2696498619787883,0.5392997239575766
PTAR1,++++++,0.273230433,0.24083056830984959,0.9616604068524579,1,0.48166113661969917,0.3806756265891754,0.2696498619787883,0.5392997239575766
ZBTB12,+-+++-,0.026594005,0.24106306182460943,0.2588119632622668,1,0.48212612364921886,0.3807482746095169,0.2696498619787883,0.5392997239575766
FBH1,-++---,0.036465541,0.24112396697689698,0.49187198582424846,1,0.48224793395379395,0.38082092262985834,0.2696498619787883,0.5392997239575766
C7orf25,+++-++,0.209090273,0.24122513922344888,0.9350755367759497,1,0.48245027844689775,0.3808935706501998,0.2696498619787883,0.5392997239575766
WASL,+-++-+,0.09791692,0.24123284604147718,0.825706679943384,1,0.48246569208295437,0.3809662186705412,0.2696498619787883,0.5392997239575766
KCNS2,+++++-,0.143712614,0.2412332379024236,0.8614333093163133,1,0.4824664758048472,0.38103886669088266,0.2696498619787883,0.5392997239575766
LGI4,+--+++,0.039980059,0.2412397056532905,0.7031817028332028,1,0.482479411306581,0.3811115147112241,0.2696498619787883,0.5392997239575766
