gene_symbol,male_Anterior_Insula_male_BA11_male_BA25_male_BA8/9_male_Nac_male_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
KLRC3,--++--,0.105454905,0.5166128922897649,0.4376780922843129,-1,0.8753561845686259
TMEM45B,---++-,0.174195314,0.7005834687870804,0.4377527646643217,-1,0.8755055293286435
GS1-72M22.1,--++++,0.147366399,0.4377893979489654,0.7976568373865026,1,0.8755787958979308
FKBP10,+-+-++,0.337537742,0.4378292411466045,0.899862863773948,1,0.875658482293209
PDHB,-++++-,0.169908532,0.4379217630139406,0.6953388521552444,1,0.8758435260278812
FRMD5,-+--++,0.214680986,0.6413058519866608,0.43797405369666165,-1,0.8759481073933233
SALL2,++-+++,0.229268699,0.43810896420331924,0.7341855825380457,1,0.8762179284066385
AC026271.5,---+--,0.184445648,0.7758097526560062,0.4381381878922931,-1,0.8762763757845862
ZNF320,++-+++,0.391989628,0.4382021316513291,0.8463500686030229,1,0.8764042633026582
RP11-506K6.4,++-++-,0.211570926,0.6504832928388882,0.43822748730272265,-1,0.8764549746054453
RP11-503P10.1,++--++,0.47307996,0.4382890219829477,0.8968992603469592,1,0.8765780439658954
CTD-2314B22.3,++-++-,0.141494502,0.4382945649658528,0.629603662353009,1,0.8765891299317056
MAN1B1,--+-+-,0.353177186,0.7927646053960181,0.4384077918277132,-1,0.8768155836554264
MC1R,+--+++,0.192115099,0.4384240827336601,0.6124889588087686,1,0.8768481654673203
RP11-848P1.9,+---+-,0.206237327,0.526901281877503,0.43852153217901085,-1,0.8770430643580217
RP11-50D9.3,---+++,0.098609565,0.7252793926751278,0.4385444378681528,-1,0.8770888757363056
CEBPB,+++++-,0.305876967,0.4385494777777055,0.8480571734808615,1,0.877098955555411
C9orf78,+-+++-,0.081768979,0.438559207731406,0.5489106558485989,1,0.877118415462812
CCDC157,----+-,0.480911228,0.8934230988687646,0.4386107416227349,-1,0.8772214832454698
GPIHBP1,---++-,0.413485344,0.8982458740981436,0.43862751433724956,-1,0.8772550286744991
ID2-AS1,-+-+-+,0.156900021,0.8274363356576673,0.4388342150779421,-1,0.8776684301558842
CCDC144NL,+++++-,0.430790109,0.4388746035080007,0.8829304046574666,1,0.8777492070160015
RPS26P21,+-+--+,0.137691373,0.43894059721273754,0.6256906446834338,1,0.8778811944254751
RABGGTB,+++-+-,0.338262333,0.43896215731365573,0.8704622890169846,1,0.8779243146273115
NEDD4L,+-+---,0.291623248,0.8512307544978576,0.4390438957679209,-1,0.8780877915358418
SH3GL1P2,+-----,0.433983527,0.9101307881341283,0.43906379764791426,-1,0.8781275952958285
BMP6,+++++-,0.336338176,0.4390878908117448,0.8495948503980211,1,0.8781757816234896
TTI2,-+-++-,0.193090591,0.43917708771962605,0.5052935851780848,1,0.8783541754392521
RP4-635E18.8,++--++,0.393526083,0.4391995558679477,0.8375829753724645,1,0.8783991117358954
SNORD115-42,++-+++,0.394628155,0.4392908620552768,0.8809814384774193,1,0.8785817241105536
SLC45A1,+++--+,0.143856718,0.43943759229855645,0.7666230685340071,1,0.8788751845971129
SPRN,--+--+,0.211003689,0.7131541456852271,0.4394774770022236,-1,0.8789549540044472
LPAR1,---+++,0.25103799,0.4443278337375777,0.4395304517502908,-1,0.8790609035005816
ZW10,++--+-,0.072585653,0.6546257876429253,0.4395728436980774,-1,0.8791456873961548
GNB1L,--++--,0.343999616,0.7921165414986344,0.4395811631359958,-1,0.8791623262719916
SLC46A1,++----,0.342558246,0.8759266033556123,0.43958891799132693,-1,0.8791778359826539
DDX50,+++-+-,0.287252632,0.4396541280908407,0.8188822324257886,1,0.8793082561816814
AAK1,--+---,0.343790101,0.8552478036332811,0.4397140575421141,-1,0.8794281150842282
COL3A1,+-+-+-,0.297391446,0.4397505173647091,0.8298249021267414,1,0.8795010347294182
TXNDC9,-++++-,0.2983805,0.4397985814379624,0.7540485916785502,1,0.8795971628759248
C1R,-+++++,0.412135215,0.4398241190041914,0.8995716804450159,1,0.8796482380083828
PTOV1-AS2,+--++-,0.165660763,0.6386935782156872,0.43990275467644896,-1,0.8798055093528979
TM7SF2,-++++-,0.086295683,0.6754415933230234,0.43991202003268526,-1,0.8798240400653705
C19orf71,-++++-,0.318841432,0.4399645514623113,0.7938206863320896,1,0.8799291029246226
DDAH2,+-+-+-,0.243358306,0.44004527913514285,0.8315827972977203,1,0.8800905582702857
MYOZ3,-+-+-+,0.141951544,0.4400588440965672,0.5173727449575132,1,0.8801176881931344
NPHS1,-+++++,0.268284982,0.4400720303781585,0.7719369629520024,1,0.880144060756317
RNY1P12,+++---,0.177743253,0.6530157535172969,0.4402394501245525,-1,0.880478900249105
SNORD115-41,-++--+,0.281652095,0.44024917618404263,0.7694878026354102,1,0.8804983523680853
HTR5A-AS1,-++--+,0.202974384,0.44029575779538466,0.7947375075567417,1,0.8805915155907693
ISCA1,++++--,0.273850902,0.4403270211651141,0.7314016960799804,1,0.8806540423302281
KIF20B,+---++,0.159524921,0.4644175794227068,0.4403599767478355,-1,0.880719953495671
ZKSCAN3,+-++++,0.427660797,0.44038377418186847,0.8560814124620897,1,0.8807675483637369
GOSR2,+++-++,0.344690428,0.44043570710119284,0.8663748604936788,1,0.8808714142023857
LHFPL4,+++++-,0.48704188,0.4404420861849977,0.9034895224224153,1,0.8808841723699954
ASCL1,----++,0.214448335,0.5345058877689608,0.4404941761544386,-1,0.8809883523088772
KAT6A,+---++,0.184543088,0.6123721839147687,0.44062626033050234,-1,0.8812525206610047
AGBL1,++--+-,0.276862214,0.44074593076278384,0.6684564202680832,1,0.8814918615255677
KCNMB2,+-+---,0.107268869,0.4407907078854036,0.5517101102454788,1,0.8815814157708072
OGN,+++++-,0.27087571,0.4407977821707205,0.7751477185266176,1,0.881595564341441
MCM3,++++++,0.559214983,0.4408236777869921,0.9340722837216868,1,0.8816473555739842
RP11-571M6.7,-+-++-,0.229095496,0.44095331284842715,0.7556076418487334,1,0.8819066256968543
AC009967.3,---+++,0.254792657,0.44104104085130086,0.846546123006624,1,0.8820820817026017
PAM16,---+++,0.225824005,0.7993820934491748,0.4410530626292221,-1,0.8821061252584442
GSR,-+++--,0.147907195,0.4412083138462441,0.6506932816310428,1,0.8824166276924882
U82695.10,------,0.408716084,0.9251882121053169,0.44122529769208213,-1,0.8824505953841643
TLL1,-+++--,0.353450796,0.839885593263974,0.44122808566505783,-1,0.8824561713301157
SUMF1,++--+-,0.293712182,0.44125334139260647,0.8561032860989386,1,0.8825066827852129
RN7SL129P,++--+-,0.125355184,0.7032433941479652,0.4412769569332139,-1,0.8825539138664278
CTD-2192J16.21,+-+-+-,0.113968131,0.775544843938013,0.44127930461499404,-1,0.8825586092299881
B3GNT4,+---+-,0.178211712,0.7327373461188778,0.4413246125622415,-1,0.882649225124483
CTD-2619J13.9,+-+--+,0.088383424,0.6194763197251891,0.4413339754881038,-1,0.8826679509762076
PANTR1,--+-++,0.085894887,0.5012735004442228,0.4413356604513469,-1,0.8826713209026938
MAPK6,--+---,0.250030288,0.8831023206171209,0.44149056939674153,-1,0.8829811387934831
XPO6,----+-,0.209591463,0.75339766602901,0.4418116064066833,-1,0.8836232128133666
P4HA3,-+--+-,0.156621821,0.6438725078402623,0.4419399315566871,-1,0.8838798631133742
ALOX12B,+--+-+,0.276887641,0.7599309842491676,0.4419721709449436,-1,0.8839443418898872
TRRAP,++-+++,0.243547072,0.4421012141486427,0.7723655021625309,1,0.8842024282972853
VSIR,++++-+,0.454672739,0.442106849123917,0.8977104876040849,1,0.884213698247834
USP54,---+++,0.267206356,0.6951165146106746,0.44215886261553927,-1,0.8843177252310785
RP11-31F15.2,+-+-+-,0.279209166,0.6716955334830947,0.44219244009859376,-1,0.8843848801971875
LDLR,++--+-,0.218762907,0.8298619860863611,0.4422685107380161,-1,0.8845370214760322
AC012370.2,----++,0.338175237,0.8709112280593472,0.4423385507842075,-1,0.884677101568415
LYRM7,-+++--,0.283690103,0.4423638793964366,0.7995124894639896,1,0.8847277587928732
RP11-172C16.4,-+--+-,0.25133031,0.6810151873303261,0.44251933366477075,-1,0.8850386673295415
C3orf20,+--++-,0.220465611,0.701091606885248,0.4425424446387327,-1,0.8850848892774654
TMA16,+---+-,0.225787437,0.798148079244173,0.44258560543509173,-1,0.8851712108701835
UBALD2,---+++,0.140973172,0.44264736807834454,0.7129094243288133,1,0.8852947361566891
DAAM2,---+++,0.300417627,0.44264981628073335,0.6866862626937669,1,0.8852996325614667
NECAB1,--+---,0.36563348,0.820941032065337,0.44267542808048854,-1,0.8853508561609771
PTPN1,+++-+-,0.130519717,0.442690647229638,0.5269585584566703,1,0.885381294459276
CLCN6,+-++--,0.167149137,0.44281543895146647,0.7691311861385608,1,0.8856308779029329
COPS4,-++---,0.134637917,0.4429336858788728,0.6679854751584402,1,0.8858673717577455
MARCKS,-+---+,0.353986298,0.8445085826746314,0.4429375633511106,-1,0.8858751267022212
TMEM169,-++-+-,0.080413564,0.44301809519289004,0.5020445289717715,1,0.8860361903857801
ADAM32,+-+-+-,0.159942782,0.4430640515778117,0.7418769143844184,1,0.8861281031556234
PPA1,++++--,0.353881361,0.44318180312995165,0.8467706796399225,1,0.8863636062599033
CTD-3234P18.2,----++,0.163763534,0.654820416283131,0.44321908386524705,-1,0.8864381677304941
ZNF540,+-+-+-,0.216826194,0.790717877534151,0.4432215707955304,-1,0.8864431415910607
ARID1B,+++++-,0.537587699,0.44326276463378306,0.9286219154795972,1,0.8865255292675661
CHST3,---++-,0.2073516,0.7664979066798016,0.44330776615947876,-1,0.8866155323189575
VEPH1,++-++-,0.191094727,0.4433325899836914,0.7637919347695625,1,0.8866651799673828
MIR4697,--+-++,0.171611054,0.5168719751749703,0.4434052688752007,-1,0.8868105377504014
FASTKD3,++--+-,0.237864514,0.4434870027155385,0.569461202180909,1,0.886974005431077
CTU1,--+---,0.318967078,0.8144362014947404,0.44349177405671114,-1,0.8869835481134223
AK1,-+-++-,0.176522929,0.44350813855589033,0.7745442687253834,1,0.8870162771117807
MED11,++-++-,0.336820811,0.4435188279086074,0.7897551094873664,1,0.8870376558172148
OAS3,++-+++,0.345758627,0.4435331208465712,0.8647991969213548,1,0.8870662416931424
PMS2P10,--+-++,0.246646951,0.4435575305022471,0.7689666218749367,1,0.8871150610044942
ELOVL1,---++-,0.358823904,0.7854981599898243,0.44360026960088483,-1,0.8872005392017697
MANBA,+--+++,0.259542659,0.44365841319269655,0.8911796124091107,1,0.8873168263853931
SCAMP4,---+++,0.291064242,0.4437767329854223,0.802008722446166,1,0.8875534659708446
SHANK2,+++--+,0.402461904,0.44395881514497315,0.8782186247443328,1,0.8879176302899463
RNFT2,---+--,0.125872075,0.6428246077772916,0.44401947866450453,-1,0.8880389573290091
LINC00202-1,+---+-,0.134370851,0.4440335304634808,0.7123790692756284,1,0.8880670609269616
DDX27,+-----,0.356377082,0.8897380977807952,0.4441509974467587,-1,0.8883019948935174
RP11-103C16.2,++-+--,0.253384756,0.805878519205347,0.44415559695509393,-1,0.8883111939101879
RP11-702L15.4,++-+++,0.381217055,0.44424985108858306,0.8424691374600114,1,0.8884997021771661
TNK1,+--++-,0.238228944,0.4443511115622932,0.8357285254291518,1,0.8887022231245864
RP1-39G22.7,++-++-,0.224317472,0.44436197515139736,0.7273509131704672,1,0.8887239503027947
ZNF223,--+--+,0.101447802,0.4962900036447313,0.44436452967902285,-1,0.8887290593580457
SNRPB2,+++++-,0.213477533,0.44449600965936986,0.7639311855772717,1,0.8889920193187397
SSB,++--+-,0.20017399,0.7215829768304889,0.4445012861921483,-1,0.8890025723842966
MIR2052HG,-+++++,0.277441379,0.44464640964229574,0.8911518597662349,1,0.8892928192845915
PARD6G-AS1,+---+-,0.216561878,0.698938680602823,0.4446919517477505,-1,0.889383903495501
CCNF,+-+++-,0.12358517,0.44476449055480005,0.6831890711161073,1,0.8895289811096001
YWHAB,+-++--,0.148147221,0.44488516669633177,0.6036105718230268,1,0.8897703333926635
HLCS,++-++-,0.092704857,0.4983394296892025,0.4448946921489156,-1,0.8897893842978312
C5AR2,---+--,0.150487196,0.7201389472090168,0.44490885142830405,-1,0.8898177028566081
WDR49,++-++-,0.161673774,0.4449411464004204,0.5396331452543722,1,0.8898822928008407
MAPK4,++--++,0.19033824,0.444961673526663,0.6378272407302251,1,0.889923347053326
LINC00515,+++-+-,0.204616151,0.44503073874378407,0.7509486482243855,1,0.8900614774875681
LGALSL,-++---,0.183143058,0.7785354343061244,0.4450918998742022,-1,0.8901837997484044
SPOCK2,-+-+-+,0.24424756,0.4451215222273558,0.6871574586106737,1,0.8902430444547116
GOLGA2P8,++--+-,0.196750543,0.4452357198824306,0.7388469687158716,1,0.8904714397648612
CERS3,+--+++,0.212368407,0.44528308782507336,0.6749491789884887,1,0.8905661756501467
LINC02623,-+--+-,0.154401377,0.6196228430507711,0.44528930033016095,-1,0.8905786006603219
RP5-1024G6.2,----+-,0.113478451,0.6334574465116669,0.44537195180599404,-1,0.8907439036119881
RP11-244H3.1,+---++,0.198612704,0.6835953523632726,0.4453951778124462,-1,0.8907903556248924
ABHD10,-+----,0.499060608,0.8888169667814432,0.4454168494990128,-1,0.8908336989980256
KYAT1,+--+++,0.274574519,0.4454333988584105,0.6789822104729375,1,0.890866797716821
RP5-1126H10.2,+-+-++,0.333470292,0.445477998761059,0.7724773770915025,1,0.890955997522118
RP11-968O1.5,----+-,0.090446458,0.6079035666124876,0.4455064838364159,-1,0.8910129676728318
NAP1L2,--+---,0.495719627,0.9138111160051645,0.44550809360418786,-1,0.8910161872083757
HDAC10,---+++,0.069096845,0.4455850332416907,0.595152151931716,1,0.8911700664833814
AC006262.6,++-+++,0.242731815,0.44560327556533247,0.7423179561153367,1,0.8912065511306649
NAV1,+---++,0.384683602,0.8332915273814914,0.44567446700580543,-1,0.8913489340116109
ZBTB2,++--+-,0.319503883,0.786659169436783,0.4457083538564339,-1,0.8914167077128679
RP11-529K1.2,++-+-+,0.274752761,0.44572575308573303,0.8730467514726349,1,0.8914515061714661
TANC2,+++-++,0.43081524,0.44574975163408576,0.8887291201183932,1,0.8914995032681715
NOP14-AS1,-+++++,0.370258069,0.44581421985255615,0.8797443829127058,1,0.8916284397051123
DUSP12,+-+++-,0.526378245,0.44585926409570886,0.9225033193188849,1,0.8917185281914177
MAP3K11,---+++,0.203147096,0.44587690232784805,0.5502711769107401,1,0.8917538046556961
ZFYVE1,+--+++,0.194628916,0.4458992616372602,0.7344231903987536,1,0.8917985232745204
IFFO2,---+-+,0.219715742,0.8363186379866917,0.4459865764309214,-1,0.8919731528618428
SEMA6C,-+-+++,0.372185263,0.44606120181247166,0.882991751138353,1,0.8921224036249433
CDK5R1,++++--,0.200412353,0.44609416646023486,0.8171562929246416,1,0.8921883329204697
NR2C1,+---+-,0.168510904,0.46211082552472993,0.44618129821707214,-1,0.8923625964341443
ING2,+-+---,0.132648765,0.621662547017638,0.44619746902776264,-1,0.8923949380555253
RPSAP57,+----+,0.214911187,0.6223534912489126,0.4463651031797122,-1,0.8927302063594243
SMPDL3A,-++-+-,0.23146895,0.6349257234522154,0.4464011785457241,-1,0.8928023570914482
RP11-315E17.1,+--+-+,0.181265853,0.7016307310181896,0.44643894624128727,-1,0.8928778924825745
ANO4,+--+++,0.334828581,0.4464800728533545,0.8471906062461023,1,0.892960145706709
SMARCA5,+----+,0.174633849,0.5091753158868895,0.4465303043655271,-1,0.8930606087310542
EPM2A,-+---+,0.373385086,0.8740479940955433,0.44682238617359815,-1,0.8936447723471963
KLRG1,---+++,0.070111598,0.4468614839702325,0.4916566642568019,1,0.893722967940465
IARS2,++++--,0.125688242,0.4469289427961825,0.5845121085026195,1,0.893857885592365
ITGB4,-+-++-,0.205264857,0.4470155409043149,0.7411654660488294,1,0.8940310818086298
GOLGA6L4,----++,0.094009997,0.44708798704158204,0.5232359932016065,1,0.8941759740831641
CTD-2036P10.3,-+++--,0.213499648,0.4471086924626776,0.642286651654993,1,0.8942173849253552
ATP6AP1,-+++--,0.23810166,0.4471666572742503,0.6139020542396326,1,0.8943333145485006
SYT6,---+-+,0.276955447,0.7152608526083574,0.44717795795915405,-1,0.8943559159183081
NAGPA-AS1,+-+-+-,0.17370826,0.5431520995592518,0.4471874946346167,-1,0.8943749892692334
ALKBH2,--+--+,0.248075726,0.4472118620117052,0.8135265919479624,1,0.8944237240234104
ZNFX1,-+--++,0.308877593,0.447239713164793,0.8811450276569949,1,0.894479426329586
OCA2,-+++-+,0.211959899,0.44725126617740435,0.6367913749153028,1,0.8945025323548087
NFATC1,-+--+-,0.226300212,0.62087888681345,0.44725209244340575,-1,0.8945041848868115
ICAM2,+---+-,0.265681537,0.7540096929693838,0.4472777719365329,-1,0.8945555438730658
PHC1P1,--+-+-,0.345261002,0.8011194126542746,0.44730108057510215,-1,0.8946021611502043
FAM78B,+-----,0.313510882,0.8894348259645274,0.44743372476486715,-1,0.8948674495297343
SORL1,--+--+,0.299967356,0.7782453216794656,0.44743857895393524,-1,0.8948771579078705
LPCAT4,+-++++,0.497778979,0.44744145749494485,0.9176576812301552,1,0.8948829149898897
RP5-1024N4.4,+----+,0.423391311,0.8690828951697942,0.4474896060375667,-1,0.8949792120751334
CYB5R2,---+++,0.243830447,0.5530558518457467,0.44753413655557134,-1,0.8950682731111427
DMRT2,---++-,0.227294268,0.6921843699590988,0.44756084387268585,-1,0.8951216877453717
AC083899.3,----++,0.190226341,0.6158934302361668,0.447563245596782,-1,0.895126491193564
FBLN1,++-++-,0.353030661,0.44758478882096747,0.795800453238814,1,0.8951695776419349
INSYN2B,+--+++,0.053554764,0.5246529941065066,0.44769552134699875,-1,0.8953910426939975
TTBK2,-++--+,0.225028986,0.8206158502871284,0.44771216471898,-1,0.89542432943796
RN7SL577P,-++-+-,0.175256129,0.6232466518333794,0.4477143859198308,-1,0.8954287718396616
CLOCK,-++--+,0.16806597,0.725683606318712,0.4477213090657572,-1,0.8954426181315144
VGLL3,++-++-,0.189277239,0.6127931514900128,0.4477765817920115,-1,0.895553163584023
LINC02150,+---++,0.283046794,0.4478184754055832,0.7981850685553156,1,0.8956369508111665
RP11-19N8.4,+---+-,0.197338491,0.6866656599521093,0.44797578209979017,-1,0.8959515641995803
HIBADH,++--++,0.264409457,0.44805155739246905,0.7351419653993209,1,0.8961031147849381
ACTR2,--++--,0.161220336,0.7935296231860363,0.4482499367997522,-1,0.8964998735995044
KRT8P39,+-+-++,0.265191839,0.4482507307677564,0.7056757797241608,1,0.8965014615355128
IL17RB,++---+,0.212101905,0.4483073062572683,0.574081189315441,1,0.8966146125145366
LINC00614,+++-+-,0.22603461,0.4483309694265303,0.6355478337752491,1,0.8966619388530606
EDA2R,+++---,0.174774282,0.4483476733722541,0.8071688019651129,1,0.8966953467445082
EI24,-+++--,0.224881588,0.4483779355698814,0.6697518135016345,1,0.8967558711397629
PRSS53,+--+++,0.130945708,0.44845624616984586,0.5448887874646592,1,0.8969124923396917
MYO10,-----+,0.336960057,0.817197674035496,0.4485054589609872,-1,0.8970109179219744
UPRT,+---+-,0.174973474,0.6002631502053644,0.44860625713576086,-1,0.8972125142715217
LRRC37B,++--++,0.223520512,0.448650412594654,0.7887985697684095,1,0.897300825189308
HIST1H2BD,++++--,0.189057855,0.44867231910782757,0.6611030393403863,1,0.8973446382156551
SLC35G1,-+--+-,0.253794509,0.7678056583311481,0.4486902339883734,-1,0.8973804679767468
TMSB4Y,+-----,0.26715115,0.8867304992989113,0.4486985192383126,-1,0.8973970384766252
CFAP20,--+++-,0.299096529,0.4487755481686186,0.782198248890999,1,0.8975510963372372
HDAC1P2,+-+-++,0.292588369,0.4487957189176969,0.7303087026075543,1,0.8975914378353937
HMGB1P21,++-++-,0.295245086,0.44886807082740837,0.8541495383466193,1,0.8977361416548167
XPO1,+---+-,0.340657017,0.8028143266758302,0.44889731661383553,-1,0.8977946332276711
INA,-+++-+,0.097990022,0.5748563018054522,0.44904490044373657,-1,0.8980898008874731
SRP14-AS1,---+++,0.096703793,0.47494277297246495,0.4491295400437816,-1,0.8982590800875632
AC093616.4,+-++++,0.300546307,0.4491369772178362,0.8524510276709341,1,0.8982739544356724
RP11-1072C15.4,----++,0.478303313,0.8959703303177303,0.44916083744955904,-1,0.8983216748991181
RP11-667K14.4,-++++-,0.149126831,0.44921864478012463,0.48099787322420584,1,0.8984372895602493
RN7SKP48,-+++--,0.143734348,0.44932770099999214,0.7437912217381892,1,0.8986554019999843
KEL,---+++,0.129177172,0.7396250865396183,0.4493336146851806,-1,0.8986672293703613
LINC01310,+--++-,0.146177905,0.5254802581141568,0.4494850917252136,-1,0.8989701834504272
PSMF1,---+--,0.317814766,0.8778580982779616,0.4495405699699981,-1,0.8990811399399962
SLC26A11,--+--+,0.310726514,0.8663064499323612,0.4495511608213194,-1,0.8991023216426388
PHLDB3,+++++-,0.39377084,0.4495993201363707,0.8305136677080491,1,0.8991986402727414
TRIM47,+-++-+,0.322274981,0.4496045993977922,0.8892298689913353,1,0.8992091987955844
LARP4B,---+-+,0.27127504,0.8363874430554653,0.449656582242941,-1,0.899313164485882
SNX22,---+++,0.270814817,0.44969006459563465,0.7308926884880487,1,0.8993801291912693
ESCO1,++--++,0.175489517,0.44969030004588567,0.618490555521193,1,0.8993806000917713
RP11-624C23.1,+-+-++,0.342525314,0.44983334749255693,0.8278867482717076,1,0.8996666949851139
MGAT2,--+-+-,0.386462921,0.8686998426444128,0.4498959449956572,-1,0.8997918899913144
UBLCP1,----+-,0.320894823,0.8978433043657035,0.4499040212346463,-1,0.8998080424692926
AL356213.1,-++---,0.123245707,0.5364272952561187,0.4499733481449797,-1,0.8999466962899594
PEX7,+-+++-,0.470775077,0.449975541237374,0.9043406407616128,1,0.899951082474748
SLC25A46,-+----,0.612901195,0.9169537313946177,0.4499823861310196,-1,0.8999647722620392
NXNL2,+++-++,0.296210278,0.4500856476174527,0.7810201405542281,1,0.9001712952349054
AZGP1,---++-,0.420244051,0.8235424721194909,0.450527139634474,-1,0.901054279268948
FAM234A,+--++-,0.094284821,0.5545561770435432,0.45056101419314404,-1,0.9011220283862881
DGCR10,+-----,0.226040412,0.8822904684143718,0.45065455674050375,-1,0.9013091134810075
NR2C2AP,----++,0.240467892,0.7393009197076481,0.45066139290417484,-1,0.9013227858083497
MCM8,---+++,0.204009945,0.4507886384878307,0.5700493227392149,1,0.9015772769756614
GNAI2,++++-+,0.354421799,0.4507967655459319,0.9067249282300889,1,0.9015935310918638
DNAJC27-AS1,+--+++,0.17710753,0.45084975762319096,0.6960050166630367,1,0.9016995152463819
ANKH,--+--+,0.39453548,0.9025295664090177,0.45089860889649,-1,0.90179721779298
MGAT5,-+--++,0.156544055,0.633479166188214,0.45115454129823834,-1,0.9023090825964767
DLG3,++++--,0.262623677,0.45119200874558996,0.7332230721505999,1,0.9023840174911799
ZNRF1,+-++++,0.4986901,0.4512349100094054,0.9184209601285245,1,0.9024698200188108
ANKRD2,--+--+,0.264906107,0.7281231411096856,0.4512452616321653,-1,0.9024905232643305
ANKRD10,+---+-,0.271409244,0.7174990821426999,0.45125953558416204,-1,0.9025190711683241
LARP1,+-++++,0.29040089,0.4512967190853933,0.8954960432112542,1,0.9025934381707866
MIAT,+-+--+,0.278308478,0.45132075551800194,0.5780683475362404,1,0.9026415110360039
CCDC86,--++++,0.371714768,0.45142775812203056,0.8571162448222066,1,0.9028555162440611
AC026310.1,-+++--,0.095360408,0.7502985467375997,0.4514427473957655,-1,0.902885494791531
FMR1,++-+-+,0.29753276,0.45150072280540077,0.6158852969093578,1,0.9030014456108015
PABPC1,+--+++,0.425405711,0.4515154847110491,0.7422185562787876,1,0.9030309694220982
TVP23C,----++,0.106232155,0.45158150468899244,0.4655198168203085,1,0.9031630093779849
PRUNE2,---+++,0.173806071,0.5677009889121155,0.45160619262756757,-1,0.9032123852551351
ACSF3,+---++,0.206721072,0.4516362457966626,0.7448958904132317,1,0.9032724915933252
ANXA6,-+++++,0.300756224,0.4516488639228964,0.785882103994686,1,0.9032977278457928
SLC39A10,--+--+,0.254190982,0.7784385139733764,0.45165888783441954,-1,0.9033177756688391
SLC25A12,+++-+-,0.299885109,0.4516610862247379,0.843372825385561,1,0.9033221724494758
CNNM4,----++,0.205386016,0.8410900393280825,0.45170071213281526,-1,0.9034014242656305
SYCP3,-+--+-,0.16709422,0.48130643687931557,0.45178191428323156,-1,0.9035638285664631
GPX1P1,--++--,0.205241667,0.6069692050644019,0.4518621810174498,-1,0.9037243620348996
STRIP1,-++--+,0.214841173,0.45187175998634627,0.765067928602179,1,0.9037435199726925
CCDC3,-++-+-,0.118115893,0.45187250868734097,0.6615767124547527,1,0.9037450173746819
CATSPERB,--++-+,0.117995906,0.6220286420829835,0.45188286893962537,-1,0.9037657378792507
PREPL,-++---,0.302114483,0.7625839867383413,0.45193122686491727,-1,0.9038624537298345
TRIP6,+--++-,0.179542445,0.45196692289905416,0.8297893901082778,1,0.9039338457981083
STARD7,+++-+-,0.246542931,0.4519693989278106,0.798141503269188,1,0.9039387978556211
CTD-2514K5.2,----++,0.237517402,0.731824553516512,0.4521166572364757,-1,0.9042333144729514
SP2-AS1,+--+--,0.380968513,0.8041874628174333,0.4521610455837831,-1,0.9043220911675662
OSGEPL1,++--++,0.236226151,0.7168718334095489,0.4522036739315932,-1,0.9044073478631864
BEST4,+--++-,0.155134202,0.45222285129146883,0.5405731430360919,1,0.9044457025829377
CNN2P9,++-+-+,0.216333798,0.4522306415146316,0.6989247770268889,1,0.9044612830292632
PCLO,-+++-+,0.361976435,0.4522618005596358,0.8840387771832154,1,0.9045236011192715
DDX60,++-+++,0.187191671,0.4524046291501583,0.7153491443146193,1,0.9048092583003166
WEE2-AS1,++---+,0.190059195,0.4524755687487259,0.7494617337456686,1,0.9049511374974518
RN7SL119P,+--+++,0.169901041,0.4525753704097507,0.5014013793063088,1,0.9051507408195014
POLR2D,+++---,0.311059718,0.8492597930247939,0.4525913921587892,-1,0.9051827843175784
DNAJA2,--++--,0.103139867,0.4527179564473351,0.6592694107888645,1,0.9054359128946702
KIAA2026,+--+++,0.326366472,0.45281195014349596,0.7673305997016542,1,0.9056239002869919
EWSR1,+---+-,0.121902555,0.5163563393612709,0.4528159531812995,-1,0.905631906362599
RP11-355I22.5,++-+--,0.149549822,0.45290912253058746,0.6073514994522051,1,0.9058182450611749
RP11-195B17.1,-+-+++,0.220633547,0.4529247614915319,0.6070523627692811,1,0.9058495229830638
AC068057.1,--++-+,0.237730647,0.7744603582901519,0.45293684892571695,-1,0.9058736978514339
RP11-96H17.1,-++-+-,0.334355368,0.4530016561975207,0.7984511598772996,1,0.9060033123950414
RP13-578N3.3,+++-+-,0.250668623,0.4530300031068842,0.7972673533595226,1,0.9060600062137684
ASIC2,-+++-+,0.264999577,0.45315669308498463,0.6766291355832321,1,0.9063133861699693
TRMT10B,+--++-,0.286374382,0.45336076460725416,0.714761818855445,1,0.9067215292145083
AC127904.2,+---+-,0.093802353,0.5779419263128697,0.45346157416447985,-1,0.9069231483289597
PLCD4,+---++,0.214936733,0.5885400354211736,0.45346300786742416,-1,0.9069260157348483
EMILIN3,++++-+,0.093005555,0.45348750416522415,0.5796133081818483,1,0.9069750083304483
C12orf73,-----+,0.53991902,0.9246882508860441,0.4535346622494267,-1,0.9070693244988534
CABYR,+-++--,0.294610876,0.741777529963499,0.45356088712591663,-1,0.9071217742518333
RP11-4O1.2,-++-++,0.267212569,0.45358464414824606,0.7350296010463615,1,0.9071692882964921
PCDHGC3,-----+,0.249957852,0.7704610630070664,0.45362662196829734,-1,0.9072532439365947
COL5A2,++++--,0.258093067,0.45368057494262976,0.8536721580958144,1,0.9073611498852595
