gene_symbol,female_ACC.1_female_ACC.2_female_DLPFC_male_ACC.1_male_ACC.2_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
UNC5B,---+++,0.001716854,0.03034250433877111,0.016640905514950313,-1,0.033281811029900625,0.07251093257398555,0.11167615947925143,0.1450218651479711
ATP9B,-++---,0.001202809,0.6192411545125809,0.01671649248988782,-1,0.03343298497977564,0.07251093257398555,0.11177786818551667,0.1450218651479711
ITM2B,-+-+++,0.019641479,0.016732825976938696,0.49915620217192025,1,0.03346565195387739,0.07251830756712775,0.11186819892199736,0.1450366151342555
ANLN,---+++,0.006347004,0.1417786703518015,0.01673296337756231,-1,0.03346592675512462,0.07261263093664191,0.11187957689178193,0.14522526187328383
ZC3H3,+++--+,0.005329588,0.016743129781129414,0.6892568874804863,1,0.03348625956225883,0.072620016273393,0.11196989728465372,0.145240032546786
CHML,----++,0.016495225,0.18522285971212707,0.016757512076859,-1,0.033515024153718,0.07271432929929827,0.1119812855980472,0.14542865859859655
NFIC,--+---,0.030396255,0.9825969003304881,0.01679823695079776,-1,0.03359647390159552,0.07271432929929827,0.11208299430431246,0.14542865859859655
RABL4,--+--+,0.024412547,0.8241797300331616,0.01683563957953067,-1,0.03367127915906134,0.07271432929929827,0.1121847030105777,0.14542865859859655
PSME1,-----+,0.036714888,0.99415383398206,0.016845829362876034,-1,0.03369165872575207,0.07271432929929827,0.11228641171684296,0.14542865859859655
ANKRD30B,++----,0.005999157,0.8088117704055203,0.016878863967279705,-1,0.03375772793455941,0.07271432929929827,0.11238812042310822,0.14542865859859655
PPFIA2,+++--+,2.01124e-4,0.016884432591175967,0.023805815381058387,1,0.033768865182351934,0.07272172497965826,0.11247838909793552,0.14544344995931652
CAPS2,-+----,0.05476161,0.9879389118071302,0.016895366931013053,-1,0.03379073386202611,0.07281602766195465,0.11248982912937347,0.1456320553239093
RHOBTB1,+-----,0.003864981,0.8919479359796741,0.016907182680910734,-1,0.03381436536182147,0.07281602766195465,0.11259153783563873,0.1456320553239093
CSPP1,-+++++,0.08465618,0.01693669013868144,0.9767686147325106,1,0.03387338027736288,0.07282343368592352,0.11268178582324824,0.14564686737184704
SAMD10,------,0.091057116,0.9991477320830283,0.016973018382049065,-1,0.03394603676409813,0.07291772602461101,0.11269324654190399,0.14583545204922202
NOL12,--+-+-,0.00197088,0.8165644859950403,0.016977992081269228,-1,0.033955984162538456,0.07291772602461101,0.11279495524816924,0.14583545204922202
BAT2D1,+++++-,0.084796161,0.016995764631880943,0.8407407408967484,1,0.03399152926376189,0.07292514239218877,0.11288518254856098,0.14585028478437753
KPNA6,++++-+,0.113903652,0.017001257674089252,0.9581026821916165,1,0.034002515348178504,0.07302685109845403,0.11288518254856098,0.14605370219690805
RBP4,+++--+,0.002540824,0.01700903396306934,0.5124095257523346,1,0.03401806792613868,0.07312855980471929,0.11288518254856098,0.14625711960943857
C6orf72,+--+++,0.048364513,0.017014368895085275,0.9406997282616301,1,0.03402873779017055,0.07323026851098453,0.11288518254856098,0.14646053702196907
KIAA1239,-+----,0.004092416,0.9077266396292195,0.017034986430116295,-1,0.03406997286023259,0.07332451947523645,0.1128966639544345,0.1466490389504729
GABRB2,-+-+++,0.009310206,0.01706401529259664,0.2517177995783221,1,0.03412803058519328,0.0733319772172498,0.11298688091121734,0.1466639544344996
CEP76,+-----,0.018770787,0.9387695676996082,0.017064808549789978,-1,0.034129617099579956,0.07342621783789281,0.11299837266069976,0.14685243567578563
PRDX2,-+++-+,0.008936423,0.017079662891747706,0.8010939695201823,1,0.03415932578349541,0.07343368592351505,0.1130885792738737,0.1468673718470301
UBQLN1,-----+,0.098232397,0.9533110021212686,0.017109766739273922,-1,0.034219533478547844,0.07352791620054917,0.11310008136696502,0.14705583240109835
NCOA1,+----+,0.007637921,0.15852177145475688,0.01711591712200748,-1,0.03423183424401496,0.07352791620054917,0.11320179007323027,0.14705583240109835
ACTL6A,----++,0.026830337,0.3236551836832878,0.017115926187961508,-1,0.034231852375923015,0.07352791620054917,0.11330349877949553,0.14705583240109835
PRRT2,+++---,0.004155056,0.01713993624788426,0.22634002037287607,1,0.03427987249576852,0.07353539462978032,0.11339367436184278,0.14707078925956063
