gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
C15orf17,---+,0.006384738,0.5749152622593047,0.03810415863650733,-1,0.07620831727301466,0.1542764161497,0.201586655817738,0.3085528322994
FILIP1L,+---,0.062233427,0.7846778435879153,0.038145560968392125,-1,0.07629112193678425,0.1542764161497,0.20168836452400327,0.3085528322994
NKAIN1,++++,0.123109831,0.0381490221513119,0.9915834610153953,1,0.0762980443026238,0.1542921074043938,0.2017695515102207,0.3085842148087876
TSPO,--+-,0.057565262,0.8561866402243573,0.03815337647565604,-1,0.07630675295131208,0.15437811451235636,0.2017900732302685,0.3087562290247127
TNFRSF1A,+-++,0.02184897,0.0381905800023978,0.6478582891600615,1,0.0763811600047956,0.15439381611065908,0.20187124987287705,0.30878763222131816
RWDD2B,+--+,0.007305337,0.10251897301941391,0.03820580864653072,-1,0.07641161729306144,0.15447981287501272,0.20189178193653376,0.30895962575002545
BRUNOL4,-+--,0.042071816,0.8660656905204271,0.03820614984176703,-1,0.07641229968353407,0.15447981287501272,0.20199349064279903,0.30895962575002545
CASQ2,+++-,0.035008708,0.03821560462418972,0.8631562800948298,1,0.07643120924837944,0.15449552481692433,0.20207464659818977,0.30899104963384866
NDUFA4,-+--,0.019915449000000002,0.7548648703902574,0.03825081382293485,-1,0.0765016276458697,0.15458151123766908,0.20209519934906428,0.30916302247533817
STOML2,++--,0.032987734,0.7741724502819167,0.038265817425161115,-1,0.07653163485032223,0.15458151123766908,0.20219690805532953,0.30916302247533817
C3orf18,----,0.012586423,0.932303233996542,0.03826827610466991,-1,0.07653655220933982,0.15458151123766908,0.2022986167615948,0.30916302247533817
DEDD,+-+-,0.013009457,0.03827224390890121,0.2446160908458385,1,0.07654448781780242,0.15459723352318958,0.20237974168615885,0.30919446704637915
MYLK,--+-,0.042578652,0.6301762913159424,0.038311980891835885,-1,0.07662396178367177,0.15468320960032544,0.20240032546786005,0.3093664192006509
GNPTG,+++-,0.07771676,0.03834960260470703,0.9694825171466775,1,0.07669920520941406,0.15469894222945485,0.20248144004881521,0.3093978844589097
GTF2E2,----,0.095741011,0.9936136349272399,0.03840239559286031,-1,0.07680479118572062,0.1547849079629818,0.2025020341741253,0.3095698159259636
C7orf30,-+-+,0.002084363,0.25223876994688427,0.03841652676710849,-1,0.07683305353421697,0.1547849079629818,0.20260374288039057,0.3095698159259636
TTC15,-+++,0.026996255,0.0384304730880279,0.9009228367732708,1,0.0768609461760558,0.1548006509357201,0.20268483677412794,0.3096013018714402
SH3GL2,-+-+,0.002046161,0.35977120869478185,0.03849578997751624,-1,0.07699157995503247,0.15488660632563817,0.20270545158665582,0.30977321265127633
BRPF1,++++,0.086219101,0.03854959555669606,0.9773708214583896,1,0.07709919111339213,0.15490235964198534,0.2027865351367843,0.3098047192839707
ADD2,++-+,0.055219382,0.038558988496320064,0.7889067231247026,1,0.07711797699264013,0.15500406834825062,0.2027865351367843,0.31000813669650124
RNF4,++--,0.006018727,0.24469510785010845,0.038736458727156545,-1,0.07747291745431309,0.1550900030509509,0.20280716029292106,0.3101800061019018
CLPTM1,++++,0.031927809,0.038750504118771185,0.978972909814573,1,0.07750100823754237,0.15510577705451586,0.20288823349944066,0.31021155410903173
CD47,-+++,0.013314981,0.03876566657597933,0.5958787738073457,1,0.07753133315195866,0.1552074857607811,0.20288823349944066,0.3104149715215622
ELOVL6,----,0.098281929,0.9925596620892276,0.03881035849255157,-1,0.07762071698510314,0.1552933997762636,0.20290886899918634,0.3105867995525272
SNF8,----,0.079906273,0.9747754992238636,0.0388236162864588,-1,0.0776472325729176,0.1552933997762636,0.20301057770545158,0.3105867995525272
BNIP3,++--,0.040668914,0.8724165880175159,0.03885380603288355,-1,0.0777076120657671,0.1552933997762636,0.20311228641171683,0.3105867995525272
NCKIPSD,+--+,0.002296442,0.11211747799203176,0.03888231581486211,-1,0.07776463162972422,0.1552933997762636,0.2032139951179821,0.3105867995525272
C11orf58,-+--,0.047382772,0.8626935023614981,0.03889443407588244,-1,0.07778886815176488,0.1552933997762636,0.20331570382424735,0.3105867995525272
ERBB2,+++-,0.021386891,0.0388981990794681,0.6967914529404399,1,0.0777963981589362,0.15530919446704639,0.20339672531272246,0.31061838893409277
RAB40B,++-+,0.11851264,0.038903798287372296,0.7949247191399965,1,0.07780759657474459,0.15541090317331163,0.20339672531272246,0.31082180634662326
ERBB3,--++,0.02319794,0.39453211755677015,0.038926572906961665,-1,0.07785314581392333,0.15549679650157633,0.20341741253051263,0.31099359300315266
PITPNC1,+-++,0.012810206,0.0389361982613845,0.6112046698937796,1,0.077872396522769,0.15551261187957688,0.20349842367537882,0.31102522375915376
DERA,----,0.066870412,0.9871451610006362,0.038958743003189085,-1,0.07791748600637817,0.1555984948642327,0.20351912123677787,0.3111969897284654
ZFR,--+-,0.056155805,0.9326947645461602,0.03896941427969411,-1,0.07793882855938822,0.1555984948642327,0.20362082994304312,0.3111969897284654
LGALS9,---+,0.02024691,0.8351817795140758,0.03898024306833382,-1,0.07796048613666764,0.1555984948642327,0.2037225386493084,0.3111969897284654
CDK5R2,+-++,0.019906835,0.03902444514892002,0.921026909179672,1,0.07804889029784004,0.15561432058584215,0.2038035187633479,0.3112286411716843
BRUNOL6,----,0.128864981,0.9935551721067084,0.03902504091405149,-1,0.07805008182810298,0.15570019322688905,0.20382424735557364,0.3114003864537781
ENSA,----,0.112906742,0.9899236483988572,0.03905980756749813,-1,0.07811961513499625,0.15570019322688905,0.2039259560618389,0.3114003864537781
SUV420H1,++++,0.112871348,0.03908797643421373,0.9880530659667188,1,0.07817595286842746,0.1557160292921074,0.20400691548866062,0.3114320585842148
IFT57,++--,0.004993446,0.7507203455217752,0.039089581045705105,-1,0.07817916209141021,0.1558018915895454,0.20402766476810416,0.3116037831790908
ZDHHC21,----,0.132566854,0.9942193593601403,0.03912696380139607,-1,0.07825392760279214,0.1558018915895454,0.2041293734743694,0.3116037831790908
C19orf29,+-++,0.058658989,0.03913298435440151,0.9459216976905115,1,0.07826596870880302,0.15581773799837267,0.20421031221397334,0.31163547599674535
WDR54,-+-+,0.003599345,0.7199986759071522,0.03915282694267161,-1,0.07830565388534322,0.15590358995220177,0.20423108218063465,0.31180717990440354
MAPRE2,+-+-,0.019498783,0.283574282958307,0.039167688714185335,-1,0.07833537742837067,0.15590358995220177,0.20433279088689993,0.31180717990440354
KIAA1549,-+++,0.114400562,0.039179997892814546,0.9067957660820634,1,0.07835999578562909,0.15591944670463792,0.20441370893928607,0.31183889340927584
TM9SF1,+---,0.108116479,0.8887761059227872,0.03920511083943264,-1,0.07841022167886529,0.15600528831485813,0.20443449959316518,0.31201057662971626
GFOD1,++++,0.106043727,0.0392251264618449,0.9937899163942112,1,0.0784502529236898,0.15602115541090317,0.20451540730194243,0.31204231082180633
CYP27A1,--++,0.00189382,0.03922968759398559,0.4029347949008327,1,0.07845937518797118,0.15612286411716844,0.20451540730194243,0.3122457282343369
ICAM3,+++-,0.136582584,0.03923847831464732,0.982236105939242,1,0.07847695662929464,0.1562245728234337,0.20451540730194243,0.3124491456468674
DNAJC19,++--,0.015843258,0.7443170204354612,0.03928411916359832,-1,0.07856823832719664,0.1563103834028272,0.20453620829943042,0.3126207668056544
FAHD2A,--++,0.002283146,0.039286208402442464,0.268353835231548,1,0.07857241680488493,0.15632628152969893,0.2046171056645988,0.31265256305939787
KITLG,-+--,0.00751676,0.15557105884024172,0.03931904042617164,-1,0.07863808085234328,0.15641208176548357,0.2046379170056957,0.31282416353096715
PGLS,++++,0.124865262,0.03934606718114256,0.9853502453699977,1,0.07869213436228512,0.1564279902359642,0.20471880402725517,0.3128559804719284
GPR62,--+-,0.043779401,0.5646936346280255,0.039350561689013124,-1,0.07870112337802625,0.15651378012813993,0.20473962571196094,0.31302756025627987
BEST1,--++,0.015085581,0.8010985231696921,0.03937597327206314,-1,0.07875194654412628,0.15651378012813993,0.2048413344182262,0.31302756025627987
ZNF337,-+++,0.014649251,0.03944280760302165,0.9221309220096787,1,0.0788856152060433,0.15652969894222946,0.2049222007525679,0.3130593978844589
HSPD1,+---,0.001734082,0.06584125815197232,0.039462379389103755,-1,0.07892475877820751,0.1566154784907963,0.20494304312449146,0.3132309569815926
MRPS15,+--+,0.016047285,0.8179199213912494,0.03948576010908781,-1,0.07897152021817562,0.1566154784907963,0.2050447518307567,0.3132309569815926
LANCL2,----,0.087874251,0.9742994024728313,0.0394995758907866,-1,0.0789991517815732,0.1566154784907963,0.20514646053702196,0.3132309569815926
STAP2,++-+,0.049381273,0.03953999730122349,0.4500124238896626,1,0.07907999460244698,0.1566314076484947,0.20522729584053698,0.3132628152969894
HEATR6,+-++,0.012833427,0.03958131016088959,0.5839332531232075,1,0.07916262032177918,0.15673311635475998,0.20522729584053698,0.31346623270951995
GGA3,+--+,0.002826592,0.2520905871109596,0.0395873597650854,-1,0.0791747195301708,0.15681887521610902,0.20524816924328723,0.31363775043221803
DDX21,++--,0.024910487,0.7726108381463243,0.03960034831072355,-1,0.0792006966214471,0.15681887521610902,0.20534987794955248,0.31363775043221803
ELP4,+---,0.014933989,0.9474008630899292,0.039601432569794634,-1,0.07920286513958927,0.15681887521610902,0.20545158665581773,0.31363775043221803
SLBP,-+--,0.036176498,0.6487654703852047,0.03960409175828808,-1,0.07920818351657616,0.15681887521610902,0.205553295362083,0.31363775043221803
LMOD3,+++-,0.021578464,0.03965435759234261,0.6507722360222681,1,0.07930871518468521,0.15683482506102522,0.20563408929116242,0.31366965012205045
WDR55,-+--,0.0099603,0.8280488805154849,0.039657605424634035,-1,0.07931521084926807,0.15692057357876538,0.20565500406834825,0.31384114715753075
KIFC3,+++-,0.022108427,0.03965990265696756,0.8278865676257271,1,0.07931980531393512,0.15693653376729047,0.20573578765381878,0.31387306753458094
ACTR3B,-+--,0.044636704,0.8671488830796231,0.039685800253670786,-1,0.07937160050734157,0.15702227194142174,0.20575671277461352,0.3140445438828435
MTDH,--++,0.00767706,0.48448127270065244,0.03969685322350124,-1,0.07939370644700249,0.15702227194142174,0.20585842148087877,0.3140445438828435
CBX6,++-+,0.003597846,0.039723888280197905,0.0970424079470567,1,0.07944777656039581,0.15703824247355574,0.2059391843791315,0.3140764849471115
SLC25A28,++++,0.050747472,0.03972831645992136,0.9877292822899519,1,0.07945663291984272,0.157139951179821,0.2059391843791315,0.314279902359642
VPS24,-+--,0.029561704,0.7421145885337093,0.03975758724231245,-1,0.0795151744846249,0.15722566866673446,0.205960130187144,0.3144513373334689
RG9MTD3,+-++,0.060828371,0.039789788040253966,0.6097240281251192,1,0.07957957608050793,0.15724165988608624,0.20604088274178786,0.3144833197721725
FBXL16,+++-,0.027674906,0.03981950154393586,0.799569638701482,1,0.07963900308787172,0.1573433685923515,0.20604088274178786,0.314686737184703
BCL2L1,--+-,0.001006554,0.039822907973446536,0.1304742370738032,1,0.07964581594689307,0.15744507729861676,0.20604088274178786,0.3148901545972335
ST3GAL6,+---,0.017818633,0.9084590580974975,0.03983267625594002,-1,0.07966535251188003,0.15753076375470354,0.2060618388934093,0.3150615275094071
NEDD8,-+--,0.046895974,0.8178065385670032,0.03989242259267029,-1,0.07978484518534058,0.15753076375470354,0.20616354759967453,0.3150615275094071
C1QL1,+-+-,0.006308146,0.03989415490404829,0.7557350360959096,1,0.07978830980809658,0.157546786004882,0.20624427946710058,0.315093572009764
C1orf123,-+--,0.102158052,0.9674825441747879,0.03989947103378102,-1,0.07979894206756204,0.1576324621173599,0.20626525630593978,0.3152649242347198
TRMT6,-+++,0.073540262,0.03991706056729717,0.9233832167725562,1,0.07983412113459434,0.15764849471114728,0.20634597782975694,0.31529698942229456
C1orf71,+++-,0.087811236,0.03992106780677639,0.5703807694079436,1,0.07984213561355279,0.15775020341741253,0.20634597782975694,0.31550040683482505
GABRB2,-+--,0.009310206,0.16675479071894736,0.039925300594263004,-1,0.07985060118852601,0.15783585884267262,0.20636696501220506,0.31567171768534524
CRHBP,+---,0.014252247,0.9041424389482615,0.03993623389202467,-1,0.07987246778404934,0.15783585884267262,0.2064686737184703,0.31567171768534524
SYNJ2BP,+-++,0.00422088,0.03994031859368903,0.5326933096878969,1,0.07988063718737806,0.15785191212367777,0.20654937455506966,0.31570382424735555
SAPS2,-+-+,0.008393539,0.08579754546266301,0.03997319203772201,-1,0.07994638407544402,0.15793755720532898,0.20657038242473555,0.31587511441065796
MRPL48,----,0.063758801,0.9831228354683713,0.03997475258596153,-1,0.07994950517192306,0.15793755720532898,0.20667209113100082,0.31587511441065796
SEC16A,++++,0.127422753,0.04003540270140367,0.9900372366002812,1,0.08007080540280734,0.15795362082994305,0.20675277128038239,0.3159072416598861
PITPNA,-+--,0.038011704,0.9266131314400213,0.04004792215942553,-1,0.08009584431885106,0.15803925556798534,0.20677379983726607,0.3160785111359707
LRRC27,++-+,0.074947004,0.040053044901531755,0.9322892570979865,1,0.08010608980306351,0.1580553295362083,0.20685446964303875,0.3161106590724166
PIGP,+++-,0.050447191,0.040131108262547614,0.47074878640432705,1,0.08026221652509523,0.15815703824247357,0.20685446964303875,0.31631407648494714
EFHD2,----,0.045572472,0.9884796620165606,0.04013681925973303,-1,0.08027363851946606,0.1582426522932981,0.20687550854353132,0.3164853045865962
PRNP,-+--,0.042982022,0.8114635065425471,0.04013796612951882,-1,0.08027593225903765,0.1582426522932981,0.2069772172497966,0.3164853045865962
ARRDC3,---+,0.027865637,0.761815143561652,0.040172617923263404,-1,0.08034523584652681,0.1582426522932981,0.20707892595606184,0.3164853045865962
TXNL4B,++-+,0.023579869,0.04026454677547664,0.8089702793613168,1,0.08052909355095328,0.15825874694873882,0.20715956473100783,0.31651749389747763
FBXL20,---+,0.105098034,0.9577724009231458,0.0402821467846044,-1,0.0805642935692088,0.15834435065595445,0.20718063466232708,0.3166887013119089
HLTF,----,0.057189045,0.9787301311973248,0.04028969932636366,-1,0.08057939865272731,0.15834435065595445,0.20728234336859236,0.3166887013119089
C16orf79,+-+-,0.002639326,0.04034299081586464,0.6073128574209383,1,0.08068598163172928,0.15836045565500406,0.20736296145632055,0.3167209113100081
RIT2,++--,0.009982303,0.6557395993685722,0.04036344250797081,-1,0.08072688501594162,0.1584460490186108,0.2073840520748576,0.3168920980372216
MYO1B,+++-,9.28464e-4,0.04039921073293909,0.04429908276297968,1,0.08079842146587818,0.15846216436126934,0.2074646598189769,0.3169243287225387
DGKE,++-+,0.064359551,0.04043529990197366,0.6738180987731748,1,0.08087059980394733,0.15856387306753458,0.2074646598189769,0.31712774613506917
HERC3,+-+-,0.035581648,0.8608426710207564,0.04049072708859939,-1,0.08098145417719878,0.15864944574392353,0.20748576078112285,0.31729889148784707
DNAJA4,++--,0.019100562,0.2723623412180513,0.040520446107845075,-1,0.08104089221569015,0.15864944574392353,0.20758746948738813,0.31729889148784707
BAZ1B,--++,0.003798876,0.04052816754587235,0.4869956742991037,1,0.0810563350917447,0.15866558177379983,0.20766805654428963,0.31733116354759966
NUPL1,--++,0.005843914,0.3555699591648924,0.040537035170106074,-1,0.08107407034021215,0.1587511441065799,0.20768917819365337,0.3175022882131598
JRK,--++,0.006893352,0.3301173759363996,0.040544413389872,-1,0.081088826779744,0.1587511441065799,0.20779088689991862,0.3175022882131598
VEZT,+---,0.056197566,0.9538198511359569,0.040575542567097965,-1,0.08115108513419593,0.1587511441065799,0.2078925956061839,0.3175022882131598
LANCL1,+---,0.011294663,0.9241011755679732,0.04057810823767619,-1,0.08115621647535239,0.1587511441065799,0.20799430431244914,0.3175022882131598
C20orf166,++++,0.105735393,0.04058291210869671,0.9910651892889247,1,0.08116582421739342,0.1587672904800651,0.20807484999491507,0.3175345809601302
TTC13,++-+,0.015967322,0.040636322988292346,0.25863794208561997,1,0.08127264597658469,0.15886899918633035,0.20807484999491507,0.3177379983726607
YWHAZ,-+--,0.029414139,0.8883396900929628,0.040687729848065055,-1,0.08137545969613011,0.15895454083189262,0.20809601301871442,0.31790908166378523
RAG1AP1,++++,0.063545131,0.04070318173333279,0.9721650492506548,1,0.08140636346666558,0.1589707078925956,0.20817654835757143,0.3179414157851912
DUSP10,--+-,0.025953745,0.5636197165021569,0.04075376235948592,-1,0.08150752471897184,0.15905623919454898,0.20819772172497966,0.31811247838909795
PPIA,++--,0.006526404,0.493185648125374,0.040767165586961786,-1,0.08153433117392357,0.15905623919454898,0.2082994304312449,0.31811247838909795
CNR1,++--,0.014328652,0.10925408606414888,0.04076812774368015,-1,0.0815362554873603,0.15905623919454898,0.20840113913751018,0.31811247838909795
SYT12,++-+,0.023166386,0.040800298092721995,0.8692036586677147,1,0.08160059618544399,0.15907241659886087,0.20848164344554052,0.31814483319772174
ETFA,++--,0.011146067,0.6426077692364555,0.04080933160043893,-1,0.08161866320087786,0.15915793755720534,0.20850284784377543,0.3183158751144107
RAB5A,+---,0.044192978,0.9351740504610343,0.04080976403274965,-1,0.0816195280654993,0.15915793755720534,0.20860455655004068,0.3183158751144107
CCDC64,-+--,0.005112734,0.7468940342781166,0.040830777523309325,-1,0.08166155504661865,0.15915793755720534,0.20870626525630595,0.3183158751144107
AGTRAP,++++,0.128010206,0.04093099161046338,0.9937239369398088,1,0.08186198322092676,0.15917412530512612,0.2087867385335096,0.31834825061025224
RAD50,--+-,0.026883333,0.9594735366789096,0.040935950043419204,-1,0.08187190008683841,0.1592596359198617,0.2088079739625712,0.3185192718397234
KCNJ4,+-++,0.085896255,0.04093619347005379,0.9585224985761849,1,0.08187238694010758,0.15927583401139137,0.20888843689616599,0.31855166802278273
PHYHIPL,----,0.033308333,0.9831001195015131,0.04102439560398593,-1,0.08204879120797186,0.15936133428251806,0.20890968266883644,0.3187226685650361
DARS2,-+--,0.075973689,0.9546445884561492,0.04104856359157041,-1,0.08209712718314081,0.15936133428251806,0.20901139137510172,0.3187226685650361
CCDC60,++++,0.047095131,0.0410809246899654,0.9701005155609123,1,0.0821618493799308,0.15937754271765664,0.2090918336214787,0.3187550854353133
PLXNC1,-+-+,0.014337453,0.04109586522297618,0.5650561813371762,1,0.08219173044595236,0.15947925142392189,0.2090918336214787,0.31895850284784377
ZCCHC3,+++-,0.086249251,0.04111080839298647,0.7575379535041334,1,0.08222161678597294,0.15958096013018713,0.2090918336214787,0.31916192026037427
FAM40B,+++-,0.045513109,0.04112406432478852,0.9468415626341581,1,0.08224812864957703,0.1596826688364524,0.2090918336214787,0.3193653376729048
USP1,----,0.095714794,0.9911553615187374,0.0411483684674517,-1,0.0822967369349034,0.1597681277331435,0.20911310008136696,0.319536255466287
DICER1,--++,0.005002154,0.0411929573304877,0.052209508602375845,1,0.0823859146609754,0.15978437754271765,0.20919353198413507,0.3195687550854353
BCAN,-+-+,0.003547659,0.04121621550535969,0.044779161214509845,1,0.08243243101071938,0.1598860862489829,0.20919353198413507,0.3197721724979658
KCNK9,-+++,0.028689419,0.04122019445160956,0.3438969624336727,1,0.08244038890321911,0.15998779495524817,0.20919353198413507,0.31997558991049635
ALKBH6,----,0.063478839,0.9802865702772892,0.04122319345741773,-1,0.08244638691483545,0.16007322282111258,0.2092148087876322,0.32014644564222516
MANBAL,-+--,0.045626966,0.844202813400194,0.04128609681771834,-1,0.08257219363543668,0.16007322282111258,0.20931651749389749,0.32014644564222516
FHDC1,-+++,0.066011985,0.04129348443286852,0.8974185394302089,1,0.08258696886573703,0.16008950366151342,0.2093969287094478,0.32017900732302684
SUMF1,----,0.041375,0.9831175395099218,0.041295497704878226,-1,0.08259099540975645,0.16017492118376894,0.20941822620016273,0.3203498423675379
UBE2V2,++--,0.003687547,0.0412995714161475,0.216043138318311,1,0.082599142832295,0.16019121236777867,0.20949862707210415,0.32038242473555734
TSSC1,++--,0.02285,0.04132239811349035,0.728012048109711,1,0.0826447962269807,0.16029292107404394,0.20949862707210415,0.3205858421480879
MTMR2,--+-,0.008656086,0.7577884042277272,0.0413487171806326,-1,0.0826974343612652,0.16037831790908166,0.20951993490642798,0.3207566358181633
CLINT1,-+--,0.017818071,0.8074425240882961,0.04135867989728924,-1,0.08271735979457848,0.16037831790908166,0.20962164361269325,0.3207566358181633
PRODH,+-++,0.019066854,0.04138270982083117,0.782658702040364,1,0.08276541964166234,0.1603946297803092,0.20970202379741687,0.3207892595606184
POP1,-+++,0.012949064,0.04138680120698928,0.560748554064403,1,0.08277360241397856,0.16049633848657446,0.20970202379741687,0.3209926769731489
GPR98,-+++,0.038340356,0.04141171140309458,0.8662221010568594,1,0.08282342280618916,0.1605980471928397,0.20970202379741687,0.3211960943856794
N4BP2L1,-++-,0.032279494,0.4661277229856133,0.04145335689209194,-1,0.08290671378418388,0.16068341299705075,0.2097233523189585,0.3213668259941015
POLB,++--,0.018632584,0.35417149759216254,0.0414729728380468,-1,0.0829459456760936,0.16068341299705075,0.20982506102522375,0.3213668259941015
NUDT14,----,0.161474813,0.9946675029879757,0.04147436903446876,-1,0.08294873806893752,0.16068341299705075,0.20992676973148902,0.3213668259941015
SLC12A4,-+++,0.022074625,0.041514979013173206,0.7037994398564336,1,0.08302995802634641,0.16069975589910496,0.21000711888538595,0.3213995117982099
ARHGAP10,+-++,0.049189981,0.04154757947898264,0.863503584002024,1,0.08309515895796528,0.16080146460537023,0.21000711888538595,0.32160292921074046
C20orf54,--++,0.012027434,0.041555615246283366,0.7602782136513858,1,0.08311123049256673,0.16090317331163548,0.21000711888538595,0.32180634662327096
BCAP29,-++-,0.014044382,0.05730022342314202,0.041661711318141566,-1,0.08332342263628313,0.16098850808501983,0.21002847843775427,0.32197701617003965
PDCL,----,0.125647378,0.9852717402838416,0.041700308208989775,-1,0.08340061641797955,0.16098850808501983,0.21013018714401951,0.32197701617003965
SMPD1,-+--,0.035364513,0.6698671220313315,0.04171551825043026,-1,0.08343103650086052,0.16098850808501983,0.2102318958502848,0.32197701617003965
STYK1,-+-+,0.004356929,0.41406213539669445,0.04177898521984182,-1,0.08355797043968365,0.16098850808501983,0.21033360455655004,0.32197701617003965
COPS3,-+--,0.050126873,0.8959474200955361,0.04183113861513153,-1,0.08366227723026307,0.16098850808501983,0.2104353132628153,0.32197701617003965
SF3B1,+-+-,0.010551779,0.1893936363929803,0.04186104393502507,-1,0.08372208787005014,0.16098850808501983,0.21053702196908056,0.32197701617003965
PKD2,--+-,0.029061236,0.6529749282293265,0.0418632604000914,-1,0.0837265208001828,0.16098850808501983,0.2106387306753458,0.32197701617003965
NDUFB10,++--,0.016261423,0.5417285559182987,0.04188475850917303,-1,0.08376951701834606,0.16098850808501983,0.21074043938161108,0.32197701617003965
PCTP,----,0.117507303,0.9870782988104181,0.04189556965729954,-1,0.08379113931459908,0.16098850808501983,0.21084214808787632,0.32197701617003965
SDHA,++++,0.091716292,0.04191906687333779,0.9913981685010915,1,0.08383813374667558,0.16100488201790072,0.2109224041492932,0.32200976403580145
CWF19L1,+++-,0.067497191,0.041929340061148686,0.907426881199008,1,0.08385868012229737,0.161106590724166,0.2109224041492932,0.322213181448332
BTRC,-++-,0.015273783,0.04194723997423249,0.22151584047848177,1,0.08389447994846498,0.16120829943043125,0.2109224041492932,0.3224165988608625
CREB3L2,--+-,0.029892697,0.7241221543736691,0.0419645122352266,-1,0.0839290244704532,0.1612936031729889,0.21094385679414157,0.3225872063459778
MXD4,+-++,0.084646067,0.041968013959258775,0.7452810180932723,1,0.08393602791851755,0.1613100081366965,0.21102410251194956,0.322620016273393
ARSA,-+--,0.109061891,0.964988764937359,0.04198126804482636,-1,0.08396253608965272,0.16139530153564527,0.21104556550040685,0.32279060307129054
C10orf72,-+++,0.048548876,0.04201510132051214,0.6580924409404872,1,0.08403020264102427,0.16141171684296177,0.21112580087460592,0.32282343368592353
PIAS4,-+++,0.074889981,0.04201986830459006,0.9766646601783635,1,0.08403973660918013,0.161513425549227,0.21112580087460592,0.323026851098454
C3orf10,-+--,0.078372004,0.7444897947931479,0.042052349346948736,-1,0.08410469869389747,0.161598698260958,0.2111472742066721,0.323197396521916
CAV1,+-+-,0.04249176,0.71419201218808,0.04208868774334746,-1,0.08417737548669492,0.161598698260958,0.21124898291293734,0.323197396521916
PLA2G4C,---+,0.043345225,0.9147725092361935,0.0420949563517674,-1,0.0841899127035348,0.161598698260958,0.2113506916192026,0.323197396521916
PTGER1,++-+,0.087865918,0.042096968112435136,0.9248723334036276,1,0.08419393622487027,0.16161513425549226,0.211430895962575,0.3232302685109845
TMEM11,----,0.146850562,0.9934631042548103,0.042136722518806076,-1,0.08427344503761215,0.16170039662361435,0.21145240032546786,0.3234007932472287
UBR5,-+++,0.050415824,0.042169190374154494,0.7045445665778183,1,0.08433838074830899,0.16171684296175753,0.21153259432523136,0.32343368592351507
FGF9,++-+,0.010266948,0.042211970277312445,0.6887413362904067,1,0.08442394055462489,0.16181855166802278,0.21153259432523136,0.32363710333604556
CCDC21,----,0.072628371,0.987545828310761,0.042212573692601424,-1,0.08442514738520285,0.16190379334892707,0.2115541090317331,0.32380758669785414
RAD17,-++-,0.0031147,0.4817700441901945,0.0422138698762721,-1,0.0844277397525442,0.16190379334892707,0.21165581773799838,0.32380758669785414
TBC1D24,+-++,0.006562453,0.04222753527049378,0.15379610156497078,1,0.08445507054098755,0.16192026037428803,0.21173599105054408,0.32384052074857606
CACNA2D3,++--,0.004348127,0.7122712231543074,0.042265589121399445,-1,0.08453117824279889,0.16200549171158343,0.21175752644426363,0.32401098342316687
RG9MTD1,++--,0.01617191,0.07142659738182228,0.04227248050521532,-1,0.08454496101043064,0.16200549171158343,0.21185923515052887,0.32401098342316687
ACTR8,-+--,0.052079494,0.4584456553227252,0.04233826224749631,-1,0.08467652449499262,0.16200549171158343,0.21196094385679415,0.32401098342316687
MED28,----,0.042725281,0.9862463662224383,0.04235125672846696,-1,0.08470251345693391,0.16200549171158343,0.2120626525630594,0.32401098342316687
C17orf51,++-+,0.07453633,0.04235878563607804,0.9420855709091246,1,0.08471757127215608,0.1620219690805533,0.21214278450116952,0.3240439381611066
GEM,----,0.185210674,0.996095890827609,0.04237727157483126,-1,0.08475454314966252,0.1621071900742398,0.21216436126932464,0.3242143801484796
KIAA1147,--++,0.018667135,0.4664994672625529,0.042389660491704007,-1,0.08477932098340801,0.1621071900742398,0.21226606997558992,0.3242143801484796
TMTC3,-+-+,0.043687547,0.5587244278849336,0.04239897785420154,-1,0.08479795570840308,0.1621071900742398,0.21236777868185516,0.3242143801484796
PTK2,--++,0.009969663,0.0424295848241502,0.26486879235790123,1,0.0848591696483004,0.16212367778681855,0.2124478795891386,0.3242473555736371
CASQ1,++--,0.005864607,0.7756021155696509,0.042440366981457076,-1,0.08488073396291415,0.16220888843689615,0.2124694873881204,0.3244177768737923
TXN2,++++,0.153268539,0.042501046317858865,0.9935933968216175,1,0.08500209263571773,0.1622253864930838,0.21254957795179497,0.3244507729861676
TMCO3,--+-,0.035263858,0.8796766845048122,0.04256103943586284,-1,0.08512207887172568,0.16231058679955251,0.21257119609438568,0.32462117359910503
WBSCR16,-+-+,0.016160581,0.07895754940603712,0.04257595092437516,-1,0.08515190184875032,0.16231058679955251,0.21267290480065093,0.32462117359910503
DCBLD2,++--,0.018573127,0.04261276776707765,0.6254900680510737,1,0.0852255355341553,0.16232709519934907,0.2127529746771077,0.32465419039869814
RUSC2,++++,0.114343446,0.04264456588156677,0.9842422208010975,1,0.08528913176313355,0.16242880390561432,0.2127529746771077,0.32485760781122863
PPP1R16A,-+-+,0.003731648,0.6246582850801717,0.04265643041105474,-1,0.08531286082210948,0.16251398352486526,0.2127746135069162,0.3250279670497305
EIF2S2,-++-,0.026283521,0.1439739053890249,0.04270356426762092,-1,0.08540712853524184,0.16251398352486526,0.21287632221318145,0.3250279670497305
