gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
GNAQ,-+--,0.041108801,0.5443648291095557,0.042772718218281366,-1,0.08554543643656273,0.16251398352486526,0.2129780309194467,0.3250279670497305
SYTL2,+-++,0.056128371,0.04288413300286981,0.9326655703106168,1,0.08576826600573963,0.1625305126118796,0.21305806976507677,0.3250610252237592
ABTB1,-+++,0.057554494,0.04289036913812287,0.7533645793173238,1,0.08578073827624574,0.16263222131814484,0.21305806976507677,0.3252644426362897
PAM,-+--,0.031508333,0.6373938973259399,0.042907683668630035,-1,0.08581536733726007,0.16271738025017798,0.21307973962571197,0.32543476050035597
ZFAND3,+-++,0.012297753,0.04291779636267293,0.8020791627282938,1,0.08583559272534586,0.16273393002441008,0.21315976812773316,0.32546786004882017
HES1,++-+,0.029395506,0.042974178101158896,0.893626836478125,1,0.08594835620231779,0.16283563873067536,0.21315976812773316,0.3256712774613507
GRAMD4,++--,0.005016573,0.04304692306898084,0.6590941503935588,1,0.08609384613796169,0.1629373474369406,0.21315976812773316,0.3258746948738812
PITPNB,-+--,0.008707303,0.6053991782977776,0.043083896361936616,-1,0.08616779272387323,0.16302247533814707,0.21318144833197722,0.32604495067629413
KEAP1,-+++,0.052427715,0.04311764123533463,0.9024638893098423,1,0.08623528247066926,0.16303905614320585,0.21326146649038952,0.3260781122864117
C1orf131,----,0.012074625,0.9382971082801271,0.04312514294845534,-1,0.08625028589691068,0.16312417370080343,0.21328315703824247,0.32624834740160685
TRIB2,+-+-,0.011204588,0.8490080650553529,0.043141896075300494,-1,0.08628379215060099,0.16312417370080343,0.21338486574450774,0.32624834740160685
KLHL23,----,0.15718633,0.9888319062814318,0.043144165491610216,-1,0.08628833098322043,0.16312417370080343,0.213486574450773,0.32624834740160685
BAG4,+-+-,0.02106264,0.1756367764328254,0.04315640025544257,-1,0.08631280051088513,0.16312417370080343,0.21358828315703823,0.32624834740160685
ATF6,---+,0.001781273,0.04318974720542833,0.4077582501191382,1,0.08637949441085666,0.16314076484947113,0.21366825994101496,0.32628152969894225
RPS7,----,0.079657584,0.9670395176830267,0.04319962737006497,-1,0.08639925474012994,0.1632258720634598,0.2136899918633035,0.3264517441269196
NPAT,--++,0.012460674,0.04323797003996497,0.4641901214706398,1,0.08647594007992994,0.16324247355573637,0.21376995830367132,0.32648494711147275
FAM86C,----,0.165852809,0.9958426510077109,0.04324525575786498,-1,0.08649051151572996,0.16332757042611615,0.21379170056956875,0.3266551408522323
LRRC8B,----,0.024373408,0.9512698455549458,0.04330578648477213,-1,0.08661157296954426,0.16332757042611615,0.213893409275834,0.3266551408522323
KLK7,----,0.147593914,0.9956938520350028,0.04332352587592162,-1,0.08664705175184324,0.16332757042611615,0.21399511798209928,0.3266551408522323
CDV3,+-+-,0.003819195,0.04341654102455987,0.07112190136259695,1,0.08683308204911974,0.16334418226200162,0.2140750533916404,0.32668836452400324
EXOC3,+-++,0.015679963,0.043417180018856076,0.6078375710715482,1,0.08683436003771215,0.1634458909682669,0.2140750533916404,0.3268917819365338
HOMER3,--+-,0.032527341,0.9497806698794472,0.04347886895156709,-1,0.08695773790313419,0.16353096715142887,0.21409682668836452,0.32706193430285774
CDR2L,--+-,0.029442978,0.6772126351317237,0.043549503502704354,-1,0.08709900700540871,0.16353096715142887,0.21419853539462977,0.32706193430285774
SDPR,--+-,0.023589981,0.9521142941107482,0.04357329697228634,-1,0.08714659394457268,0.16353096715142887,0.21430024410089504,0.32706193430285774
BTN3A3,+---,0.021741573,0.9428566820158124,0.04357690043386871,-1,0.08715380086773741,0.16353096715142887,0.2144019528071603,0.32706193430285774
BFSP1,++++,0.075647285,0.04360204226677682,0.9875657289570561,1,0.08720408453355365,0.16354759967453214,0.21448184684226584,0.3270951993490643
KCNJ16,----,0.115012547,0.9812993770660847,0.04360960564818912,-1,0.08721921129637825,0.16363266551408523,0.21450366151342554,0.32726533102817046
NOL8,+-++,0.072635487,0.04365263116616726,0.906278439060765,1,0.08730526233233452,0.1636493083807974,0.2145835452049222,0.3272986167615948
KIAA2026,+-++,0.066887172,0.04366624429648815,0.48736589394910407,1,0.0873324885929763,0.16375101708706266,0.2145835452049222,0.3275020341741253
KIAA0196,+---,0.013881554,0.9130179758506975,0.043666993086815604,-1,0.08733398617363121,0.16383606223939795,0.2146053702196908,0.3276721244787959
HDHD2,+---,0.052106929,0.7957026048853599,0.043743382772788476,-1,0.08748676554557695,0.16383606223939795,0.21470707892595606,0.3276721244787959
TIGD5,+++-,0.124399157,0.0437902160860122,0.9689648608788252,1,0.0875804321720244,0.1638527257933279,0.21478694193023493,0.3277054515866558
MTMR14,++-+,0.033610019,0.04381032936836365,0.36018208443791805,1,0.0876206587367273,0.16395443449959315,0.21478694193023493,0.3279088689991863
CYB5D1,+-+-,0.011604026,0.6879715775087002,0.04381937964385442,-1,0.08763875928770884,0.16403945896471067,0.21480878763222133,0.32807891792942134
APPL2,--+-,0.056874813,0.951984995133433,0.043822540803800505,-1,0.08764508160760101,0.16403945896471067,0.21491049633848658,0.32807891792942134
RBM38,+++-,0.03338736,0.04388013373246532,0.8919743123820076,1,0.08776026746493064,0.16405614320585843,0.21499033865554765,0.32811228641171686
GCC2,----,0.132693446,0.9923724016946274,0.043969039164459434,-1,0.08793807832891887,0.16414115732736703,0.21501220504475183,0.32828231465473406
MKI67IP,----,0.121379588,0.9908997006545657,0.04397152709804017,-1,0.08794305419608034,0.16414115732736703,0.2151139137510171,0.32828231465473406
LYRM1,+---,0.018613483,0.8405608462288955,0.043971900309592186,-1,0.08794380061918437,0.16414115732736703,0.21521562245728235,0.32828231465473406
DCLK1,-+-+,0.00528015,0.044006917977885814,0.09288457240347926,1,0.08801383595577163,0.16415785191212368,0.21529543374351673,0.32831570382424735
LRRC3B,++--,0.004567322,0.3160784027122318,0.044039283552940345,-1,0.08807856710588069,0.1642428556900234,0.2153173311635476,0.3284857113800468
SCAMP1,++--,0.038297566,0.49112463305026854,0.0440706275647811,-1,0.0881412551295622,0.1642428556900234,0.21541903986981287,0.3284857113800468
RALY,+-+-,0.034266854,0.044124181843780995,0.7982810335823975,1,0.08824836368756199,0.16425956061838892,0.21549883046882945,0.32851912123677784
CD151,-+++,0.109333052,0.04413117482298373,0.8863087803155129,1,0.08826234964596746,0.1643612693246542,0.21549883046882945,0.3287225386493084
LTA4H,-+--,0.133867416,0.9762186475200361,0.0441555083530904,-1,0.0883110167061808,0.16444625241533611,0.21552074857607811,0.32889250483067223
MPPED2,-+--,0.088386985,0.959804518051359,0.044161300383557575,-1,0.08832260076711515,0.16444625241533611,0.21562245728234336,0.32889250483067223
RPL13,---+,0.027459551,0.7080751630634583,0.04421262602359592,-1,0.08842525204719184,0.16444625241533611,0.21572416598860863,0.32889250483067223
RET,-+-+,0.010406648,0.04425071068131215,0.54181365897428,1,0.0885014213626243,0.16446297803091944,0.21580392555679853,0.3289259560618389
ZC3H11A,--++,0.00359382,0.4155566761303781,0.04427111019792824,-1,0.08854222039585648,0.16454795077799247,0.21582587469487388,0.32909590155598495
EPHB2,++++,0.064315918,0.044313366362897254,0.9774345736148051,1,0.08862673272579451,0.1645646867371847,0.2159056239194549,0.3291293734743694
CEP76,+-+-,0.018770787,0.5951086196458611,0.04436309017738657,-1,0.08872618035477314,0.16464964914064883,0.21592758340113913,0.32929929828129767
C20orf46,++-+,0.057001404,0.044364657243905384,0.8468659336553824,1,0.08872931448781077,0.16466639544344996,0.21600732228211125,0.32933279088689993
LETM1,++++,0.085815075,0.044373570063178866,0.9779546617655356,1,0.08874714012635773,0.1647681041497152,0.21600732228211125,0.3295362082994304
ACVR2B,-+++,0.121339419,0.04438456130813158,0.9372569118030035,1,0.08876912261626316,0.16486981285598049,0.21600732228211125,0.32973962571196097
HS3ST1,+---,0.030012547,0.9512612381975275,0.04441609597572598,-1,0.08883219195145196,0.16495474422861792,0.2160292921074044,0.32990948845723583
PCDHB13,+---,0.0373147,0.9347477776195925,0.044450350530158174,-1,0.08890070106031635,0.16495474422861792,0.21613100081366965,0.32990948845723583
GRN,-+-+,0.007733895,0.6747750287628347,0.04446046534480628,-1,0.08892093068961256,0.16495474422861792,0.2162327095199349,0.32990948845723583
HSD11B1,--+-,0.027713296,0.9405194796320753,0.04448414161054262,-1,0.08896828322108524,0.16495474422861792,0.21633441822620017,0.32990948845723583
COL1A2,+-++,0.023288858,0.04448934814003344,0.3121838422493568,1,0.08897869628006688,0.16497152156224573,0.2164141157327367,0.32994304312449146
SLAIN1,--+-,0.057307303,0.46456441187107006,0.0444960953287234,-1,0.0889921906574468,0.16505644259127428,0.21643612693246542,0.33011288518254855
SIRT5,+---,0.08414794,0.7212134665008867,0.04450673790630124,-1,0.08901347581260248,0.16505644259127428,0.21653783563873066,0.33011288518254855
RGS17,+-+-,0.002685487,0.13279012816506336,0.04451124064274816,-1,0.08902248128549632,0.16505644259127428,0.21663954434499594,0.33011288518254855
ZNF682,+-+-,0.005721442,0.04451877418965625,0.2285437770430011,1,0.0890375483793125,0.16507323026851098,0.21671921082070578,0.33014646053702196
PARVA,+--+,0.036199345,0.6211698482075487,0.0445228351417355,-1,0.089045670283471,0.16515814095393064,0.21674125305126118,0.3303162819078613
GPR123,++-+,0.077211236,0.044548925907476465,0.8251691983038242,1,0.08909785181495293,0.16517493897477625,0.21682090918336214,0.3303498779495525
ACSL3,++-+,0.035656273,0.04456706098604412,0.9203704484245961,1,0.08913412197208824,0.1652766476810415,0.21682090918336214,0.330553295362083
ACAD10,---+,0.061881835,0.945556259154602,0.04458631938366845,-1,0.0891726387673369,0.16536153767924336,0.21684296175752643,0.3307230753584867
STX10,+++-,0.012476779,0.04460276688317929,0.7970271097797798,1,0.08920553376635858,0.16537835638730675,0.2169226075460185,0.3307567127746135
SLC7A6,+-+-,0.004330899,0.21268782375604156,0.04460744582610635,-1,0.0892148916522127,0.16546323604189972,0.2169446704637917,0.33092647208379944
RAI14,--+-,0.031185019,0.305803782564697,0.04464571050022656,-1,0.08929142100045312,0.16546323604189972,0.21704637917005695,0.33092647208379944
WDTC1,++-+,0.023905993,0.04467001738711077,0.9178587009156208,1,0.08934003477422155,0.16548006509357202,0.21712600427133122,0.33096013018714404
ERCC2,++++,0.17998839,0.0446869552665114,0.9949083603319484,1,0.0893739105330228,0.16558177379983727,0.21712600427133122,0.33116354759967453
CHCHD5,+-+-,0.026333146,0.7437525087863224,0.04469340970835859,-1,0.08938681941671718,0.16566663276721244,0.21714808787632223,0.3313332655344249
SOS2,-+--,0.012997566,0.21183417621190598,0.04470093721321911,-1,0.08940187442643822,0.16566663276721244,0.21724979658258747,0.3313332655344249
TMEM66,-+--,0.017855243,0.8635775054021885,0.04470697958576454,-1,0.08941395917152908,0.16566663276721244,0.21735150528885272,0.3313332655344249
DGKD,++++,0.134160861,0.0447244118157406,0.9951721239265175,1,0.0894488236314812,0.16568348250610251,0.21743109935930033,0.33136696501220503
PGBD1,----,0.101509176,0.9918390138379495,0.044738832779857025,-1,0.08947766555971405,0.1657683311298688,0.217453213995118,0.3315366622597376
FRY,++-+,0.040016573,0.044759999311393336,0.7898095807851987,1,0.08951999862278667,0.1657851912123678,0.2175327977219567,0.3315703824247356
RPS29,-++-,0.020007865,0.5328712669432697,0.04476838529146958,-1,0.08953677058293916,0.16587002949252516,0.21755492270138324,0.3317400589850503
MCCC1,----,0.078117322,0.9795873770605134,0.04477760947682003,-1,0.08955521895364006,0.16587002949252516,0.2176566314076485,0.3317400589850503
PDIA4,+-+-,0.025283052,0.6892799563788111,0.044809372178863376,-1,0.08961874435772675,0.16587002949252516,0.21775834011391376,0.3317400589850503
MRPS18B,--+-,0.005800936,0.24002999956626184,0.044814614267495466,-1,0.08962922853499093,0.16587002949252516,0.217860048820179,0.3317400589850503
TTLL3,--+-,0.071269101,0.5978065499567822,0.044820875160077815,-1,0.08964175032015563,0.16587002949252516,0.21796175752644426,0.3317400589850503
BTBD7,--+-,0.034552996,0.9014465413721866,0.04482824869235436,-1,0.08965649738470872,0.16587002949252516,0.21806346623270953,0.3317400589850503
SV2A,++++,0.085174532,0.0448590036861274,0.9851396063610725,1,0.0897180073722548,0.16588689991863304,0.21814298789789485,0.33177379983726607
SGCD,+-++,0.11005618,0.0448594871599798,0.9259629644021422,1,0.0897189743199596,0.16598860862489828,0.21814298789789485,0.33197721724979656
KLHL24,--++,0.003528745,0.050512659131518776,0.044878262504238584,-1,0.08975652500847717,0.16607342621783788,0.21816517493897478,0.33214685243567577
PSMA1,++--,0.032935019,0.4930160101243033,0.04488722523471637,-1,0.08977445046943273,0.16607342621783788,0.21826688364524002,0.33214685243567577
ANKRA2,----,0.062095506,0.9794762286620782,0.044919820429283025,-1,0.08983964085856605,0.16607342621783788,0.2183685923515053,0.33214685243567577
LGALS1,-++-,0.005916854,0.7890635042417039,0.04493316808577648,-1,0.08986633617155296,0.16607342621783788,0.21847030105777054,0.33214685243567577
PDS5A,+-++,0.123411423,0.04493932089212227,0.9150337547974017,1,0.08987864178424454,0.16609031733116356,0.2185497813485203,0.3321806346623271
BIRC6,--+-,0.025938296,0.6968293974721687,0.04497785912069423,-1,0.08995571824138845,0.16617512458049424,0.2185720097640358,0.3323502491609885
PTBP1,+-+-,0.011004401,0.1214262765600133,0.0449975374177024,-1,0.0899950748354048,0.16617512458049424,0.21867371847030107,0.3323502491609885
IGF1,----,0.140748502,0.9916297955196269,0.045013453342999256,-1,0.09002690668599851,0.16617512458049424,0.2187754271765663,0.3323502491609885
C11orf24,----,0.128775187,0.9884420595882994,0.04502680266619852,-1,0.09005360533239704,0.16617512458049424,0.21887713588283156,0.3323502491609885
EML3,-+++,0.04779794,0.045077183791077745,0.9012122370061184,1,0.09015436758215549,0.1661920260374288,0.21895657479914574,0.3323840520748576
KIAA0415,--++,0.005813109,0.04510146736529955,0.21953712215873838,1,0.0902029347305991,0.16629373474369405,0.21895657479914574,0.3325874694873881
TSC22D1,-+--,0.030549532,0.3498113267699851,0.04512133220315351,-1,0.09024266440630702,0.16637852130580696,0.21897884458909683,0.33275704261161393
JOSD2,+-++,0.081267135,0.04514529395897125,0.777261616855589,1,0.0902905879179425,0.16639544344995932,0.2190582731618021,0.33279088689991865
C21orf56,++-+,0.084752903,0.04514802119360431,0.9721168716994776,1,0.09029604238720862,0.16649715215622457,0.2190582731618021,0.33299430431244914
PATZ1,-+--,0.04962809,0.42696988280043296,0.045151698573208124,-1,0.09030339714641625,0.16658191803111969,0.21908055329536208,0.33316383606223937
RPH3A,++-+,0.015381273,0.0452624950263138,0.9315077289339712,1,0.0905249900526276,0.16659886086248982,0.21915997152445846,0.33319772172497963
STARD3NL,----,0.186682116,0.9937948061500176,0.045278805769881705,-1,0.09055761153976341,0.16668361639377607,0.21918226200162733,0.33336723278755215
KLHDC8A,----,0.057469288,0.9849795813456069,0.04533464840167139,-1,0.09066929680334278,0.16668361639377607,0.2192839707078926,0.33336723278755215
PTPRN2,-+--,0.036933614,0.3541415702932542,0.045335494364749464,-1,0.09067098872949893,0.16668361639377607,0.21938567941415785,0.33336723278755215
SLC2A6,---+,0.028016948,0.784043104383878,0.045348318385682373,-1,0.09069663677136475,0.16668361639377607,0.21948738812042312,0.33336723278755215
PSMD7,-+--,0.026796536,0.9502484007746148,0.04534916787507792,-1,0.09069833575015585,0.16668361639377607,0.21958909682668837,0.33336723278755215
DNALI1,-+++,0.077417135,0.04534951874923212,0.9487373851151963,1,0.09069903749846424,0.1667005695687551,0.21966846333774026,0.3334011391375102
TCTN1,--++,0.053588296,0.7675748124914862,0.045485280174002905,-1,0.09097056034800581,0.16678531475643243,0.21969080553295361,0.33357062951286487
TXNRD1,++--,0.025792416,0.045495641374657336,0.8010144786830493,1,0.09099128274931467,0.16680227827502034,0.21977016170039662,0.3336045565500407
MICALL1,+---,0.045518446,0.7568022612333123,0.04553834028855926,-1,0.09107668057711853,0.1668870131190888,0.2197925142392189,0.3337740262381776
KIF1B,+-++,0.031650187,0.04564050917778354,0.8053544047117444,1,0.09128101835556708,0.16690398698128558,0.21987186006305298,0.33380797396257117
PSAP,++-+,0.025628745,0.04564520327352333,0.30714475968938904,1,0.09129040654704666,0.16700569568755086,0.21987186006305298,0.3340113913751017
FAM107B,--++,0.002048876,0.04565473810585164,0.19469066234231425,1,0.09130947621170328,0.1671074043938161,0.21987186006305298,0.3342148087876322
MVD,--+-,0.030178277,0.8028653680763637,0.04566518741293915,-1,0.0913303748258783,0.16719210820705788,0.21989422294548414,0.33438421641411575
PPP2R5E,----,0.091073315,0.9834515840799989,0.045666205096277425,-1,0.09133241019255485,0.16719210820705788,0.21999593165174938,0.33438421641411575
RPL37,++++,0.188893446,0.04567958970335384,0.9938446316041455,1,0.09135917940670768,0.16720911310008138,0.2200752567883657,0.33441822620016276
KIAA1012,++--,0.020296629,0.8802885081251857,0.04578277770333431,-1,0.09156555540666862,0.16729380656971424,0.22009764035801466,0.3345876131394285
TRADD,-+++,0.006692603,0.045849159578452196,0.15323345487681705,1,0.09169831915690439,0.16731082180634663,0.22017695515102206,0.33462164361269325
BEGAIN,+-++,0.110022378,0.045861592104809,0.9808647183810497,1,0.091723184209618,0.16741253051261187,0.22017695515102206,0.33482506102522375
