gene_symbol,female_AMY_male_AMY,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
TYW1,++,0.172055618,0.20776669591969443,0.7218346818784261,1,0.41553339183938887
CNNM1,++,0.236056273,0.29371178438825346,0.5955946326247352,1,0.5874235687765069
NDRG1,++,0.194023502,0.23894534191382777,0.6737662504045534,1,0.47789068382765554
PLDN,+-,0.128702247,0.13855751895141366,0.8362802009478383,1,0.2771150379028273
SEC23B,--,0.170735955,0.7255285726699962,0.20566009155002268,-1,0.41132018310004537
MTG1,-+,0.09880412,0.9270888144702083,0.08203862940735979,-1,0.16407725881471957
GULP1,--,0.308652996,0.4944269614884094,0.3762555994991232,-1,0.7525111989982464
CCM2,-+,0.092678558,0.9455623939316936,0.06890484545132407,-1,0.13780969090264814
THOC2,++,0.212370599,0.26320422192629206,0.6390900589846413,1,0.5264084438525841
UNKL,+-,0.071207491,0.01496190770099271,0.9956215314733748,1,0.02992381540198542
KIAA0746,--,0.160220318,0.1893797535655959,0.7526557578503825,1,0.3787595071311918
SLC43A2,--,0.247449064,0.5790569517869655,0.30714422109108014,-1,0.6142884421821603
ATP1B3,+-,0.07170309,0.016302612136327423,0.9950494651298657,1,0.032605224272654845
MPP2,+-,0.074943446,0.025623167149561452,0.9899965308681471,1,0.051246334299122905
C3orf19,-+,0.090915824,0.9513504923983889,0.0646128563504854,-1,0.1292257127009708
SAV1,-+,0.09108661,0.9512171752216934,0.06477899885943311,-1,0.12955799771886622
AQR,+-,0.09318736,0.06931179252304281,0.9453188377289266,1,0.13862358504608563
USP38,+-,0.116571161,0.11588933354441067,0.8749573579836032,1,0.23177866708882133
C15orf27,-+,0.1308647,0.833069228136467,0.14129308106236205,-1,0.2825861621247241
APOE,++,0.142847846,0.7995620943401858,0.16140252392088536,-1,0.3228050478417707
CPNE5,--,0.171994663,0.20662026508634995,0.7259101101503648,1,0.4132405301726999
MID1,-+,0.070130618,0.9973029557686603,0.010348299378487365,-1,0.02069659875697473
SELS,+-,0.114002154,0.110868555433676,0.8833230889272402,1,0.221737110867352
DDIT4,+-,0.077653371,0.03204938745982546,0.9855312825797992,1,0.06409877491965092
CABP1,+-,0.072790356,0.018484137820549387,0.9940536029992754,1,0.03696827564109877
TMEM117,--,0.209585581,0.6466419198792667,0.25897569212962007,-1,0.5179513842592401
F13A1,--,0.161463202,0.7521397443862767,0.1905614953718578,-1,0.3811229907437156
FOXRED1,+-,0.122529307,0.12625309861157621,0.858507505478239,1,0.25250619722315243
SGTA,-+,0.082293633,0.9757151133571641,0.04339915283928977,-1,0.08679830567857955
LLGL1,++,0.183349251,0.22264898583674125,0.7017742725016831,1,0.4452979716734825
PSMD11,--,0.229436891,0.6118980516558286,0.28424268240545136,-1,0.5684853648109027
ALK,--,0.249044101,0.30830088180830784,0.5797561592902593,1,0.6166017636166157
RCHY1,+-,0.089644944,0.06037642951321973,0.9571317894933559,1,0.12075285902643947
TRIM17,--,0.351196161,0.45153917862188747,0.41861182528695823,-1,0.8372236505739165
CHORDC1,--,0.157684738,0.763242021901774,0.18427161743127898,-1,0.36854323486255797
HSPA2,+-,0.089107022,0.0587903243818143,0.9591582618575438,1,0.1175806487636286
ARL6,-+,0.135365449,0.8231652030258254,0.14803640979713828,-1,0.29607281959427656
PPP2R3A,+-,0.091002434,0.06304070785516504,0.9539766627059203,1,0.12608141571033007
VPS36,--,0.201783427,0.6644149109745487,0.24790586763959335,-1,0.4958117352791867
RPRML,--,0.188047378,0.6930029415040361,0.22892318879267656,-1,0.4578463775853531
C5,++,0.210467416,0.2594640182960544,0.6476728785315065,1,0.5189280365921088
OLFML2B,++,0.368639045,0.43519656544524193,0.43534372038011554,1,0.8703931308904839
ACP1,-+,0.085196629,0.9696839472713972,0.049506611995799796,-1,0.09901322399159959
B2M,++,0.273594476,0.3366621855530139,0.5447706430678838,1,0.6733243711060278
RBM19,-+,0.075252996,0.991158986172804,0.02392015244640591,-1,0.04784030489281182
NDUFV1,--,0.147376779,0.7910352362943667,0.16765159015856257,-1,0.33530318031712514
RAB3D,-+,0.090394101,0.9562120315548482,0.061326474296617604,-1,0.12265294859323521
TNFAIP8L1,--,0.226648783,0.6189012414877145,0.28019798383460587,-1,0.5603959676692117
SYTL4,+-,0.115779963,0.11271290645284658,0.8817867253526018,1,0.22542581290569316
C6orf62,-+,0.133973596,0.8287431244534019,0.14512980692817626,-1,0.2902596138563525
ZFYVE27,+-,0.10855412,0.09884898667328831,0.9036761993463571,1,0.19769797334657663
SUMO3,--,0.177336891,0.7183224677479804,0.213166546771268,-1,0.426333093542536
TMEM64,+-,0.09199691,0.06439290250911163,0.9525884272924847,1,0.12878580501822326
GNPAT,-+,0.094325562,0.9461298530976543,0.06944304719211042,-1,0.13888609438422084
CHM,-+,0.085948221,0.9689278987729038,0.050397410335068955,-1,0.10079482067013791
ZNF280D,--,0.320080337,0.38666537243222265,0.4878388625156744,1,0.7733307448644453
ZNF8,--,0.271379963,0.5499170848555301,0.33365887262033944,-1,0.6673177452406789
KIAA1671,-+,0.085974157,0.9690169649734319,0.05033826107671789,-1,0.10067652215343578
RILPL1,++,0.308136704,0.37408845973372923,0.5021148778583076,1,0.7481769194674585
FBXL20,-+,0.105098034,0.915127556011768,0.09154175696583394,-1,0.18308351393166789
KCNK12,-+,0.077400187,0.9882570702929536,0.02855646603688102,-1,0.05711293207376204
HECW1,--,0.26941367,0.33127633679092455,0.5532567262707395,1,0.6625526735818491
ACSL5,+-,0.111823783,0.10459697004531683,0.8952119098746112,1,0.20919394009063366
MOCS3,++,0.189455431,0.23007154370738644,0.6931542994130737,1,0.4601430874147729
FAM18B2,--,0.254382397,0.5756678538029658,0.3136768469456263,-1,0.6273536938912526
GLS2,-+,0.074008708,0.9939723637185544,0.018782638526076294,-1,0.03756527705215259
CAMK1D,+-,0.092311798,0.0644728511622519,0.952708529832036,1,0.1289457023245038
WDR59,++,0.318804775,0.4902100887544928,0.38513344569877683,-1,0.7702668913975537
PTPRZ1,++,0.264345037,0.5611343064332455,0.3252895492861165,-1,0.650579098572233
MPDU1,++,0.255429588,0.5748037589781371,0.3147430229896187,-1,0.6294860459792374
ACRC,+-,0.111020506,0.10267236098792659,0.89852654804204,1,0.20534472197585318
STAMBP,--,0.255255993,0.31449735189394085,0.5752350538906297,1,0.6289947037878817
ADHFE1,++,0.26126367,0.5661942443201352,0.3215731228709574,-1,0.6431462457419148
KIF5B,--,0.190221348,0.6926172195859835,0.23085758940190285,-1,0.4617151788038057
TIAM2,++,0.189320318,0.6945620764218018,0.22958679550808486,-1,0.4591735910161697
DDB1,+-,0.136097191,0.1478173450897508,0.8255841819252391,1,0.2956346901795016
TBC1D2,++,0.252710955,0.5794408437427987,0.3113993208147932,-1,0.6227986416295864
MORN3,--,0.30286657299999997,0.5101836147837884,0.36808663758321086,-1,0.7361732751664217
TRAP1,--,0.350829494,0.4564994744418072,0.4172088251244609,-1,0.8344176502489218
PNMA3,-+,0.089084082,0.9623268783180529,0.0566038718253744,-1,0.1132077436507488
PLCG1,++,0.320972566,0.38713195579866316,0.4888023926273022,1,0.7742639115973263
GCC1,-+,0.097273502,0.9396820793465702,0.0746532253558149,-1,0.1493064507116298
ADCY5,+-,0.084717978,0.046250438775904325,0.9734352890294773,1,0.09250087755180865
DPY19L4,--,0.235339419,0.6082376929107759,0.2900605669680589,-1,0.58012113393611775
RPS4X,++,0.36741882,0.43310953951585546,0.44059559002563636,1,0.8662190790317109
CERK,-+,0.120945693,0.8702517431298613,0.12079640620762522,-1,0.24159281241525044
DUX1,--,0.264266292,0.3247417166102866,0.5631657846523325,1,0.6494834332205732
NNT,--,0.163889326,0.7541216959939685,0.1920104670910189,-1,0.3840209341820378
SSNA1,+-,0.122232116,0.1229553482294357,0.8669605795050803,1,0.2459106964588714
EZH1,--,0.350946442,0.4579217457564195,0.4169700775391093,-1,0.8339401550782186
PODN,+-,0.075585393,0.021478985457145848,0.9926452470646351,1,0.042957970914291696
SUPT4H1,--,0.221770787,0.6342256501334946,0.27231948153251173,-1,0.5446389630650235
TASP1,-+,0.080011704,0.9851715093466575,0.03307407242835832,-1,0.06614814485671663
MRPL44,-+,0.078584176,0.9879468218795732,0.02922946343641274,-1,0.05845892687282548
BST2,++,0.308221067,0.5064521720557388,0.37314654036430334,-1,0.7462930807286067
DNAJB12,+-,0.098832865,0.0767273456448114,0.93744976617959,1,0.1534546912896228
CLTC,--,0.292601498,0.35627600394466274,0.5260631071145365,1,0.7125520078893255
HIGD2A,++,0.299476124,0.5173500660657986,0.36374795543750676,-1,0.7274959108750135
ARL6IP5,+-,0.100800843,0.08076655902775941,0.931926259521229,1,0.16153311805551882
KCTD13,++,0.19863736,0.6789390907897184,0.24151417056801397,-1,0.48302834113602794
KIAA1161,++,0.310755243,0.5036695137445195,0.3757693985883651,-1,0.7515387971767302
TSPYL1,--,0.206542697,0.2522015829865755,0.6632795513199864,1,0.504403165973151
ADRBK2,--,0.15292706,0.17422241657549326,0.7841427527699416,1,0.3484448331509865
ZNF630,--,0.192726592,0.691306123203044,0.23330653647292154,-1,0.4666130729458431
YIF1A,--,0.15345206,0.7829077845344372,0.1750199539701361,-1,0.3500399079402722
CTCF,-+,0.115080993,0.8901130872060588,0.10890062832173691,-1,0.21780125664347383
TMEM165,+-,0.111361142,0.10165318814397875,0.9014354284030905,1,0.2033063762879575
PHF5A,+-,0.131930337,0.1391988255970544,0.8416733068873425,1,0.2783976511941088
PAPLN,++,0.15240927,0.7864033139604598,0.1731182104493927,-1,0.3462364208987854
ANAPC2,+-,0.081081742,0.03510209416617902,0.9836675223304898,1,0.07020418833235804
