gene_symbol,male_ACC.1_male_ACC.2_male_AMY_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
ALPL,--+-,0.057779682,0.9222366369210512,0.0484184603534696,-1,0.0968369207069392,0.12113506916192027,0.16214016885362628,0.24227013832384053
CEP164,----,0.090981742,0.9893117376023939,0.048433864573234627,-1,0.09686772914646925,0.12113506916192027,0.16224188790560473,0.24227013832384053
CAMK4,+--+,0.007041854,0.04846410108067094,0.06456541320689797,1,0.09692820216134188,0.12114739090631675,0.16232709519934907,0.2422947818126335
ASTN1,--+-,0.014045787,0.7811700842155064,0.04847596758659455,-1,0.0969519351731891,0.12123677786818551,0.16234360695758315,0.24247355573637103
ZNF443,-+-+,0.035828839,0.048484461368346575,0.8408071830083526,1,0.09696892273669315,0.12124910995829519,0.16242880390561432,0.24249821991659037
KLHDC3,-+--,0.008886423,0.4889194253297826,0.04853842352129532,-1,0.09707684704259063,0.12133848657445077,0.1624453260095616,0.24267697314890155
KCNH6,+++-,0.093334551,0.04855739181372322,0.8651434982971203,1,0.09711478362744644,0.12135082901027362,0.1625305126118796,0.24270165802054725
ZNF136,++-+,0.091938109,0.04858324298671505,0.9474575354860763,1,0.0971664859734301,0.12145254806225206,0.1625305126118796,0.24290509612450412
SRD5A3,---+,0.021293258,0.8472287223400494,0.04860684300776614,-1,0.09721368601553228,0.12154190398698128,0.16254704506154002,0.24308380797396256
FAM89B,--+-,0.015977528,0.5961569400943459,0.04861356217803013,-1,0.09722712435606026,0.12154190398698128,0.16264876411351847,0.24308380797396256
CNOT7,--++,0.024602528,0.04862858512808549,0.4426036945104694,1,0.09725717025617098,0.1215542671142305,0.16273393002441008,0.243108534228461
SORT1,++--,0.003572472,0.04863232582154406,0.14233378891799933,1,0.09726465164308812,0.12165598616620893,0.16273393002441008,0.24331197233241786
KLK3,++-+,0.086242509,0.04864606332083126,0.965182472589804,1,0.09729212664166252,0.12175770521818736,0.16273393002441008,0.24351541043637473
FBXL16,-+-+,0.016148034,0.048654808858152765,0.7181742453773198,1,0.09730961771630553,0.1218594242701658,0.16273393002441008,0.2437188485403316
KCNK9,++-+,0.028715262,0.048676890890530976,0.3520172777240214,1,0.09735378178106195,0.12196114332214424,0.16273393002441008,0.24392228664428847
ACADM,++++,0.110458333,0.04876825091751308,0.9760221273950569,1,0.09753650183502616,0.12206286237412267,0.16273393002441008,0.24412572474824534
RABEP2,+-+-,0.007575094,0.187495051052091,0.04877241577861609,-1,0.09754483155723218,0.12215215622457282,0.1627504831654969,0.24430431244914563
DUSP22,----,0.128390356,0.9836613654850397,0.048887005130931,-1,0.097774010261862,0.12215215622457282,0.16285220221747534,0.24430431244914563
PIK3IP1,-+++,0.101175843,0.04890696232038428,0.951419279279941,1,0.09781392464076856,0.12216458142610111,0.1629373474369406,0.24432916285220221
CSNK2A2,--+-,0.09731882,0.9715747811590876,0.0489103545420878,-1,0.0978207090841756,0.12225386493083808,0.16295392126945377,0.24450772986167615
RNF149,+---,0.036831367,0.956431085990688,0.04892361053418211,-1,0.09784722106836422,0.12225386493083808,0.16305564032143222,0.24450772986167615
COX15,+--+,0.004614045,0.1093353012638239,0.048945501437409375,-1,0.09789100287481875,0.12225386493083808,0.16315735937341064,0.24450772986167615
MYBPC1,++++,0.063968446,0.04894750587125795,0.9799195321778826,1,0.0978950117425159,0.12226630047807954,0.16324247355573637,0.24453260095615909
GDI2,++++,0.041240637,0.04898535336540525,0.9824972629891284,1,0.0979707067308105,0.12236801953005798,0.16324247355573637,0.24473603906011596
DHRS7B,----,0.055726217,0.9798971252764374,0.04902325417918906,-1,0.09804650835837812,0.1224572823433686,0.1632590784253891,0.2449145646867372
PCDH10,++-+,0.044964607,0.04907427450840338,0.7246050328798783,1,0.09814854901680677,0.12246973858203641,0.16334418226200162,0.24493947716407283
RPS28,--+-,0.013268071,0.19536961700754593,0.04907749986682975,-1,0.0981549997336595,0.12255899104963384,0.1633607974773675,0.2451179820992677
CANX,-+-+,0.052880056,0.049118719360144086,0.8045170487903509,1,0.09823743872028817,0.12257145763401485,0.1634458909682669,0.2451429152680297
COLQ,--+-,0.063202528,0.9649330696496038,0.049126560069521624,-1,0.09825312013904325,0.1226606997558991,0.16346251652934596,0.2453213995117982
PIGF,++++,0.08439382,0.04918505075146547,0.9859889655026357,1,0.09837010150293093,0.12267317668599328,0.16354759967453214,0.24534635337198657
ATP11A,++++,0.055248221,0.04920306598153202,0.9642671174505029,1,0.09840613196306404,0.12277489573797172,0.16354759967453214,0.24554979147594344
AGRN,---+,0.035016105,0.8059653772621707,0.049242819848041644,-1,0.09848563969608329,0.12286411716842961,0.16356423558132438,0.24572823433685922
P2RX5,--++,0.034983614,0.8766335248638158,0.04924317909399193,-1,0.09848635818798386,0.12286411716842961,0.16366595463330283,0.24572823433685922
ST6GALNAC3,++-+,0.075690918,0.04925944877746412,0.9351960819970222,1,0.09851889755492824,0.12287661478995016,0.16375101708706266,0.2457532295799003
USP25,--+-,0.010846629,0.19829823116245526,0.049287180912943734,-1,0.09857436182588747,0.12296582587469487,0.16376767368528125,0.24593165174938975
PSMB6,---+,0.05048427,0.9498341298539821,0.04934065661818547,-1,0.09868131323637094,0.12296582587469487,0.1638693927372597,0.24593165174938975
C10orf84,++-+,0.08619073,0.04934151486312001,0.676206975855797,1,0.09868302972624002,0.12297833384192859,0.16395443449959315,0.24595666768385718
KRI1,----,0.203635861,0.9957111795366131,0.04936700781716208,-1,0.09873401563432416,0.12306753458096013,0.16397111178923812,0.24613506916192027
ABCF2,--+-,0.12434073,0.6622370101308623,0.0493922086462427,-1,0.0987844172924854,0.12306753458096013,0.16407283084121657,0.24613506916192027
KCNIP2,--+-,0.1184353,0.6796589214526312,0.04939276648372497,-1,0.09878553296744993,0.12306753458096013,0.164174549893195,0.24613506916192027
FBXL12,+-+-,0.027617603,0.34196621320353116,0.049406870945920243,-1,0.09881374189184049,0.12306753458096013,0.16427626894517344,0.24613506916192027
MCM3AP,----,0.126869382,0.9848401531264049,0.049461961371855434,-1,0.09892392274371087,0.12306753458096013,0.16437798799715186,0.24613506916192027
EIF4A2,++-+,0.065326217,0.049494529459573576,0.8839205914668782,1,0.09898905891914715,0.12308005289390703,0.16446297803091944,0.24616010578781405
CCT2,--++,0.003614419,0.04949487984240965,0.4981323444632002,1,0.0989897596848193,0.12318177194588546,0.16446297803091944,0.24636354389177093
SEPP1,-+-+,0.016386985,0.049518062766700996,0.32150525841344346,1,0.09903612553340199,0.1232834909978639,0.16446297803091944,0.2465669819957278
UBA52,+-+-,0.012757491,0.2261576859430522,0.04960398081870749,-1,0.09920796163741498,0.1233726606997559,0.1644797070491303,0.2467453213995118
MYC,--++,0.016744663,0.2508440338708231,0.04963009047324356,-1,0.09926018094648711,0.1233726606997559,0.16458142610110874,0.2467453213995118
TH1L,---+,0.022001873,0.8447752985809982,0.04965497801506427,-1,0.09930995603012854,0.1233726606997559,0.16468314515308718,0.2467453213995118
C18orf1,+--+,0.022901404,0.11267981826030823,0.049717384194929035,-1,0.09943476838985807,0.1233726606997559,0.1647848642050656,0.2467453213995118
BAI1,--+-,0.097069101,0.9717683571415282,0.049748923513664695,-1,0.09949784702732939,0.1233726606997559,0.16488658325704406,0.2467453213995118
MRPL14,--+-,0.040130431,0.9185173853228361,0.04975905886067345,-1,0.0995181177213469,0.1233726606997559,0.16498830230902248,0.2467453213995118
FOXP1,+---,0.045773221,0.9197982970562519,0.04978681548694218,-1,0.09957363097388436,0.1233726606997559,0.16509002136100093,0.2467453213995118
CLMN,++--,0.023169195,0.04980571562222412,0.45520320305039824,1,0.09961143124444824,0.12338521004984233,0.16517493897477625,0.24677042009968467
DPY19L4,++-+,0.060738764,0.049848523681832284,0.9262605375238849,1,0.09969704736366457,0.12348692910182077,0.16517493897477625,0.24697385820364154
ABHD5,-++-,0.006223034,0.04991774863251929,0.648646345633098,1,0.09983549726503858,0.1235886481537992,0.16517493897477625,0.2471772963075984
CAMSAP1,+-+-,0.036356273,0.822392389299445,0.04995821508000403,-1,0.09991643016000806,0.12367778681855167,0.16519174041297935,0.24735557363710334
DCPS,--+-,0.045323876,0.8198111362621703,0.0499596378085134,-1,0.0999192756170268,0.12367778681855167,0.1652934594649578,0.24735557363710334
MBOAT2,----,0.152001966,0.9931887020779657,0.04995978612212772,-1,0.09991957224425543,0.12367778681855167,0.16539517851693622,0.24735557363710334
HLA-C,+++-,0.068216854,0.049972377188915416,0.7757737561139917,1,0.09994475437783083,0.12369036720577764,0.16548006509357202,0.24738073441155528
ZNF43,+-++,0.013633427,0.050024226109945294,0.23434516542316142,1,0.10004845221989059,0.12379208625775608,0.16548006509357202,0.24758417251551215
MEIS1,++--,0.005466386,0.050140870084961306,0.327400688521991,1,0.10028174016992261,0.12389380530973451,0.16548006509357202,0.24778761061946902
TLR5,+-+-,0.061918071,0.05015529340039867,0.8574094964920382,1,0.10031058680079734,0.12399552436171295,0.16548006509357202,0.2479910487234259
EP400,-+--,0.013275187,0.2278038363358455,0.05018670995558085,-1,0.1003734199111617,0.1240846216436127,0.16549689756891467,0.2481692432872254
APH1B,++++,0.097203184,0.0501925101651743,0.9885200690002964,1,0.1003850203303486,0.12409724341369138,0.16558177379983727,0.24819448682738277
RUSC2,----,0.093870225,0.9837385420933376,0.050209357077122915,-1,0.10041871415424583,0.12418633034987794,0.1655986166208931,0.2483726606997559
SMG7,++--,0.005543633,0.7768164505334384,0.05031366219856077,-1,0.10062732439712153,0.12418633034987794,0.16570033567287154,0.2483726606997559
TOR1A,---+,0.046215918,0.9420198783629715,0.050347378778058526,-1,0.10069475755611705,0.12418633034987794,0.16580205472484996,0.2483726606997559
KRR1,++++,0.169865918,0.05037285463793065,0.9928876264890435,1,0.1007457092758613,0.12419896246566982,0.16588689991863304,0.24839792493133964
KIAA0494,++-+,0.034030243,0.05038827121923286,0.7239985570385712,1,0.10077654243846572,0.12430068151764825,0.16588689991863304,0.2486013630352965
HSPH1,-+++,0.01196161,0.050403089967283037,0.9111970468933969,1,0.10080617993456607,0.12440240056962669,0.16588689991863304,0.24880480113925338
CASQ1,-+++,0.072904775,0.050434372302672593,0.595202803638324,1,0.10086874460534519,0.12450411962160512,0.16588689991863304,0.24900823924321025
TUT1,----,0.07306339,0.9900992797521154,0.05043463658571406,-1,0.10086927317142812,0.12459316517493897,0.1659037737768284,0.24918633034987794
NRN1,---+,0.0469,0.9606079831015175,0.05053281314794413,-1,0.10106562629588826,0.12459316517493897,0.16600549282880683,0.24918633034987794
UBIAD1,+---,0.011190356,0.5781390904792912,0.050571499946944334,-1,0.10114299989388867,0.12459316517493897,0.16610721188078528,0.24918633034987794
ZCCHC11,++++,0.158940075,0.05058708376901965,0.9951467210548216,1,0.1011741675380393,0.12460583867358356,0.1661920260374288,0.24921167734716712
PRRT2,--+-,0.08530309,0.9132438999462285,0.05060321371808542,-1,0.10120642743617084,0.12469487388120423,0.1662089309327637,0.24938974776240846
CACNA1H,+---,0.069211985,0.8287580197023817,0.05062318728235729,-1,0.10124637456471458,0.12469487388120423,0.16631064998474215,0.24938974776240846
BBOX1,--++,0.007297191,0.6610363163314564,0.050630447699127216,-1,0.10126089539825443,0.12469487388120423,0.16641236903672058,0.24938974776240846
SLC1A1,---+,0.078915543,0.9361568569361651,0.05063350351067519,-1,0.10126700702135039,0.12469487388120423,0.16651408808869902,0.24938974776240846
AGXT2L2,++++,0.042971442,0.05063432356094192,0.9607011547481139,1,0.10126864712188384,0.124707557725562,0.16659886086248982,0.249415115451124
SULT2B1,--+-,0.052404963,0.9616205841550565,0.05064913354464197,-1,0.10129826708928394,0.12479658258746949,0.16661580714067745,0.24959316517493899
SYNJ2BP,++-+,0.16438427,0.050657500947896214,0.956737780663793,1,0.10131500189579243,0.12480927677754043,0.1667005695687551,0.24961855355508086
UPP1,--+-,0.056209644,0.6454568221661275,0.0507105258218219,-1,0.1014210516436438,0.12489829129373474,0.1667175261926559,0.24979658258746948
NPAS2,---+,0.058273034,0.9478616321520555,0.0507106617399914,-1,0.1014213234799828,0.12489829129373474,0.16681924524463432,0.24979658258746948
NNAT,+-+-,0.011984738,0.835367190765212,0.05071561685727635,-1,0.1014312337145527,0.12489829129373474,0.16692096429661277,0.24979658258746948
RCN2,+--+,0.005547191,0.050805053652119236,0.7100070112163283,1,0.10161010730423847,0.12491099582951887,0.16700569568755086,0.24982199165903773
WDR70,----,0.063155805,0.9864424940403047,0.050812623327488,-1,0.101625246654976,0.125,0.1670226833485912,0.25
SOX10,++--,0.021701685,0.0508401888817257,0.7879806977869958,1,0.1016803777634514,0.12501271488149732,0.1671074043938161,0.25002542976299463
MYH9,----,0.171039794,0.9863488737839705,0.050874638155821335,-1,0.10174927631164267,0.12510170870626525,0.16712440240056964,0.2502034174125305
PSMD6,--+-,0.058256461,0.9172909376312912,0.050921882505828006,-1,0.10184376501165601,0.12510170870626525,0.16722612145254806,0.2502034174125305
KCNJ12,---+,0.039787828,0.8076717531362748,0.05092973820003138,-1,0.10185947640006277,0.12510170870626525,0.1673278405045265,0.2502034174125305
PIP5K1A,----,0.088777715,0.9872522109812071,0.050956682602898956,-1,0.10191336520579791,0.12510170870626525,0.16742955955650493,0.2502034174125305
MAPK12,--+-,0.055099813,0.41993127073536507,0.0509675912283227,-1,0.1019351824566454,0.12510170870626525,0.16753127860848338,0.2502034174125305
ANKS1A,--++,0.065804588,0.8647962916976591,0.05100750648152412,-1,0.10201501296304824,0.12510170870626525,0.1676329976604618,0.2502034174125305
PHF15,+---,0.024216573,0.31163633695490967,0.0510192394042829,-1,0.1020384788085658,0.12510170870626525,0.16773471671244025,0.2502034174125305
PSMB10,----,0.07050927,0.9822579728147832,0.05106300469187789,-1,0.10212600938375578,0.12510170870626525,0.16783643576441867,0.2502034174125305
KIF1B,-++-,0.019225468,0.05107666968904057,0.4941569458822469,1,0.10215333937808115,0.12511443393347574,0.16792107404393816,0.2502288678669515
CACNA1A,--+-,0.081056929,0.9293174824149457,0.05108385874657621,-1,0.10216771749315243,0.12520341741253052,0.16793815481639712,0.25040683482506104
ADRA2A,-+--,0.023703277,0.9003985474587521,0.05110845046922514,-1,0.10221690093845028,0.12520341741253052,0.16803987386837554,0.25040683482506104
RAB5B,++-+,0.103707491,0.05118009629796875,0.929184460241052,1,0.1023601925959375,0.1252161529854542,0.16812449145646868,0.2504323059709084
ZNF721,++++,0.122663015,0.051184683102883315,0.9829486573185072,1,0.10236936620576663,0.1253178720374326,0.16812449145646868,0.2506357440748652
STT3B,+---,0.144031554,0.9555057236911695,0.051197400938774576,-1,0.10239480187754915,0.12540683482506101,0.168141592920354,0.25081366965012203
NPEPL1,----,0.038009831,0.9761311789883782,0.051236775042573346,-1,0.10247355008514669,0.12540683482506101,0.16824331197233242,0.25081366965012203
TFCP2,++++,0.110425,0.05125854044638775,0.9924414231753056,1,0.1025170808927755,0.12541959108941106,0.16832790886899918,0.2508391821788221
GOLGA4,+---,0.04038427,0.5338122123507131,0.05130566843283797,-1,0.10261133686567595,0.1255085435313263,0.16834503102431086,0.2510170870626526
XKR6,+-+-,0.008351217,0.7490048263014761,0.05131994280127707,-1,0.10263988560255415,0.1255085435313263,0.1684467500762893,0.2510170870626526
BLVRA,+-++,0.014834176,0.051342165298063173,0.7894637498263806,1,0.10268433059612635,0.12552131014138948,0.1685313262815297,0.25104262028277896
KIAA1644,---+,0.030811517,0.947473272897024,0.051382650710441964,-1,0.10276530142088393,0.12561025223759154,0.16854846912826774,0.25122050447518307
ALDH6A1,+-++,0.020313202,0.051400945552460456,0.22326893879044027,1,0.10280189110492091,0.12562302919336793,0.16863303498779494,0.25124605838673586
PEX3,+-+-,0.008282116,0.05143796059475192,0.39889092352953764,1,0.10287592118950384,0.12572474824534635,0.16863303498779494,0.2514494964906927
LONRF1,----,0.117755993,0.9908932992839541,0.0514730147256251,-1,0.1029460294512502,0.12581366965012206,0.16865018818024616,0.2516273393002441
SKIV2L2,----,0.11930927,0.9872371997756471,0.05153970583178105,-1,0.1030794116635621,0.12581366965012206,0.1687519072322246,0.2516273393002441
AKNA,+-++,0.122117041,0.05160687684978934,0.8246536932469593,1,0.10321375369957868,0.1258264672973248,0.16883645240032547,0.2516529345946496
COPS2,++++,0.13088221,0.05162106857489592,0.9935386810555755,1,0.10324213714979184,0.12592818634930322,0.16883645240032547,0.25185637269860645
SKAP2,-+-+,0.007041667,0.05162415663479632,0.7118103858674547,1,0.10324831326959263,0.12602990540128167,0.16883645240032547,0.25205981080256334
CADM3,----,0.080701030000000007,0.9833931942187937,0.05163350257885819,-1,0.10326700515771638,0.12611879576891782,0.16885362628420303,0.25223759153783565
TRIM2,+--+,0.015850562,0.0516417863064118,0.3631771340656931,1,0.1032835726128236,0.1261316244532601,0.1689381611065907,0.2522632489065202
MLC1,+-++,0.003863296,0.6643548804184538,0.05167501830047726,-1,0.10335003660095451,0.12622050447518307,0.16895534533618148,0.25244100895036614
R3HDM1,-+--,0.044924906,0.9400291546361937,0.051704862845913774,-1,0.10340972569182755,0.12622050447518307,0.1690570643881599,0.25244100895036614
DYNC1LI2,++-+,0.027794569,0.05175444675573718,0.7790451683589471,1,0.10350889351147435,0.12623334350523854,0.16914157851912123,0.2524666870104771
TATDN2,----,0.084595599,0.9681703840511975,0.05177358024556785,-1,0.1035471604911357,0.12632221318144835,0.16915878344013835,0.2526444263628967
