gene_symbol,male_ACC.1_male_ACC.2_male_AMY_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
DHDH,+-++,0.027217509,0.04301467685427062,0.9202082881262355,1,0.08602935370854124,0.11290814769606347,0.1508340113913751,0.22581629539212694
ZCCHC3,----,0.155771348,0.99460888351588606,0.04303206733427817,-1,0.08606413466855634,0.11299837266069976,0.15084935408401995,0.22599674532139952
LMBR1,--++,0.009758052,0.04306372862926708,0.7974725574286374,1,0.08612745725853416,0.1130098667480419,0.15093572009764036,0.2260197334960838
DVL3,-+--,0.016127154,0.5547371508937216,0.04316261200680552,-1,0.08632522401361103,0.11310008136696502,0.15095107313599837,0.22620016273393004
NDUFA5,-+-+,0.025679963,0.04316383723390752,0.40132987705822293,1,0.08632767446781504,0.11311158580002034,0.1510374288039056,0.22622317160004068
MLLT11,----,0.212671255,0.9963266236169055,0.04325932201125866,-1,0.08651864402251731,0.11320179007323027,0.15105279218797682,0.22640358014646053
TSPYL5,--++,0.060304775,0.8799475447016546,0.0432720787687857,-1,0.0865441575375714,0.11320179007323027,0.15115451123995524,0.22640358014646053
CPSF2,++++,0.106139232,0.043319192682850824,0.9892078223082268,1,0.08663838536570165,0.11321330485199878,0.15124084621643613,0.22642660970399756
MBP,++-+,0.12026985,0.04334534742908656,0.7575542465367777,1,0.08669069485817311,0.11331502390397721,0.15124084621643613,0.22663004780795443
ARL8B,++-+,0.014373221,0.04335949349070308,0.9204702606899194,1,0.08671898698140616,0.11341674295595565,0.15124084621643613,0.2268334859119113
NR2E1,--+-,0.013037921,0.9185179821137882,0.043420493272328824,-1,0.08684098654465765,0.11350691619202603,0.1512562302919337,0.22701383238405207
ZNF280B,+--+,0.027157491,0.4758395009286868,0.043427389761527456,-1,0.08685477952305491,0.11350691619202603,0.1513579493439121,0.22701383238405207
ZNF469,--+-,0.02556985,0.9202873265075963,0.0434440844286783,-1,0.0868881688573566,0.11350691619202603,0.15145966839589056,0.22701383238405207
PIN1,---+,0.031921442,0.8664162749477744,0.04349187924391005,-1,0.0869837584878201,0.11350691619202603,0.15156138744786898,0.22701383238405207
LPHN1,--+-,0.127216199,0.9468941571519819,0.043514961292930865,-1,0.08702992258586173,0.11350691619202603,0.15166310649984743,0.22701383238405207
ARSA,--+-,0.009580243,0.1704311029652101,0.043553765133185485,-1,0.08710753026637097,0.11350691619202603,0.15176482555182585,0.22701383238405207
ICAM2,-+++,0.032385393,0.043561560409892945,0.9625765161793098,1,0.08712312081978589,0.11351846200793408,0.15185109845402767,0.22703692401586817
HSD17B12,+++-,0.065987828,0.043590483921928214,0.7772202086418124,1,0.08718096784385643,0.11362018105991252,0.15185109845402767,0.22724036211982504
FN3KRP,++-+,0.070528371,0.04361737793270449,0.9058570174991615,1,0.08723475586540898,0.11372190011189096,0.15185109845402767,0.2274438002237819
NCALD,---+,0.094073783,0.952726464820594,0.04363478703493269,-1,0.08726957406986538,0.1138120423108218,0.1518665446038043,0.2276240846216436
AHCYL1,--++,0.002915918,0.3093730799542515,0.043652370473165614,-1,0.08730474094633123,0.1138120423108218,0.15196826365578273,0.2276240846216436
ZNF521,--+-,0.08219897,0.87014840431657,0.04380609128724036,-1,0.08761218257448072,0.1138120423108218,0.15206998270776118,0.2276240846216436
RAB5A,-+++,0.035709644,0.043869482870239195,0.9332026768721761,1,0.08773896574047839,0.11382361916386939,0.15215622457282343,0.22764723832773878
BCLAF1,++-+,0.129810861,0.0438800519701124,0.9277604549285096,1,0.0877601039402248,0.11392533821584783,0.15215622457282343,0.22785067643169565
ATP1B1,-+--,0.010084644,0.8555692429303068,0.04390004583614274,-1,0.08780009167228547,0.11401545972335232,0.1521717017597396,0.22803091944670464
LRP10,++++,0.083579307,0.04391260706805172,0.9924454553225888,1,0.08782521413610345,0.11402705726782626,0.15225793327908868,0.22805411453565252
SMAD7,---+,0.070732491,0.8063341027280001,0.04395442702414286,-1,0.08790885404828572,0.11411716842961757,0.15227342081171805,0.22823433685923514
AQP4,---+,0.005124625,0.5853418680675138,0.04395559172506164,-1,0.08791118345012328,0.11411716842961757,0.15237513986369647,0.22823433685923514
CHRNA2,----,0.092414045,0.9830130021403419,0.04395583555799522,-1,0.08791167111599044,0.11411716842961757,0.15247685891567492,0.22823433685923514
SLC20A1,+---,0.055509551,0.9615565669837456,0.04396999191250144,-1,0.08793998382500288,0.11411716842961757,0.15257857796765334,0.22823433685923514
TMEM175,----,0.164649251,0.984340087877359,0.043995230064105,-1,0.08799046012821,0.11411716842961757,0.1526802970196318,0.22823433685923514
DDX58,+++-,0.005191479,0.04401644276915971,0.11237128429144558,1,0.08803288553831942,0.1141287763198047,0.15276647681041497,0.2282575526396094
KIAA1967,+---,0.045591011,0.4192744863404766,0.044028428321019206,-1,0.08805685664203841,0.11421887713588283,0.1527820160716102,0.22843775427176566
SEMA3E,++-+,0.020801498,0.044060410024371506,0.9409466154171443,1,0.08812082004874301,0.11423049537178313,0.15286818551668022,0.22846099074356627
C1orf31,+--+,0.005277809,0.2905444674255617,0.04406512134155643,-1,0.08813024268311286,0.11432058584214809,0.15288373512358866,0.22864117168429618
SH3TC1,----,0.097815356,0.9926244142243,0.04407856659630938,-1,0.08815713319261877,0.11432058584214809,0.15298545417556708,0.22864117168429618
FBXW11,-+++,0.012180524,0.044124076877685506,0.8790623490258676,1,0.08824815375537101,0.11433221442376157,0.15307160292921074,0.22866442884752314
MEPCE,----,0.154844195,0.9960752829255783,0.04413901266824743,-1,0.08827802533649486,0.11442229454841335,0.15308717322754553,0.2288445890968267
DOCK1,++-+,0.035866386,0.044152306319705355,0.9355445233299363,1,0.08830461263941071,0.11443393347574,0.15317331163547598,0.22886786695148
C22orf32,--+-,0.014842228,0.7261117354385711,0.04419622219010626,-1,0.08839244438021251,0.1145240032546786,0.15318889227952395,0.2290480065093572
RPS19,--++,0.012581086,0.14395628022043916,0.04420967055731428,-1,0.08841934111462856,0.1145240032546786,0.1532906113315024,0.2290480065093572
FAM43B,----,0.141139045,0.9892698319325283,0.04422386153681242,-1,0.08844772307362483,0.1145240032546786,0.15339233038348082,0.2290480065093572
RAD21,-+++,0.036206835,0.044270196809174225,0.8040496083817134,1,0.08854039361834845,0.11453565252771844,0.15347843775427178,0.22907130505543688
MEN1,----,0.117535112,0.9873501874381913,0.04428616469296975,-1,0.0885723293859395,0.11462571196094386,0.15349404943545927,0.22925142392188771
NTRK3,--+-,0.020203277,0.5339727645987765,0.04430617203738737,-1,0.08861234407477474,0.11462571196094386,0.1535957684874377,0.22925142392188771
KIAA1712,-+-+,0.028386236,0.044324725163858436,0.31973011236460763,1,0.08864945032771687,0.11463737157969688,0.15368185516680227,0.22927474315939375
HDLBP,----,0.059568446,0.9842733449583719,0.04434366897468732,-1,0.08868733794937464,0.11472742066720912,0.15369748753941614,0.22945484133441824
GLS2,--++,0.040971067,0.38129823097866616,0.04435720665446425,-1,0.0887144133089285,0.11472742066720912,0.15379920659139457,0.22945484133441824
ACCN4,--+-,0.065657584,0.900158125343525,0.04441781623413414,-1,0.08883563246826828,0.11472742066720912,0.15390092564337302,0.22945484133441824
TADA1L,-+++,0.044470506,0.044469057473358865,0.8082604753244975,1,0.08893811494671773,0.11473909063167531,0.15398698128559804,0.22947818126335062
TMEM115,+---,0.039990824,0.9338454193128325,0.044477013472414804,-1,0.08895402694482961,0.11482912937347436,0.15400264469535144,0.22965825874694873
TGFBR1,+--+,0.002615075,0.16434380535941012,0.04448175693550082,-1,0.08896351387100164,0.11482912937347436,0.1541043637473299,0.22965825874694873
EHD2,++--,0.03306133,0.38983412829880554,0.044518566867535976,-1,0.08903713373507195,0.11482912937347436,0.1542060827993083,0.22965825874694873
SELENBP1,--+-,0.0112897,0.9104041051570189,0.04453071992923166,-1,0.08906143985846332,0.11482912937347436,0.15430780185128676,0.22965825874694873
TRERF1,-++-,0.031965262,0.04453702406907896,0.6067800592394059,1,0.08907404813815792,0.11484080968365375,0.15439381611065908,0.2296816193673075
RAD23A,--++,0.025532959,0.04456004789618163,0.7224049325481842,1,0.08912009579236325,0.11494252873563218,0.15439381611065908,0.22988505747126436
RSPO3,+-++,0.082565543,0.04458941227128777,0.8978666836496286,1,0.08917882454257554,0.11504424778761062,0.15439381611065908,0.23008849557522124
ZNF212,+---,0.017140449,0.9412171765807755,0.04471692852600802,-1,0.08943385705201604,0.11513425549227013,0.15440952090326518,0.23026851098454026
MRPL50,-+++,0.035910581,0.04471849303798624,0.8808529182459546,1,0.08943698607597247,0.11514596683958905,0.15449552481692433,0.2302919336791781
CNTN6,----,0.065325,0.990228039295822,0.04472966108569342,-1,0.08945932217138684,0.11523596419853539,0.15451123995524363,0.23047192839707079
BAP1,-++-,0.006639607,0.34088406132535737,0.044743285642779046,-1,0.08948657128555809,0.11523596419853539,0.15461295900722205,0.23047192839707079
ACACA,----,0.072687266,0.9885951433809386,0.04485864551511946,-1,0.08971729103023891,0.11523596419853539,0.1547146780592005,0.23047192839707079
ZNF133,--+-,0.0569853,0.9216662912661666,0.04486813794313523,-1,0.08973627588627046,0.11523596419853539,0.15481639711117892,0.23047192839707079
XYLT1,--+-,0.045635674,0.8111862885246247,0.044870030880305195,-1,0.08974006176061039,0.11523596419853539,0.15491811616315737,0.23047192839707079
WDR55,---+,0.034775281,0.9258635880222892,0.044882320149233136,-1,0.08976464029846627,0.11523596419853539,0.1550198352151358,0.23047192839707079
RRN3,-+-+,0.002617041,0.044933546127057335,0.14501840367099958,1,0.08986709225411467,0.11524768589156749,0.15510577705451586,0.23049537178313498
ATIC,++++,0.124325562,0.04500317086817842,0.9914865266547446,1,0.09000634173635684,0.11534940494354592,0.15510577705451586,0.23069880988709185
PTH2R,-++-,0.020764794,0.6317103714128102,0.045004580038950005,-1,0.09000916007790001,0.11543938161106591,0.15512155426711424,0.23087876322213183
KANK2,--+-,0.037164513,0.37461164458410323,0.04501508610183818,-1,0.09003017220367636,0.11543938161106591,0.15522327331909266,0.23087876322213183
DACT3,+-+-,0.00593736,0.30201163249512575,0.04507778372034938,-1,0.09015556744069876,0.11543938161106591,0.1553249923710711,0.23087876322213183
PCMTD2,----,0.131823783,0.9918123921365849,0.04510314694930814,-1,0.09020629389861629,0.11543938161106591,0.15542671142304954,0.23087876322213183
ZC3H18,----,0.108663296,0.9931915697211857,0.04512951718272939,-1,0.09025903436545878,0.11543938161106591,0.15552843047502798,0.23087876322213183
FIBIN,++++,0.032974345,0.045141698055811745,0.9789287590137853,1,0.09028339611162349,0.11545112399552436,0.15561432058584215,0.23090224799104872
TPM4,-+++,0.017502528,0.045157415802491385,0.9279579521277688,1,0.09031483160498277,0.1155528430475028,0.15561432058584215,0.2311056860950056
MSH3,----,0.04988633,0.9764813350574835,0.04523079464019066,-1,0.09046158928038132,0.11564279902359642,0.1556301495270064,0.23128559804719284
NUMBL,----,0.101820599,0.9880952544086448,0.04523728250870441,-1,0.09047456501740882,0.11564279902359642,0.15573186857898486,0.23128559804719284
MYO1F,+++-,0.039617978,0.045238052712086314,0.9568696748419371,1,0.09047610542417263,0.11565456209948123,0.15581773799837267,0.23130912419896246
MAP1S,----,0.133768071,0.9932091724773342,0.045327898935629954,-1,0.09065579787125991,0.11574450772986168,0.15583358763096328,0.23148901545972336
CCRK,----,0.025207584,0.9391484056360868,0.04533731172481389,-1,0.09067462344962778,0.11574450772986168,0.15593530668294173,0.23148901545972336
MC4R,++-+,0.033206086,0.045360539154553625,0.9266365516331748,1,0.09072107830910725,0.11575628115145967,0.15602115541090317,0.23151256230291933
NOSIP,+---,0.005482116,0.321491727226608,0.045406841549427694,-1,0.09081368309885539,0.11584621643612693,0.15603702573492015,0.23169243287225386
NOVA1,++--,0.009457584,0.21109092456535156,0.04542230887033397,-1,0.09084461774066795,0.11584621643612693,0.1561387447868986,0.23169243287225386
MYT1,----,0.169369382,0.9951438265733539,0.045453746436315307,-1,0.09090749287263061,0.11584621643612693,0.15624046383887702,0.23169243287225386
CCDC72,+-++,0.059779682,0.045457502617233414,0.9754833876314316,1,0.09091500523446683,0.1158580002034381,0.15632628152969893,0.2317160004068762
SLC35C2,+-+-,0.014339326,0.6833906503054729,0.04547554404107757,-1,0.09095108808215514,0.11594792514239219,0.15634218289085547,0.23189585028478438
RAB11FIP4,---+,0.041560581,0.7231206418253263,0.045491634605893824,-1,0.09098326921178765,0.11594792514239219,0.1564439019428339,0.23189585028478438
C12orf26,-+++,0.014647659,0.04555245718496535,0.8476961282383527,1,0.0911049143699307,0.11595971925541654,0.15652969894222946,0.23191943851083308
GDAP1,--++,0.006812547,0.045574936711468596,0.7481247558786898,1,0.09114987342293719,0.11606143830739497,0.15652969894222946,0.23212287661478995
ATAD2,++++,0.095978558,0.04562938826594378,0.9925673052409734,1,0.09125877653188756,0.11616315735937341,0.15652969894222946,0.23232631471874682
RNASEH2B,----,0.074293165,0.9894224853357534,0.04569398383066744,-1,0.09138796766133488,0.11625305126118796,0.15654562099481234,0.2325061025223759
SEMA4D,+---,0.00147088,0.04572435011797105,0.07708664773490678,1,0.0914487002359421,0.11626487641135184,0.1566314076484947,0.2325297528227037
MAPKAP1,-+-+,0.017682772,0.04572931553517338,0.33469262738938477,1,0.09145863107034675,0.11636659546333028,0.1566314076484947,0.23273319092666056
JAK1,+--+,0.004722097,0.04575328846909365,0.1787614403864744,1,0.0915065769381873,0.11646831451530872,0.1566314076484947,0.23293662903061743
MIS12,-+-+,0.012264607,0.045765183688853156,0.5308139420854767,1,0.09153036737770631,0.11657003356728715,0.1566314076484947,0.2331400671345743
NKIRAS2,--+-,0.038163577,0.9305652429858362,0.04580207397801875,-1,0.0916041479560375,0.11665988608624898,0.15664734004679076,0.23331977217249797
SMG5,+---,0.070229494,0.9735313918705072,0.04581995768051696,-1,0.09163991536103391,0.11665988608624898,0.1567490590987692,0.23331977217249797
NOL9,---+,0.084653277,0.7398227297419004,0.04582718687829727,-1,0.09165437375659453,0.11665988608624898,0.15685077815074763,0.23331977217249797
TJP2,+++-,0.016080337,0.045837957687986104,0.726408060335231,1,0.09167591537597221,0.11667175261926559,0.15693653376729047,0.23334350523853117
MPHOSPH8,--++,0.013695037,0.04584140503496278,0.3646448798958513,1,0.09168281006992555,0.11677347167124402,0.15693653376729047,0.23354694334248804
CENPC1,++-+,0.019760206,0.045842246266715084,0.7552091950226558,1,0.09168449253343017,0.11687519072322246,0.15693653376729047,0.23375038144644492
LRP4,+-++,0.002296255,0.4251469418462052,0.04585536277781955,-1,0.0917107255556391,0.11696501220504475,0.15695249720272608,0.2339300244100895
ZDHHC23,+---,0.075675562,0.8928598219402136,0.045868964105739034,-1,0.09173792821147807,0.11696501220504475,0.1570542162547045,0.2339300244100895
HECTD1,+--+,0.014646816,0.04587406467051194,0.20532022453909599,1,0.09174812934102387,0.1169769097752009,0.157139951179821,0.2339538195504018
PCBP2,-+--,0.02873324,0.8342395558370466,0.0458806877171163,-1,0.0917613754342326,0.11706672091131001,0.15715593530668295,0.23413344182262003
TNFAIP2,--+-,0.014641105,0.8331209559689687,0.04603035385442935,-1,0.0920607077088587,0.11706672091131001,0.15725765435866138,0.23413344182262003
NUDCD2,++-+,0.063547285,0.04605888310455775,0.943789136494777,1,0.0921177662091155,0.11707862882717933,0.1573433685923515,0.23415725765435866
RPRML,----,0.016534644,0.9513557651543159,0.04608695956823662,-1,0.09217391913647324,0.11716842961757526,0.15735937341063982,0.23433685923515052
C2orf44,----,0.052633895,0.9624768939041756,0.04609094816369646,-1,0.09218189632739292,0.11716842961757526,0.15746109246261825,0.23433685923515052
BAMBI,++-+,0.102425655,0.04612017499612584,0.9340496144750214,1,0.09224034999225168,0.11718034787915776,0.157546786004882,0.23436069575831553
PSMB1,+--+,0.035353464,0.04615173977246669,0.7864165865260435,1,0.09230347954493338,0.1172820669311362,0.157546786004882,0.2345641338622724
TMTC2,++-+,0.054723689,0.04619543020184925,0.8662391449526383,1,0.0923908604036985,0.11738378598311464,0.157546786004882,0.23476757196622927
ACTN2,+--+,0.017311985,0.04620412808629726,0.3128639910478289,1,0.09240825617259452,0.11748550503509307,0.157546786004882,0.23497101007018614
NUP54,++-+,0.067170787,0.046215857960437194,0.8265405122291284,1,0.09243171592087439,0.1175872240870715,0.157546786004882,0.235174448174143
STARD10,+--+,0.016874064,0.19914919027217035,0.04621859563973568,-1,0.09243719127947136,0.11767697314890155,0.1575628115145967,0.2353539462978031
SRPRB,---+,0.019261798,0.9211077133026144,0.046301361758954745,-1,0.09260272351790949,0.11767697314890155,0.15766453056657512,0.2353539462978031
ZNF438,+++-,0.073623034,0.04633208719209249,0.7141127477936706,1,0.09266417438418498,0.11768894313904994,0.15775020341741253,0.23537788627809988
ZDHHC21,++--,0.014756273,0.5396498241617865,0.04647384916356701,-1,0.09294769832713402,0.11777868185516681,0.15776624961855357,0.23555736371033362
TRIAP1,----,0.127118914,0.9937137396203957,0.04649532260511894,-1,0.09299064521023788,0.11777868185516681,0.157867968670532,0.23555736371033362
SEMA4F,--+-,0.047027715,0.8201435332500623,0.04651431564390357,-1,0.09302863128780714,0.11777868185516681,0.15796968772251044,0.23555736371033362
EFHD1,++++,0.103631835,0.046580974732438045,0.987528398583625,1,0.09316194946487609,0.11779066219102838,0.1580553295362083,0.23558132438205676
TXN,---+,0.079973127,0.9403109798287136,0.04658646086261225,-1,0.0931729217252245,0.11788039056143206,0.15807140677448886,0.2357607811228641
MANBAL,+++-,0.012233989,0.0466170009152999,0.8659583434562615,1,0.0932340018305998,0.11789238124300681,0.15815703824247357,0.23578476248601363
ZNF608,--+-,0.009292416,0.6979232982047209,0.04662430954892598,-1,0.09324861909785195,0.11798209926769732,0.1581731258264673,0.23596419853539463
AP2S1,--++,0.023047004,0.5499775067319481,0.046638837565611435,-1,0.09327767513122287,0.11798209926769732,0.15827484487844573,0.23596419853539463
MAN2B1,+-+-,0.005329869,0.04665831400785847,0.22836196293310768,1,0.09331662801571694,0.11799410029498525,0.15836045565500406,0.2359882005899705
HIGD2A,--+-,0.076128933,0.8248167366847179,0.04670367618534097,-1,0.09340735237068194,0.11808380797396258,0.15837656393042418,0.23616761594792515
SIPA1L1,--+-,0.098125187,0.8369217540681303,0.04676421073868781,-1,0.09352842147737563,0.11808380797396258,0.1584782829824026,0.23616761594792515
ZFP161,----,0.049948502,0.9814994766228272,0.04681869612198208,-1,0.09363739224396415,0.11808380797396258,0.15858000203438105,0.23616761594792515
GRAMD3,++++,0.02646367,0.04683732853753014,0.9711154126365281,1,0.09367465707506029,0.11809581934696368,0.15866558177379983,0.23619163869392737
STXBP6,+--+,0.008255899,0.046876265222011444,0.5792119430531019,1,0.09375253044402289,0.11819753839894212,0.15866558177379983,0.23639507679788424
PTGES3,-+++,0.007685206,0.046914181980792335,0.8382328819074673,1,0.09382836396158467,0.11829925745092056,0.15866558177379983,0.2365985149018411
PLEKHM1,--+-,0.092895412,0.8448071582951584,0.0469197527116052,-1,0.0938395054232104,0.11838893409275834,0.15868172108635947,0.2367778681855167
MRPL23,---+,0.010602622,0.3649547899841442,0.046954401636646305,-1,0.09390880327329261,0.11838893409275834,0.15878344013833792,0.2367778681855167
ANKRD28,----,0.140599064,0.9891006966039321,0.04698107515355329,-1,0.09396215030710658,0.11838893409275834,0.15888515919031634,0.2367778681855167
CAPRIN2,--+-,0.031585674,0.679030977444544,0.04710206758859701,-1,0.09420413517719402,0.11838893409275834,0.1589868782422948,0.2367778681855167
ELP2,----,0.06718839,0.9880909846214425,0.04710833555907549,-1,0.09421667111815098,0.11838893409275834,0.15908859729427322,0.2367778681855167
GDF11,+---,0.021950281,0.5471890188038904,0.04712132581575387,-1,0.09424265163150775,0.11838893409275834,0.15919031634625166,0.2367778681855167
RICTOR,-+-+,0.002004963,0.07063950318278966,0.04712805589545755,-1,0.0942561117909151,0.11838893409275834,0.1592920353982301,0.2367778681855167
USP4,----,0.076363483,0.9915378521176683,0.04713753368644614,-1,0.09427506737289228,0.11838893409275834,0.15939375445020854,0.2367778681855167
ZDHHC11,-+-+,0.03546882,0.04714080033215764,0.7592609171139008,1,0.09428160066431528,0.11840097650289899,0.15947925142392189,0.23680195300579798
ACADSB,++++,0.152407584,0.04714409108260516,0.9953164999285204,1,0.09428818216521032,0.11850269555487743,0.15947925142392189,0.23700539110975485
RCOR1,--+-,0.016094382,0.9208265090885633,0.04717019615093485,-1,0.0943403923018697,0.11859235150528885,0.15949547350218696,0.2371847030105777
PC,---+,0.011454213,0.892399490303091,0.047182880258865356,-1,0.09436576051773071,0.11859235150528885,0.1595971925541654,0.2371847030105777
COX5A,--+-,0.114703558,0.8823843153101855,0.04718318213166385,-1,0.0943663642633277,0.11859235150528885,0.15969891160614383,0.2371847030105777
MRPL42,+-++,0.053676498,0.04726289475586737,0.9416779663038507,1,0.09452578951173474,0.11860441460685586,0.15978437754271765,0.23720882921371172
IQCC,--+-,0.018213577,0.6371667050705555,0.04728701754769242,-1,0.09457403509538484,0.11869406021155411,0.15980063065812228,0.23738812042310822
PJA2,++-+,0.025749719,0.04728924934849186,0.7109850790936039,1,0.09457849869698372,0.1187061336588343,0.1598860862489829,0.2374122673176686
HSD17B14,+-++,0.020898034,0.04733211018862907,0.24404402430324276,1,0.09466422037725813,0.11880785271081273,0.1598860862489829,0.23761570542162547
ZCCHC6,+--+,0.023597566,0.04734049743747012,0.8141223265828713,1,0.09468099487494024,0.11890957176279117,0.1598860862489829,0.23781914352558234
B3GNTL1,--++,0.015204494,0.047363779528164895,0.2930545226498749,1,0.09472755905632979,0.1190112908147696,0.1598860862489829,0.2380225816295392
HOOK3,-+-+,0.035678558,0.04742811066244829,0.38875976620904085,1,0.09485622132489659,0.11911300986674804,0.1598860862489829,0.23822601973349608
ERMN,++-+,0.096729682,0.047435260146991155,0.6670701039776892,1,0.09487052029398231,0.11921472891872648,0.1598860862489829,0.23842945783745295
PTPRS,--+-,0.066284551,0.9537573767183607,0.04746112644897605,-1,0.0949222528979521,0.11930431244914565,0.1599023497101007,0.2386086248982913
CCDC111,+++-,0.041975749,0.04748811729047879,0.9008393833201039,1,0.09497623458095758,0.11931644797070491,0.15998779495524817,0.23863289594140982
OGFOD1,++-+,0.032014139,0.047491404808365126,0.8551318613901537,1,0.09498280961673025,0.11941816702268335,0.15998779495524817,0.2388363340453667
BTN3A1,+---,0.057521442,0.9732703982834429,0.04754261216263291,-1,0.09508522432526582,0.11950772986167615,0.16000406876207915,0.2390154597233523
COX4I1,--+-,0.038576873,0.8157371314792005,0.04757253552116415,-1,0.0951450710423283,0.11950772986167615,0.16010578781405757,0.2390154597233523
MAP3K4,+-+-,0.028866479,0.3949922334473844,0.04759996758379745,-1,0.0951999351675949,0.11950772986167615,0.16020750686603602,0.2390154597233523
E2F3,--+-,0.159562266,0.9794169354787227,0.04760750471716824,-1,0.09521500943433649,0.11950772986167615,0.16030922591801444,0.2390154597233523
ZFP90,+-++,0.024145787,0.047628171781490536,0.47598605439577885,1,0.09525634356298107,0.11951988607466178,0.1603946297803092,0.23903977214932356
NSUN2,+++-,0.054687828,0.04764077681613187,0.9489098930621508,1,0.09528155363226375,0.11962160512664022,0.1603946297803092,0.23924321025328044
GALNS,----,0.084380712,0.9570758305154365,0.04768127299973667,-1,0.09536254599947334,0.11971114727420668,0.1604109449699929,0.23942229454841335
PCSK7,--+-,0.066020037,0.6305351979055179,0.047702494052436095,-1,0.09540498810487219,0.11971114727420668,0.1605126640219713,0.23942229454841335
APTX,--+-,0.13292191,0.9681008057211574,0.04771800973190031,-1,0.09543601946380062,0.11971114727420668,0.16061438307394976,0.23942229454841335
MAP2K3,----,0.062017228,0.9816738280674925,0.04773435725466949,-1,0.09546871450933898,0.11971114727420668,0.16071610212592818,0.23942229454841335
GAS8,-+--,0.050701592,0.9293954192341862,0.04773475232235897,-1,0.09546950464471794,0.11971114727420668,0.16081782117790663,0.23942229454841335
CALM3,++++,0.147247004,0.04773548179480022,0.9949635758572024,1,0.09547096358960044,0.11972332417861865,0.16090317331163548,0.2394466483572373
C7orf41,++-+,0.0742603,0.04773569779001893,0.9531910067124787,1,0.09547139558003787,0.11982504323059709,0.16090317331163548,0.23965008646119418
EIF2A,-+++,0.041248876,0.04778239359561953,0.8547421771779622,1,0.09556478719123906,0.11992676228257552,0.16090317331163548,0.23985352456515105
ARPC5L,---+,0.013930243,0.19793113343304766,0.04778361729086525,-1,0.0955672345817305,0.12001627339300244,0.16091954022988506,0.24003254678600489
TMEM5,+-++,0.036398408,0.047792302463467023,0.6932674290050642,1,0.09558460492693405,0.12002848133455396,0.16100488201790072,0.24005696266910792
VPS18,+---,0.049276498,0.9399053916201857,0.04779546609831705,-1,0.0955909321966341,0.1201179820992677,0.1610212592818635,0.2402359641985354
SERPINE2,-+++,0.077952809,0.04783716473030878,0.957298201371893,1,0.09567432946061756,0.1201302003865324,0.161106590724166,0.2402604007730648
LSM10,--+-,0.035668165,0.9506366687686728,0.047847782960540854,-1,0.09569556592108171,0.12021969080553295,0.16112297833384193,0.2404393816110659
ALKBH6,----,0.015174157,0.9190990027945911,0.04787225336198529,-1,0.09574450672397058,0.12021969080553295,0.16122469738582038,0.2404393816110659
CDC37L1,---+,0.065613577,0.9286340989450828,0.047877808895279886,-1,0.09575561779055977,0.12021969080553295,0.1613264164377988,0.2404393816110659
MAPK4,--+-,0.014127715,0.7874431365606861,0.04789831052714424,-1,0.09579662105428847,0.12021969080553295,0.16142813548977725,0.2404393816110659
CDC2L5,+-+-,0.030389139,0.6347852795456479,0.04794906027144133,-1,0.09589812054288266,0.12021969080553295,0.16152985454175567,0.2404393816110659
DNER,++++,0.027866667,0.0479497528375372,0.9703864851036218,1,0.0958995056750744,0.12023191943851083,0.16161513425549226,0.24046383887702166
CHKA,--+-,0.073900562,0.8891005340116482,0.04796723549878788,-1,0.09593447099757577,0.12032139951179821,0.16163157359373412,0.24064279902359642
MAP6,+-++,0.057084831,0.04803647759530039,0.6130257071656233,1,0.09607295519060079,0.12033363849048927,0.16171684296175753,0.24066727698097853
ASCC1,++++,0.051296348,0.04816198201784037,0.9830775363477111,1,0.09632396403568073,0.1204353575424677,0.16171684296175753,0.2408707150849354
C13orf16,--++,0.008987266,0.8571655320263338,0.04825268307531954,-1,0.09650536615063908,0.12052481692432872,0.16173329264571254,0.24104963384865744
UNC119,--+-,0.041104775,0.6040622481622967,0.04827275434990169,-1,0.09654550869980338,0.12052481692432872,0.161835011697691,0.24104963384865744
SLC44A3,-+++,0.03834176,0.04827280271603944,0.8026982834309244,1,0.09654560543207888,0.12053707659444614,0.16192026037428803,0.24107415318889228
SOLH,-+--,0.032435674,0.31620139235118067,0.04831041639766431,-1,0.09662083279532863,0.12062652563059398,0.1619367307496694,0.24125305126118796
SH3BP4,-+++,0.050808614,0.04834132934298313,0.9720294004529851,1,0.09668265868596626,0.12063879564642457,0.1620219690805533,0.24127759129284915
CNOT6L,-+--,0.001106929,0.048342618494668754,0.05019687099061775,1,0.09668523698933751,0.12074051469840301,0.1620219690805533,0.24148102939680602
ZNF536,++-+,0.06871133,0.048358445226868656,0.5042986963523305,1,0.09671689045373731,0.12084223375038144,0.1620219690805533,0.2416844675007629
SHOC2,-+++,0.005011798,0.04836226923195537,0.603447572616178,1,0.09672453846391074,0.12094395280235988,0.1620219690805533,0.24188790560471976
CHCHD6,---+,0.032743727,0.7797337626039308,0.04836839544156583,-1,0.09673679088313165,0.121033360455655,0.16203844980164786,0.24206672091131
USP10,++-+,0.035911798,0.0484111675092741,0.9116416965838061,1,0.0968223350185482,0.12104567185433832,0.16212367778681855,0.24209134370867663
