gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
GZF1,-+--,0.084629682,0.9052855292076021,0.07652373829811603,-1,0.15304747659623205
WDR73,-++-,0.037034831,0.07654909388289585,0.7867173068772276,1,0.1530981877657917
ERAL1,---+,0.036090449,0.7417632540194441,0.07655216142499603,-1,0.15310432284999206
MAEL,+++-,0.05485,0.07656720597777066,0.9017691676260039,1,0.1531344119555413
POLM,+-++,0.09264794,0.07670395027990978,0.9457696185603662,1,0.15340790055981957
CRKRS,+--+,0.01193736,0.6098120833845486,0.07682753784093718,-1,0.15365507568187436
RPL15,-+--,0.042258989,0.6630330826068151,0.07691876747450625,-1,0.1538375349490125
UTP14A,-+++,0.100581835,0.07705227723895772,0.9065431174426358,1,0.15410455447791543
ZNF133,+-++,0.062730243,0.07708204799762718,0.92333564068253,1,0.15416409599525435
CDH18,++-+,0.071347753,0.07709180791954465,0.9591582329289908,1,0.1541836158390893
RERG,++--,0.012885955,0.7834802656843266,0.07713630228126826,-1,0.15427260456253652
PPARGC1A,++-+,0.047096348,0.07714925764570062,0.79798905178909,1,0.15429851529140123
DPY19L2P2,+++-,0.075494476,0.07715341807137169,0.8872715063486026,1,0.15430683614274338
PAAF1,--++,0.033026873,0.07717837386248719,0.8283602978327438,1,0.15435674772497437
MFN2,-++-,0.007893539,0.45513975078752233,0.07720179715971885,-1,0.1544035943194377
TIAF1,-+++,0.02776236,0.07725669048589448,0.7843251144961838,1,0.15451338097178896
POLR2A,+-++,0.063623502,0.07726285676619368,0.46556750545804937,1,0.15452571353238737
PPA1,-+--,0.117790824,0.7909547703584383,0.07728878533443412,-1,0.15457757066886824
RSAD2,+---,0.071805712,0.9440815405922827,0.07731309662020226,-1,0.15462619324040452
SUMO3,+---,0.126578464,0.9528656445384472,0.07731465778355684,-1,0.15462931556711368
ME3,++--,0.05883839,0.07731537974025211,0.39487777298174115,1,0.15463075948050423
SETD3,-+-+,0.043340449,0.31654529516295876,0.07733637896914619,-1,0.15467275793829238
GRLF1,--++,0.050673783,0.07739953533820552,0.2798222586385612,1,0.15479907067641105
NGB,+--+,0.068337266,0.07740561224651452,0.7737413997090621,1,0.15481122449302903
PCGF1,+-++,0.040220131,0.07740910800266605,0.5813954262595519,1,0.1548182160053321
RABGGTA,-+--,0.042796161,0.7222966443051118,0.07741458863059948,-1,0.15482917726119896
ZFP28,----,0.091131554,0.9591442295520103,0.07743631047937491,-1,0.15487262095874982
ZNF630,+---,0.126414419,0.7632625185716728,0.07748079285361865,-1,0.1549615857072373
INF2,--+-,0.002894944,0.07755675693038762,0.08928516330003618,1,0.15511351386077524
DPP9,+-+-,0.012414794,0.07756187628699444,0.4164892275964518,1,0.1551237525739889
XAB2,+-+-,0.039649064,0.07759735731553546,0.880511864233906,1,0.15519471463107093
MBNL1,--++,0.048874157,0.07760384110077728,0.26485004945154894,1,0.15520768220155456
HYI,--++,0.037607022,0.6483896164644366,0.07768720525182891,-1,0.15537441050365783
HPR,----,0.26692294,0.9917125575934369,0.07773635289588869,-1,0.15547270579177738
FAM19A1,++--,0.064151404,0.7760500921518285,0.0777581044105072,-1,0.1555162088210144
RFPL3,++-+,0.068380524,0.07781425241317359,0.7086107299086668,1,0.15562850482634719
TRIM13,--++,0.006847097,0.07788700118240854,0.24641583595407576,1,0.1557740023648171
FAM36A,+-+-,0.017363109,0.5028542290583038,0.07792029131939887,-1,0.15584058263879774
UBL5,-+--,0.117126124,0.6563124906257518,0.0779877033891771,-1,0.1559754067783542
CAPN7,+---,0.050035955,0.9341935807662987,0.0781039167782975,-1,0.156207833556595
EIF3I,-+--,0.060553371,0.9416065214760316,0.07810448306606423,-1,0.15620896613212845
APH1B,++-+,0.042087172,0.07814150520770462,0.8439968752740363,1,0.15628301041540923
ASB8,-+--,0.029900281,0.5656935608667064,0.07814466529179423,-1,0.15628933058358846
SLC25A1,--++,0.034239232,0.07814794431913781,0.570435879318153,1,0.15629588863827562
KIAA0831,+-++,0.07216264,0.07817554782253712,0.5699882971988587,1,0.15635109564507424
EXOSC2,++-+,0.073313109,0.07819367654389345,0.8255258320386389,1,0.1563873530877869
UBE2F,++--,0.053424064,0.5472879683758091,0.07829827553227907,-1,0.15659655106455814
DLEU1,---+,0.072023596,0.9369097855959488,0.07830842169426237,-1,0.15661684338852475
TRPC1,+-++,0.087809925,0.07839308445417759,0.8491745574449202,1,0.15678616890835517
C3orf63,--+-,0.032354026,0.3522215523847235,0.0784205490513618,-1,0.1568410981027236
CCDC137,++++,0.080884082,0.07842083013889725,0.95911374778442,1,0.1568416602777945
C1orf89,++-+,0.010851966,0.0784435325372896,0.3284127301592678,1,0.1568870650745792
ZSWIM6,--+-,0.005168071,0.07850032418257924,0.41901119763111055,1,0.15700064836515848
CCDC71,++++,0.180848408,0.07850561176515826,0.9750105791320569,1,0.15701122353031652
ICA1,+---,0.15927603,0.732432275677944,0.0785534865026465,-1,0.157106973005293
RIN2,--+-,0.097979775,0.9008587815392531,0.07863182811516264,-1,0.1572636562303253
ARHGAP12,--+-,0.12481882,0.9038799789490841,0.07866494466322357,-1,0.15732988932644715
IAH1,-+--,0.059098596,0.43738342208278086,0.07867193576818808,-1,0.15734387153637616
HIPK1,+++-,0.151715449,0.0786754297312546,0.8605573175362758,1,0.1573508594625092
ZNF821,++-+,0.034149906,0.07868450393318163,0.3629106938465384,1,0.15736900786636326
KIAA0430,+-+-,0.008585581,0.07869748832447908,0.23759678156867875,1,0.15739497664895816
AMY2B,--+-,0.075485112,0.9383008429823955,0.0787149066140811,-1,0.1574298132281622
NR4A2,----,0.139618258,0.9798304951292279,0.078715972883445,-1,0.15743194576689
FBXO11,+--+,0.06058661,0.0787174675422313,0.22892079651193847,1,0.1574349350844626
NPR2,+---,0.003536236,0.07872255443880852,0.28604335446344575,1,0.15744510887761703
NOL6,+++-,0.069109176,0.0787695879331695,0.4956940283570745,1,0.157539175866339
WRNIP1,++-+,0.005051873,0.07881190160204407,0.12088922090518378,1,0.15762380320408814
ITGB5,+-++,0.066255243,0.07887437486834413,0.6231630788798247,1,0.15774874973668826
CHCHD4,++--,0.027130712,0.7196541980004638,0.07888504446669074,-1,0.15777008893338149
SART3,++++,0.112128933,0.07896928616159751,0.9631800576454254,1,0.15793857232319503
TRPV6,+-++,0.035936049,0.07907026268846207,0.7475138131318361,1,0.15814052537692413
FAM18B,++-+,0.006200281,0.5303551920022055,0.0790714070720491,-1,0.1581428141440982
TAP1,+-++,0.058672472,0.07909715379234326,0.827297544789883,1,0.15819430758468653
KIDINS220,+---,0.066413951,0.601080462386887,0.07909985774941103,-1,0.15819971549882206
SLC25A23,++++,0.121268914,0.07911447430076603,0.9809736561670358,1,0.15822894860153205
C21orf2,+-+-,0.019500936,0.33512682860569776,0.07925271935472238,-1,0.15850543870944475
BANP,--+-,0.034938764,0.5422294758024934,0.07926988961585714,-1,0.15853977923171428
NUDT5,--+-,0.061600655,0.9404046403877577,0.07928220457146005,-1,0.1585644091429201
RPN2,----,0.058258333,0.9586809601707238,0.07930297734672463,-1,0.15860595469344926
MTHFD1L,++--,0.029268165,0.0793139163184478,0.11940880786809517,1,0.1586278326368956
FNDC5,-+--,0.151640449,0.8859797019057964,0.07932550615755683,-1,0.15865101231511367
MMP15,+-++,0.004964326,0.30370944421514656,0.07935741844703839,-1,0.15871483689407678
GNS,++--,0.014712734,0.2144387305758764,0.07939824462865369,-1,0.15879648925730738
TCAP,+-+-,0.072721536,0.07943913383073632,0.7743996484965544,1,0.15887826766147264
PDE1C,---+,0.053434925,0.789047318031102,0.07948117570414423,-1,0.15896235140828846
AATK,--++,0.019610861,0.07950263924510843,0.3848623576072052,1,0.15900527849021687
VTA1,+---,0.01496985,0.30520238246551745,0.0795319422146026,-1,0.1590638844292052
DGCR5,++++,0.26422809,0.07954208760922007,0.9911774703344591,1,0.15908417521844015
MED27,-+--,0.092087079,0.9268766996905614,0.07954371482867048,-1,0.15908742965734096
LOC400986,-+++,0.091208521,0.07962343776955762,0.7196498945311444,1,0.15924687553911523
PSMB5,-+--,0.109077341,0.9398377124903728,0.07963573685476236,-1,0.1592714737095247
USP21,+-++,0.058808708,0.07965799154725836,0.5889470102866243,1,0.15931598309451672
C17orf56,-+--,0.101622191,0.798146654034706,0.07968223271354066,-1,0.15936446542708133
C5orf4,--+-,0.057204775,0.4455587542606402,0.07968337213594129,-1,0.15936674427188258
ERICH1,++-+,0.03832191,0.07969863602924607,0.37007438257172753,1,0.15939727205849213
ZBTB2,++++,0.141992322,0.0797534149426232,0.9874467067497061,1,0.1595068298852464
CLCC1,+-+-,0.013632678,0.11372107665373302,0.07975346557313545,-1,0.1595069311462709
CDC26,----,0.03127809,0.9296250220443085,0.07975913933095767,-1,0.15951827866191534
C14orf156,-+--,0.110307116,0.9388165014058028,0.07979251223730106,-1,0.15958502447460213
CCBE1,++++,0.048453652,0.07979474991077845,0.9576235522740756,1,0.1595894998215569
ZNF430,+-++,0.026792697,0.07993804180003973,0.5472348037482165,1,0.15987608360007946
PEX19,++--,0.030944569,0.8859430647386902,0.07996169634302397,-1,0.15992339268604794
CANX,----,0.216772753,0.9864734211996307,0.07996482356711934,-1,0.15992964713423868
RANBP3L,----,0.05788427,0.9672623177489507,0.07996785408637451,-1,0.15993570817274902
MRPL47,-+--,0.049479963,0.4317130853530518,0.07998283030757328,-1,0.15996566061514655
GBF1,--++,0.010335112,0.08002331579188048,0.6350331741735517,1,0.16004663158376095
SOD1,-+--,0.09507191,0.810840534693644,0.08003617848488394,-1,0.16007235696976788
SMPDL3B,-+++,0.040228184,0.08005629332360557,0.7394209264604813,1,0.16011258664721115
MRPS24,-+--,0.062279682,0.7229227168451877,0.08006371647908811,-1,0.16012743295817622
MBD3,++++,0.190910019,0.08007305516180022,0.9890645369539186,1,0.16014611032360043
PNPLA6,++++,0.180573034,0.0801528543066627,0.9837903320884651,1,0.1603057086133254
PNMA6A,++++,0.260121161,0.08018780219825461,0.9910437709026346,1,0.16037560439650922
BOK,--++,0.077065543,0.7952849081676323,0.08019692969303663,-1,0.16039385938607326
ZNF577,++++,0.154227341,0.08020713032132387,0.9747142627248652,1,0.16041426064264774
PIP5K1B,++--,0.031313015,0.4296220467390515,0.08020920329434678,-1,0.16041840658869355
RPL10,--++,0.062741479,0.5357927421478575,0.08027441090486441,-1,0.16054882180972882
GDPD1,--++,0.013605993,0.08030672308546141,0.34974912038400513,1,0.16061344617092282
DARC,++++,0.240762172,0.08031808446517741,0.9899612793236006,1,0.16063616893035482
SGTA,---+,0.089006835,0.7743534473464261,0.08033840884125258,-1,0.16067681768250516
SEMA6A,--++,0.006606648,0.19256167647570807,0.08035146774595414,-1,0.16070293549190828
SCYL3,+-+-,0.057863577,0.08038587236337508,0.33593790020917474,1,0.16077174472675015
EXOSC6,++--,0.028794569,0.4639851413331144,0.08039846819101527,-1,0.16079693638203055
CACYBP,-+--,0.003642603,0.08054117867117477,0.2534570789154825,1,0.16108235734234955
C10orf10,-+++,0.049406086,0.080578531783663,0.38078264765057285,1,0.161157063567326
RBM7,----,0.083134176,0.9729917719442893,0.08060735060548704,-1,0.1612147012109741
CCDC34,+--+,0.022409925,0.8120706190722696,0.08060791654752779,-1,0.16121583309505558
NOVA1,----,0.182964419,0.9784931358372427,0.08063852197162497,-1,0.16127704394324993
CCDC24,-+++,0.030320974,0.08065663872469983,0.42147607181924707,1,0.16131327744939966
NCOA4,----,0.166764419,0.9847814537662104,0.08071751811847204,-1,0.16143503623694408
NOM1,++-+,0.064948783,0.08072688468034257,0.7123881465510912,1,0.16145376936068515
CABP7,---+,0.059375749,0.8906020441770889,0.08077191793170872,-1,0.16154383586341745
SFRP1,--+-,0.064384644,0.71703641783578,0.08083434012525656,-1,0.16166868025051312
SNX22,--+-,0.002815918,0.080881754399765,0.1330350003916936,1,0.16176350879953
GEMIN6,++--,0.041325843,0.8799039898942005,0.08095955397805288,-1,0.16191910795610576
ULK2,++--,0.010269757,0.6192258972005812,0.08104232945643687,-1,0.16208465891287374
LHX6,++--,0.037789981,0.10338291582706507,0.08109612750673882,-1,0.16219225501347764
MAPK11,+++-,0.106134457,0.0811146876729165,0.609809365294343,1,0.162229375345833
CTDSPL,+-++,0.133783708,0.08115262894177187,0.8432181800123931,1,0.16230525788354375
THAP4,-+-+,0.027176404,0.08123773190690521,0.845441332905795,1,0.16247546381381042
TCEA2,++--,0.026883708,0.08123940978449762,0.6946200816656894,1,0.16247881956899524
PDXP,++-+,0.085436798,0.08126647235876462,0.9505568596152764,1,0.16253294471752924
ZYG11B,++--,0.047033989,0.08137077370670405,0.8306517734420236,1,0.1627415474134081
NPDC1,++-+,0.191477622,0.08138407081503113,0.772674095476905,1,0.16276814163006226
CCDC68,+-+-,0.033835112,0.45519986347895947,0.08139120146355026,-1,0.16278240292710053
AMIGO1,-+++,0.136677622,0.08142047069054792,0.9693625608660584,1,0.16284094138109584
GRM8,++--,0.056769944,0.6771893761077541,0.08151470309928767,-1,0.16302940619857534
VCPIP1,++-+,0.120229682,0.08155947747769629,0.917465283692658,1,0.16311895495539258
WDR35,-+--,0.045414045,0.8569307437309054,0.08156190479906127,-1,0.16312380959812253
DUS2L,-+--,0.105305899,0.7385291942922686,0.08162620457701107,-1,0.16325240915402214
ICAM5,++++,0.117548596,0.08163407964093028,0.9700897882915668,1,0.16326815928186056
CYP2J2,+-+-,0.050119757,0.8647454417327197,0.0816543348940817,-1,0.1633086697881634
JMJD4,++++,0.099055805,0.08165509128063958,0.9806355790699833,1,0.16331018256127916
PORCN,-+-+,0.014300655,0.6617297003759556,0.08167884095634818,-1,0.16335768191269637
C1QB,---+,0.038584925,0.88767053446832,0.0816951932273048,-1,0.1633903864546096
DYNC1I2,--+-,0.09680412,0.8664891061407258,0.08170898628567161,-1,0.16341797257134322
FAM20C,--++,0.007377809,0.08171136122311108,0.49284685916872767,1,0.16342272244622216
ACTN4,--++,0.014526966,0.08172191454089024,0.7373775406368219,1,0.16344382908178048
PTPLB,++++,0.175436049,0.08173259969597747,0.9857858244215016,1,0.16346519939195495
HARS2,++-+,0.03920618,0.08178236911709984,0.4031262112021065,1,0.16356473823419967
GREM1,--+-,0.069883521,0.6225367495254331,0.08182302400576888,-1,0.16364604801153776
PMS2L3,--+-,0.017930243,0.5259910719072224,0.08184433480310477,-1,0.16368866960620954
FYTTD1,+-+-,0.013878652,0.08186059968501086,0.12967063565255327,1,0.16372119937002172
PPIB,--++,0.013379307,0.32584494031752986,0.08187486679933306,-1,0.16374973359866613
EIF5A2,++++,0.182854963,0.08205546978975505,0.9840904934838022,1,0.1641109395795101
PPL,----,0.146159738,0.97745068775196,0.08210824883143664,-1,0.16421649766287327
CTPS,-+--,0.061424532,0.8423731172760881,0.08212207308275632,-1,0.16424414616551264
KIAA1009,----,0.27001779,0.9913072020044056,0.08215094889763051,-1,0.16430189779526103
EIF2AK3,-+-+,0.089286142,0.8453046024326059,0.0821773635776325,-1,0.164354727155265
BBS12,+---,0.015827809,0.21451071429973678,0.0822029360327152,-1,0.1644058720654304
LMBRD1,--+-,0.082685019,0.9395520079857038,0.08222140158398285,-1,0.1644428031679657
TSR2,++++,0.046564888,0.08223263724603108,0.9462289214037964,1,0.16446527449206216
PTPRS,--+-,0.02752809,0.2777630544795871,0.08223342218522545,-1,0.1644668443704509
DGKI,----,0.140595787,0.9770746945774451,0.0823109289264831,-1,0.1646218578529662
TRAP1,++-+,0.137009925,0.08234449431656189,0.841367765092326,1,0.16468898863312378
ASNS,-+-+,0.041000843,0.08235589853994103,0.2521942540473903,1,0.16471179707988207
RNF180,+---,0.038716854,0.6796997926331247,0.08237097103386093,-1,0.16474194206772186
TERF1,--++,0.020540543,0.0824192856945233,0.6988952182359023,1,0.1648385713890466
Magmas,+-++,0.062650562,0.08242399771559254,0.8626314501878679,1,0.16484799543118508
MRPL16,-+--,0.085484738,0.8957708767252036,0.08245396589797653,-1,0.16490793179595306
SLC12A6,+---,0.039623315,0.3716386718613503,0.08254120645106217,-1,0.16508241290212433
RING1,----,0.126598221,0.9651195228258674,0.08260225221909405,-1,0.1652045044381881
SLC7A14,----,0.103227154,0.982956596632557,0.08260616336932536,-1,0.16521232673865072
GART,-++-,0.036121067,0.5061056073648389,0.08261349890406351,-1,0.16522699780812702
RP9,++-+,0.036706554,0.08262062447246082,0.6902407569228262,1,0.16524124894492165
TENC1,+--+,0.049620787,0.0826525156304759,0.16418535518702748,1,0.1653050312609518
CIC,+-++,0.025368446,0.08265521109837512,0.8527313991604699,1,0.16531042219675024
ZKSCAN4,+---,0.120141573,0.945828082151154,0.08265589039971968,-1,0.16531178079943937
PBX1,-+++,0.07318427,0.08270459973054228,0.9592362147143273,1,0.16540919946108457
SPAG5,++++,0.079147004000000007,0.08273755126686214,0.9695112987467153,1,0.16547510253372427
ABLIM2,+-++,0.143970037,0.08276905441723886,0.7330168697813972,1,0.16553810883447773
MYH9,+-+-,0.062241199,0.0828819803686626,0.2630276677845535,1,0.1657639607373252
PRPF4B,+---,0.034955056,0.7911725493677524,0.08290085234933486,-1,0.16580170469866973
MRPL27,+---,0.154904775,0.8274896737852979,0.08292078295209414,-1,0.16584156590418828
RHOT1,-+-+,0.020226966,0.47454573182448073,0.08294699521154474,-1,0.16589399042308947
ALDH1A2,+---,0.068630899,0.9156847036557278,0.08298814378578023,-1,0.16597628757156047
ZFYVE20,+---,0.099864232,0.7221599670768839,0.08304434994260633,-1,0.16608869988521266
ZSWIM1,+-++,0.023722004,0.08310418120783941,0.713582280046518,1,0.16620836241567882
FAM71E1,++--,0.047027903,0.8423507021745817,0.08311045798956432,-1,0.16622091597912864
ZNF467,++--,0.005416948,0.08313748267394017,0.237222204905453,1,0.16627496534788033
MYST2,+++-,0.003363951,0.14649665444780377,0.08315878298430543,-1,0.16631756596861086
CFDP1,++++,0.20006133,0.08316621810233425,0.9858118634400459,1,0.1663324362046685
JMJD1C,---+,0.033101311,0.7482217429343384,0.08330346493419626,-1,0.1666069298683925
CPNE3,+-+-,0.013541479,0.6765532612412744,0.0833041108339347,-1,0.1666082216678694
NAP1L3,-+--,0.055012172,0.7775565466685739,0.08331203405438743,-1,0.16662406810877486
HSPA12A,-+-+,0.047870693,0.08333400535280452,0.42539997395500145,1,0.16666801070560905
C17orf70,-+++,0.129155805,0.08333856820825519,0.9287802621482046,1,0.16667713641651039
KLHL32,--+-,0.080213109,0.6594142579783998,0.083397907305853,-1,0.166795814611706
MKLN1,+-+-,0.024205431,0.46644120948827816,0.08354829478443865,-1,0.1670965895688773
JMJD6,++-+,0.14261339,0.08355032222231966,0.8163883971193924,1,0.16710064444463932
CAT,---+,0.077134363,0.8417801009138429,0.08358384104251594,-1,0.16716768208503188
BACE1,--++,0.058082303,0.732823144808999,0.08360127535990466,-1,0.16720255071980933
FLJ10213,++++,0.102569195,0.0836693330629328,0.973288653911571,1,0.1673386661258656
PUS7,++++,0.173505524,0.08373967439731529,0.9714647862580962,1,0.16747934879463058
AFF4,+-+-,0.047988109,0.721420420468503,0.08375217990949475,-1,0.1675043598189895
ZNF665,++-+,0.090200749,0.08375238214683581,0.826327689275231,1,0.16750476429367162
CTNND2,----,0.208613764,0.9767518670091168,0.08378269713665314,-1,0.16756539427330627
DDX46,++++,0.138564981,0.08380035639353056,0.9785633682785031,1,0.16760071278706112
RYK,+-+-,0.028810674,0.08381980052796567,0.11075378446124087,1,0.16763960105593134
SLC6A17,+---,0.068501779,0.9438720233882534,0.08390299526529618,-1,0.16780599053059236
WSCD1,+-+-,0.023603839,0.08398305005672461,0.6834264952311895,1,0.16796610011344923
TEX264,-+-+,0.009248315,0.0840433839055831,0.2860812930189444,1,0.1680867678111662
PDE2A,-+++,0.156819195,0.0840692061554671,0.9617386756372296,1,0.1681384123109342
HPS5,+-+-,0.038193165,0.08407488323713733,0.47328420739360605,1,0.16814976647427465
UROS,----,0.082831367,0.9733157625196717,0.08414655894890173,-1,0.16829311789780346
SYTL4,--++,0.05218015,0.08419020751235529,0.5894196633196187,1,0.16838041502471057
DDB2,+++-,0.011389981,0.7719716510481438,0.08421519941890691,-1,0.16843039883781383
CHCHD6,-+--,0.030296161,0.8996009404187701,0.08430040996035296,-1,0.1686008199207059
MGP,+++-,0.032513015,0.0843156780043143,0.7486442368057036,1,0.1686313560086286
CA10,++-+,0.10002088,0.08434042739891456,0.9291583505916433,1,0.16868085479782913
XRN1,+-++,0.121122191,0.08436390752196514,0.968873147742555,1,0.16872781504393028
NOC4L,++--,0.039139607,0.7643381227671289,0.0843782639542784,-1,0.1687565279085568
ECM1,--+-,0.046199906,0.7653583377317218,0.08438778688938893,-1,0.16877557377877786
CCDC113,---+,0.131983052,0.9625417062760446,0.08450594705668166,-1,0.16901189411336331
SEPHS2,-+--,0.048482959,0.6153683222473176,0.08451228098073607,-1,0.16902456196147214
CLTC,----,0.136723783,0.9723692321663738,0.08452125999997676,-1,0.1690425199999535
C6orf170,--+-,0.009663296,0.1437760184281472,0.08455009106161211,-1,0.16910018212322422
KIAA0513,+++-,0.04688839,0.08456756933039083,0.7070682072700694,1,0.16913513866078167
ACN9,-+--,0.142637921,0.9656921039184335,0.08457807814362692,-1,0.16915615628725383
CPNE1,-+++,0.099451592,0.08459737858154692,0.9256249318161794,1,0.16919475716309385
CNN1,--+-,0.106780056,0.9246447593146333,0.08462117069654572,-1,0.16924234139309144
ABCC5,++-+,0.133026685,0.08466011893707256,0.7674791218043405,1,0.16932023787414513
SFTPD,+--+,0.006732491,0.27799265976303955,0.08466656856309267,-1,0.16933313712618533
OSBPL8,+-++,0.098230805,0.08466778856252556,0.9517108980606794,1,0.16933557712505112
PNN,----,0.244770506,0.9907250040302912,0.08473217969650423,-1,0.16946435939300847
FCRLB,-+--,0.026709831,0.7169497480036764,0.084782387586013655,-1,0.1695647751720273
DDX51,+-+-,0.011042978,0.0847825716449533,0.27223415172150206,1,0.1695651432899066
GSTM5,----,0.213393539,0.9889326629894697,0.08481381054868843,-1,0.16962762109737686
WDR74,-++-,0.009593539,0.08482367961016138,0.18550594946440152,1,0.16964735922032276
NBR1,+---,0.027330337,0.9090637700241387,0.08487081944431592,-1,0.16974163888863184
TSPAN4,+++-,0.009263483,0.08489624424674012,0.18118135684917294,1,0.16979248849348025
NR2C2,++++,0.185915543,0.08493376199360078,0.9856075754288872,1,0.16986752398720156
CEP63,--+-,0.087672097,0.6502082919239267,0.08495714701894683,-1,0.16991429403789365
ATP6V1G2,-+--,0.063433146,0.597037751200252,0.08496690809379591,-1,0.16993381618759182
