gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC_male_ACC.1_male_ACC.2_male_AMY_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p,meta_Up,meta_Down,empirical_meta_p
NEUROD6,-----+--,2.46816e-4,0.35615251417312116,5.234927015222581e-5,-1,1.0469854030445162e-4,0.5377339300244101,0.004882017900732303,0.009764035801464606
ZFP106,++++-+-+,3.28e-6,1.263477150543982e-6,0.9983827190440484,1,2.526954301087964e-6,7.119609438567941e-4,0.978946297803092,0.0014239218877135883
FBXO9,-----+-+,9.29213e-4,0.810031794042277,3.122201473922377e-6,-1,6.244402947844754e-6,0.8237388120423108,4.068348250610252e-4,8.136696501220504e-4
SH3PXD2A,--++++-+,5.74625e-4,0.006067081574511593,0.010885239359078796,1,0.012134163149023186,0.07638323840520748,0.11472742066720912,0.15276647681041497
MPP3,++-+++++,6.30618e-4,0.14114601250015293,0.008019052725338753,-1,0.016038105450677506,0.350386493083808,0.0993694060211554,0.1987388120423108
RPAP1,+++++---,0.001111704,1.1615042704055411e-4,0.697384486509727,1,2.3230085408110823e-4,0.008950366151342554,0.7275223759153784,0.01790073230268511
NGEF,-+------,0.001766479,0.016265315007767362,0.02283079196292059,1,0.032530630015534724,0.12489829129373474,0.1605980471928397,0.24979658258746948
SEL1L,+-------,6.01311e-4,0.004394203087392745,0.13695551028331873,1,0.00878840617478549,0.06478844589096827,0.35231895850284783,0.12957689178193654
PDCD7,+++++-++,5.95506e-4,0.002813942607453999,0.23001710885259788,1,0.005627885214907998,0.05136289666395443,0.4394833197721725,0.10272579332790886
LINGO2,++++---+,1.42322e-4,3.3377831617679356e-7,0.9999040436254081,1,6.675566323535871e-7,3.051261187957689e-4,0.9950162733930025,6.102522375915378e-4
SLC13A3,+++++++-,0.004557491,0.033029842418446496,0.01966342496320686,-1,0.03932684992641372,0.1799227013832384,0.14951179820992677,0.29902359641985354
P4HA1,+------+,7.94288e-4,0.009032298265852685,0.004027375900699194,-1,0.008054751801398388,0.09296175752644427,0.0691619202603743,0.1383238405207486
PCDH9,-+++++++,0.004988764,0.06552211532620159,0.017350466372306406,-1,0.03470093274461281,0.24776240846216435,0.14076484947111473,0.28152969894222946
RIOK3,-+++++++,5.96536e-4,0.05742126520685507,0.0036701098743281953,-1,0.007340219748656391,0.23291293734743693,0.06560211554109031,0.13120423108218063
SLC25A42,++------,9.60861e-4,8.88415742393713e-5,0.2936621082273656,1,1.776831484787426e-4,0.007628152969894223,0.48413344182262,0.015256305939788446
MAN1A1,-------+,9.38764e-4,0.19763424622939954,0.0034243781986183705,-1,0.006848756397236741,0.41120829943043125,0.06316110659072417,0.12632221318144835
FAM115A,+++++-++,0.002346629,7.056879608423999e-4,0.5642874619928205,1,0.0014113759216847997,0.024918633034987796,0.6487998372660699,0.04983726606997559
ELOVL5,------+-,0.00106573,0.034564046130394065,0.01945764951807438,-1,0.03891529903614876,0.18338079739625712,0.14890154597233524,0.2978030919446705
PLA2G5,--------,8.33895e-4,0.3522737604442737,0.004676057506472352,-1,0.009352115012944704,0.5336655817737999,0.07363710333604556,0.14727420667209112
STAMBPL1,--------,0.001905805,0.08953946596425433,0.02155784889608343,-1,0.04311569779216686,0.286106590724166,0.15581773799837267,0.31163547599674535
PGAP1,----+-+-,0.001316292,0.5498013358129936,2.0992686755400933e-4,-1,4.1985373510801865e-4,0.6622253864930838,0.013323840520748576,0.026647681041497152
NPTX2,--------,0.017181461,0.02500844120170743,0.15147938514839646,1,0.05001688240341486,0.1564279902359642,0.3681855166802278,0.3128559804719284
AAK1,-+-+----,0.001023596,4.218865892719053e-4,0.09004906235354541,1,8.437731785438106e-4,0.019222945484133443,0.29271765663140764,0.03844589096826689
SCO1,-------+,3.4073e-4,0.9164419277992256,5.9506990443276205e-5,-1,1.1901398088655241e-4,0.8967656631407649,0.005492270138323841,0.010984540276647681
ALMS1,++++++++,0.007134457,0.03519600598643839,0.09911093602790903,1,0.07039201197287678,0.18633034987794955,0.30532953620829945,0.3726606997558991
MRPS6,------++,1.16199e-4,0.5889690225462962,4.3931306270124463e-4,-1,8.786261254024893e-4,0.6899918633034988,0.02034174125305126,0.04068348250610252
APTX,------+-,0.001219476,0.4000662871279392,0.003329897774992501,-1,0.006659795549985002,0.5658055329536208,0.06255085435313262,0.12510170870626525
ZNF394,++++-+-+,8.10112e-4,1.1171959579881675e-5,0.9883070113099617,1,2.234391915976335e-5,0.002339300244100895,0.9536208299430431,0.00467860048820179
AKR1A1,----+-++,0.005248127,0.7017389709101594,1.9219641528124312e-4,-1,3.8439283056248625e-4,0.7549837266069975,0.012611879576891782,0.025223759153783564
CTDSP2,+-+++++-,9.41948e-4,0.006021501462758472,0.03481120439359365,1,0.012043002925516943,0.07607811228641172,0.19914564686737185,0.15215622457282343
CORT,------+-,0.001221536,0.5089302295101106,0.0013514732796439377,-1,0.0027029465592878755,0.6387306753458096,0.04078519121236778,0.08157038242473556
COX8A,-+----+-,4.8661e-4,0.4479922768516922,3.758307752830433e-4,-1,7.516615505660866e-4,0.5986574450772986,0.01871440195280716,0.03742880390561432
PIAS1,++++++++,0.020192228,0.04328302764134648,0.09784212344971877,1,0.08656605528269296,0.2037225386493084,0.30349877949552484,0.4074450772986168
CKS2,----+-+-,0.001113015,0.1350720609829565,0.0032166119057045195,-1,0.006433223811409039,0.3438771358828316,0.0605166802278275,0.121033360455655
ATPIF1,++++--++,7.26311e-4,8.519650180730252e-6,0.9498688252018199,1,1.7039300361460503e-5,0.0017290480065093572,0.9018510984540277,0.0034580960130187145
CPEB4,+-++++++,0.005901966,0.37190714910239503,0.002612553704566649,-1,0.005225107409133298,0.548006509357201,0.05482099267697315,0.1096419853539463
DPY19L1,----+---,0.002539513,0.08697570250315953,0.013855413249904218,-1,0.027710826499808435,0.2816314076484947,0.12672904800650936,0.2534580960130187
ASH2L,-+------,4.97659e-4,0.237730762442487,0.004564766030246111,-1,0.009129532060492222,0.4457892595606184,0.07302685109845403,0.14605370219690805
NR2F1,++++++++,0.004436142,0.20022548459256123,0.01962293990632036,-1,0.03924587981264072,0.4139544344995932,0.149206672091131,0.298413344182262
U2AF1L4,------+-,0.004311049,0.23706674241192013,0.007247885015254761,-1,0.014495770030509522,0.44497558991049635,0.09367371847030105,0.1873474369406021
GRB10,-+------,0.011806554,0.012307441946392841,0.2413831470606832,1,0.024614883892785683,0.10821806346623271,0.44731489015459724,0.21643612693246542
ZMYM6,------++,3.34551e-4,0.6420692048904137,4.73639482902638e-4,-1,9.47278965805276e-4,0.7191822620016274,0.02115541090317331,0.04231082180634662
BAT1,+-++++++,0.004015262,0.008163304608846027,0.14708161267667508,1,0.016326609217692054,0.0886899918633035,0.36187957689178196,0.177379983726607
VSTM2L,++++----,1.43539e-4,2.6536085743752146e-9,0.999999966663963,1,5.307217148750429e-9,1.017087062652563e-4,0.9997965825874695,2.034174125305126e-4
CAMK1G,+-------,0.003465169,6.214264168014308e-4,0.5210777537952339,1,0.0012428528336028617,0.02339300244100895,0.6248982912937348,0.0467860048820179
C2orf47,-+------,3.17135e-4,0.15527756356775416,0.011721276584465649,-1,0.023442553168931297,0.366659886086249,0.11777868185516681,0.23555736371033362
NFX1,-+++++--,3.34363e-4,1.893967124127838e-4,0.49025299708062126,1,3.787934248255676e-4,0.012001627339300243,0.6066924328722538,0.024003254678600486
NOV,-+--+--+,0.001721067,0.17541935529504157,0.0032689617972864763,-1,0.006537923594572953,0.38974776240846215,0.061838893409275834,0.12367778681855167
FAM69B,-++-+-+-,2.81e-7,0.27843345140016335,2.0904175838423647e-4,-1,4.1808351676847293e-4,0.48057363710333606,0.013120423108218064,0.026240846216436128
ARHGEF10L,++++-+++,0.011266292,0.01581849707947407,0.2335693175219382,1,0.03163699415894814,0.12316924328722538,0.4417209113100081,0.24633848657445076
NOL3,--------,0.004336049,0.32059975431102317,0.014234921817302248,-1,0.028469843634604496,0.5095606183889341,0.128966639544345,0.25793327908869
EXOC6,-+----+-,0.002013764,0.019757246034164,0.01510559073968288,-1,0.03021118147936576,0.1382221318144833,0.13283157038242474,0.2656631407648495
MLL,++++--+-,0.001785206,3.844934167419415e-5,0.9101679344472183,1,7.68986833483883e-5,0.004780309194467047,0.8685923515052889,0.009560618388934093
NUDCD3,++++--++,0.003626404,9.599902781203296e-6,0.9172150410524245,1,1.9199805562406593e-5,0.0019324654190398698,0.8733726606997559,0.0038649308380797396
SQLE,----+--+,5.82e-5,0.9712180512163726,6.62029726354907e-6,-1,1.324059452709814e-5,0.9435516680227828,8.136696501220504e-4,0.0016273393002441008
PPAP2C,----++--,4.55243e-4,0.8025083340838376,5.433041297001413e-5,-1,1.0866082594002826e-4,0.8173311635475997,0.005085435313262815,0.01017087062652563
RIPK1,++++-++-,0.00206236,3.241916463650755e-4,0.582256461098469,1,6.48383292730151e-4,0.016375101708706267,0.6587672904800651,0.032750203417412534
SFT2D1,------+-,0.010585487,0.17176357144915588,0.020681900611447587,-1,0.04136380122289517,0.3852725793327909,0.15307160292921074,0.3061432058584215
PIK3R1,++++++-+,0.028847191,0.001889489210318819,0.39588557713542755,1,0.003778978420637638,0.04068348250610252,0.548820179007323,0.08136696501220504
LGI3,++++++--,0.001578652,1.3948030414922576e-4,0.523273870756206,1,2.789606082984515e-4,0.009764035801464606,0.6261187957689178,0.01952807160292921
TCF4,+-+++-++,0.004359551,0.03407261914416213,0.03838953529320956,1,0.06814523828832426,0.18236371033360455,0.20707892595606184,0.3647274206672091
FBXL18,---+--+-,0.00826264,0.01895092924054218,0.088512158600592,1,0.03790185848108436,0.13567941415785192,0.29037835638730675,0.27135882831570385
PHF20,++++--++,0.00394073,0.007024410145585551,0.16090910899842656,1,0.014048820291171101,0.08329943043124491,0.3786615134255492,0.16659886086248982
PRKAG2,-----+--,0.004585674,0.2523265009663445,0.0012982382488743614,-1,0.002596476497748723,0.4590113913751017,0.039259560618388936,0.07851912123677787
RBBP6,+++++++-,0.016409925,0.00916511063329261,0.21824608104278126,1,0.01833022126658522,0.09397884458909683,0.4290073230268511,0.18795768917819367
MACROD1,++++++++,0.006461049,0.002391073279684313,0.690336598118358,1,0.004782146559368626,0.04709113100081367,0.7225386493083807,0.09418226200162734
DNAJB12,+-+-----,0.006455243,0.0016772471894528254,0.2565949396831021,1,0.0033544943789056507,0.03824247355573637,0.45728234336859236,0.07648494711147275
ATF4,--+-----,0.001943352,3.700584707563561e-4,0.21279458225027828,1,7.401169415127122e-4,0.01759560618388934,0.4249389747762408,0.03519121236777868
JPH3,++++-+-+,0.010283052,0.011490805114260273,0.23835176478643524,1,0.022981610228520546,0.10496338486574451,0.44538242473555734,0.20992676973148902
HMGCS1,-----+-+,0.001480243,0.8006907055049783,1.0124629686015523e-4,-1,2.0249259372031046e-4,0.8158055329536208,0.007933279088689993,0.015866558177379985
PPP6C,----+--+,0.005052903,0.168604349904729,0.01077538780211926,-1,0.02155077560423852,0.3820179007323027,0.11391375101708706,0.22782750203417412
VEGFA,--+----+,0.001792509,0.018504766015627144,0.06966614342894352,1,0.03700953203125429,0.1345606183889341,0.2617982099267697,0.2691212367778682
RWDD2B,+--+---+,0.003980618,3.110474382162996e-4,0.06799758673376824,1,6.220948764325992e-4,0.016069975589910496,0.25844182262001625,0.03213995117982099
SLC39A8,----+---,0.007589607,0.12574173551527498,0.042378618785597115,-1,0.08475723757119423,0.3340113913751017,0.21501220504475183,0.43002441008950365
NUDT1,--+-----,0.001228745,0.09146839820765196,0.04361052777848493,-1,0.08722105555696986,0.2886493083807974,0.21755492270138324,0.4351098454027665
LBH,--------,0.058894569,0.10169895988425727,0.09697499193508613,-1,0.19394998387017226,0.302379983726607,0.3018714401952807,0.6037428803905615
MBP,+++-++-+,4.00562e-4,0.004439128255973245,0.11821512325513207,1,0.00887825651194649,0.06550040683482507,0.33045158665581775,0.13100081366965013
SEZ6L2,-+------,9.17978e-4,0.012215127622244424,0.15848339173403106,1,0.024430255244488847,0.10770951993490643,0.37642392188771356,0.21541903986981287
OSBPL3,------+-,0.004191948,0.14981084493979163,0.012521044196036276,-1,0.025042088392072552,0.3611676159479251,0.12113506916192027,0.24227013832384053
PRDM2,+-+-----,0.002031554,0.006508590374234662,0.10477606981377303,1,0.013017180748469324,0.07994304312449145,0.3128559804719284,0.1598860862489829
DHFRL1,+-++++++,3.63296e-4,0.09769227458719858,0.025056166617349974,-1,0.05011233323469995,0.29688771358828314,0.169039869812856,0.338079739625712
UGCG,+-+-+--+,1.49e-5,0.001176442537969998,0.049887881301373956,1,0.002352885075939996,0.031427990235964195,0.229759967453214,0.06285598047192839
IPO8,+-++++++,0.011783708,0.0267101647494503,0.12053375974394703,1,0.0534203294989006,0.1625305126118796,0.3337062652563059,0.3250610252237592
ACLY,--------,0.010828464,0.1229034836209179,0.08448685681094972,-1,0.16897371362189945,0.3310618388934093,0.2844792514239219,0.5689585028478438
COPS7A,-------+,0.014513577,0.3268039259751019,0.008681615341146802,-1,0.017363230682293604,0.515052888527258,0.10252237591537836,0.2050447518307567
QKI,--+-+-+-,0.001551404,0.077780714547576,0.0024866111839657304,-1,0.004973222367931461,0.2683075671277461,0.054109031733116354,0.10821806346623271
ZNF24,----+---,0.001666948,0.08977539413934524,0.0166234222847006,-1,0.0332468445694012,0.2863100081366965,0.13791700569568754,0.2758340113913751
CHP,--------,0.023803745,0.03347650888874511,0.27878307336346325,1,0.06695301777749021,0.18114320585842147,0.47314890154597233,0.36228641171684295
TMEM116,------++,9.82678e-4,0.27853105334795636,0.0034881660730213438,-1,0.0069763321460426875,0.48077705451586655,0.06397477624084622,0.12794955248169243
LRRC42,------+-,3.4588e-4,0.41355286792416635,0.009025326251822658,-1,0.018050652503645317,0.5754678600488202,0.10435313262815298,0.20870626525630595
ATP2B2,-+------,0.006442228,0.0075005150164119926,0.2587530208586905,1,0.015001030032823985,0.0856387306753458,0.45880797396257117,0.1712774613506916
NAV2,+++++-+-,7.03745e-4,5.676400121363513e-4,0.6362849372754356,1,0.0011352800242727026,0.021969080553295363,0.6910089503661514,0.043938161106590726
NDN,--------,0.010858052,0.13095083694294396,0.06206221642132909,-1,0.12412443284265819,0.3394019528071603,0.24827095199349064,0.4965419039869813
KIAA0586,+-------,0.001547472,0.02018979604987607,0.20789748571051875,1,0.04037959209975214,0.1396460537021969,0.42066720911310007,0.2792921074043938
SST,-------+,3.35674e-4,0.9038377505769505,5.401139149600783e-4,-1,0.0010802278299201567,0.8887306753458096,0.02288445890968267,0.04576891781936534
ANK3,--+++---,6.35e-5,0.003860983987955625,0.0052171731827133395,1,0.00772196797591125,0.06061838893409276,0.07811228641171684,0.12123677786818551
TDRD3,+-++++++,3.85768e-4,0.03969265680046053,0.10384646210181014,1,0.07938531360092106,0.19619609438567942,0.31163547599674535,0.39239218877135884
NTRK3,++++--+-,0.003217697,5.826876380833592e-6,0.9701946322893524,1,1.1653752761667183e-5,0.0013222131814483319,0.9260577705451587,0.0026444263628966637
PPM1A,--+-++-+,0.00319279,0.4286829881604956,1.2292053021824014e-5,-1,2.4584106043648028e-5,0.5855370219690805,0.0018307567127746134,0.003661513425549227
EIF1B,-------+,0.005894476,0.33109506096688635,0.00621507399229184,-1,0.01243014798458368,0.5176973148901546,0.08584214808787632,0.17168429617575265
CLCC1,+-+-++-+,0.002747566,0.5520695402755347,1.0080765338149492e-4,-1,2.0161530676298983e-4,0.6633441822620016,0.007729861676159479,0.015459723352318959
TMEM93,-+------,0.006480056,0.1988043566394361,0.013162791085127882,-1,0.026325582170255764,0.4120219690805533,0.12438974776240846,0.24877949552481693
AGK,----+---,0.001906554,0.8387976881065011,5.359726236261867e-4,-1,0.0010719452472523735,0.8423515052888527,0.022681041497152155,0.04536208299430431
CHD9,++++++++,0.020514981,0.10130326938952221,0.116592595948456,1,0.20260653877904441,0.3014646053702197,0.3282139951179821,0.6029292107404394
SP110,+-++++++,0.01335824,0.7879248430027009,0.0010599139476415965,-1,0.002119827895283193,0.8080756712774614,0.034886086248982914,0.06977217249796583
PDSS1,--------,3.94e-5,0.27535746259677296,0.020394999452744512,-1,0.040789998905489025,0.47762408462164363,0.1524613506916192,0.3049227013832384
ATP2B4,+++++-++,0.006337266,0.01283229191751197,0.3312565700657201,1,0.02566458383502394,0.11045565500406834,0.5088486574450773,0.22091131000813669
TEF,+++++-++,0.004226779,0.003022031284683062,0.597047388686157,1,0.006044062569366124,0.0540073230268511,0.6677176566314077,0.1080146460537022
DLGAP4,++-+-++-,3.1161e-4,2.3160200231780946e-5,0.3960597835986447,1,4.632040046356189e-5,0.0033563873067534583,0.5490235964198535,0.006712774613506917
TUBG1,-+----+-,4.30524e-4,0.17814160034893356,0.02042925080367489,-1,0.04085850160734978,0.3927990235964198,0.15256305939788445,0.3051261187957689
UBIAD1,----+---,0.011190356,0.4731820576823187,0.0032229660066084354,-1,0.006445932013216871,0.6144222945484134,0.06072009764035802,0.12144019528071603
GGCX,+----+-+,0.002990824,0.6907647672342505,0.001122084469903023,-1,0.002244168939806046,0.7481692432872253,0.03651342554922701,0.07302685109845403
PPM1D,--------,0.002243446,0.6236813031274506,0.005867868590459918,-1,0.011735737180919836,0.7089096826688365,0.082282343368592345,0.1645646867371847
ZNF395,-+++-+++,2.12828e-4,0.003622316701591931,0.6132880885500346,1,0.007244633403183862,0.058482506102522376,0.6778885272579332,0.11696501220504475
LRRCC1,--+-++--,1.98221e-4,0.39223844954972076,9.75405919175173e-4,-1,0.001950811838350346,0.5605166802278275,0.033258746948738815,0.06651749389747763
HLA-DPA1,-----+--,0.0069072100000000004,0.26770463688858476,0.019046719575953042,-1,0.038093439151906085,0.471826688364524,0.14696908055329536,0.2939381611065907
FASN,----+-+-,0.001567416,0.3090870385444648,0.007206270973490843,-1,0.014412541946981687,0.5020341741253052,0.09306346623270952,0.18612693246541903
CGRRF1,-------+,5.48596e-4,0.6927218625492315,1.5053516163527608e-4,-1,3.0107032327055216e-4,0.7494914564686738,0.010679414157851912,0.021358828315703824
ATM,-+++++++,0.001474719,0.18024702316644228,0.021607143368460657,-1,0.04321428673692131,0.39493490642799023,0.15612286411716844,0.3122457282343369
STAM2,--------,0.008732772,0.31221361904496914,0.03176527085103062,-1,0.06353054170206124,0.504373474369406,0.1903986981285598,0.3807973962571196
ZNF17,+-------,0.005122659,0.04268375551870995,0.151908217912027,1,0.0853675110374199,0.20189178193653376,0.36889747762408465,0.4037835638730675
PPIA,++------,0.00128221,0.003451193095665177,0.3922684026232966,1,0.006902386191330354,0.057058584214808784,0.5462774613506917,0.11411716842961757
FIGNL1,----+--+,0.005381929,0.5877171188082962,0.0012809142670838843,-1,0.0025618285341677685,0.688873067534581,0.03895443449959317,0.07790886899918634
TPMT,++++-+-+,2.40824e-4,0.0804471105185425,0.03313403985547556,-1,0.06626807971095112,0.2724776240846216,0.19436533767290481,0.38873067534580963
TFG,----+--+,0.00394176,0.3562619635453687,0.003397004466690164,-1,0.006794008933380328,0.5378356387306753,0.06285598047192839,0.12571196094385678
SFI1,++++-+-+,0.001932397,0.004305535944345846,0.33273011171378275,1,0.008611071888691693,0.06417819365337672,0.5096623270951993,0.12835638730675344
TRAF5,+++++-+-,0.008789045,0.00102170124131789,0.6798050868610348,1,0.00204340248263578,0.029292107404393815,0.7157241659886087,0.05858421480878763
DDX58,+-+-+++-,9.5e-5,0.4332088468476892,7.286565573877478e-5,-1,1.4573131147754955e-4,0.588486574450773,0.006204231082180635,0.01240846216436127
CALCOCO1,+-+++++-,0.002503558,0.01685226801863621,0.24612773423899076,1,0.03370453603727242,0.1268307567127746,0.4506712774613507,0.2536615134255492
KIAA0182,+-+-+---,0.001742509,0.0023485401186829733,0.19751016003596636,1,0.0046970802373659465,0.046480878763222135,0.411106590724166,0.09296175752644427
RAPGEF3,-+++-+-+,0.00120927,0.003065278155109749,0.4440382967959805,1,0.006130556310219498,0.05451586655817738,0.5790276647681042,0.10903173311635476
MYH11,++++++++,0.011580524,0.05277075363124224,0.2507731830529613,1,0.10554150726248449,0.22406427990235964,0.4537225386493084,0.4481285598047193
MIF,-+----+-,0.002037547,0.2643046158156828,0.00505318075120526,-1,0.01010636150241052,0.46877542717656634,0.07638323840520748,0.15276647681041497
KTN1,--++++++,0.009738296,0.6399024454067399,0.0027049945723235935,-1,0.005409989144647187,0.7175549227013832,0.056244914564686735,0.11248982912937347
STAT5B,++++-+-+,0.001571536,0.0022081836525195088,0.37047181514162364,1,0.0044163673050390175,0.044751830756712775,0.5332587469487388,0.08950366151342555
KIF13B,--+-++++,5.17884e-4,0.9095758305424697,5.541808822093075e-5,-1,1.108361764418615e-4,0.8925956061838893,0.0052888527257933275,0.010577705451586655
CMPK1,+++-++++,0.004968258,0.2681571191555582,0.005266836644064964,-1,0.010533673288129928,0.4723352318958503,0.0782139951179821,0.1564279902359642
MAGI1,++------,0.002126404,7.836413241250407e-4,0.34605211078043235,1,0.0015672826482500814,0.025935720097640357,0.5182058584214809,0.05187144019528071
CA12,++++++++,0.003140449,0.6565859362689759,0.0070652392515831615,-1,0.014130478503166323,0.7280309194467046,0.09204637917005695,0.1840927583401139
PLEKHA3,++------,0.005868446,0.03254348275460249,0.12146111952048065,1,0.06508696550920498,0.17799023596419852,0.33431651749389746,0.35598047192839705
MAST2,--------,0.021258989,0.036680763393112444,0.2948720963137201,1,0.07336152678622489,0.19009357200976404,0.48565907241659884,0.3801871440195281
SUZ12,++++-+++,0.00749897,0.019387557208158716,0.36737557867076204,1,0.03877511441631743,0.13679820992676972,0.5319365337672904,0.27359641985353944
ETS2,+-------,0.029133146,0.011064151466052706,0.464426277321115,1,0.022128302932105413,0.10364117168429618,0.5903173311635476,0.20728234336859236
KCNIP2,-+----+-,7.48034e-4,0.3099577259956429,0.0061620265619458684,-1,0.012324053123891737,0.5030512611879577,0.08533360455655004,0.17066720911310007
GALNT10,--++++++,2.24251e-4,0.09080215719319895,0.010002691989333902,-1,0.020005383978667805,0.2877339300244101,0.11004882017900733,0.22009764035801466
UBE2E3,-+-----+,0.001145225,0.6025441978112116,0.00105937411475454,-1,0.00211874822950908,0.6989422294548413,0.0346826688364524,0.0693653376729048
MANEAL,----+--+,6.5103e-4,0.8031891805638762,0.0010800180309247166,-1,0.0021600360618494333,0.8179414157851912,0.035394629780309196,0.07078925956061839
TNPO2,++-++++-,6.41854e-4,0.0696632807177343,0.03560732568228378,-1,0.07121465136456756,0.2551871440195281,0.2013832384052075,0.402766476810415
ARG2,+-----+-,0.005827528,0.1250670862701899,0.059294001099698755,-1,0.11858800219939751,0.33319772172497963,0.24450772986167615,0.4890154597233523
SEC62,++++-+++,0.003736704,0.12866560955698012,0.02870502348438684,-1,0.05741004696877368,0.33675752644426366,0.1826688364524003,0.3653376729048006
DHX8,++----+-,0.004608146,0.005756154909051083,0.20169822867989123,1,0.011512309818102166,0.0742473555736371,0.4145646867371847,0.1484947111472742
SMAD5,--++++++,0.003325843,0.6961258320023944,9.282422085665362e-5,-1,1.8564844171330724e-4,0.7513222131814483,0.007424735557363711,0.014849471114727422
SCN2B,++-+++++,0.009017416,0.25606212973332915,0.03282414047279401,-1,0.06564828094558801,0.46196094385679415,0.193653376729048,0.387306753458096
C9orf64,++-+++-+,1.20693e-4,0.006751400029151646,0.4219454188466075,1,0.013502800058303292,0.08157038242473556,0.5665174938974776,0.16314076484947113
