gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_p,minp,Corrected_p,Bonferroni_meta_p
C4orf29,+-+,+++-++,+-++,0.5419076981838189,0.8406465133691605,+,1,-0,0.075998502,269,1
C4orf33,+++,-----+,NA,0.5521901230123143,0.6080465924781956,+,1,-0,0.2441829808546834,269,1
IL15,-+-,++---+,NA,0.8781392094995457,0.7082054198865962,-,1,-0,0.493500065,269,1
GYPE,-+-,NA,NA,0.6964281518725742,0.5861124207224699,-,1,-0,0.7167050159852297,269,1
LRAT,++-,++----,NA,0.5816786530822139,0.8374772100489734,+,1,-0,0.193615319,269,1
TRIM60,++-,NA,NA,0.5291772815091471,0.7544068710113014,+,1,-0,0.7141677256813462,269,1
GALNTL6,-+-,+-+---,NA,0.8208944342231645,0.6764579673807272,-,1,-0,0.382375305,269,1
TAS2R1,--+,NA,NA,0.7166572707342415,0.5258731151837509,-,1,-0,0.6647881084448042,269,1
OTULIN,--+,--+-+-,NA,0.687607448546998,0.5242837310881474,-,1,-0,0.2370618169631492,269,1
RXFP3,+++,--+-++,NA,0.5211644502691593,0.6415582812949835,+,1,-0,0.116142255,269,1
C5orf42,--+,++--+-,NA,0.593695640039369,0.5647975980924511,-,1,-0,0.1291376,269,1
GDNF-AS1,NA,--++-+,NA,0.5920859509989805,0.61131086087126,+,1,-0,0.26950529,269,1
DHX29,--+,++--++,++-+,0.6834818585250587,0.7470268896624914,+,1,-0,0.15580106407554611,269,1
DDX4,++-,+---++,NA,0.6532993921656464,0.7948019930994752,+,1,-0,0.17579263,269,1
GAPT,++-,NA,NA,0.5036743102080302,0.5264401210687198,+,1,-0,0.3053749392593703,269,1
LRRC70,-++,+--++-,NA,0.6872107018284207,0.8844127375450315,+,1,-0,0.229492411,269,1
CENPK,+--,+-+-++,NA,0.6153962507345626,0.5025931463157687,-,1,-0,0.23983007452891492,269,1
ENC1,+++,-+-+--,++--,0.5635485055345679,0.6029969448947862,+,1,-0,0.22421882,269,1
ARSB,-++,-+-+--,NA,0.5677942566291061,0.917503963097097,+,1,-0,0.33565417639457285,269,1
KIAA0825,++-,++----,NA,0.7126087871054431,0.6328735961308816,-,1,-0,0.229363314,269,1
RGMB,+++,-+-+-+,--+-,0.6119016341747298,0.5650991841297424,-,1,-0,0.081010674,269,1
KCNN2,-+-,-+----,++-+,0.5918543476820657,0.5553689064853355,-,1,-0,0.068903839,269,1
CCDC112,-+-,+-++-+,-+-+,0.660593304408993,0.7560858532687096,+,1,-0,0.179288483,269,1
LVRN,-++,++++-+,NA,0.6113576187124916,0.6532551660248023,+,1,-0,0.1729143426258769,269,1
TNFAIP8,---,-++++-,NA,0.748660358268822,0.5241219685583846,-,1,-0,0.2480604637570406,269,1
PHAX,-+-,---+-+,NA,0.9259303492869727,0.5966642060565447,-,1,-0,0.335809128,269,1
TEX43,--+,NA,NA,0.7025077296256347,0.5209933460509171,-,1,-0,0.5665880040450122,269,1
FBN2,---,+++---,NA,0.7972546683928815,0.6093660141843318,-,1,-0,0.319928818,269,1
C5orf66,NA,+-+---,NA,0.6095584867578157,0.6515792089450139,+,1,-0,0.17828915,269,1
NEUROG1,+++,NA,NA,0.5505771392159543,0.747843935836769,+,1,-0,0.82134870380883,269,1
LECT2,--+,NA,NA,0.6831285059954698,0.5314145390412648,-,1,-0,0.523594791028277,269,1
PSD2,+-+,+-+-++,+-+-,0.5871061713235908,0.8190459773261672,+,1,-0,0.050114091,269,1
TMCO6,-+-,+-+---,NA,0.7083287026631401,0.6874927430857656,-,1,-0,0.071845869,269,1
PCDHA7,-++,-+--+-,NA,0.6497483755078163,0.7271969152721313,+,1,-0,0.30729888499637975,269,1
PCDHA11,+++,----+-,NA,0.7567346271337387,0.5742873753235401,-,1,-0,0.4051475,269,1
PCDHB3,+++,----++,NA,0.5398651020061016,0.5059508208455917,-,1,-0,0.213825777,269,1
PCDHB6,++-,----+-,NA,0.5009265349042642,0.5195524949365485,+,1,-0,0.143186281,269,1
PCDHGC5,+++,----+-,NA,0.5533568655166055,0.5917922845516668,+,1,-0,0.257220496,269,1
ARAP3,++-,-++---,NA,0.7734570935530483,0.5264556810271896,-,1,-0,0.144268677,269,1
HMHB1,--+,NA,NA,0.6356673498082281,0.55473855967503,-,1,-0,0.5279491164926529,269,1
GPX3,++-,-+++--,+++-,0.6933169438155391,0.6735622552773561,-,1,-0,0.194458629,269,1
SLC36A3,+-+,NA,NA,0.6542222201494428,0.540192395736548,-,1,-0,0.45309617880972414,269,1
GLRA1,+-+,NA,NA,0.5573033559444504,0.673669196923979,+,1,-0,0.5888750190734775,269,1
HAND1,+-+,NA,NA,0.6523809822241823,0.5924267526169472,-,1,-0,0.5912864100650145,269,1
KIF4B,+-+,-----+,NA,0.8673892205715348,0.6021476438693575,-,1,-0,0.425333201,269,1
FOXI1,++-,NA,NA,0.6317090732611017,0.6547308594522693,+,1,-0,0.7838141013438713,269,1
SMIM23,+--,NA,NA,0.7347130000220934,0.543666502015385,-,1,-0,0.6863495914076527,269,1
STK10,-+-,+++-++,NA,0.6156488366612943,0.7841210484335885,+,1,-0,0.403594355,269,1
EFCAB9,+++,NA,NA,0.5441605415853944,0.7488175712827578,+,1,-0,0.7761585104090418,269,1
ARL10,+-+,-+----,NA,0.8446962696990776,0.5058222197642467,-,1,-0,0.296574592,269,1
ZNF454,-++,-----+,NA,0.6054799441925771,0.5963880617690461,-,1,-0,0.27455716484489884,269,1
RUFY1,+-+,+-+-++,---+,0.690506010771393,0.6921219420817626,+,1,-0,0.22935415,269,1
C5orf45,---,+++-+-,NA,0.8919095355090272,0.615422908187598,-,1,-0,0.408060883,269,1
RASGEF1C,++-,+--+-+,+--+,0.5282157256564329,0.605449522964506,+,1,-0,0.026173596,269,1
C6orf201,-++,NA,NA,0.6198726084470428,0.5895440515982746,-,1,-0,0.5379161304346728,269,1
RREB1,-++,+++--+,NA,0.7368377514163711,0.8493595780253347,+,1,-0,0.471463373,269,1
CAGE1,-+-,NA,NA,0.5948448922740316,0.6197079023363466,+,1,-0,0.5296064034901788,269,1
GCM2,-+-,NA,NA,0.5431381189130025,0.5159911805056454,-,1,-0,0.3506326601726035,269,1
SYCP2L,+--,++--+-,NA,0.6648077722400005,0.8291075148859961,+,1,-0,0.348442257,269,1
HDGFL1,-++,NA,-++-,0.6080650918093622,0.6440268830024376,+,1,-0,0.117360674,269,1
KAAG1,-+-,NA,NA,0.750643253389315,0.5255590463640639,-,1,-0,0.6759309857457613,269,1
GMNN,+--,++---+,--+-,0.8907255516969762,0.7257986122609188,-,1,-0,0.35225835,269,1
HIST1H2AA,+++,NA,NA,0.5505771392159543,0.747843935836769,+,1,-0,0.82134870380883,269,1
SLC17A3,--+,NA,NA,0.5400817522366619,0.5415482478885478,+,1,-0,0.3543080315489538,269,1
HIST1H2BG,---,++-+-+,NA,0.787960846282963,0.536632565419422,-,1,-0,0.271620346,269,1
HIST1H4F,++-,-+++-+,NA,0.6897371156066922,0.8143537431639484,+,1,-0,0.373463818,269,1
BTN2A2,---,+++-+-,NA,0.7960902006833226,0.5204908852372222,-,1,-0,0.21106972345481598,269,1
HIST1H1B,--+,NA,NA,0.7109460833243293,0.5127886781933259,-,1,-0,0.6645868008488771,269,1
ZSCAN31,--+,++--++,+++-,0.6028409173633114,0.632699155379694,+,1,-0,0.1501195545451769,269,1
GPX6,+-+,NA,NA,0.5864622923245494,0.5693576575086741,-,1,-0,0.46634275139903025,269,1
OR10C1,+++,NA,NA,0.5505771392159543,0.747843935836769,+,1,-0,0.82134870380883,269,1
OR2H1,+++,NA,NA,0.5335868390299985,0.7594196487997812,+,1,-0,0.7686363184899202,269,1
TRIM15,--+,NA,+-+-,0.6437992308820143,0.5375758687566898,-,1,-0,0.123709363,269,1
TRIM39-RPP21,+++,NA,NA,0.5505771392159543,0.747843935836769,+,1,-0,0.82134870380883,269,1
MUC21,++-,NA,NA,0.5551161645982868,0.683518475265642,+,1,-0,0.6585601438337194,269,1
C6orf15,+++,NA,NA,0.5505771392159543,0.747843935836769,+,1,-0,0.82134870380883,269,1
SLC44A4,+--,NA,NA,0.7264574905296812,0.517872822106454,-,1,-0,0.622678990397923,269,1
DXO,+--,+-+---,-++-,0.7600348179301258,0.7662269151595763,+,1,-0,0.112010581,269,1
DXO,+--,+-+---,++-+,0.7600348179301258,0.7662269151595763,+,1,-0,0.112010581,269,1
TNXB,++-,+-+-+-,NA,0.7683219865850958,0.5039672892752213,-,1,-0,0.117695212,269,1
ZBTB22,++-,+--++-,NA,0.5124192621976942,0.775694381185141,+,1,-0,0.273701763,269,1
UQCC2,++-,+++---,++++,0.559638787987664,0.5818740943898684,+,1,-0,0.11042661628575046,269,1
TCP11,++-,----++,NA,0.5409809891468814,0.5479069723224358,+,1,-0,0.121469805,269,1
TULP1,++-,NA,NA,0.5170195359071653,0.5904663491977937,+,1,-0,0.42582344498218533,269,1
ARMC12,--+,+++-++,NA,0.5657614351574498,0.5176238154554585,-,1,-0,0.017152119,269,1
CLPSL2,++-,NA,NA,0.5447656511953903,0.5219734796799995,-,1,-0,0.3241580977153738,269,1
SLC26A8,++-,+-----,+--+,0.6275178578829633,0.7041156297850237,+,1,-0,0.085373236,269,1
PNPLA1,+--,NA,NA,0.6045462087860134,0.6242035467763655,+,1,-0,0.5851024270274514,269,1
TMEM217,--+,+---++,NA,0.6082657308739233,0.5078451210620134,-,1,-0,0.15115876995765545,269,1
GLP1R,+++,NA,NA,0.524321089783919,0.7606831952128171,+,1,-0,0.6978431609174898,269,1
APOBEC2,-+-,NA,NA,0.7423995230878366,0.5148629225309803,-,1,-0,0.5744311426519624,269,1
PGC,-++,NA,NA,0.5010616552327786,0.7615515655491535,+,1,-0,0.6760553129123832,269,1
TAF8,+-+,+-+--+,NA,0.5045709064595039,0.7526786761497923,+,1,-0,0.132670914,269,1
PEX6,+--,-++--+,-+++,0.8287446806554668,0.589779324325168,-,1,-0,0.1331090818808898,269,1
ADGRF2,-+-,NA,NA,0.7727816187167567,0.5037151192065769,-,1,-0,0.7048254640580618,269,1
DEFB113,+-+,NA,NA,0.6387690476579965,0.6609603822934652,+,1,-0,0.8536073939859707,269,1
GSTA5,+-+,NA,NA,0.5510317142723196,0.6867340419124677,+,1,-0,0.5827717896667721,269,1
KHDC1L,++-,NA,NA,0.5692264222999076,0.7276542633001017,+,1,-0,0.8043744581707524,269,1
DDX43,--+,-++-++,NA,0.7741199328109876,0.8107356464535636,+,1,-0,0.393961915,269,1
IRAK1BP1,--+,-++-++,NA,0.5715118218061052,0.6757080353083863,+,1,-0,0.1996841,269,1
NT5E,--+,+++-++,+-++,0.6798332756037815,0.6676193314989792,-,1,-0,0.14799130655914436,269,1
PNRC1,--+,++-+-+,+---,0.619763749201382,0.5118522538808973,-,1,-0,0.148629775,269,1
NDUFAF4,++-,-+-+-+,NA,0.7336023492984484,0.7635199769150028,+,1,-0,0.226555788,269,1
ARMC2,++-,+-+---,NA,0.8240474202352934,0.7301947079174973,-,1,-0,0.411916302,269,1
C6orf183,+--,+++-++,NA,0.5027842992058194,0.8954026494717441,+,1,-0,0.306578939,269,1
SMPD2,-+-,++----,+-++,0.5277772029325221,0.6153553318885144,+,1,-0,0.084303489,269,1
RPF2,---,--+---,+-++,0.6181946570516171,0.5434354901006797,-,1,-0,0.085221255,269,1
RWDD1,-+-,-+++-+,+-+-,0.5264015344998794,0.7591692813292044,+,1,-0,0.18934794,269,1
FAM162B,++-,-+--+-,NA,0.8242943240728182,0.623652399951057,-,1,-0,0.20874304,269,1
ROS1,-++,NA,NA,0.5252599336695399,0.744362305839392,+,1,-0,0.6247960300695152,269,1
MCM9,+++,+-+-+-,NA,0.5670137711422193,0.8830786922855265,+,1,-0,0.33423679327629446,269,1
TPD52L1,+++,------,++--,0.563512117225395,0.5719584483805055,+,1,-0,0.07918265350918853,269,1
SAMD3,+-+,+-+---,NA,0.8112814390711464,0.5759706290405722,-,1,-0,0.14517076,269,1
ENPP3,---,+-+--+,NA,0.7705206913004339,0.5811993220894784,-,1,-0,0.246566819,269,1
TAAR9,+++,NA,NA,0.5168892372914005,0.7677477786884384,+,1,-0,0.7010858567925583,269,1
TAAR1,+-+,NA,NA,0.666966454795818,0.6178936628359483,-,1,-0,0.7274606519557185,269,1
OLIG3,+-+,NA,NA,0.5471238705057665,0.723773533120143,+,1,-0,0.6543801301356283,269,1
PERP,-+-,-++-+-,NA,0.6332889911843931,0.8351630130735448,+,1,-0,0.094754719,269,1
ARFGEF3,-++,---+-+,-+++,0.634124436296688,0.5771066653922089,-,1,-0,0.14024342704372883,269,1
HEBP2,---,-+--++,-+++,0.8121019327625273,0.7319487690623145,-,1,-0,0.22111605821215327,269,1
TXLNB,-+-,-++---,NA,0.6877649843199494,0.6039584209571244,-,1,-0,0.20193756256503506,269,1
ADAT2,++-,+-+-++,NA,0.5773580886166579,0.7073453074907576,+,1,-0,0.161118804,269,1
ZC2HC1B,+-+,----++,NA,0.5335432368851899,0.8199693167027324,+,1,-0,0.290923622,269,1
STX11,-++,NA,NA,0.5671681551551742,0.6436698819032716,+,1,-0,0.536436165904838,269,1
GRM1,+-+,+--+++,---+,0.6611722135869764,0.7418664064346819,+,1,-0,0.301298933,269,1
SUMO4,+--,-++---,NA,0.7224358775518559,0.6971001243257733,-,1,-0,0.144298421,269,1
GTF2H5,++-,-++--+,---+,0.8406390750157982,0.5248196277221291,-,1,-0,0.139702143,269,1
DYNLT1,+++,--+-+-,+-+-,0.7624176248364529,0.5744846204229548,-,1,-0,0.120338119,269,1
EZR,+--,+++-++,NA,0.5121730488350881,0.6192010578170212,+,1,-0,0.14067146004067843,269,1
IGF2R,--+,--+-++,+--+,0.7143576835502915,0.5757679665211113,-,1,-0,0.129877809,269,1
GPR31,+++,NA,NA,0.5581694698401952,0.7422633814480044,+,1,-0,0.8458248936020147,269,1
TTLL2,-+-,NA,NA,0.5047787810246278,0.5463647656643905,+,1,-0,0.33951468741145624,269,1
TBP,-++,++++++,----,0.5934572416909524,0.655850833937052,+,1,-0,0.196432483,269,1
DNAAF5,+++,--+---,NA,0.8595827770042972,0.55436716677401,-,1,-0,0.298649728,269,1
AMZ1,+++,+----+,-+++,0.7192607981822584,0.6229916032889405,-,1,-0,0.156125093,269,1
VWDE,-++,++++++,NA,0.5095190449001848,0.9070863292654932,+,1,-0,0.387809226,269,1
BZW2,+++,---+--,++--,0.5069668059109277,0.8186329408230276,+,1,-0,0.14728954064971314,269,1
ABCB5,+--,NA,NA,0.6572937668710789,0.5788427327812491,-,1,-0,0.595067974141906,269,1
IL6,-++,++-+--,NA,0.6157895946466344,0.8115954153837122,+,1,-0,0.34669205187529806,269,1
NUPL2,---,+++--+,+-+-,0.5493833608130889,0.5279974617079694,-,1,-0,0.047793202,269,1
EVX1,++-,NA,NA,0.5866256111087861,0.5725484238519815,-,1,-0,0.45028978057621805,269,1
CRHR2,-++,+-++--,NA,0.6504077219673264,0.5168831609863039,-,1,-0,0.021608173,269,1
RALA,-++,+++-++,+--+,0.5653857084253601,0.589334558337762,+,1,-0,0.102008521,269,1
AEBP1,+++,--+---,+-+-,0.5471462871952065,0.6983475905342353,+,1,-0,0.097726404,269,1
PKD1L1,+-+,+++-++,NA,0.5641179470696529,0.7520309621922252,+,1,-0,0.2469632995660511,269,1
ZPBP,-+-,NA,NA,0.6993212197869756,0.5083746734189222,-,1,-0,0.6218193256851594,269,1
PHKG1,+++,-++--+,NA,0.5107255223501841,0.5158901554757399,+,1,-0,0.068544237,269,1
ZNF736,-++,+++---,NA,0.8220261204710869,0.6607766672841902,-,1,-0,0.107764792,269,1
ZNF273,-+-,-++-++,++--,0.5222787400463356,0.84191835501108,+,1,-0,0.123284109,269,1
FKBP6,++-,NA,NA,0.5193043695638304,0.6843334038495372,+,1,-0,0.4996535009249049,269,1
WBSCR22,++-,++----,-+++,0.578131132851222,0.6465017103209526,+,1,-0,0.1162222760068738,269,1
TMEM120A,++-,-++---,--+-,0.6579521261876055,0.5611596750837856,-,1,-0,0.127310581,269,1
YWHAG,+++,-----+,++-+,0.5028681761227538,0.5114727679881612,+,1,-0,0.127409279,269,1
ZP3,++-,NA,NA,0.6459346760675936,0.599351842826635,-,1,-0,0.5998192387632775,269,1
GSAP,+-+,+++--+,NA,0.6090773324486958,0.7416767085676602,+,1,-0,0.103230033,269,1
SEMA3D,+++,--+---,NA,0.5334716917670005,0.6670528650353286,+,1,-0,0.20056054084714653,269,1
DMTF1,--+,+++-+-,-+--,0.662286602179979,0.6767611193056766,+,1,-0,0.133112015,269,1
AKAP9,+--,+++++-,NA,0.7051728091250247,0.6901952509831151,-,1,-0,0.223544984,269,1
SAMD9L,---,-++--+,NA,0.9098171089433443,0.6091297084093467,-,1,-0,0.46466524771435713,269,1
DLX6,++-,+-++--,NA,0.6075790372783584,0.5735851688014132,-,1,-0,0.200375813,269,1
FAM200A,--+,+-++-+,NA,0.5924066135685675,0.6404268370573474,+,1,-0,0.284810882,269,1
CYP3A4,-++,NA,NA,0.6938218847273867,0.6029200858419249,-,1,-0,0.7786551354289996,269,1
EPO,+-+,NA,NA,0.6629193257743888,0.5146254928659226,-,1,-0,0.4213216625588282,269,1
MUC17,--+,NA,NA,0.6415787009982319,0.5901911076560278,-,1,-0,0.6251115249719092,269,1
SERPINE1,--+,-+-++-,NA,0.8656239461302384,0.6507964489995325,-,1,-0,0.262078527,269,1
CDHR3,++-,+---++,NA,0.5816785334098492,0.6966929314540222,+,1,-0,0.174468773,269,1
FOXP2,+++,--+---,NA,0.8138751692348273,0.6027774228951446,-,1,-0,0.386372554,269,1
ANKRD7,--+,++++-+,NA,0.6961843976862865,0.5428226408361868,-,1,-0,0.16113709379078245,269,1
SLC13A1,--+,NA,NA,0.5023721212994774,0.5451047745084303,+,1,-0,0.31459917039742685,269,1
ZNF800,-++,-+++-+,---+,0.5392008768690697,0.83889655512566,+,1,-0,0.07171283211354314,269,1
LRGUK,-++,-++---,NA,0.7812963131680581,0.7027912211078422,-,1,-0,0.240188773,269,1
PTN,---,++---+,-+++,0.6664583662104439,0.7611943166691495,+,1,-0,0.130666105,269,1
TTC26,+-+,-++-+-,NA,0.5009532528374501,0.9019600930480325,+,1,-0,0.314813396,269,1
BRAF,-++,---+--,NA,0.5531371444364908,0.5405281244635718,-,1,-0,0.252526341,269,1
TMEM178B,+++,-+-+-+,NA,0.5639208115593004,0.8129038270590956,+,1,-0,0.250490372,269,1
TAS2R3,-++,+---++,NA,0.5478262661107539,0.5832223759450269,+,1,-0,0.18227930034590445,269,1
PRSS37,+--,NA,NA,0.756012416854473,0.5245279625252671,-,1,-0,0.7042712410854461,269,1
PRSS58,+-+,NA,NA,0.5609599614012148,0.6479450839860507,+,1,-0,0.5581278694964933,269,1
TAS2R60,++-,NA,NA,0.5166068939358215,0.6530549286654912,+,1,-0,0.5391500263713079,269,1
TPK1,+++,++-+-+,----,0.5939248239796296,0.7486921152001056,+,1,-0,0.220290067,269,1
CNTNAP2,-++,---+-+,++--,0.5264962672328033,0.5518742094042478,+,1,-0,0.027977434,269,1
ZNF786,---,+----+,+++-,0.5916029244680676,0.5091466506967361,-,1,-0,0.046224625,269,1
ZNF777,++-,+-+-+-,NA,0.5597187383682197,0.525788036469625,-,1,-0,0.151447877,269,1
ZNF746,++-,----++,+--+,0.7019526454566078,0.7751374014406325,+,1,-0,0.168801404,269,1
LRRC61,++-,+++-+-,-+--,0.69120832746424,0.5333277143062896,-,1,-0,0.110827154,269,1
REPIN1,-+-,+++---,++--,0.5356527766405497,0.5796827432314267,+,1,-0,0.095312948,269,1
GBX1,--+,NA,NA,0.5457345497435924,0.6103009685598312,+,1,-0,0.4184528593446646,269,1
SHH,-++,-++---,NA,0.7098797205350058,0.7868034172434375,+,1,-0,0.338237613,269,1
DEFA4,--+,NA,NA,0.6830616726861733,0.6194982517783463,-,1,-0,0.8536073939859707,269,1
CLDN23,++-,NA,NA,0.6568872676254273,0.5281486671754225,-,1,-0,0.45774039795888793,269,1
CSGALNACT1,+-+,------,-+-+,0.5064634313583033,0.5570678466951088,+,1,-0,0.1377272521522585,269,1
EPHX2,+-+,+++-++,-++-,0.5460421832154134,0.5295372496496177,-,1,-0,0.040617509,269,1
TEX15,-++,+++---,NA,0.5370355499807467,0.7479310899511872,+,1,-0,0.16018439416925914,269,1
WRN,--+,++----,++-+,0.5300806062434767,0.8872661007481969,+,1,-0,0.26901467988818933,269,1
TTI2,--+,-++++-,-+--,0.6187955846142134,0.5367459812823824,-,1,-0,0.183503773,269,1
TGS1,--+,++----,NA,0.7670724783500589,0.5760622560833416,-,1,-0,0.116058846,269,1
SDR16C5,--+,-+-+--,NA,0.6034188331913144,0.538385074640733,-,1,-0,0.071363595,269,1
FAM110B,-++,++++--,+++-,0.5046961919107908,0.8084452888555336,+,1,-0,0.090388591,269,1
C8orf44-SGK3,++-,--+++-,NA,0.6350129380471367,0.8433073445642578,+,1,-0,0.379969326,269,1
NCOA2,-++,-+----,NA,0.5684133422427555,0.6140519189674869,+,1,-0,0.22341493093670228,269,1
FABP4,-+-,NA,NA,0.5457492039295452,0.6979410131864984,+,1,-0,0.5437022358037127,269,1
E2F5,---,+-++--,NA,0.8272618565140062,0.6164407739971088,-,1,-0,0.227619434,269,1
CA1,-+-,NA,NA,0.5507369108474188,0.6175570895209298,+,1,-0,0.47131543379585306,269,1
CA3,+-+,-+--++,NA,0.5771908442898026,0.6695280970857425,+,1,-0,0.25883930795998983,269,1
WWP1,-++,-++-+-,-+--,0.6219472417296,0.6569392227414474,+,1,-0,0.079264419,269,1
RIPK2,+++,+---++,-+--,0.506675522201685,0.5395483250955166,+,1,-0,0.117406367,269,1
SLC26A7,-+-,-++--+,NA,0.5127636452372624,0.6756077478162762,+,1,-0,0.261360574,269,1
RAD54B,--+,+-+-++,NA,0.6159047099751364,0.6785301997047016,+,1,-0,0.201994622,269,1
ERICH5,-+-,+-+---,NA,0.6546061771383073,0.5336915645775603,-,1,-0,0.18900115668840028,269,1
RGS22,-+-,+++--+,NA,0.623710940211002,0.7987509321467272,+,1,-0,0.324573368,269,1
FBXO43,++-,NA,NA,0.526028971235727,0.7314407457107,+,1,-0,0.6678499918652847,269,1
PABPC1,++-,------,--++,0.505022248929011,0.5471351393744778,+,1,-0,0.059072659,269,1
DCAF13,---,+++--+,NA,0.7276322510591229,0.5055149571318578,-,1,-0,0.215171843,269,1
CSMD3,--+,++----,-++-,0.6170323265869201,0.7025031131815593,+,1,-0,0.160724631,269,1
COLEC10,--+,+-++++,NA,0.6698704796919344,0.73882385408976,+,1,-0,0.248007871,269,1
FAM83A,+-+,NA,NA,0.5506641875050989,0.6849533756940961,+,1,-0,0.566143498973227,269,1
TRMT12,--+,+++--+,++-+,0.9061137701079278,0.5459061703982789,-,1,-0,0.041608146,269,1
NSMCE2,--+,+++-++,-+--,0.6619354483814113,0.7958669521767427,+,1,-0,0.108382678,269,1
LY6D,+--,NA,NA,0.537123917676807,0.5662435375894428,+,1,-0,0.36376512565059427,269,1
OPLAH,+--,+++-++,-++-,0.7530648106821423,0.5864419925967289,-,1,-0,0.10221758,269,1
ZNF251,+-+,++----,-+++,0.7674463808947056,0.7290181265101828,-,1,-0,0.072341156,269,1
SPATA6L,---,+----+,NA,0.9219557969596787,0.6006390945040665,-,1,-0,0.224773793,269,1
RCL1,--+,-+++++,+---,0.5996720372794554,0.658706732818697,+,1,-0,0.152453354,269,1
CCDC171,--+,++----,NA,0.7633108891424957,0.5431876662536433,-,1,-0,0.265629283,269,1
IFNA13,+--,NA,NA,0.7253158705278622,0.567670006067802,-,1,-0,0.7627729265585763,269,1
LRRC19,+--,NA,NA,0.6794385338403545,0.5649485767923058,-,1,-0,0.6571932401699994,269,1
TEK,+-+,++----,+---,0.5492366297259788,0.7368659545318459,+,1,-0,0.072132699,269,1
TAF1L,-++,NA,NA,0.6494571649719505,0.5131339894537085,-,1,-0,0.3915526993974542,269,1
PIGO,--+,+-+-++,NA,0.708271304608762,0.6405608722259052,-,1,-0,0.25444693452255146,269,1
CD72,-++,+-++--,NA,0.5577427810405238,0.6543008339142704,+,1,-0,0.17055953188130019,269,1
ANKRD18A,++-,--+-+-,NA,0.8226131298227042,0.6231363012311835,-,1,-0,0.266334246,269,1
SMC5,-++,+---++,--++,0.6949710706149173,0.5088807530917744,-,1,-0,0.057071067,269,1
C9orf57,-++,NA,NA,0.6035107293259413,0.5450142678397697,-,1,-0,0.405244635960759,269,1
C9orf153,+--,--+-++,NA,0.6942932739324434,0.6020682588294738,-,1,-0,0.135678513,269,1
CTSL,--+,+++-++,-+--,0.5639361577253468,0.7225557177436654,+,1,-0,0.106404315,269,1
ZNF169,+++,+++-+-,NA,0.5020437369694981,0.6613815260378846,+,1,-0,0.080266689,269,1
FBP1,--+,NA,NA,0.5630114923614251,0.6613223098239109,+,1,-0,0.5202055055053368,269,1
TSTD2,--+,++--+-,NA,0.7513889619022557,0.5457155565371089,-,1,-0,0.177938284,269,1
C9orf156,-++,-++--+,-++-,0.6136190533328156,0.5015052481052651,-,1,-0,0.043715543,269,1
OR13F1,-++,NA,NA,0.5119258857957173,0.5532003560186108,+,1,-0,0.3588506576480454,269,1
OR13D1,-++,NA,NA,0.5473201602221902,0.5489883602486711,+,1,-0,0.4168556152940628,269,1
PTGR1,++-,+++--+,NA,0.538828924526304,0.8384356426214413,+,1,-0,0.162929255,269,1
TNFSF15,+--,-+--++,NA,0.6268817533467832,0.7663023607815755,+,1,-0,0.32080323821872636,269,1
OR1Q1,-++,NA,NA,0.5439202250976557,0.6300262744754036,+,1,-0,0.500759456849893,269,1
PHYHD1,++-,--+-++,+-++,0.5770837907341902,0.6772118475108941,+,1,-0,0.0428396,269,1
DOLPP1,+++,+-+-+-,+---,0.6258412056043248,0.6271170382063397,+,1,-0,0.179015262,269,1
FAM78A,-+-,-++++-,++--,0.8065533663954385,0.7382482621450803,-,1,-0,0.269242405,269,1
C9orf171,++-,NA,NA,0.5451971683310446,0.7336359700360514,+,1,-0,0.6599739491108152,269,1
DDX31,--+,+-+-+-,NA,0.808032182151971,0.6326642243068659,-,1,-0,0.21596492,269,1
SURF6,---,+-+-+-,+-+-,0.6692249774226471,0.5848440442515803,-,1,-0,0.080977896,269,1
OBP2A,--+,NA,NA,0.5599528459712355,0.5780974411078176,+,1,-0,0.43851303349094783,269,1
PAEP,---,++-+--,-+-+,0.5894339159481251,0.5380918290244124,-,1,-0,0.092759447,269,1
KCNT1,+--,----+-,+++-,0.5393677003462837,0.5411578566679818,+,1,-0,0.201992509,269,1
FAM208B,-++,-++-+-,NA,0.7361211752115837,0.6943611974018005,-,1,-0,0.326454604,269,1
ACBD7,+--,+-+--+,NA,0.9367525338712401,0.5307638876679146,-,1,-0,0.421003301,269,1
FAM171A1,-+-,--++++,NA,0.5853970395254273,0.7631679166218146,+,1,-0,0.26981486,269,1
RSU1,++-,--++++,-+--,0.691446934364552,0.6309816375392404,-,1,-0,0.05129691,269,1
SKIDA1,---,-+++--,NA,0.8331550062957787,0.5398813857529925,-,1,-0,0.32178416518739367,269,1
MLLT10,--+,++--+-,NA,0.5464904377912491,0.6260685393246996,+,1,-0,0.131452719,269,1
SPAG6,-+-,-++-+-,NA,0.5456437770757442,0.688107109984528,+,1,-0,0.092045377,269,1
ZNF239,---,+++--+,-+--,0.6658113785044925,0.576909796249945,-,1,-0,0.151314036,269,1
FRMPD2,++-,--++++,NA,0.5764278228903786,0.6766528925809233,+,1,-0,0.161052786,269,1
MSMB,--+,NA,NA,0.5925682348570084,0.5515279236633517,-,1,-0,0.4742601474274637,269,1
