gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p
DCP1A,+++,-+----,----,0.7835032574666624,0.14394965181303282,-,0.288,0.5407593855968148,0.094547643,77.4,1
DYNLT1,++-,+---+-,+--+,0.40787498589015253,0.14405715136683606,-,0.288,0.5404351816913763,0.004358614,77.5,1
THOC5,++-,++++++,+--+,0.14411548722542808,0.8886320573950862,+,0.288,0.5402593499958104,0.043021417,77.5,1
UGDH,---,++-+-+,-+-+,0.8712988562815047,0.1441170385125493,-,0.288,0.5402546751907386,0.053387196,77.5,1
CAV2,+++,+---++,+-+-,0.14426459216898843,0.9421695830446548,+,0.289,0.539810251985163,0.051602746,77.6,1
SHE,+++,++-+++,-++-,0.14429949373263368,0.9303987367677098,+,0.289,0.5397051969397475,0.169177826,77.6,1
TCEA3,+++,++++--,++++,0.1443165045102973,0.9939108494896105,+,0.289,0.5396540030563473,0.227464139,77.6,1
NGFR,---,---+++,NA,0.5467780128143134,0.14434353330266658,-,0.289,0.5395726723983058,0.063495401,77.7,1
C6orf229,--+,NA,NA,0.7957255465050397,0.1443777151636847,-,0.289,0.5394698396918836,0.0880710045062255,77.7,1
ZNF75A,-++,+--++-,-++-,0.1443968592984139,0.4741955265697458,+,0.289,0.5394122571148761,0.020233708,77.7,1
