gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p
CSF3R,-++,++++++,-++-,0.058472002208848343,0.8373833563054147,+,0.117,0.9320220390541194,0.077422846,31.5,1
YEATS4,+++,+++++-,++++,0.05847767036422939,0.9995946412021455,+,0.117,0.9319799414825345,0.11635426388770286,31.5,1
SPATA31E1,+++,NA,NA,0.05850114905859449,0.9729851242660357,+,0.117,0.9318056079135639,0.08997451339622636,31.5,1
CEBPZ,-++,------,+--+,0.9621395561024795,0.0585870994818652,-,0.117,0.9311680067586446,0.058445246,31.5,1
SERINC3,+-+,------,---+,0.9012289379797839,0.05860454618180241,-,0.117,0.931038697104817,0.130986241,31.5,1
PAK2,---,----++,++++,0.4985096262167643,0.05861253347090956,-,0.117,0.930979510583531,0.028537743,31.5,1
SH2D1B,-+-,NA,NA,0.05861883178078561,0.6103980589649824,+,0.117,0.930932845235546,0.010713699018641578,31.5,1
CD33,-++,+-+++-,NA,0.05863501963244713,0.9691649514963654,+,0.117,0.9308129294355889,0.009246106395914782,31.5,1
BAAT,+++,----+-,NA,0.05865496066436872,0.4674244352728113,+,0.117,0.930665256459798,0.032908979966609124,31.6,1
SPON2,---,++++++,---+,0.058659039862566216,0.1344482831177551,+,0.117,0.930635054211805,0.001471139,31.6,1
CLIC1,-+-,+++++-,-+++,0.05866330819193258,0.9517651154519187,+,0.117,0.9306034538914516,0.011569195000000001,31.6,1
ABHD14A,++-,--++--,----,0.05868862431408919,0.11171511236103142,+,0.117,0.9304160747475112,0.014696518100295122,31.6,1
ZNF572,--+,+---++,NA,0.7973299147982514,0.05871085807413938,-,0.117,0.9302515765875402,0.017098618628517023,31.6,1
GPM6A,+-+,-++---,-+++,0.058734196744559986,0.2469464760646095,+,0.117,0.9300789706667938,0.008106742,31.6,1
NAA20,+--,+-+++-,--++,0.05873570725600821,0.8027726559899457,+,0.117,0.9300678017330583,0.025006007,31.6,1
CARNS1,-+-,---+++,NA,0.9351602049069057,0.05874438800427858,-,0.117,0.9300036206295084,0.035060353,31.6,1
MFSD3,++-,--++--,----,0.5465276235537889,0.05876749257644421,-,0.118,0.9298328432021031,0.021604507,31.6,1
SUSD4,+--,-+--+-,--+-,0.8799592317289384,0.05887396203804514,-,0.118,0.9290467408465921,0.033746442,31.7,1
NUDCD1,--+,------,++++,0.4605884823816709,0.05887900022845734,-,0.118,0.9290095773094035,0.017667859478198718,31.7,1
FABP7,+++,+++--+,++--,0.058882446315712766,0.9802077696228502,+,0.118,0.9289841595394366,0.022434176,31.7,1
DCST2,++-,NA,NA,0.058900577267998126,0.7954325780506721,+,0.118,0.9288504531299423,0.016775843685763694,31.7,1
C21orf33,+++,++++++,----,0.0589353023794653,0.6134766954252088,+,0.118,0.9285944882273108,0.013597887,31.7,1
HEATR6,--+,+---+-,---+,0.9805339609843152,0.05896533700007631,-,0.118,0.9283732193631516,0.04436176617355517,31.7,1
CACNG7,+++,+-++++,NA,0.058992738964220075,0.9838074216092533,+,0.118,0.9281714439113612,0.061325486,31.7,1
OPTN,+++,++++++,+--+,0.059003341568493725,0.9041096396264958,+,0.118,0.9280933963606043,0.070858399,31.7,1
PCDHGA5,+-+,----++,+-+-,0.9094664573760183,0.0590161164666414,-,0.118,0.9279993768169384,0.027075749,31.8,1
PACRGL,+-+,++++++,NA,0.059021515443235216,0.9910299228885869,+,0.118,0.9279596480337307,0.126401142,31.8,1
SETMAR,-++,-++++-,++++,0.05907921811408751,0.9691322834310724,+,0.118,0.9275352653430987,0.082790054,31.8,1
PCID2,+-+,+---+-,+---,0.8471801956340099,0.059083063352440075,-,0.118,0.9275069997108177,0.068186389,31.8,1
SOX7,-+-,+--+-+,NA,0.0591628464313069,0.5588821537371373,+,0.118,0.9269209438172563,0.00884829,31.8,1
TSPAN10,-++,------,NA,0.801260448761042,0.05921279822322739,-,0.118,0.9265544192852347,0.039811344,31.9,1
SLC7A7,-++,++++++,NA,0.0592151569545733,0.9793810328901432,+,0.118,0.9265371195859126,0.02259562566864321,31.9,1
GPR85,+--,------,+--+,0.8631589336012253,0.05924854821113381,-,0.118,0.9262922912001752,0.123761236,31.9,1
SVIP,+-+,++-+++,NA,0.059274566109311706,0.8327386292303529,+,0.119,0.9261016207160985,0.111518625,31.9,1
TBXA2R,-+-,NA,NA,0.05928003728283745,0.5730423616261215,+,0.119,0.9260615362249784,0.009732601608559698,31.9,1
KLHDC3,+--,-+++-+,-+--,0.05932099716381637,0.2829212978510462,+,0.119,0.9257615615902076,0.007776988362555316,31.9,1
PCDHGA12,---,------,NA,0.9865475706430027,0.059356240518052286,-,0.119,0.9255036183650813,0.082770528,31.9,1
ZDHHC1,++-,++++++,+---,0.059380041135633395,0.12616114994421532,+,0.119,0.9253295102175827,0.014541292,31.9,1
C2orf71,+++,++++--,NA,0.059382705913651884,0.991055083291984,+,0.119,0.9253100209683378,0.114073704,31.9,1
DSTN,++-,++++--,---+,0.059397571926035425,0.22404828528746723,+,0.119,0.9252013122281798,0.007808895,32,1
GFER,++-,++++-+,--+-,0.05942354046232272,0.20766841892528667,+,0.119,0.9250114807754094,0.020799054,32,1
RABEPK,++-,++++++,--++,0.059443392553117175,0.5580690106291295,+,0.119,0.9248664168228412,0.03187324236474633,32,1
HIGD1B,++-,+----+,+-+-,0.05945885037432479,0.8374045790490382,+,0.119,0.9247534963879487,0.0065347419128563445,32,1
CHD9,--+,+---++,++++,0.05952752607189491,0.6969797009298604,+,0.119,0.9242521704261324,0.020514981,32,1
KLHL8,+-+,++++-+,+---,0.41391560210313905,0.059539752185245154,-,0.119,0.9241629816303606,0.012435112,32,1
SKAP2,++-,++++-+,-+-+,0.05956391736005248,0.9736783322687242,+,0.119,0.92398675192632,0.007041667,32,1
ZMYND15,-+-,+++++-,NA,0.059579414921402805,0.6583297172208121,+,0.119,0.923873770271594,0.113358969,32.1,1
RTCB,+--,---++-,---+,0.7951057651466735,0.05964618954766523,-,0.119,0.923387300022552,0.007151592,32.1,1
CPLX2,++-,+++++-,-+--,0.05965123980513545,0.223774139408277,+,0.119,0.9233505297591068,0.044045527,32.1,1
PSMB5,++-,+++++-,--++,0.05965252308930047,0.762607534924179,+,0.119,0.9233411868311374,0.01768336,32.1,1
TBCE,+-+,++-+++,+-++,0.059656966692069754,0.8068694743038446,+,0.119,0.923308836811589,0.034813334,32.1,1
PHLPP1,---,----++,NA,0.9874091596035918,0.05966063215779833,-,0.119,0.923282153546834,0.098054069,32.1,1
ZNF280D,-++,+---++,+---,0.8630268926645581,0.05966155987272892,-,0.119,0.9232754003776491,0.02841628,32.1,1
FGFR4,-++,NA,NA,0.05970260881525511,0.8381630698243826,+,0.119,0.9229766954961789,0.020560944655399958,32.1,1
XRN2,---,+---+-,-+++,0.9534527483889103,0.05974650401461538,-,0.119,0.9226575061230526,0.068739965,32.1,1
PCDH1,+-+,+++++-,+---,0.7050042339458145,0.05975746818383735,-,0.12,0.9225778154129026,0.00683633,32.1,1
SIGLEC11,-+-,NA,NA,0.6279886142566038,0.05981700780721361,-,0.12,0.9221453195677887,0.03613839877900775,32.2,1
SLC22A15,---,----++,+--+,0.6626055433022167,0.05985256747042927,-,0.12,0.9218872194461561,0.016574345,32.2,1
ALKBH3,+--,+++++-,---+,0.059880607092177116,0.8141123130174314,+,0.12,0.9216838096014437,0.055527515,32.2,1
ZC3H18,-+-,+-++++,----,0.05988365201788519,0.2450614886432834,+,0.12,0.9216617263114382,0.009306047,32.2,1
OR2G3,+++,NA,NA,0.059885282038975196,0.9840988699414831,+,0.12,0.9216499050629585,0.12035875198342046,32.2,1
BMP7,-+-,------,--++,0.8580313249552626,0.05989358483050022,-,0.12,0.9215896965029057,0.004384644,32.2,1
EVI5L,-+-,+-++++,+---,0.05989659606454673,0.5639434256280418,+,0.12,0.9215678622871022,0.010577093,32.2,1
DDX17,--+,----+-,++-+,0.321158816639825,0.059903149156096694,-,0.12,0.9215203501409428,0.03141755811364968,32.2,1
FXYD1,++-,++++++,-+--,0.05991676323984062,0.9754320724400558,+,0.12,0.9214216600091714,0.030110184193442063,32.2,1
NCAPD3,+--,----+-,--+-,0.9789914586919133,0.0599773837206198,-,0.12,0.9209824869018319,0.04146237957073351,32.3,1
ZNF610,---,-+-+++,--++,0.6052739685377179,0.05999375467703321,-,0.12,0.9208639614602481,0.025089232,32.3,1
ZNF569,+-+,------,NA,0.9570265752309478,0.06002240627175727,-,0.12,0.9206566022242184,0.1680127837348862,32.3,1
HLX,++-,-++++-,NA,0.06003205420737906,0.9662970703192159,+,0.12,0.9205867998163012,0.12089939108443357,32.3,1
QSER1,--+,-+----,-++-,0.4204550675632931,0.06003967060355482,-,0.12,0.9205317034338554,0.0162623,32.3,1
PRKAG2,+-+,---++-,-+--,0.6323664633846569,0.06006562926291985,-,0.12,0.9203439731220721,0.018256086,32.3,1
HIST1H2AC,-+-,---++-,++-+,0.06007718118580054,0.3973583103100305,+,0.12,0.9202604569073409,0.001643352,32.3,1
NTSR2,---,-----+,+---,0.9984476794087924,0.060082333463214566,-,0.12,0.9202232129877387,0.019673689,32.3,1
LPGAT1,+-+,----++,++-+,0.12363445401217503,0.06009349132595224,-,0.12,0.9201425678456856,0.020205531399849617,32.3,1
GAB4,+++,NA,NA,0.060093996876358295,0.9229498715534307,+,0.12,0.9201389142581956,0.03302055486083331,32.3,1
VGLL4,+--,----+-,--+-,0.9928344056379604,0.06009582918565223,-,0.12,0.9201256725081801,0.099733749,32.3,1
NME7,-+-,+-----,---+,0.649230315982885,0.06010712530508006,-,0.12,0.9200440465220361,0.027914153,32.3,1
HMSD,---,NA,NA,0.9481869357074768,0.060111304232396134,-,0.12,0.9200138533963838,0.1050109387069429,32.3,1
CFHR3,+++,NA,NA,0.06013119611008422,0.9814000828454069,+,0.12,0.9198701615608209,0.10600810023936377,32.4,1
FLVCR1,-++,------,+++-,0.6929974218403543,0.06013383910690344,-,0.12,0.919851073071263,0.0238723,32.4,1
LRRIQ1,-+-,+---+-,NA,0.6764345352406743,0.06013827180326707,-,0.12,0.9198190607359513,0.013150553995425935,32.4,1
NFXL1,--+,-----+,+--+,0.6274206303081621,0.06014700394099712,-,0.12,0.9197560053168308,0.033575375,32.4,1
RNF180,--+,-+----,-+-+,0.5739173711774083,0.06019216257889306,-,0.12,0.9194300574357503,0.011012149,32.4,1
SEMG1,+++,NA,NA,0.060207683487049836,0.9545700087343716,+,0.12,0.9193180864486734,0.05612552784501232,32.4,1
CADPS,+-+,-++---,--+-,0.7262090116558246,0.06024007753624099,-,0.12,0.9190844821536678,0.018122285,32.4,1
OCEL1,++-,--++++,--+-,0.0602456954149621,0.2979356247728547,+,0.12,0.9190439825383093,0.008054448,32.4,1
WEE2,---,NA,NA,0.9836130917874388,0.06024588943028592,-,0.12,0.9190425839379897,0.11166273938031653,32.4,1
PBXIP1,++-,++---+,++++,0.060280896358476964,0.9526440072723388,+,0.121,0.9187903028194021,0.011657584,32.4,1
CTTNBP2NL,---,-----+,-++-,0.9047882723488948,0.06028658740882665,-,0.121,0.9187493035103396,0.08388118,32.4,1
FAM171A2,++-,-+++++,NA,0.06029609206226472,0.9491990527987872,+,0.121,0.9186808389751806,0.004741488,32.4,1
ZNF385B,+++,--+-++,NA,0.06032946870538104,0.9889761510513051,+,0.121,0.9184405036398245,0.06700721,32.5,1
UBL3,+-+,-+-+--,++-+,0.060370211861707504,0.3577021547601527,+,0.121,0.9181473043777083,0.007362453,32.5,1
ZNF518A,-++,------,+++-,0.1050369303247934,0.06039272240083636,-,0.121,0.9179853970325239,0.005018139,32.5,1
ATPIF1,++-,--++-+,--++,0.06040900888629633,0.5741072946668957,+,0.121,0.9178682938961309,0.007864625,32.5,1
SYPL1,-+-,------,++++,0.060413117400079444,0.09359005873756797,+,0.121,0.9178387578348091,0.019061512,32.5,1
CDX1,++-,NA,NA,0.060422720418856594,0.09747054787878325,+,0.121,0.9177697296698443,0.0105726058586886,32.5,1
GLIS2,++-,++++++,-+--,0.06042719858313352,0.9050650592118508,+,0.121,0.9177375435988651,0.011930123,32.5,1
SLC4A7,-+-,+++++-,-++-,0.0604290240326569,0.6748645243721564,+,0.121,0.9177244241642526,0.039366478,32.5,1
NUP133,--+,------,++++,0.5507444471297823,0.06054520878492783,-,0.121,0.916890223175639,0.01941868571744352,32.6,1
FMNL3,-++,++++++,--+-,0.060591255482897656,0.4135136643892223,+,0.121,0.9165600529346266,0.10340206,32.6,1
FBXL13,---,++-+++,NA,0.06060111959829791,0.4642595636269332,+,0.121,0.9164893565579977,0.015033804,32.6,1
UBR1,+-+,------,-+++,0.3757636312385947,0.060662265676059673,-,0.121,0.9160513775859851,0.0175028,32.6,1
DIAPH3,-++,-----+,NA,0.6504537560016328,0.06068127324802949,-,0.121,0.9159153195187558,0.090258921,32.6,1
TMEM88,++-,++++++,+-+-,0.06068380137672743,0.7215380717846394,+,0.121,0.9158972261365104,0.008025655,32.6,1
DYSF,-+-,+-++++,++-+,0.060711584873046724,0.8801142591035347,+,0.121,0.9156984340782142,0.035558708,32.7,1
SEMA4C,-+-,--++++,+++-,0.060732387463427365,0.8288607373798768,+,0.121,0.9155496502377953,0.003066011,32.7,1
APOA4,++-,NA,NA,0.06077535847657722,0.6322881723763696,+,0.122,0.9152424751762155,0.024468150787391337,32.7,1
MRPS6,++-,++----,--++,0.8707075227546058,0.06078424743026366,-,0.122,0.9151789602690389,0.035933333,32.7,1
TRIAP1,++-,+++++-,----,0.060788997911794235,0.38702213861095397,+,0.122,0.9151450201054715,0.050877436,32.7,1
MDH1B,+-+,++-++-,+--+,0.060789665296425086,0.9274362339395152,+,0.122,0.9151402521395334,0.045794979,32.7,1
KIAA0430,+-+,-+++++,-+-+,0.06079797974105798,0.9617594643399262,+,0.122,0.9150808560153849,0.03411367,32.7,1
PGM3,--+,------,-+-+,0.7075665754783145,0.060812649133701116,-,0.122,0.9149760816816341,0.0713723680080735,32.7,1
PRADC1,++-,-++-+-,+-+-,0.060825173592852895,0.730693563303315,+,0.122,0.9148866472705975,0.006462872,32.7,1
PEX26,++-,++++--,--+-,0.06083166632429146,0.7220555311791124,+,0.122,0.9148402913494533,0.01659038,32.7,1
RBM14,---,+-----,--+-,0.9992637823712217,0.060839756008884215,-,0.122,0.914782540641575,0.06452567560020361,32.7,1
TUFM,++-,-++++-,---+,0.06086105047326171,0.9385679544281937,+,0.122,0.9146305602441408,0.019862143,32.7,1
TNFSF9,+--,-----+,NA,0.864086474989354,0.06089640505704315,-,0.122,0.9143783489768977,0.051285106,32.8,1
ATP6V0D2,-++,NA,NA,0.06097241129593326,0.7564161016847144,+,0.122,0.9138366337882574,0.10073706358505033,32.8,1
KCTD4,---,+---+-,--++,0.9461121979009128,0.06097252830055526,-,0.122,0.9138358003881695,0.03735158212916673,32.8,1
BYSL,+--,--++-+,---+,0.9634785732709906,0.06099095273367122,-,0.122,0.9137045868539627,0.07297706,32.8,1
CAMKK2,+--,++++++,----,0.20553660685735065,0.061002278632783354,-,0.122,0.9136239467160464,0.036785527,32.8,1
TAS2R50,--+,----+-,NA,0.9810283199094207,0.06101531086494412,-,0.122,0.9135311760497987,0.03978142,32.8,1
SLC25A24,+--,++++++,NA,0.06101713535383553,0.6342786963556881,+,0.122,0.9135181899058272,0.089838236,32.8,1
FA2H,-+-,---+++,++-+,0.06101789279556216,0.21049369125161266,+,0.122,0.9135127987854705,0.040750187,32.8,1
C4orf33,---,-+----,NA,0.9867059461758214,0.061037936572927616,-,0.122,0.9133701607479495,0.03201320464821092,32.8,1
PDE3B,-++,+++-++,+++-,0.061044184884518245,0.9606278661470729,+,0.122,0.9133257053073821,0.036283427,32.8,1
ZBTB8A,-++,+++++-,NA,0.06106406135473483,0.8920368266752894,+,0.122,0.9131843186004746,0.067515719,32.9,1
PRRC1,+-+,------,++-+,0.39779824487392984,0.061088736663944085,-,0.122,0.9130088604701915,0.070581742,32.9,1
PDCD7,++-,----++,+-++,0.06110123505518004,0.6213307470795896,+,0.122,0.912920015497253,0.044427903,32.9,1
CCDC121,---,-+-+--,NA,0.9949561463700323,0.06111551496282647,-,0.122,0.9128185288332689,0.10082877456073801,32.9,1
TUBA1B,++-,-+++-+,----,0.061161886717671816,0.6012309126628456,+,0.122,0.9124891303028098,0.004724403,32.9,1
IGDCC3,+++,-++++-,NA,0.061175434274047605,0.905327834210743,+,0.122,0.9123929433182717,0.041704322765734686,32.9,1
HRC,++-,++++++,NA,0.06120244029769584,0.9633969218638867,+,0.122,0.912201265414402,0.03476039896922498,32.9,1
RNF24,+++,+---++,+---,0.3943625086165932,0.06121492960744519,-,0.122,0.9121126499126976,0.004606086,32.9,1
NOX3,+++,NA,NA,0.06123521634069668,0.9868457270136687,+,0.122,0.9119687478157363,0.2026095557080259,32.9,1
IL15RA,-+-,++-++-,NA,0.061237963740717785,0.6839006017078991,+,0.122,0.9119492630490609,0.07198869351211229,32.9,1
IRAK2,---,++++++,+-+-,0.06124494265200048,0.2577928304148266,+,0.122,0.9118997720179887,0.016072908,32.9,1
SP100,-+-,++++++,NA,0.061301206162742046,0.948638964147629,+,0.123,0.9115009845538244,0.05182969994150039,33,1
ITGA10,+++,+++-++,NA,0.06135463427719863,0.9988429660486023,+,0.123,0.9111226326274697,0.09127964798699424,33,1
GNS,+-+,------,-+++,0.4115076053746732,0.06136582749788364,-,0.123,0.9110434094250568,0.022774719,33,1
PCDHGC4,+-+,++++-+,NA,0.061387848440058644,0.7913745110749386,+,0.123,0.9108875921152707,0.015405036,33,1
ZNF880,+++,++++-+,NA,0.06141749084561443,0.9980189529624233,+,0.123,0.9106779345631135,0.101551839,33,1
OXGR1,+++,NA,NA,0.06146688612700361,0.9691584533814879,+,0.123,0.9103287917375851,0.07021910447847075,33.1,1
PPP1R37,-+-,-+++-+,NA,0.06148551695617883,0.8189460660086232,+,0.123,0.9101971754997059,0.004332226,33.1,1
CSNK1E,++-,++++++,--+-,0.06149764724376585,0.444911268863552,+,0.123,0.9101115033345067,0.025623476,33.1,1
MPDU1,++-,-++-+-,-++-,0.06152275362763801,0.35555390817581656,+,0.123,0.9099342390100472,0.009374251,33.1,1
UQCC3,++-,+-+--+,NA,0.06152776276771796,0.8290597109169984,+,0.123,0.9098988804928995,0.005677537,33.1,1
C1orf177,---,NA,NA,0.9830699094134789,0.061534768175263696,-,0.123,0.9098494355510383,0.12722836160490378,33.1,1
COBL,+--,+-++++,-+-+,0.061563304887377004,0.7724886101520569,+,0.123,0.90964807842958,0.013193539,33.1,1
PCDH20,--+,--+---,-++-,0.8990534333723036,0.06156675701928959,-,0.123,0.9096237262637868,0.015726843,33.1,1
LDB2,+--,+-+-+-,---+,0.743424053676842,0.06157612187122978,-,0.123,0.909557671229733,0.017767603,33.1,1
FAM65B,--+,------,NA,0.7772625065585623,0.061579049207332114,-,0.123,0.909537025309549,0.110813316,33.1,1
LGI4,++-,++++-+,--+-,0.06162899542224631,0.5876250042283572,+,0.123,0.9091849157247794,0.03884179085220443,33.2,1
DLC1,---,----++,-+--,0.7082800150514437,0.06163311128193511,-,0.123,0.9091559125672058,0.015474625,33.2,1
EPHB3,++-,-+++-+,-++-,0.06164529258930078,0.9556739357673941,+,0.123,0.9090700861057598,0.005306582,33.2,1
PRKDC,--+,+---+-,-+--,0.7803425062231224,0.06167869450605606,-,0.123,0.9088348314918246,0.03269733284895699,33.2,1
ZNF614,--+,+-----,NA,0.8926947937909825,0.061690842499714856,-,0.123,0.9087493029771312,0.07137383699925211,33.2,1
PRKCB,+-+,+++++-,NA,0.061758136467840355,0.9927604803510384,+,0.124,0.9082758215087304,0.109448701,33.2,1
PCBP1,+--,++++++,-+-+,0.061769958748437784,0.9540494855914919,+,0.124,0.9081926930312183,0.05036598,33.2,1
ZIC5,-+-,++----,NA,0.5826421793167916,0.06178522561335704,-,0.124,0.9080853674623499,0.016934513000000002,33.2,1
FLCN,---,+--++-,--+-,0.9673274603031845,0.061801833536963446,-,0.124,0.9079686444062122,0.008145974,33.2,1
TMEM79,-+-,-+++-+,----,0.36049353626818703,0.06181843413319815,-,0.124,0.9078520041898422,0.011448797,33.3,1
RYR3,--+,------,++++,0.7928706680968095,0.06181846334565365,-,0.124,0.9078517989629483,0.010233030260752878,33.3,1
ECT2,--+,------,++--,0.960852803370295,0.06182166106424184,-,0.124,0.9078293345478651,0.040947753,33.3,1
DACT2,+--,++-+++,NA,0.06182407928090664,0.8405688796509001,+,0.124,0.9078123470131426,0.012842543,33.3,1
FAM13B,+-+,++-+++,NA,0.06183371233469286,0.8740232661745952,+,0.124,0.907744683147291,0.16998588,33.3,1
PGPEP1L,-++,+-+-++,NA,0.0618543750404707,0.9629782549665454,+,0.124,0.9075995810703744,0.048137811,33.3,1
PSCA,++-,NA,NA,0.061902078838957285,0.8321909267508364,+,0.124,0.9072647702895997,0.06187512746998585,33.3,1
OSBPL3,++-,+-+--+,--+-,0.4236361673884749,0.06190537083053092,-,0.124,0.9072416748493971,0.004191948,33.3,1
CD82,-+-,---+--,-+--,0.8728039134306491,0.062019961381057455,-,0.124,0.9064385128635868,0.030670695,33.4,1
FAM214A,+-+,+---++,-+--,0.7886657722218084,0.06212008253624195,-,0.124,0.9057379802509946,0.004157678,33.4,1
HEPN1,---,-++---,NA,0.6967822690887999,0.062195226951117906,-,0.124,0.9052129474318551,0.011979129,33.5,1
BTN1A1,--+,NA,NA,0.4481499741746906,0.06220241885942056,-,0.124,0.9051627309494881,0.029218599104180027,33.5,1
VSTM5,+-+,-+++++,NA,0.062219819556953375,0.9531784722563527,+,0.124,0.9050412570543834,0.05091944,33.5,1
HS6ST1,+--,++++++,----,0.06222783087849037,0.39402845803205633,+,0.124,0.9049853416115622,0.034377826,33.5,1
ODC1,+++,+++++-,--++,0.06224243798724732,0.9433214956416236,+,0.124,0.9048834090486034,0.01336612614408177,33.5,1
C12orf56,-+-,NA,NA,0.8775362627280896,0.06225000723878182,-,0.125,0.90483059806603094,0.028775046482713673,33.5,1
PTRF,++-,++++++,++++,0.0622574342489147,0.9578413686592953,+,0.125,0.9047787857489029,0.060892466880737545,33.5,1
SPATS2,++-,+++-+-,---+,0.5391257999231808,0.062257531507581836,-,0.125,0.9047781072938723,0.007365543,33.5,1
SHC2,-+-,++++-+,--++,0.0623053168485573,0.6906569479696656,+,0.125,0.9044448954061636,9.73119e-4,33.5,1
FAM129A,-+-,-+++++,NA,0.06231428304533617,0.938262029236918,+,0.125,0.9043824017086272,0.03984835495894945,33.5,1
ZNF235,---,+---++,NA,0.9863534207367329,0.062324734136513106,-,0.125,0.9043095697601526,0.08196099210652834,33.5,1
PPTC7,+-+,------,---+,0.8962330669447113,0.06237363950097,-,0.125,0.9039689184687445,0.081035293,33.6,1
RGS1,---,+--+--,NA,0.9956545437190798,0.062403850120967434,-,0.125,0.9037586192255735,0.11115328906520923,33.6,1
SLC1A4,---,-+---+,++++,0.062426392241991445,0.6200442804128922,+,0.125,0.9036017675093192,0.009711049,33.6,1
KLK8,---,NA,+-++,0.37164316026098826,0.062430537243792716,-,0.125,0.9035729320827578,0.015027715,33.6,1
FAM188A,+--,++++-+,NA,0.062458056858239755,0.42730711875130156,+,0.125,0.9033815356309388,0.04440585556584218,33.6,1
HPCAL4,+-+,++++--,--++,0.06247143682987403,0.7926811907630653,+,0.125,0.9032885095936204,0.017657772,33.6,1
SERPING1,+++,++++++,-+++,0.0624985679152171,0.9974380898450999,+,0.125,0.9030999382502537,0.04087906719989329,33.6,1
DCAF5,--+,----+-,NA,0.9767275950520374,0.06250236199621409,-,0.125,0.9030735744713192,0.012506556,33.6,1
TOX4,+--,++++-+,----,0.06250304619014865,0.19090361031394779,+,0.125,0.9030688204106007,0.002136808,33.6,1
PARL,+-+,+++-++,-+--,0.06251026985425813,0.8109963679027441,+,0.125,0.9030186305977931,0.014711901692552064,33.6,1
SNAPC2,++-,+++++-,----,0.11280456645747981,0.0625183577457842,-,0.125,0.9029624430392743,0.00811197,33.6,1
UBE2C,---,NA,NA,0.9871989152625227,0.06252559149169166,-,0.125,0.902912195491052,0.15503149434234162,33.6,1
VASH1,-+-,+-++++,----,0.2512961485968633,0.062548311485773,-,0.125,0.902754414084507,0.024372248,33.7,1
TP53INP1,--+,------,NA,0.9877135631334482,0.06255410846397334,-,0.125,0.9027141655322098,0.058962737,33.7,1
IFT140,---,+++++-,----,0.43794671931302365,0.06256026502783084,-,0.125,0.9026714244523749,0.00181573,33.7,1
ZNF480,-++,------,NA,0.8868724784148452,0.06259770849928666,-,0.125,0.902411568958339,0.045836058,33.7,1
PPP1R3B,---,----+-,NA,0.9909713864011158,0.06260279339753937,-,0.125,0.9023762920509792,0.090885402,33.7,1
MTFP1,-+-,NA,+--+,0.791500729279373,0.06260327476104655,-,0.125,0.9023729526998114,0.026140248473985356,33.7,1
TMEM50B,+--,----+-,-+++,0.06261819317146924,0.26660372421037687,+,0.125,0.902269472306825,0.007257022,33.7,1
TRAPPC4,++-,+++++-,++-+,0.06266456549301228,0.9968222144653612,+,0.125,0.9019479716551217,0.094305211,33.7,1
TAGLN3,++-,-+++-+,--+-,0.06268781916479456,0.666423695056578,+,0.125,0.9017868428264609,0.01183731,33.7,1
MTMR7,+-+,+-----,NA,0.9208810237584275,0.06273490230907418,-,0.125,0.9014607782909202,0.03911174465813281,33.8,1
UBE3A,--+,------,+-++,0.7958062108280246,0.06277255502232626,-,0.126,0.9012001982993828,0.026916292,33.8,1
SLC5A7,--+,NA,NA,0.565288070396784,0.06280100847065352,-,0.126,0.9010033865586405,0.07895156892096142,33.8,1
TMEM50A,+--,----+-,++++,0.06280840432267475,0.11995551167727386,+,0.126,0.9009522442492535,0.015389888,33.8,1
RAB31,--+,-----+,-+++,0.14999140680961096,0.06282366895485046,-,0.126,0.9008467083716408,0.031185815,33.8,1
ZNF559,--+,++++++,++++,0.06283063129983242,0.9840529449312552,+,0.126,0.9007985809616956,0.110285386,33.8,1
RAC1,++-,--++-+,-+++,0.06283468852502723,0.9712157122469173,+,0.126,0.9007705377351792,0.14227474275193278,33.8,1
SULT2B1,-+-,NA,--+-,0.9292009284580933,0.06285490325936091,-,0.126,0.9006308420368271,0.052404963,33.8,1
ERICH5,+-+,++-+++,NA,0.06286059317303323,0.9394141173229911,+,0.126,0.9005915294909246,0.04595778243887016,33.8,1
SATB2,+++,++++-+,----,0.06286247475946724,0.26898896031967273,+,0.126,0.9005785300848647,0.023370336,33.8,1
TSSK4,-+-,NA,NA,0.9175831429863442,0.06290942063930303,-,0.126,0.9002543187426884,0.05312567306175913,33.8,1
ZNF138,---,++--+-,NA,0.9599837898933273,0.06292088985731845,-,0.126,0.9001751483410583,0.013388583391604399,33.9,1
PTPRA,+-+,+-----,++-+,0.06292937795183146,0.5058317452537158,+,0.126,0.9001165655080038,0.001598315,33.9,1
SEMA5A,--+,---+-+,+-+-,0.527828066208484,0.06294482502427146,-,0.126,0.9000099737171949,0.016528464,33.9,1
BMP1,-+-,++++++,NA,0.06299099187848714,0.894681164170824,+,0.126,0.8996915573774439,0.082014476,33.9,1
PTPRG,--+,+---+-,-++-,0.827638263751723,0.06299866585432033,-,0.126,0.8996386519973879,0.023876278,33.9,1
CDC73,---,-----+,+-++,0.8556935024172548,0.06302664015733866,-,0.126,0.8994458480912524,0.056184618,33.9,1
OR2A12,+++,NA,NA,0.06312111523926692,0.9830161799612289,+,0.126,0.8987953408459848,0.14437241124027475,34,1
C9orf24,++-,+++++-,--+-,0.06312816164591073,0.8217539576036414,+,0.126,0.8987468619065194,0.048066626,34,1
TOR1B,+-+,----+-,++--,0.9477084536383302,0.06315681894247316,-,0.126,0.8985497568205626,0.050576133,34,1
