gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_genome_percentile_rank,meta_meta_lower_in_MDD_genome_percentile_rank,meta_direction,meta_empirical_p,minp,Corrected_meta_empirical_p,Bonferroni_meta_empirical_p
NPVF,++++,NA,NA,0.33310517910107235,0.3225346489476986,-,0.645,0.08960025359549004,174,1
OR4K17,+++-,NA,NA,0.3330481405430071,0.3225346489476986,-,0.645,0.1254455178248578,174,1
AFAP1,++-+,----+++-,NA,0.32260467736760384,0.32985103359673057,+,0.645,0.151074893,174,1
HAVCR1,-+-+,+++++-+-,NA,0.32808009367006224,0.32265758374736,-,0.645,0.136434035,174,1
CFB,--+-,NA,+--+--,0.3343550152277596,0.32267500922674147,-,0.645,0.040680618,174,1
SLC22A13,+---,-++-++++,NA,0.32947300961449144,0.3227163538320235,-,0.645,0.195084929,174,1
ATP2B1,++++,-+++--+-,-++-++,0.3227330412274194,0.32304908603274474,+,0.645,0.081333708,174,1
METTL23,--+-,++++++++,NA,0.32275571596633673,0.324982710589959,+,0.646,0.015035481,174,1
PAIP1,-++-,++++--++,-++++-,0.32276526535431543,0.32348526099213,+,0.646,0.053320225,174,1
CST2,+++-,NA,NA,0.33348542747960985,0.3227812000912617,-,0.646,0.11487505813227329,174,1
USP44,----,+++++---,NA,0.32279455405654806,0.32415626147343135,+,0.646,0.061922837,174,1
SLC25A33,--+-,--+-----,-+----,0.32284313816652793,0.322884744691036,+,0.646,0.020194757,174,1
RIC1,++++,-+--+---,NA,0.3280208678043752,0.32287242875294003,-,0.646,0.04246882885219182,174,1
TRMT61A,+-+-,+++--++-,NA,0.33205076225993385,0.322905423489738,-,0.646,0.022484129,174,1
SYT13,-+++,-+-+-+++,-+--++,0.3229095461083442,0.3310573595019211,+,0.646,0.012937921,174,1
AIFM3,+-+-,-++-++++,--+-+-,0.3260982098726731,0.322936348414752,-,0.646,0.104822927,174,1
DGKH,++-+,--+-----,NA,0.3238931511203094,0.3230068153157182,-,0.646,0.057329756,174,1
PHYHD1,+-++,--+-++--,+-+++-,0.32303560616360816,0.32310449736865204,+,0.646,0.0428396,174,1
SULT1B1,++-+,-+-+++-+,NA,0.32687571501648854,0.32304049811484736,-,0.646,0.013340363,174,1
OR8K5,+++-,NA,NA,0.3337326032397901,0.32304796669138197,-,0.646,0.2542908874447126,174,1
BCL2L15,+---,+-+--+--,NA,0.32905755910481527,0.32307559623622006,-,0.646,0.044624579,174,1
PPP1R12B,+++-,+-+----+,+-+-++,0.32308576968789565,0.3236171749704704,+,0.646,0.010667603,174,1
C6orf203,+-+-,--+-+---,-++---,0.3295300237322987,0.3231438355046934,-,0.646,0.038842805,174,1
CTSD,+-+-,+-++-+++,--+++-,0.32866160273550754,0.32316696985581234,-,0.646,0.116029795,174,1
TLR1,-+--,++++++++,NA,0.32757537617891636,0.3232214630516201,-,0.646,0.045545535,174,1
TMEM117,++++,+++-+---,-+-+-+,0.32325789871640676,0.32377571307750513,+,0.647,0.035496723,174,1
ACER1,---+,NA,NA,0.3342839217475617,0.323294547113849,-,0.647,0.23876081889150075,174,1
INTS3,++-+,+-+-+-++,+--+-+,0.3262093147099539,0.32331169483654193,-,0.647,0.03749385,174,1
ADAT1,++++,++++++++,+-+--+,0.32866168827913783,0.3233262271222547,-,0.647,0.057192561,174,1
MMP27,-+++,NA,NA,0.3344170659365731,0.3233331432156505,-,0.647,0.09429816728914557,174,1
ADAM23,+++-,-+++++-+,+++-+-,0.3249068786432082,0.3233397120874462,-,0.647,0.072087547,174,1
ZNF23,-++-,+++-----,-+++++,0.32769995242702876,0.32337175071394797,-,0.647,0.111898098,174,1
HSPA6,----,NA,NA,0.33464522016883413,0.32339017852050417,-,0.647,0.12959816991796963,174,1
GPR63,++++,-+-+--+-,NA,0.3288032860794129,0.3234824118564584,-,0.647,0.05298550083083606,174,1
FNIP2,-+++,-+-+--+-,NA,0.3322799042716664,0.32348924731928663,-,0.647,0.07352185183650657,174,1
SOX14,-++-,NA,NA,0.3349113101009525,0.3235797399041752,-,0.647,0.07128686525762427,174,1
EMC3,+++-,++++++++,NA,0.32366509591205095,0.32523061136754017,+,0.647,0.007957164,174,1
ACP2,+++-,--+-++++,-+---+,0.3328191527723284,0.32366738800138145,-,0.647,0.051035114,174,1
PRAC2,-++-,NA,NA,0.3349304129591604,0.32367535504477274,-,0.647,0.20779585477328655,174,1
