gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_Correction
SRGAP1,---+,+-+-----,--+++-,0.27924146435705055,0.1854175748311886,-,0.3708351496623772,0.014718772,99.75465525917946,1
SERPINB3,++++,NA,NA,0.8605557077852092,0.18543743555296818,-,0.37087487110593637,0.09780234750690087,99.76534032749689,1
SYT8,---+,NA,NA,0.9616634369235765,0.18551372848161696,-,0.3710274569632339,0.2136760249153987,99.80638592310993,1
SLC43A1,--+-,++--+-+-,NA,0.9549995583796075,0.18554137260724354,-,0.3710827452144871,0.034744259407411535,99.82125846269703,1
IMMP2L,--++,++--+---,-++-+-,0.18556154150619286,0.8622600150427737,+,0.3711230830123857,0.02763118,99.83210933033176,1
ZNF266,++-+,--+-----,+++-++,0.18556741810006971,0.6496810445274043,+,0.37113483620013943,0.008057116,99.8352709378375,1
SEC16A,++++,----+-++,+++-+-,0.21132783200161676,0.18560223111346724,-,0.3712044622269345,0.100445222,99.85400033904537,1
PMS1,-+-+,+++-++--,--+---,0.18561226879457646,0.6580870182255317,+,0.3712245375891529,0.039048315,99.85940061148213,1
MCHR2,++++,++++++++,-+--++,0.18562823520077437,0.264724337553577,+,0.37125647040154874,0.034303741,99.86799053801661,1
POLR3D,-+--,++++++-+,-----+,0.4380690325461026,0.1856609553139663,-,0.3713219106279326,0.016273502,99.88559395891387,1
TAS2R30,-+-+,+++-----,NA,0.4002231506139635,0.18568805296593566,-,0.3713761059318713,0.033013161499009305,99.90017249567339,1
ATXN1L,+++-,--++--+-,NA,0.18570525628941753,0.9319203260051415,+,0.37141051257883506,0.06754538349443107,99.90942788370663,1
POPDC3,--+-,-+-+-+++,++----,0.18574097436813428,0.8472606308995241,+,0.37148194873626855,0.008477034,99.92864421005623,1
PLEKHO2,++--,+++--++-,--++-+,0.18574227818975958,0.815921782712919,+,0.37148455637951916,0.003885955,99.92934566609065,1
C17orf78,--++,NA,NA,0.9839410167039272,0.185780491757006,-,0.371560983514012,0.2687576875980423,99.94990456526924,1
PTPN23,+++-,----++++,-++++-,0.21990248740748794,0.18583709799279008,-,0.37167419598558016,0.009271348,99.98035872012106,1
FGF11,++--,+-+-----,-+--+-,0.18592333986974555,0.9250367334331713,+,0.3718466797394911,0.069680363,100.0267568499231,1
CLGN,++++,++++++-+,+--+-+,0.36772979131108097,0.1859278220720016,-,0.3718556441440032,0.01191080528257041,100.02916827473686,1
MAML2,-+--,+++-----,--+++-,0.18595816229514348,0.2635073124802705,+,0.37191632459028695,0.060742041,100.04549131478718,1
BTBD7,-+-+,-++--+--,----+-,0.38418015860245475,0.1859701057574226,-,0.3719402115148452,0.024952729,100.05191689749336,1
PTPRJ,-+-+,----+-+-,NA,0.6402109150930742,0.18599938031868987,-,0.37199876063737974,0.06545643975256125,100.06766661145515,1
MOGAT3,----,+--++-++,+-----,0.18599984084467652,0.19462787524802805,+,0.37199968168935305,0.017319007,100.06791437443597,1
ERICH2,----,+++-+---,NA,0.1861029609186117,0.7408157738273227,+,0.3722059218372234,0.010238907,100.12339297421309,1
SOST,+-+-,NA,NA,0.655908634668421,0.18610702757780184,-,0.3722140551556037,0.0919737785347892,100.1255808368574,1
RYR2,++-+,+---+---,++++-+,0.18613745587621908,0.9451388825499708,+,0.37227491175243815,0.073861891,100.14195126140586,1
COA7,++--,++++-+++,++-+-+,0.28879817425449,0.18614213933144794,-,0.3722842786628959,0.003988577,100.14447096031898,1
CMAS,+++-,++++-+++,-++--+,0.18622529146543293,0.8844220099043958,+,0.37245058293086586,0.033849625,100.18920680840291,1
FBXL22,----,+--++-++,NA,0.933231558406229,0.1862438506891659,-,0.3724877013783318,0.0390318852762949,100.19919167077126,1
GLB1L,+---,+++-----,NA,0.18625719896599446,0.9921819285492125,+,0.3725143979319889,0.07956504311794182,100.20637304370503,1
TECTB,+-++,NA,NA,0.37595513373311273,0.18627356884801768,-,0.37254713769603537,0.027186049687512415,100.21518004023352,1
DCTPP1,--+-,+++++-++,NA,0.186293501156544,0.2311887208202855,+,0.372587002313088,0.07415131,100.22590362222067,1
SIM2,+-+-,NA,NA,0.7432278274236315,0.18629399375605313,-,0.37258798751210626,0.19357302396558107,100.22616864075658,1
CHRDL2,---+,NA,NA,0.9616303957311019,0.18652922392876478,-,0.37305844785752956,0.1676196850517808,100.35272247367546,1
MCOLN2,+--+,NA,NA,0.797768964262478,0.186576696238721,-,0.373153392477442,0.13265483371626632,100.3782625764319,1
NRIP2,-++-,+-++---+,+-++--,0.18666943371945485,0.46595226213755825,+,0.3733388674389097,0.029046937242724006,100.42815534106671,1
UBE2D3,-+++,++-+----,--+-++,0.19581227997260156,0.1866738749364235,-,0.373347749872847,0.011417416,100.43054471579585,1
SERTAD1,++--,-----++-,--+-+-,0.643682197849156,0.1867159831564296,-,0.3734319663128592,0.041685068,100.45319893815912,1
RASGEF1C,+-+-,+--+-+++,+-++-+,0.5987654961491883,0.18676609946019615,-,0.3735321989203923,0.026173596,100.48016150958553,1
SAMD9,----,--+-++++,NA,0.9838464101367981,0.1867843691203173,-,0.3735687382406346,0.03768912062242368,100.4899905867307,1
FOXL2NB,---+,NA,NA,0.9452975943763277,0.18690546140062622,-,0.37381092280125244,0.09650331116579239,100.55513823353691,1
RTP2,++-+,NA,NA,0.18693341349431897,0.7281219704406003,+,0.37386682698863793,0.01921699533534393,100.57017645994361,1
LRCH3,---+,-+--+---,+-+++-,0.1870104794219351,0.5049701103809497,+,0.3740209588438702,0.016231853,100.61163792900109,1
IFT52,----,+-+--+++,+---++,0.8497140264056393,0.1870143832040392,-,0.3740287664080784,0.019636798,100.61373816377309,1
EMC7,+-++,++++----,----++,0.3324133777807518,0.1870727057054714,-,0.3741454114109428,0.081123359,100.64511566954361,1
ERG,-+++,++++++++,NA,0.853923423662317,0.1871331201611429,-,0.3742662403222858,0.050880231,100.67761864669488,1
LYZL1,++--,NA,NA,0.18713442630397645,0.9332828618593503,+,0.3742688526079529,0.1537295189658716,100.67832135153932,1
C1orf174,--++,-++++-++,NA,0.5470372666031715,0.18715962745633394,-,0.3743192549126679,0.038224666,100.69187957150766,1
MS4A7,----,++++++++,NA,0.8953393377789708,0.18717137876541065,-,0.3743427575308213,0.07885625145217537,100.69820177579093,1
MYADML2,--+-,-+++++++,NA,0.21474582681064328,0.18719333638948898,-,0.37438667277897797,0.019563103,100.71001497754507,1
FGFR1OP2,-+++,-+-+----,+--+++,0.2246026414817973,0.18722996895823868,-,0.37445993791647736,0.044507194,100.72972329953241,1
KIF18B,+-+-,NA,NA,0.8036400071179348,0.1873556968217001,-,0.3747113936434002,0.052027606141656774,100.79736489007466,1
ACYP2,+-+-,-++--+-+,+----+,0.560006016213022,0.18740306052117114,-,0.3748061210423423,0.023074438,100.82284656039008,1
KDELC1,-+--,+++-+---,NA,0.18740365637447798,0.8070927351651196,+,0.37480731274895596,0.06603517119603622,100.82316712946916,1
TEAD4,+++-,NA,NA,0.18742422211404688,0.2360342557783639,+,0.37484844422809377,0.03493884347754391,100.83423149735722,1
ZNF74,-+++,----+-+-,-++-++,0.2565446295481278,0.18745731596672302,-,0.37491463193344604,0.002409457,100.85203599009698,1
OR51A2,++++,NA,NA,0.6364391076330274,0.1875182434624618,-,0.3750364869249236,0.017933452845513915,100.88481498280444,1
SLC17A1,++++,NA,NA,0.18755415575469192,0.6969877703065551,+,0.37510831150938384,0.0997090353148196,100.90413579602425,1
NOX5,++++,----++-+,NA,0.39946362290134413,0.18759807244378116,-,0.3751961448875623,0.065282262,100.92776297475426,1
COA4,----,++++-++-,-----+,0.3174893897187961,0.18759878699568727,-,0.37519757399137454,0.015081952,100.92814740367976,1
RPN2,--++,-+++-+--,---+-+,0.6609166132436025,0.18762019673502014,-,0.3752403934700403,0.041543539,100.93966584344084,1
