gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_Correction
PPP1CA,--+-,-+++++++,+-----,0.7946578754409042,0.005434470366998764,-,0.010868940733997528,0.001326627,2.923745057445335,1
SIX2,--+-,NA,NA,0.9896432515258864,0.005435625660534714,-,0.010871251321069428,0.027788296775494624,2.924366605367676,1
ARL4A,++++,++-++++-,-++--+,0.005435756841489303,0.635383829468313,+,0.010871513682978605,0.00944546109885671,2.924437180721245,1
IFRD1,----,----+---,--+-++,0.690144051200359,0.005436656509398516,-,0.010873313018797032,0.005809309,2.9249212020564017,1
SF3A1,++++,----++++,+---++,0.5680728073308172,0.005444962490991281,-,0.010889924981982562,0.027049154,2.9293898201533093,1
CA2,-+--,++++----,---+++,0.12120089996352863,0.005446104550577852,-,0.010892209101155704,0.010165449,2.930004248210884,1
BBS2,++++,+++-----,+++-++,0.005452207590646552,0.9741831786112851,+,0.010904415181293104,0.041228855200046134,2.933287683767845,1
ADCY4,++++,+---++++,++++--,0.6910902131463319,0.005456743611568624,-,0.010913487223137248,0.024461555,2.9357280630239195,1
TMEM260,-+-+,+++-+---,+-++-+,0.005457849326102832,0.6923735249133305,+,0.010915698652205664,0.010509693,2.9363229374433235,1
RFTN2,----,++++----,---+++,0.04199399586401904,0.005459265411587422,-,0.010918530823174843,0.012436007375427547,2.937084791434033,1
CMTM4,++++,-+++----,+++--+,0.005463548611261736,0.7275608400332871,+,0.010927097222523472,0.003586517,2.939389152858814,1
ZNF24,-+--,-++-----,---+--,0.005465442634989101,0.0974582965756246,+,0.010930885269978203,0.001666948,2.9404081376241367,1
PCBP3,+++-,+-+-++++,++++--,0.005468710543435397,0.16589513362253794,+,0.010937421086870795,0.005912523479135502,2.942166272368244,1
GIPC1,--++,+-+--+++,+--++-,0.9874170481685396,0.0054783208577705534,-,0.010956641715541107,0.024463068150296096,2.9473366214805576,1
R3HDM4,--+-,----++++,-++-+-,0.5622321891539708,0.005487858315467763,-,0.010975716630935526,0.004313761,2.9524677737216565,1
TMEM130,++++,----++-+,+++--+,0.005491468708602806,0.5841345128615874,+,0.010982937417205612,0.017119195,2.9544101652283095,1
TCERG1L,+-+-,----++++,++----,0.08828866928344353,0.0054936189199587876,-,0.010987237839917575,0.006662033937553533,2.955566978937828,1
EXOC3,+-+-,-+--++++,+-+---,0.18070081549176276,0.005504404904062368,-,0.011008809808124735,0.015679963,2.961369838385554,1
ATP1B3,+++-,--------,---+-+,0.8884356513940691,0.005505228621274041,-,0.011010457242548082,0.001963015,2.961812998245434,1
GP1BA,-+--,NA,+++-+-,0.005511943614157088,0.9975576702568196,+,0.011023887228314176,0.017783052,2.9654256644165136,1
NME5,+-++,-++-+-+-,-----+,0.9048978866270332,0.005518169575602247,-,0.011036339151204494,2.82022e-4,2.968775231674009,1
RNASE10,----,NA,NA,0.9387062473509605,0.0055192084864622805,-,0.011038416972924561,0.0027447739289398515,2.969334165716707,1
GAN,++-+,++++-+--,NA,0.005524853298836994,0.9931232188038449,+,0.011049706597673988,0.01113363550956138,2.9723710747743026,1
RRAS,--+-,++++++++,+--+--,0.9312700585552032,0.005527909259113052,-,0.011055818518226105,0.004620173820924159,2.974015181402822,1
OPRL1,++++,++++++++,++-+-+,0.005534310087239212,0.3720789663764737,+,0.011068620174478424,0.0036489657668825103,2.977458826934696,1
MYH2,++--,----++++,NA,0.40160800586817846,0.00554128919077852,-,0.01108257838155704,0.004603762,2.981213584638844,1
MTTP,-+--,++++-+--,NA,0.0055478445085167,0.9991368075035346,+,0.0110956890170334,0.018591475,2.9847403455819843,1
CLIC5,--+-,+-+++--+,+--+++,0.7359316157914985,0.005548030724456628,-,0.011096061448913256,0.003763858,2.984840529757666,1
CCNI,--++,-+---+++,----++,0.9735327077989634,0.0055504489082176985,-,0.011100897816435397,0.030016131,2.986141512621122,1
GCSH,----,--+---++,+--+++,0.9757900760685057,0.005551542902938669,-,0.011103085805877337,0.001893914,2.986730081781004,1
UBA6,-+-+,-+++----,+--++-,0.005557012434685071,0.1411793058596463,+,0.011114024869370142,0.020465655,2.9896726898605683,1
BMP4,+-++,-++-++-+,NA,0.7494317137395097,0.005567478064893541,-,0.011134956129787082,8.611995940077596e-4,2.995303198912725,1
NR2F6,+-+-,+---++++,------,0.7276907034316754,0.0055690676363389004,-,0.011138135272677801,0.001162257,2.996158388350328,1
NDUFB10,+-+-,++++++++,++----,0.07430591096516495,0.005571863616967098,-,0.011143727233934196,0.005331848,2.9976626259282986,1
CEP19,+---,++++--++,++---+,0.0055755705799172,0.9741692413626553,+,0.0111511411598344,0.013893709,2.999656971995454,1
DPP3,----,+++-----,+-----,0.005583490436401385,0.9501953786517734,+,0.01116698087280277,0.007353371,3.003917854783945,1
NCAPH2,+-+-,-++-++++,-++---,0.051098838483714444,0.005588590453836502,-,0.011177180907673005,7.81e-5,3.0066616641640382,1
LTN1,-+-+,-+-+----,NA,0.005592212947869002,0.900981707518425,+,0.011184425895738004,0.023078828,3.008610565953523,1
C19orf66,+-+-,+++-++++,NA,0.6548077289750315,0.005594087976084892,-,0.011188175952169784,8.22176e-5,3.009619331133672,1
EXT2,-++-,-+---++-,++++--,0.005618906516194307,0.9890225404290833,+,0.011237813032388614,0.012001966,3.022971705712537,1
PSMG1,+++-,++++--+-,+++-+-,0.0056203967320535755,0.9502153366825892,+,0.011240793464107151,0.021599532,3.0237734418448237,1
OLIG2,----,-+++-+-+,---+-+,0.6427767218169084,0.005623518540063724,-,0.011247037080127448,0.007803464,3.0254529745542835,1
TMED8,++++,++++-++-,++++--,0.0056261210493497105,0.9992186001109234,+,0.011252242098699421,0.01497085,3.0268531245501444,1
SAR1B,-+--,-+++----,---++-,0.005630245006944596,0.2204650445544993,+,0.011260490013889192,0.020460625,3.0290718137361927,1
VPS51,+-+-,-+++-+++,+++--+,0.4120661050280063,0.005632151192483852,-,0.011264302384967704,4.71832e-4,3.030097341556312,1
AQR,++++,++++++--,+-+--+,0.005650316594835026,0.9858686065254121,+,0.011300633189670051,0.008881235,3.039870328021244,1
MSMO1,++--,++++----,-----+,0.005657159472963194,0.05838664268698423,+,0.011314318945926388,0.002216386,3.0435517964541985,1
GRHL3,++-+,NA,NA,0.005670075304586017,0.9708085797456838,+,0.011340150609172034,0.004824740653214964,3.050500513867277,1
CUL4A,-+--,-++++---,++++--,0.005671759687954941,0.9996278204946552,+,0.011343519375909881,0.04396779,3.051406712119758,1
SSPN,++-+,++++----,---+-+,0.005673865013341052,0.540404500097954,+,0.011347730026682105,0.011920599,3.052539377177486,1
PQLC3,---+,-++----+,---+++,0.8614846660265096,0.005675470152017086,-,0.011350940304034171,0.009324813,3.0534029417851922,1
STK3,++--,++++---+,--+--+,0.005677758299356145,0.46148134426185267,+,0.01135551659871229,0.012562367,3.054633965053606,1
VPS13C,-+-+,+++-+---,--+-+-,0.005683872308203275,0.8319582891703716,+,0.01136774461640655,0.026622687,3.057923301813362,1
MIER1,-+--,++++----,NA,0.00568419212268206,0.9581647769650714,+,0.01136838424536412,0.024035521,3.0580953620029483,1
LUM,---+,-+--++++,NA,0.9834101776666273,0.005685108265177607,-,0.011370216530355214,0.006869709216111024,3.0585882466655523,1
P2RX4,----,--+-++++,+--++-,0.7259586005719718,0.005687166208487859,-,0.011374332416975719,0.015841011,3.0596954201664683,1
HBP1,-+--,++++----,---++-,0.15740746271175285,0.005687812764668591,-,0.011375625529337182,0.004685019,3.060043267391702,1
URGCP,+++-,-++--+++,+-+---,0.005695402014499186,0.9155799367235699,+,0.011390804028998372,0.034877341,3.064126283800562,1
SEMA6B,+-+-,----++++,--+++-,0.937599200401356,0.005698291818278899,-,0.011396583636557798,0.008465538,3.065680998234048,1
HRH3,+-++,++---+++,+++--+,0.0057093624746087914,0.19468244542002644,+,0.011418724949217583,0.012126836,3.0716370113395297,1
BBS10,-++-,++++----,---+++,0.005716289985318233,0.1883150011275766,+,0.011432579970636465,0.020245595,3.0753640121012094,1
BTF3,+-+-,+-++++++,-+-+-+,0.8783647997056477,0.005743575078065329,-,0.011487150156130659,0.028884402,3.090043391999147,1
OGFRL1,++-+,++++----,--++++,0.005749158504400583,0.14489490517178255,+,0.011498317008801166,0.011319007,3.0930472753675136,1
PPP1R12C,--+-,-----+++,+----+,0.7866077950292216,0.0057643234558580865,-,0.011528646911716173,0.0027754752355033945,3.1012060192516504,1
KIAA1429,++++,++++----,++++-+,0.005766531800885504,0.9969694068216387,+,0.011533063601771008,0.037249341,3.102394108876401,1
APRT,+-+-,+++-++++,-++---,0.1081949907843174,0.005766861146384816,-,0.011533722292769631,0.00110347,3.102571296755031,1
ZNF442,++++,-++-++++,NA,0.9550265697163053,0.005773611928774773,-,0.011547223857549546,0.013205769,3.106203217680828,1
RPL39L,----,++-+-+++,-+---+,0.785518045401653,0.005775586093306736,-,0.011551172186613471,0.009174324,3.107265318199024,1
TNFRSF17,+--+,NA,NA,0.5911663486634134,0.005781852613419084,-,0.011563705226838169,0.004226597770433688,3.1106367060194673,1
DAD1,--+-,++++-+-+,---++-,0.6683720882743888,0.005782991176164383,-,0.011565982352328766,0.001443446,3.111249252776438,1
TK2,++++,++++++++,-++--+,0.0057891314018405846,0.4612532055666895,+,0.011578262803681169,0.005853933,3.1145526941902344,1
KCNH3,+-+-,----++++,+-+---,0.07815525033253094,0.005790414930772972,-,0.011580829861545945,0.004883709,3.115243232755859,1
SPATC1L,+--+,++++++++,+++--+,0.3546409960156604,0.005795210602646669,-,0.011590421205293338,0.001343689,3.117823304223908,1
RILP,+-+-,-++++-++,-+-+--,0.7088145622269473,0.005800826137008409,-,0.011601652274016818,0.008120120856321753,3.120844461710524,1
SPTLC2,-+--,++++----,---+++,0.005817753638354724,0.05346872412832449,+,0.011635507276709449,0.013511083756045976,3.1299514574348417,1
PPDPF,+-+-,--+-++++,NA,0.805407143357472,0.0058228010363732575,-,0.011645602072746515,0.01455434567207941,3.1326669575688126,1
CSE1L,-++-,++++++-+,---+-+,0.005823375537876376,0.03522180500787574,+,0.011646751075752752,0.001600634,3.1329760393774904,1
NRTN,---+,NA,NA,0.9620298639726084,0.005825819691962837,-,0.011651639383925674,0.0062742784947395535,3.1342909942760064,1
PRDM1,++--,-----+--,NA,0.06173001794078003,0.005827318147879839,-,0.011654636295759678,0.005110793,3.1350971635593536,1
SMTN,++--,----++++,NA,0.8990745090377774,0.005828113065967847,-,0.011656226131935694,0.024924854,3.1355248294907017,1
CYTL1,--++,-++++++-,NA,0.37632910851102713,0.0058309881411386525,-,0.011661976282277305,0.014419436856026554,3.137071619932595,1
POC1B-GALNT4,+-+-,NA,NA,0.3410461329652608,0.0058406397182767765,-,0.011681279436553553,0.003619201078013263,3.142264168432906,1
EHF,-+--,-+++----,NA,0.005840992408492233,0.9865156211060913,+,0.011681984816984466,0.011007386,3.1424539157688214,1
PRPF39,-+-+,+++-+---,---+--,0.0058441705789994995,0.5136308296066279,+,0.011688341157998999,0.006082985,3.1441637715017308,1
GMPPB,++--,NA,+--+--,0.005860364523931757,0.8231987222073541,+,0.011720729047863514,3.00562e-4,3.152876113875285,1
SGCZ,-+++,----++++,NA,0.8813893304863407,0.005868885508027506,-,0.011737771016055012,0.003670155,3.1574604033187983,1
FAT3,++++,++++++++,-++---,0.005882433362192414,0.9771681130210066,+,0.011764866724384829,0.024402154,3.164749148859519,1
OBFC1,+++-,++++++--,-++---,0.005884065094555161,0.9982377596257652,+,0.011768130189110323,0.019643685,3.165627020870677,1
C5,++--,+++++---,+---++,0.005885698570770256,0.5545109025499949,+,0.011771397141540511,0.06518884,3.1665058310743976,1
ST3GAL2,--+-,----++++,+++--+,0.02698402268605958,0.005886356790871107,-,0.011772713581742214,0.014573083801645717,3.1668599534886557,1
ASL,+-+-,-++-+-++,+-----,0.6030767384591702,0.005891451604439489,-,0.011782903208878977,0.011202931,3.169600963188445,1
TOP2B,-++-,++-+----,-++--+,0.005895151189780888,0.9997517069446097,+,0.011790302379561775,0.011106083236914286,3.1715913401021174,1
SLC8A3,--++,----++++,+++-+-,0.14333364142776578,0.005908351623244864,-,0.011816703246489728,0.003421707,3.178693173305737,1
ZDHHC6,+++-,+++-+--+,+++--+,0.005908636087897319,0.9464526827097899,+,0.011817272175794638,0.01817729354279119,3.1788462152887575,1
PPARGC1A,++++,--------,+++--+,0.005911788017348006,0.9814746390117335,+,0.011823576034696012,0.017266948,3.1805419533332273,1
CACYBP,-++-,++++++++,-+----,0.005912294424670635,0.8799462311410264,+,0.01182458884934127,0.003642603,3.1808144004728014,1
RNF150,-+++,--------,+++---,0.005917285731940229,0.6139488312922536,+,0.011834571463880459,0.021696588,3.1834997237838434,1
ITPA,+-+-,-+++++++,-+----,0.5191731642425476,0.005917916053482567,-,0.011835832106965134,0.002905959,3.1838388367736212,1
IPO8,+++-,--------,+-++++,0.005924159037931342,0.3185835971254651,+,0.011848318075862684,0.011783708,3.187197562407062,1
AP2S1,+-+-,+++-++++,-++--+,0.11336548016208312,0.005936582044823988,-,0.011873164089647977,0.001044232,3.1938811401153058,1
YARS,+++-,++++++++,-++---,0.005954563463116323,0.9192360671845411,+,0.011909126926232645,0.04833507,3.2035551431565814,1
KIAA1522,+++-,----++++,+++---,0.011593663747248557,0.005960200984268375,-,0.01192040196853675,0.002783749,3.2065881295363856,1
POU2F2,+--+,+---++++,NA,0.7413397186397257,0.0059619400374620124,-,0.011923880074924025,0.019710317,3.2075237401545627,1
COQ10B,+++-,++-+-+++,++-+++,0.005974813783591659,0.8525732147819349,+,0.011949627567183319,5.94608e-4,3.214449815572313,1
TMEM165,-+--,++++----,---+--,0.005978536247277425,0.1693871436202697,+,0.01195707249455485,0.01680206,3.2164525010352545,1
HPS6,+-+-,+++---+-,-+--+-,0.005983274777732158,0.34348650951338894,+,0.011966549555464317,9.52903e-4,3.2190018304199013,1
GLTSCR1,----,----++++,+--++-,0.5567706556512609,0.005988232495540059,-,0.011976464991080118,0.002176981,3.2216690826005516,1
HYAL2,+++-,-+++++++,+++++-,0.005991034505617137,0.17429207479550882,+,0.011982069011234274,0.002921920745203559,3.22317656402202,1
BST2,--+-,++++++++,+---+-,0.6224376650085832,0.0059997747910436805,-,0.011999549582087361,0.0017470142768680709,3.2278788375815,1
RAB3D,--+-,-------+,-+-+--,0.005999899056569006,0.701039226534526,+,0.011999798113138012,0.002358146,3.227945692434125,1
DIP2C,-+-+,--+----+,+++---,0.0060027172366189105,0.9625487221981387,+,0.012005434473237821,0.010115543,3.229461873300974,1
LEPR,--+-,++++++--,NA,0.006018032827644861,0.5903073388773367,+,0.012036065655289722,0.001937511,3.2377016612729355,1
CCM2L,--++,++---+++,++++++,0.775022345962061,0.006027176230724249,-,0.012054352461448498,0.0015444009438538085,3.2426208121296463,1
BRPF1,-++-,----++++,+++---,0.07968386135210563,0.006059362596305949,-,0.012118725192611897,0.004310777,3.2599370768126,1
TIPARP,++--,--------,+--+-+,0.006072540538793948,0.5627130666231609,+,0.012145081077587896,0.007963871,3.2670268098711444,1
PHKB,--++,+++-++-+,--++++,0.9570762203015785,0.006076035722508837,-,0.012152071445017674,0.024153598,3.2689072187097543,1
CAMSAP2,++++,++-++---,+++-+-,0.00608635106048253,0.9966980500437026,+,0.01217270212096506,0.02007387035452503,3.274456870539601,1
PIGV,+++-,++++----,-+++++,0.0060888791011057776,0.33260366993683926,+,0.012177758202211555,0.036785919,3.2758169563949084,1
ZNF107,---+,+++-----,NA,0.006091268743448424,0.9464860634503615,+,0.012182537486896848,0.005569161,3.277102583975252,1
SACS,++++,++++----,-+++-+,0.006096554960312342,0.9561716974188759,+,0.012193109920624685,0.022579305,3.27994656864804,1
TMEM235,----,++++---+,NA,0.006111263836960212,0.011305981923329602,+,0.012222527673920423,0.0033632723088069354,3.2878599442845937,1
TYK2,----,--+-++++,---+--,0.9791802239962905,0.006118810718960289,-,0.012237621437920577,0.001049813,3.2919201668006353,1
PHF3,-+--,+++++---,+-++++,0.006122824013596158,0.6172703954244145,+,0.012245648027192316,0.02105035262304079,3.294079319314733,1
DIMT1,-+-+,++++-+--,+--+++,0.0061255980471701535,0.26323435405338413,+,0.012251196094340307,0.020664655,3.2955717493775425,1
RHOQ,++--,++++----,+--+++,0.006128264268136189,0.010884229385068455,+,0.012256528536272378,0.009223331,3.2970061762572698,1
SLFN11,-+++,+++++---,NA,0.006129367923125027,0.813536535734416,+,0.012258735846250054,0.026029852,3.2975999426412645,1
SLC7A8,+++-,-----+++,-+-++-,0.9180173520501654,0.006130935029416769,-,0.012261870058833538,0.006041479,3.2984430458262217,1
RICTOR,-+-+,-+++----,+---++,0.006135730686317734,0.018414615496255896,+,0.012271461372635468,0.003840703,3.301023109238941,1
RERE,++++,----++++,+++-+-,0.006137330351356644,0.01402152854173077,+,0.012274660702713288,6.1161e-4,3.3018837290298744,1
ENOSF1,---+,+-+++--+,---+++,0.7261842764748047,0.006144616668838923,-,0.012289233337677846,0.037842228,3.3058037678353407,1
CASP10,--+-,+++-++++,NA,0.9021825746949684,0.006145322798383797,-,0.012290645596767595,0.04023472043634118,3.306183665530483,1
KIAA1671,-+++,--------,+++--+,0.006154662883159455,0.8809348582885119,+,0.01230932576631891,0.006817603,3.311208631139787,1
CLIP1,++--,----++--,-++--+,0.006155372299463885,0.8043913620010772,+,0.01231074459892777,0.002344569,3.3115902971115703,1
ZMPSTE24,-+++,++++----,------,0.006178455777130102,0.9689628494020266,+,0.012356911554260204,0.003360976,3.324009208095995,1
MYO1E,-+--,++++---+,++++--,0.006178942502897705,0.9358406683636425,+,0.01235788500579541,0.040125187,3.3242710665589654,1
PPFIBP2,----,++++---+,---+-+,0.7035686796463656,0.006185648177790345,-,0.01237129635558069,0.001311985,3.327878719651206,1
MGAT4C,-+++,++------,--+--+,0.006187979836523067,0.8882210024477186,+,0.012375959673046133,0.002131326,3.32913315204941,1
EGR3,--+-,----+---,-+----,0.18443252849203373,0.006188261351833093,-,0.012376522703666185,0.006875591,3.329284607286204,1
HUNK,-+++,----++++,+-----,0.26438378525383477,0.006195122474974421,-,0.012390244949948842,0.012090482,3.3329758915362384,1
DPYSL5,----,+-+----+,------,0.006196639060651027,0.35415401211758674,+,0.012393278121302054,0.0012202799980231822,3.3337918146302528,1
STC2,++--,+-++----,NA,0.006202572881948567,0.9222053056241586,+,0.012405145763897134,0.018903067,3.336984210488329,1
PSPN,----,-+---+++,NA,0.9730751466731351,0.006207519644733457,-,0.012415039289466913,3.73409e-4,3.3396455688665996,1
MTX2,+++-,++++-+++,++---+,0.006212485297247207,0.9213181914090087,+,0.012424970594494414,0.019836704,3.3423170899189976,1
UTRN,----,+-+-++-+,+----+,0.6632593396938575,0.006214511775181754,-,0.012429023550363507,0.004890262,3.3434073350477833,1
VILL,--+-,--+-++++,+++---,0.5661475638709553,0.006214562384525275,-,0.01242912476905055,0.0026395336477457584,3.343434562874598,1
PTPN12,++--,-+--++-+,----++,0.7146809437798802,0.006217308657732987,-,0.012434617315465975,0.005727154,3.344912057860347,1
BTG2,+---,--------,----++,0.2893612308787303,0.006220650642446011,-,0.012441301284892022,0.034984151,3.346710045635954,1
HTATIP2,----,++++-+-+,+--+++,0.6877661301880273,0.0062215124297328875,-,0.012443024859465775,0.014579775,3.3471736871962934,1
RBPJ,-+--,++++----,--++--,0.006225562700954989,0.7072081683509043,+,0.012451125401909978,0.002296255,3.349352733113784,1
FIBIN,++--,++++----,+--+++,0.00623323390326878,0.5486846180835864,+,0.01246646780653756,0.032974345,3.353479839958603,1
HLA-B,+-+-,++++++++,+--+--,0.4541763797572357,0.006250920316157204,-,0.012501840632314408,0.005617603,3.3629951300925756,1
LDLRAD4,-+--,--------,---+-+,0.006251783330401833,0.041484802905174256,+,0.012503566660803666,0.003274262,3.363459431756186,1
TMEM150C,+++-,-+++--+-,NA,0.006251855693105126,0.9331164224268069,+,0.012503711386210252,0.05401519,3.363498362890558,1
ZNF25,++++,++++++++,++-+++,0.006268208968196048,0.26936189731085547,+,0.012536417936392095,0.001383087,3.372296424889474,1
NXPH3,--+-,--+---+-,---+--,0.7981642061418768,0.006278065871136541,-,0.012556131742273081,0.010806267,3.3775994386714587,1
OSMR,++--,++++++-+,NA,0.006278678317695901,0.9814898853449882,+,0.012557356635391802,0.0019102940491146807,3.3779289349203947,1
MACROD1,+-+-,++++++++,++++++,0.006283760223487198,0.2629895714668541,+,0.012567520446974395,0.006461049,3.380663000236112,1
PLXND1,--+-,----++++,+++---,0.690348019789927,0.006288426312098236,-,0.012576852624196472,0.002791069,3.383173355908851,1
TMEM110-MUSTN1,---+,--+-+-++,NA,0.8607334729956087,0.006291354395200981,-,0.012582708790401962,9.16022e-4,3.3847486646181277,1
CCDC85C,--++,+---++++,NA,0.9988733421171195,0.006300682899285856,-,0.012601365798571712,0.009905905,3.3897673998157907,1
TPM1,--++,++-+++++,++---+,0.7536290778192862,0.006303663876244946,-,0.012607327752489891,0.003485768,3.391371165419781,1
STX16,---+,--+-+---,---+++,0.9500373656746487,0.0063053766078656715,-,0.012610753215731343,0.069413015,3.392292615031731,1
AGPAT4,----,++++----,--++-+,0.006310381745192272,0.16148032610034804,+,0.012620763490384544,0.010332588,3.394985378913442,1
PRSS12,+-++,----+-+-,NA,0.9309651354958122,0.0063146928263693985,-,0.012629385652738797,0.038721667,3.3973047405867365,1
XPNPEP1,++++,+++--+--,--+--+,0.006322324498932992,0.6667192196761094,+,0.012644648997865984,0.010012182443151852,3.40141058042595,1
C20orf197,NA,++++-++-,NA,0.006324747241789595,0.6627485918184548,+,0.01264949448357919,0.007231844,3.4027140160828018,1
PPP2R4,+-+-,++++++++,--++--,0.47836159835227954,0.006328849736450438,-,0.012657699472900876,0.001868699,3.404921158210336,1
TMCO2,--+-,NA,NA,0.9913969871078614,0.006333355481745973,-,0.012666710963491945,0.019629442768117088,3.4073452491793335,1
CEPT1,-+-+,+++-+---,+----+,0.006342434544183724,0.7208485404710492,+,0.012684869088367448,0.002147337,3.412229784770844,1
SLC39A2,--++,NA,NA,0.9983832887028019,0.006348142808190038,-,0.012696285616380075,0.014341208515592946,3.4153008308062405,1
DGKG,++++,--------,+++--+,0.006349319346505295,0.8631188108563382,+,0.01269863869301059,0.015326404,3.4159338084198487,1
NDC1,-+++,-+++--+-,NA,0.006353997203407782,0.9834000485747565,+,0.012707994406815564,0.02197444,3.4184504954333867,1
PLEKHF2,-+-+,+++++---,NA,0.006363583482891335,0.9527689159843805,+,0.01272716696578267,0.019981663,3.4236079137955384,1
GPR162,+-+-,---+-+++,++++--,0.09651725195654981,0.006365863471966017,-,0.012731726943932034,0.001604993,3.424834547917717,1
GABPA,-+-+,++++----,NA,0.006379239133386982,0.9710918565924951,+,0.012758478266773964,0.01864453870622338,3.4320306537621965,1
PIK3C2B,-+--,+-++----,--++++,0.47658856870228505,0.006381126479485715,-,0.01276225295897143,0.001836236,3.4330460459633145,1
BIRC2,-+-+,+++-----,++--++,0.006401436533657067,0.7818056151174306,+,0.012802873067314135,0.013506102,3.443972855107502,1
DOK4,--+-,----+++-,++-+--,0.12909493274414274,0.0064185830602785186,-,0.012837166120557037,0.016060961,3.453197686429843,1
WDR60,+---,+---+--+,+++---,0.006423437075721684,0.2139842113841345,+,0.012846874151443368,0.005084551,3.455809146738266,1
IDH3A,+++-,++++---+,+----+,0.006460036032607954,0.22463133238470778,+,0.012920072065215909,0.006927434,3.4754993855430794,1
CLCN1,--+-,NA,NA,0.9878829004448172,0.006460578099947472,-,0.012921156199894944,0.007289744932726077,3.4757910177717397,1
NUP153,-+-+,----++--,+++---,0.006466086952879014,0.8747988214437189,+,0.012932173905758028,0.014788109,3.4787547806489094,1
EFHD2,+---,-----+++,---+--,0.8899431828645421,0.006471883518930563,-,0.012943767037861126,0.015004252,3.4818733331846428,1
GALNT16,++++,+---++++,+++--+,0.0064723277498547034,0.6245397241954543,+,0.012944655499709407,0.021180618,3.4821123294218306,1
CYB5A,--++,+-+-----,----++,0.233474311766525,0.006480273559942241,-,0.012960547119884482,0.007629542,3.4863871752489257,1
MAMDC4,----,+-+-++++,NA,0.9774993200972011,0.006489289665262317,-,0.012978579330524634,0.037598537074279445,3.491237839911127,1
B3GALNT1,-+++,++++++--,-+--++,0.08748888417454763,0.006489870141130317,-,0.012979740282260633,0.004957678,3.4915501359281103,1
PABPN1,+-+-,+-+-+++-,+--+++,0.9785315156787642,0.0064913001467341485,-,0.012982600293468297,0.059609514,3.4923194789429717,1
MAP4K4,----,+-++---+,--+++-,0.7374311534065394,0.006491385730586179,-,0.012982771461172358,0.009095318,3.4923655230553643,1
CISD3,+-+-,++++-+++,NA,0.46567408882190847,0.006494755078902873,-,0.012989510157805745,0.002021408,3.4941782324497455,1
SYDE1,+-+-,--+-++++,+++---,0.006496534920442247,0.5388767868360469,+,0.012993069840884493,0.011515449,3.495135787197929,1
ZNF451,-+-+,++++----,--+---,0.006500998031440454,0.9788486226120745,+,0.013001996062880909,0.023257903,3.4975369409149644,1
PROM1,--+-,+++-++-+,+---++,0.9949697018997112,0.006506700388689463,-,0.013013400777378926,0.003740498410946356,3.500604809114931,1
DR1,-+--,---+-+++,---+++,0.8933808284590038,0.006513470185408298,-,0.013026940370816595,0.003042884,3.504246959749664,1
ADD3,-+--,+++-----,+---+-,0.006517699200023777,0.5726021829554441,+,0.013035398400047554,4.03558e-4,3.506522169612792,1
OASL,--++,NA,NA,0.9985708147767239,0.0065228482423496294,-,0.013045696484699259,0.015782839732492625,3.5092923543841006,1
LAMB1,++++,----+++-,+++---,0.006532849691733836,0.026436735012351005,+,0.013065699383467673,0.004451209,3.514673134152804,1
ZNF730,++-+,--------,NA,0.006537539525904667,0.9874893671226779,+,0.013075079051809334,0.004424564024851144,3.517196264936711,1
CHSY1,++--,++---+--,+-+--+,0.006544833446969298,0.7815884208397017,+,0.013089666893938597,0.002074345,3.5211203944694827,1
MIEF1,++++,++++---+,++----,0.006544847446221466,0.9968339942435533,+,0.013089694892442933,0.011509551,3.521127926067149,1
AKAP1,++++,++++++-+,-+++-+,0.006545176614039148,0.6468978828045603,+,0.013090353228078297,0.00479897,3.5213050183530616,1
GORASP2,+++-,+-++----,---+-+,0.00655088549840864,0.16690117148364877,+,0.01310177099681728,0.008123034,3.5243763981438483,1
GJC2,----,--++--++,--+---,0.4184027727163135,0.006573195844277582,-,0.013146391688555165,1.5359112146091222e-4,3.5363793642213395,1
NKX3-2,--++,NA,NA,0.9975551388973789,0.00657387340105093,-,0.01314774680210186,0.013379909189744844,3.5367438897654004,1
HERC1,++++,++-++++-,+-+---,0.006575670053561682,0.9157020089466198,+,0.013151340107123363,0.015536236,3.5377104888161846,1
CAMTA2,+-++,----++++,+++---,0.010903280838604998,0.006581212744979563,-,0.013162425489959126,0.009283115,3.540692456799005,1
MAST1,+-++,----++++,+++---,0.3755725613184112,0.0065887962498937195,-,0.013177592499787439,0.013517622,3.544772382442821,1
NRXN1,++++,-+-+--+-,+++-++,0.006591471327718086,0.3139682053746188,+,0.013182942655436172,6.23315e-4,3.54621157431233,1
ZNF771,+--+,+-+-++++,NA,0.9837801232756102,0.006622863276829447,-,0.013245726553658894,0.011422247,3.5631004429342426,1
ARL6,++++,+++++++-,++---+,0.0066238416838463885,0.6196486175712504,+,0.013247683367692777,0.002316379,3.563626825909357,1
EFEMP1,++--,+++-----,+-++++,0.006624837553529951,0.3511256704771778,+,0.013249675107059902,0.029791024,3.5641626037991134,1
MNT,+++-,----+-++,+-+-+-,0.5036248524170565,0.006631952987402969,-,0.013263905974805939,0.00918324,3.5679907072227977,1
KLHL14,----,NA,NA,0.9199572867270968,0.006646010070830843,-,0.013292020141661686,0.007294570220356267,3.5755534181069937,1
