gene_symbol,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p
SRRM2,-++--+,----+-++-+++,++++++--,0.15087815466451518,0.02434330498897647,-,0.0487,1.3125904640888146,0.003608776,13.1,1
NKX6-2,----+-,+++++----+++,NA,0.024384955638636806,0.03499360750809064,+,0.0488,1.3118480344807228,0.004228213655684808,13.1,1
TPPP3,----+-,++++++---++-,----+-++,0.07871715682492919,0.024407815628495016,-,0.0488,1.3114410902584388,0.009795225,13.1,1
ZNF546,+-+--+,++++++-+----,NA,0.024417248850185116,0.927462087130708,+,0.0488,1.3112732749684315,0.045989563,13.1,1
IGFN1,+-+-+-,------++-++-,NA,0.7721776615551105,0.024418406466673464,-,0.0488,1.3112526856490139,0.063102002,13.1,1
UNC5CL,-+--++,++++++++-+++,NA,0.024467317996443354,0.8488325621907311,+,0.0489,1.3103836378931732,0.011083071,13.2,1
PAFAH1B1,++++-+,-+++-+--+---,----++-+,0.07968004617541849,0.024469392891985665,-,0.0489,1.310346810093808,0.007341105,13.2,1
VEZF1,--+---,+++++-----+-,--+-++-+,0.1537910302119765,0.024469552429059474,-,0.0489,1.3103439785627908,0.030029588,13.2,1
FLT1,--+++-,+++++------+,+-+--+-+,0.0244725758680396,0.3183709241306659,+,0.0489,1.310290320787259,0.009397659,13.2,1
SIDT1,++++++,----+-+++-++,++-+----,0.6253140402633248,0.02448315227279586,-,0.049,1.310102670660505,0.018429918,13.2,1
CLEC4G,++-+--,-++-----+--+,++--+-++,0.6600410793051613,0.02450554207831336,-,0.049,1.3097056905085336,0.0025420321726375675,13.2,1
CAPZA1,--+---,++++-+--+---,+---++--,0.08640608192770138,0.024508380220265476,-,0.049,1.3096553950278933,0.001636423,13.2,1
TNKS,-++--+,-+++--------,-+-++++-,0.02450937018854301,0.7342751470795699,+,0.049,1.3096378529025747,0.022516598,13.2,1
ZNF616,+++---,+++++-++----,NA,0.024516260045579736,0.9997538605359324,+,0.049,1.3095157850414352,0.0458699873548797,13.2,1
FBXL7,--+---,++++++----++,+-+-+---,0.02451739923952619,0.9551025910560078,+,0.049,1.309495605203664,0.009987873,13.2,1
GRHPR,---++-,+++-++--++++,----+-++,0.9096844512704166,0.024525197594027662,-,0.0491,1.3093574892565025,0.013767041,13.2,1
C2orf69,++++-+,++-+-+------,NA,0.02452636900740315,0.9905686276397893,+,0.0491,1.3093367462547862,0.037360791,13.2,1
NPBWR1,--++++,NA,NA,0.9851469896917576,0.024528450801137365,-,0.0491,1.3092998849826298,0.06180457288972107,13.2,1
GDI2,-+++--,++++-+---+--,--+-++++,0.02453051625219023,0.029616087614531536,+,0.0491,1.3092633161737328,0.006901592,13.2,1
AMPD3,--+---,+++++++--+++,+---+--+,0.0245668882129841,0.11568872558568696,+,0.0491,1.308619854673863,0.0022569171635486445,13.2,1
SRP9,++++-+,++++-+++++--,+----+++,0.39177069178562285,0.024575066330019907,-,0.0492,1.308475305635599,0.001225,13.2,1
C1QBP,+--++-,++++-++++++-,-+----++,0.27650149796154605,0.024580148552262426,-,0.0492,1.3083855010812346,3.02996e-4,13.2,1
NUPL1,-+++-+,-+-+-+------,--++++-+,0.02458907828356178,0.29932087821359044,+,0.0492,1.3082277547296894,0.005843914,13.2,1
FHOD1,++-++-,+++---++++++,++-+++++,0.9930482654358983,0.024610907166963302,-,0.0492,1.3078423820860745,0.001571342,13.2,1
KCTD20,--++-+,-+++++------,++++-+++,0.02461181037772766,0.9192180511344155,+,0.0492,1.3078264439391958,0.008160393,13.2,1
TMBIM1,+++-+-,++++++------,+-++++-+,0.02461268018258961,0.5393786832949127,+,0.0492,1.3078110958290328,0.04085855186955062,13.2,1
TUB,-+++-+,++----+++---,-+++--++,0.024618386930566165,0.2839391982253135,+,0.0492,1.307710411065843,0.002885861,13.2,1
ATXN10,++++-+,-+---++++++-,-+-----+,0.6493286441734434,0.024626258431995295,-,0.0493,1.3075715716188774,0.001708333,13.2,1
TBC1D16,++++-+,--+---++++++,-+---+++,0.5916324462440617,0.02463511550145577,-,0.0493,1.3074154015356327,0.02893324,13.3,1
MAP2K6,+++-++,+++++--+--++,NA,0.024635387260955127,0.9520468172885277,+,0.0493,1.3074106106914416,0.019753221697045308,13.3,1
CHGA,+--++-,-------+++-+,++-++---,0.36283712047584904,0.024662701699571406,-,0.0493,1.3069293542601539,6.68914e-4,13.3,1
MAX,----+-,+-+---++-+++,--+--+--,0.987750434523585,0.02466971610669675,-,0.0493,1.3068058525765,0.008715449,13.3,1
SEC14L5,--+---,-+++++---++-,--+++---,0.024671802594380864,0.9336348676140702,+,0.0493,1.3067691228562903,0.04053674045704568,13.3,1
TNFRSF10D,+++++-,++++++------,NA,0.024681840588292796,0.9886297820302425,+,0.0494,1.3065924613113946,0.042709520150159525,13.3,1
TCOF1,++--+-,--+-+-+-++-+,---+--+-,0.2958402663313302,0.0246904311699592,-,0.0494,1.3064413302364473,0.016821773,13.3,1
GLMP,---++-,+++-+----++-,-+--+++-,0.6802640696904163,0.024707440043058814,-,0.0494,1.306142254189602,0.010677996,13.3,1
ST8SIA5,-+++++,----+-+-++--,++-+--+-,0.619624121536937,0.024773876972912157,-,0.0495,1.3049760277789744,0.011568644,13.3,1
ZNF90,+---++,+-++++----++,NA,0.024804036664244515,0.7923324551644649,+,0.0496,1.3044476397054814,0.011849053,13.3,1
ANKRD50,-+++-+,++-+--+----+,-++++---,0.024805761198485606,0.9889874602498789,+,0.0496,1.3044174458430862,0.004300804,13.3,1
SETD9,----++,-++---+--++-,NA,0.9647630362654503,0.024818567261245806,-,0.0496,1.3041932976203194,0.01687618441440518,13.4,1
C14orf37,+++--+,+---+---+--+,+--+-+-+,0.024819317958917158,0.9660340362107228,+,0.0496,1.304180161530624,0.004623689,13.4,1
SERPIND1,---+-+,NA,NA,0.8690358437058991,0.02482222447436514,-,0.0496,1.3041293055918197,0.03553218744726693,13.4,1
CD33,-+--++,+++++++-+++-,NA,0.7600862475923673,0.02484787113061364,-,0.0497,1.3036808183424127,0.009246106395914782,13.4,1
GSC,++-+++,NA,NA,0.7128946097879657,0.024853778984407444,-,0.0497,1.3035775723411758,0.03881311185606997,13.4,1
GLUD1,+-++-+,+++--+-----+,+-+-+--+,0.024865891992034345,0.7753474785766266,+,0.0497,1.3033659614285378,0.042946536,13.4,1
SAMD1,---++-,+-+---++++++,+-++----,0.4484082356284574,0.02487391264293452,-,0.0497,1.3032258995813724,0.005719644,13.4,1
C6orf58,+++---,NA,NA,0.024874991998115988,0.9988483158494629,+,0.0497,1.3032070546237684,0.1377068047872926,13.4,1
XPO1,--+--+,+++-+++---+-,-+-+--+-,0.02488138365257268,0.5780725658122188,+,0.0498,1.3030954765500145,0.008078429465351235,13.4,1
PIP5K1B,--++++,-+----+++---,++----++,0.7888237282847467,0.024881682766230342,-,0.0498,1.303090255673556,0.031313015,13.4,1
ANG,-+--+-,NA,NA,0.6847714528681286,0.024899177374197824,-,0.0498,1.3027850053426178,0.030373550196274725,13.4,1
AADACL2,+--+++,NA,NA,0.9956142530145173,0.02490825016893619,-,0.0498,1.3026267853771123,0.05557492857680782,13.4,1
DENND1C,-+-++-,-+++-+++++++,NA,0.806392953310933,0.024929888644703996,-,0.0499,1.3022496657078408,0.005349043,13.4,1
MT1G,+++-+-,++---++++--+,++------,0.02493200801201374,0.5289938218025836,+,0.0499,1.3022127465535358,0.013639888,13.4,1
SULF1,-++--+,--+------+--,--+-+--+,0.4107198451455003,0.02493323872317461,-,0.0499,1.3021913091356512,0.011260768,13.4,1
VWF,---+++,-++++-++++++,-+++-+-+,0.9302795132979181,0.02493910276737317,-,0.0499,1.302089179499356,0.01731039,13.4,1
MRFAP1,++-++-,+--+-+++++-+,++-+-+-+,0.5971122618551369,0.024953368686153193,-,0.0499,1.3018408209877894,1.30243e-4,13.4,1
PPIG,+++-+-,+-++++------,-+-+++++,0.024968503613201815,0.41308024832514245,+,0.0499,1.3015774888970701,0.033314732,13.4,1
PRKCQ,------,++++++---+++,---+++++,0.18761319464964465,0.024983989794537052,-,0.05,1.301308210514499,0.017825468,13.4,1
FGFR2,--+---,-++-++----+-,--+-+---,0.02498884481272652,0.3835764354804812,+,0.05,1.3012238243622052,0.006594195,13.4,1
PDS5A,-++--+,+++-+-----+-,+-+++-++,0.02501546989713577,0.8629506973205718,+,0.05,1.3007613391387205,0.044354736,13.5,1
ZNF410,--+--+,----+-----++,--++----,0.025032172205325585,0.8689825165172113,+,0.0501,1.3004714665194939,0.02751779,13.5,1
RNF182,+-++++,++--++------,NA,0.02504706319546932,0.9085828274134586,+,0.0501,1.3002131928063136,0.06010446,13.5,1
INO80,-+++-+,----+-++++++,NA,0.8637752315627116,0.025047596836999746,-,0.0501,1.3002039400208136,0.03727321,13.5,1
IMMT,++++--,++++-+-++++-,-+-++-+-,0.025065317961370532,0.7574175906922884,+,0.0501,1.2998967861911424,0.00173633,13.5,1
PVR,++++--,--------+---,+++-+-+-,0.025081370370434505,0.45159652806637657,+,0.0502,1.2996187429883796,0.019583801,13.5,1
ARF1,++++--,---+----++--,++------,0.025091681738551027,0.6692955369287877,+,0.0502,1.2994402340020337,0.023848559841140853,13.5,1
BIK,+++-+-,NA,NA,0.025106488168208888,0.7978301574604595,+,0.0502,1.2991840353838162,0.012378669891221963,13.5,1
TMOD1,++++--,-+-++-++++++,++-+--+-,0.02511105408776502,0.30007884864644224,+,0.0502,1.2991050608428718,0.044147567,13.5,1
PHLDA2,++-++-,NA,NA,0.8544050572941876,0.02511904563539351,-,0.0502,1.2989668693964949,0.006587108195746312,13.5,1
CTNND1,-++--+,----+-+-+--+,--+--+--,0.10242660884767252,0.025122036221674235,-,0.0502,1.2989151668824206,0.001687079,13.5,1
OMA1,----++,++++++++--++,--+-++++,0.4626945900411105,0.02512425805604434,-,0.0502,1.2988767588596544,0.056538289320592086,13.5,1
ANKRD16,+--+--,+++-++---++-,++-+---+,0.025134391655730864,0.9920794993841227,+,0.0503,1.298701626160684,0.040280797,13.5,1
C1QL4,---+++,NA,NA,0.9880087084108103,0.025156940983019144,-,0.0503,1.2983121734039422,0.010115240622011953,13.5,1
PALM3,++-++-,NA,NA,0.45338352052398645,0.025164497047188913,-,0.0503,1.2981817495874952,0.031419935823250096,13.5,1
RNF43,+-+++-,++--++----++,NA,0.025201478914209947,0.931200716859771,+,0.0504,1.297543976830886,0.014101674,13.6,1
IGFLR1,+++-+-,NA,NA,0.025204295949489343,0.47676263207945296,+,0.0504,1.2974954338660472,0.012090565692044449,13.6,1
SMAD7,--+++-,+++-+-------,+-+----+,0.025236603269848133,0.9665573835461687,+,0.0505,1.2969391038603286,0.014581216,13.6,1
URI1,-+-+--,+++-++++-+++,--++++-+,0.8501988449778546,0.02523695227060317,-,0.0505,1.296933097978616,0.011139326,13.6,1
LMBR1,-+++-+,-+-+-++---+-,-+----++,0.15684700803668158,0.025245375520344608,-,0.0505,1.2967881692054621,0.001731367,13.6,1
ZNF287,++++-+,++++-+-+----,NA,0.025283821228902634,0.9988552668603413,+,0.0506,1.2961272933801666,0.03395743619326046,13.6,1
FZD5,-++---,+-+-+-----+-,NA,0.02528600172760744,0.9768218007063805,+,0.0506,1.2960898410617476,0.0568901,13.6,1
FANCM,-++--+,++++-+----++,NA,0.025304181952234904,0.981233881866338,+,0.0506,1.2957777025794952,0.034724218,13.6,1
LRIG3,-----+,++++++---+++,+++---+-,0.02531412169100229,0.3196919535439087,+,0.0506,1.2956071408086327,0.012349052814703596,13.6,1
HSD17B3,----+-,+++++++--+++,NA,0.025328258669206048,0.8699298146691241,+,0.0507,1.2953646714878588,0.029303297,13.6,1
LSM6,+--+++,++++++------,+------+,0.02535403976367598,0.12219053139913695,+,0.0507,1.2949228372231294,0.014966292,13.6,1
SLC7A4,++-+-+,++++----+---,++++---+,0.02535549259770796,0.7724391630751472,+,0.0507,1.2948979520477393,0.007075843,13.6,1
P2RX4,----+-,--+-++++++++,+-+-++--,0.6817501170969091,0.025360293707551895,-,0.0507,1.2948157253617163,0.015841011,13.6,1
ATL1,++++-+,++-+-+--+---,NA,0.025365128953673852,0.9800160665133526,+,0.0507,1.2947329297690686,0.019922466780934987,13.6,1
C7orf49,----+-,+++-++-+----,+----+++,0.48687391084866,0.025374703845910087,-,0.0507,1.2945690221374138,0.003716292,13.7,1
PYCR2,----+-,++++++-++++-,+---++++,0.025387202686840152,0.6087680605273216,+,0.0508,1.2943551539781353,7.5907e-4,13.7,1
CXCL12,---++-,+-+--+++++++,-------+,0.988108883893896,0.02539284189812951,-,0.0508,1.2942586956793944,0.027893250187699378,13.7,1
TMEM140,------,++++++-+----,--+-++--,0.025404644655184883,0.08016650354113894,+,0.0508,1.29405687969595,0.001415761,13.7,1
URB2,++++-+,-++-++----+-,NA,0.02542326794921618,0.9898213571822694,+,0.0508,1.2937386295935884,0.023680104949529625,13.7,1
FAM96B,-+-++-,-+---+-++++-,-------+,0.9541013440074626,0.025435482908371464,-,0.0509,1.2935300169410808,0.018208333,13.7,1
CCDC68,---+++,++--+---++-+,+-+-++++,0.8979095693291769,0.025435810503891942,-,0.0509,1.2935244234946672,0.006668856,13.7,1
RAB3D,-+-+--,-----+---+--,-+--+-+-,0.025441261159351962,0.6260741398431328,+,0.0509,1.2934313682333989,0.002358146,13.7,1
SOAT2,+--++-,++++++-+++--,-------+,0.04028303801272277,0.025454653762346163,-,0.0509,1.2932028102549484,0.004275281,13.7,1
CAPN10,++--+-,-++---+++++-,NA,0.9728081395789561,0.025493587863905896,-,0.051,1.29253904372574,0.015117637,13.7,1
TMX3,++++-+,++++-++-----,NA,0.025504538023285856,0.9780147202406626,+,0.051,1.2923525429951728,0.013209921,13.7,1
DNM1L,++++-+,++++-+--+---,-+--+--+,0.06895642864534185,0.025510856529255582,-,0.051,1.292244964005943,0.005263951,13.7,1
ACOT8,++-++-,-++--++++++-,--------,0.3518524939828284,0.02551961199425566,-,0.051,1.2920959373446812,0.002429538,13.7,1
CD84,----++,++++++--++--,NA,0.5082208885654481,0.025522035598510073,-,0.051,1.2920546942420605,0.026093782597281522,13.7,1
RNF6,++++-+,++++-++-+-+-,NA,0.025538790728336425,0.9807823491308515,+,0.0511,1.2917696749342353,0.0485830012266254,13.7,1
SLC30A9,-+++-+,++++-+--+---,++-----+,0.02554864358627262,0.7075297992605302,+,0.0511,1.291602156563304,0.02130154,13.7,1
WBSCR17,++-++-,-+-++---++--,++-+--+-,0.025559694569418253,0.9225991857233283,+,0.0511,1.2914143445057125,0.013922659,13.8,1
SIRPG,+-+-+-,++++++++++++,NA,0.0255721017367928,0.603555368485699,+,0.0511,1.2912035807609654,0.043231846,13.8,1
TOMM40,+--++-,--+----+++++,----+-+-,0.954619344081291,0.02559191069038474,-,0.0512,1.2908672928406484,0.010808872,13.8,1
C16orf87,-+-+-+,------+-+---,NA,0.743549988558651,0.02562992988827538,-,0.0513,1.290222586180521,0.023985863,13.8,1
MTPN,++++-+,++++-+-++---,NA,0.025635208329057142,0.9817543455790539,+,0.0513,1.2901331531742954,0.09093691581737687,13.8,1
PCDHA6,++++-+,+-++++------,NA,0.02563645820748539,0.995445231150096,+,0.0513,1.2901119790896123,0.06938374335524437,13.8,1
UNC13A,++++-+,+--++-++++--,-+-+----,0.025639932593385848,0.5950297993907643,+,0.0513,1.290053125234912,0.021308614,13.8,1
ICA1,++-+--,-+----++++++,+-------,0.10214405004330698,0.02565199244691034,-,0.0513,1.2898489009664467,0.030892041,13.8,1
ENTPD3,-+++-+,-++++-++++++,++-----+,0.5126256431686453,0.025657265738611445,-,0.0513,1.289759632028391,0.003454814,13.8,1
ABR,++++--,------++++-+,---+--+-,0.5807623583487376,0.02567905704468182,-,0.0514,1.2893909322838382,0.032256739,13.8,1
CD82,----+-,++++++---+--,--+--+--,0.025691193202440024,0.5429077322691179,+,0.0514,1.2891857292171374,0.023580899,13.8,1
XPNPEP3,----+-,+-+-+-++--+-,+-+----+,0.025705455428068687,0.16317914921466423,+,0.0514,1.2889447015931885,0.005704026,13.8,1
EDC4,++++--,------++++++,+++++---,0.12108330407660309,0.025774616569747683,-,0.0515,1.2877777910160177,0.018514874,13.9,1
NCAM2,--++-+,++-+++------,-+--++-+,0.02578028255017998,0.1036816213510014,+,0.0516,1.2876823314539496,0.008662547,13.9,1
AJAP1,-+++-+,------------,+--+--++,0.33523416477086915,0.025782185224282068,-,0.0516,1.2876502802004144,0.003712828,13.9,1
TSN,-+++--,++++-+------,+++-++-+,0.02578837806031528,0.21796632991486425,+,0.0516,1.2875459759478258,0.002634082,13.9,1
P2RY2,+++-+-,NA,NA,0.025820160613995537,0.9660871414799805,+,0.0516,1.2870110648736643,0.03393996082751581,13.9,1
PTPRA,++++-+,++-+-++-----,---+++-+,0.36732538730860903,0.025872186594510672,-,0.0517,1.286136869558398,0.001598315,13.9,1
SLC1A6,-+-+--,+----++++++-,++-+-+++,0.9710070933309196,0.025874681297581113,-,0.0517,1.2860949951098581,0.05791912801017596,13.9,1
NGFR,--+---,++++++---+++,NA,0.02589039801249826,0.8183837686779885,+,0.0518,1.2858312774506613,0.046873811171016584,13.9,1
HIGD1C,+---++,NA,NA,0.9494842163398003,0.02590081187916389,-,0.0518,1.2856566267754377,0.02776366879302988,13.9,1
SLC1A7,--++++,NA,NA,0.9818946495283639,0.025905838571259467,-,0.0518,1.2855723493852877,0.021735903916586002,13.9,1
TMED9,---++-,+-++++-++++-,+++---+-,0.025914676533905903,0.5306299061560662,+,0.0518,1.2854242119753048,0.002423689,13.9,1
PCDHGA3,+++--+,+----+------,NA,0.025915487544913168,0.9644232648558256,+,0.0518,1.2854106207543814,0.011976754,13.9,1
COPZ1,++++--,++++-++++++-,+++-+-++,0.025924047960645603,0.25945323010102694,+,0.0518,1.28526718808999,2.97504e-4,13.9,1
PTPRB,---+++,++--+-+++-++,+-+-----,0.41564821984326816,0.02594650520011395,-,0.0519,1.2848911344258218,0.013512466,14,1
KRTAP19-6,---+--,NA,NA,0.8712016991038782,0.02595419082044871,-,0.0519,1.2847625110052625,0.002746553268378335,14,1
CD37,----+-,++++++++++++,NA,0.3904803626528705,0.025971539119860852,-,0.0519,1.2844723168762984,0.011355427,14,1
FAM98B,++++-+,-----+-+---+,-+--+++-,0.8918593171397367,0.02597821411491371,-,0.052,1.284360712360256,0.025642228,14,1
PARP14,++-+++,++++++++--++,NA,0.025996120548609284,0.6628306378642942,+,0.052,1.2840614621359834,0.011203247,14,1
PFKL,+--++-,-+----++++-+,+++++-+-,0.3015875320998138,0.026002687888928677,-,0.052,1.2839517611731206,0.005676485,14,1
MRPS10,++++-+,++++-++++++-,+--+---+,0.02601420239384211,0.27551419206174893,+,0.052,1.283759489547491,0.002413109,14,1
SULT1A1,+---+-,------++++--,---+--+-,0.5922877030326203,0.026021185017895316,-,0.052,1.2836429336702484,0.01963324,14,1
PTK2B,++++-+,---+--+++++-,-+++-+--,0.026021231553584084,0.06570965670154229,+,0.052,1.283642156988681,0.004077341,14,1
ERCC2,++-+++,++++++++++++,++++----,0.05435298102434595,0.026026215456046407,-,0.0521,1.2835589835971426,0.001112135,14,1
C11orf31,+--++-,--+++++++--+,+-----+-,0.5685299225313424,0.026030665574009498,-,0.0521,1.283484731677256,0.002668892,14,1
C3orf70,++++-+,------++---+,NA,0.026034274617044325,0.7850497248205806,+,0.0521,1.283424522735433,0.011117927721820596,14,1
MARK3,+-+++-,+-+-+-+---+-,+-+++-+-,0.026046238019255336,0.9626410451277814,+,0.0521,1.2832249993669633,0.034033973,14,1
ANPEP,++-+++,+-+-+-++++++,NA,0.9897258095435744,0.026061569918451034,-,0.0521,1.2829694307804704,0.039881244960564756,14,1
GLIPR2,--+-+-,++++++---++-,NA,0.02610586158117368,0.9605572674890994,+,0.0522,1.2822319733751961,0.071719338,14,1
GRM2,---+-+,+-----+-+--+,+++++---,0.5898450048437361,0.02611959851019744,-,0.0522,1.2820035073128402,0.012831344147679495,14.1,1
CDKN2A,----+-,NA,NA,0.8489257561675488,0.026129810736288235,-,0.0523,1.2818337402835238,0.01190486287487281,14.1,1
PRKCH,-+-+--,++++--++-+++,--+-++--,0.6192719589052046,0.02613946681094394,-,0.0523,1.2816732796770525,0.013409329004872739,14.1,1
EBLN2,----+-,+++-+-+---+-,NA,0.026142762947389882,0.47141900469379416,+,0.0523,1.281618519431417,0.008547314,14.1,1
RAB3IP,++--++,+---+----++-,+-++---+,0.02614706001439972,0.8919801244529304,+,0.0523,1.2815471406280767,0.023652622,14.1,1
RPS23,-+++++,++++++++++++,+++--+++,0.5454272123863121,0.02619283262503019,-,0.0524,1.2807875365752444,0.03287706,14.1,1
LRP6,--+--+,+-+-+-----++,--++++--,0.026193246847351814,0.9338750806791682,+,0.0524,1.2807806685496017,0.012893602,14.1,1
SLC38A10,----+-,--+-+-++++++,NA,0.9723437169911959,0.026193670358984112,-,0.0524,1.280773646614556,0.07579131290092556,14.1,1
ARRDC4,-++-+-,-++-++++-++-,+-++++--,0.02620285934668418,0.9910491805309163,+,0.0524,1.280621318713615,0.071846629,14.1,1
CHCHD2,+--++-,++++++++++--,-+----++,0.7343803127573125,0.026203550910689908,-,0.0524,1.2806098566642163,0.008722472,14.1,1
CCPG1,+-+-+-,+-+-++------,---+-+++,0.026210874543068842,0.7497006895732214,+,0.0524,1.2804884926266322,0.013167515,14.1,1
FAM195B,+---+-,NA,NA,0.7449850705580274,0.02621388422106225,-,0.0524,1.2804386273882566,0.019919349226736577,14.1,1
CARS2,+---+-,+++-++++++++,++++----,0.026226192421714988,0.9128139442180249,+,0.0525,1.2802347610300813,0.053258895,14.1,1
PGAM1,++++--,-+++-+-+++--,-+---+++,0.5184863416042017,0.026237698080527068,-,0.0525,1.2800442740431264,0.009304343,14.1,1
ANKRD11,----+-,----+-+-++++,-+-++---,0.4049419715816023,0.026258038179395538,-,0.0525,1.2797077288769338,0.0045389426351946155,14.1,1
ITGB2,----+-,++++++++++++,----+-++,0.09945547847392038,0.026268599443460678,-,0.0525,1.2795330861061494,0.004160569,14.1,1
VAV2,+-++++,------++++++,+-+-----,0.04572613377134625,0.026289590051982083,-,0.0526,1.2791861903692592,0.012911236,14.1,1
SLC25A3,++++--,++++-+-++---,+-------,0.02629801700823592,0.6744933618204677,+,0.0526,1.2790470024184777,0.00473302,14.1,1
BEND5,+--++-,-------++-++,NA,0.8865947789468975,0.026298705157225415,-,0.0526,1.279035638238484,0.056265916,14.1,1
ZDHHC6,++++--,+++--++--++-,++-+--++,0.02630836168406183,0.8887088347264129,+,0.0526,1.2788762004816077,0.01817729354279119,14.2,1
MAPK1,++++-+,++++-+-+--+-,----+-++,0.03213722326839565,0.02631822213365594,-,0.0526,1.278713456157836,0.007032022,14.2,1
FMNL2,--+---,++++++-----+,----+-++,0.026325742464999254,0.03592122876474859,+,0.0527,1.2785893758971032,0.010430899,14.2,1
P2RY6,+++-++,+++-++++++++,NA,0.026329172231137697,0.6656758431590787,+,0.0527,1.2785327988987794,0.0015536884182040557,14.2,1
SOX10,------,+-+++----+++,--+-++--,0.22349033152335251,0.026342360790723923,-,0.0527,1.278315310686698,8.13432e-4,14.2,1
CFAP44,+---++,+---+-++-++-,NA,0.9673349824379487,0.02634406092274481,-,0.0527,1.2782872822903324,0.004292416,14.2,1
VASN,+++++-,-+++++++++++,++++---+,0.02636304209673871,0.7665121211552977,+,0.0527,1.277974481206239,0.01421982887715666,14.2,1
SPSB1,-+++--,-++++---+++-,--+++---,0.026371376817021237,0.45626635946952243,+,0.0527,1.277837199972024,0.011575562,14.2,1
SEMA6B,++-++-,------+++++-,--++++--,0.7080697926289217,0.02638638924198743,-,0.0528,1.2775900396395912,0.008465538,14.2,1
CSTF3,++++-+,+++++++---+-,---+-+++,0.02643523733106576,0.5660237382976196,+,0.0529,1.2767867905553743,0.00635103,14.2,1
HIBCH,------,+++-+++---+-,---+++++,0.0464003927746912,0.02643665359376828,-,0.0529,1.2767635239361548,0.009212513,14.2,1
BDH1,++----,------+++++-,+-----++,0.37198692852448795,0.026438502405259273,-,0.0529,1.2767331532029145,0.018767135,14.2,1
NDUFB8,++-++-,+-+--+++++--,++-+----,0.04893540416821793,0.02644955555274381,-,0.0529,1.2765516256061213,0.003676592,14.2,1
TBX6,----+-,+---+-+-++++,NA,0.8726768736453743,0.02645226297122267,-,0.0529,1.2765071728088677,0.0116676,14.2,1
PLA2G15,++++++,++++-+-++++-,NA,0.026457633033230073,0.7563110787735035,+,0.0529,1.2764190158294964,0.005216953,14.2,1
ARID5A,+++-+-,----+-++++--,++++-+-+,0.02648092982546252,0.7182196687089326,+,0.053,1.2760367739090746,0.008749911067693449,14.2,1
C1orf110,+++-++,+++-++----+-,NA,0.026483437767171866,0.9701282433415408,+,0.053,1.2759956449276244,0.020656485,14.2,1
DYRK1B,++-++-,------+-++++,+-++----,0.026484369723415613,0.1351710326508514,+,0.053,1.2759803623069816,0.009189139,14.2,1
RPL30,---++-,+++--+++++++,-++-+-+-,0.9276539511628372,0.02648578988576072,-,0.053,1.2759570749061286,0.03605118567522413,14.2,1
CMKLR1,----++,--+--+++++++,NA,0.9995208160871204,0.026497316456898918,-,0.053,1.275768111794484,0.11469831610457003,14.3,1
MDGA2,--+--+,-----------+,++--+--+,0.026538597594633017,0.28780593905148544,+,0.0531,1.2750920350541917,0.002616667,14.3,1
CREB3L4,----+-,++++++++--++,+++-----,0.02654829495687949,0.7167831163063003,+,0.0531,1.2749333702404464,0.005252106,14.3,1
TSTD1,-+-+++,+-----+-+-+-,+--+-+-+,0.9086070030538724,0.026568586313143867,-,0.0531,1.2746015576688523,0.012865553607925111,14.3,1
CXXC4,-+++-+,+++-----++-+,+---++-+,0.3923273194143637,0.026576664282732462,-,0.0532,1.2744695339186585,0.001364981,14.3,1
HBP1,--+---,++++++----+-,--+-++--,0.08063113759260591,0.026615167121646494,-,0.0532,1.2738408068018456,0.004685019,14.3,1
AP1B1,++-+--,------++++++,+--+-+--,0.8599213614164308,0.026618422376119288,-,0.0532,1.273787692252561,0.008544055,14.3,1
FAM210B,++-+--,++++-+++--+-,++++-+-+,0.02662281327403966,0.751736765917969,+,0.0532,1.2737160581998028,0.005230129,14.3,1
SEPT1,----+-,+---+++++++-,NA,0.9746451562331551,0.026644047662714287,-,0.0533,1.2733698024545117,0.006938886,14.3,1
CCDC107,++-++-,-++---++++++,NA,0.7048031989212866,0.026688117287997155,-,0.0534,1.272652066752099,0.008396482,14.4,1
ANKRD54,+--++-,--+---+-+++-,++++----,0.026694974802473136,0.07920166460791205,+,0.0534,1.2725404890747392,0.001439489,14.4,1
HEATR4,+---++,-+----++-+++,NA,0.9683357248188085,0.02673172296686809,-,0.0535,1.2719430526543738,0.123530831,14.4,1
C2orf74,+--+++,NA,NA,0.9853324301782969,0.02673570439731982,-,0.0535,1.2718783735267738,0.04621397208172032,14.4,1
NRIP2,-++++-,+-++++---+--,+-+++---,0.026736282409886018,0.4980850262134254,+,0.0535,1.2718689843986353,0.020271048,14.4,1
KCNB1,++++--,----+---+--+,++++--+-,0.02674430600936567,0.4959919890696557,+,0.0535,1.271738671509112,0.001790449,14.4,1
SLCO4A1,+++---,--+-+--+--++,++++----,0.026758579806408028,0.9932228524513999,+,0.0535,1.2715069445155542,0.0437946592305848,14.4,1
INCENP,++-+-+,+--+--++++-+,NA,0.9294744703883149,0.026762404201287948,-,0.0535,1.271444878631431,0.014008533,14.4,1
GLRX2,---+++,++++-+-+++--,----+--+,0.2600073037145454,0.026762701758619847,-,0.0535,1.2714400499625296,7.34363e-4,14.4,1
